group,target,alpha,beta_GALAXY_SOUNDS_BLACK_HOLES,beta_GALAXY_SOUNDS_PLANETARY_RINGS,beta_GALAXY_SOUNDS_SOLAR_WINDS,beta_GALAXY_SOUNDS_SOLAR_FLAMES,resid_sd,resid_acf1,half_life,adf_t,n,min_day_adf,max_day_hl,beta_GALAXY_SOUNDS_DARK_MATTER,beta_SLEEP_POD_LAMB_WOOL,beta_SLEEP_POD_POLYESTER,beta_SLEEP_POD_NYLON,beta_SLEEP_POD_COTTON,beta_SLEEP_POD_SUEDE,beta_MICROCHIP_OVAL,beta_MICROCHIP_SQUARE,beta_MICROCHIP_RECTANGLE,beta_MICROCHIP_TRIANGLE,beta_MICROCHIP_CIRCLE,beta_PEBBLES_S,beta_PEBBLES_M,beta_PEBBLES_L,beta_PEBBLES_XL,beta_PEBBLES_XS,beta_ROBOT_MOPPING,beta_ROBOT_DISHES,beta_ROBOT_LAUNDRY,beta_ROBOT_IRONING,beta_ROBOT_VACUUMING,beta_UV_VISOR_AMBER,beta_UV_VISOR_ORANGE,beta_UV_VISOR_RED,beta_UV_VISOR_MAGENTA,beta_UV_VISOR_YELLOW,beta_TRANSLATOR_ASTRO_BLACK,beta_TRANSLATOR_ECLIPSE_CHARCOAL,beta_TRANSLATOR_GRAPHITE_MIST,beta_TRANSLATOR_VOID_BLUE,beta_TRANSLATOR_SPACE_GRAY,beta_PANEL_2X2,beta_PANEL_1X4,beta_PANEL_2X4,beta_PANEL_4X4,beta_PANEL_1X2,beta_OXYGEN_SHAKE_EVENING_BREATH,beta_OXYGEN_SHAKE_MINT,beta_OXYGEN_SHAKE_CHOCOLATE,beta_OXYGEN_SHAKE_GARLIC,beta_OXYGEN_SHAKE_MORNING_BREATH,beta_SNACKPACK_VANILLA,beta_SNACKPACK_PISTACHIO,beta_SNACKPACK_STRAWBERRY,beta_SNACKPACK_RASPBERRY,beta_SNACKPACK_CHOCOLATE
MICROCHIP,MICROCHIP_CIRCLE,14328.038892180748,,,,,357.13471576722554,0.9995346448337603,1489.1548187533137,-2.801720419494845,30000,-4.33765166869163,585.3072518504422,,,,,,,-0.21442162257043978,-0.16261948563584053,0.12396982342286295,-0.23032920612292027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROCHIP,MICROCHIP_OVAL,-490.56042074520275,,,,,442.68425481122904,0.9987492082425462,553.8200860513673,-4.331150121141783,30000,-4.079783684746688,469.13940036867456,,,,,,,,-0.2334849099379994,0.45486445688078375,1.1261280731367855,-0.32945233665896806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROCHIP,MICROCHIP_SQUARE,34622.465683704635,,,,,723.1926873838727,0.999199482923742,865.527702033693,-3.4474064333519068,30000,-2.982480683119442,513.8301288319676,,,,,,,-0.6231300836088979,,-1.305479316949483,0.16662933657279475,-0.6668321009567469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROCHIP,MICROCHIP_RECTANGLE,12595.888646662721,,,,,329.6256830600202,0.998899300234157,629.3865580500469,-4.0760063936697515,30000,-2.868264376784004,499.1020861644562,,,,,,,0.25219468928333105,-0.2712089572427367,,-0.3316449079702204,0.10560729802045757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICROCHIP,MICROCHIP_TRIANGLE,8897.55032009861,,,,,313.2358208437501,0.9985815480012268,488.3178753011192,-4.617389363780911,30000,-4.565354490515136,686.2304942492591,,,,,,,0.5638225951568632,0.03125980431842307,-0.2994843206979891,,-0.1771853112850118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES,PEBBLES_XS,49999.69139082334,,,,,2.798401513794248,0.01298889371255083,0.15957673533042277,-170.96109964062776,30000,-99.6551483019216,0.18016815039754452,,,,,,,,,,,,-1.000001262965582,-1.0000011203577623,-0.9999819266222981,-0.9999934149074293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES,PEBBLES_S,49997.43675597061,,,,,2.798296213303394,0.013004406799284548,0.1596205984877757,-170.9584448475789,30000,-99.65105920077828,0.18019503892741903,,,,,,,,,,,,,-0.9999516547632822,-0.9999269819242164,-0.999945873063566,-0.9999260066864886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES,PEBBLES_M,49998.61586865401,,,,,2.7983540409139693,0.012998503531978678,0.15960391036466062,-170.959451818611,30000,-99.65536764762719,0.18018965374172213,,,,,,,,,,,,-0.9999929837777503,,-0.9999446509372105,-0.9999655981565597,-0.9999671920379148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES,PEBBLES_L,49999.61600249674,,,,,2.798408582766364,0.012997084790768117,0.15959989907329877,-170.95970701142375,30000,-99.65475922593136,0.180132310958686,,,,,,,,,,,,-1.0000072904444113,-0.9999836305404157,,-0.9999906030793709,-0.9999869786873763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBBLES,PEBBLES_XL,49999.93904270317,,,,,2.798401945171829,0.01297969488147632,0.15955071234168988,-170.96266948846363,30000,-99.656704147336,0.18004259451348884,,,,,,,,,,,,-1.0000214391472266,-0.9999998347250504,-0.9999858592943925,,-0.9999937232082668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_VACUUMING,13467.059214578667,,,,,254.59279772513867,0.9990223810736677,708.6690833873963,-3.9062827094722667,30000,-3.428474229341032,594.656961794971,,,,,,,,,,,,,,,,,-0.3170541131363286,-0.28700243169569467,0.1620715035091727,0.05773392573288264,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_MOPPING,30082.601345969466,,,,,350.3129691318886,0.9988156211515289,584.8944583485195,-4.2254623939150395,30000,-5.538314395393824,758.524765500969,,,,,,,,,,,,,,,,,,-0.5458901191206759,-0.3338836492294718,-0.5437180510655124,-0.6002796163054672,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_DISHES,26351.856113304886,,,,,318.07910397215227,0.9980793152766687,360.53877049999255,-5.332070543560205,30000,-7.058948850952414,769.7577169937377,,,,,,,,,,,,,,,,,-0.45005239823927806,,-0.4464942039957136,-0.3270074085233146,-0.4479851601557635,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_LAUNDRY,14981.250452115493,,,,,319.6324369524613,0.9991425699881565,808.0542620481308,-3.599792378390597,30000,-3.956969148946409,371.6576297085033,,,,,,,,,,,,,,,,,-0.27796134964218194,-0.45086574329463314,,0.011739090480468097,0.2554560107231044,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_IRONING,18545.65891347723,,,,,369.0771501834655,0.9992073800222686,874.1546549057789,-3.5920277382352213,30000,-3.4766281751001777,543.0131638670932,,,,,,,,,,,,,,,,,-0.6035255172035513,-0.4402725717106749,0.015651900384425228,,0.12133139173436146,,,,,,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,25282.30029400423,,,,,510.1745610915147,0.9995461675049133,1526.9728144317514,-2.6262100128103825,30000,-3.658182774784924,754.1242966097525,,,,,,,,,,,,,,,,,,,,,,-0.42105967368115405,-0.2513172092262968,-0.8739096901272165,0.11655514285509577,,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_AMBER,31353.28461331771,,,,,320.9438163118693,0.9987758756553518,565.8925482617408,-4.125566912297266,30000,-4.239490445181325,557.1794966068026,,,,,,,,,,,,,,,,,,,,,,,-0.3846906515401016,-0.6172586641501482,-0.9697631823187595,-0.1666341749132924,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_ORANGE,19557.759026743584,,,,,378.40202273986233,0.9995195052898688,1442.2232458184706,-1.3366528394773662,30000,-2.868847475698858,445.4131668253557,,,,,,,,,,,,,,,,,,,,,,-0.5347619596578589,,-0.17133858217676123,-0.1340781456611012,-0.13825840037194717,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_RED,27273.019141533372,,,,,337.30365330408557,0.9991150364280521,782.9027682748374,-3.83412766326545,30000,-4.223662019156019,432.28602195827517,,,,,,,,,,,,,,,,,,,,,,-0.6817909932714777,-0.13614144639907416,,-0.46889810372948615,-0.3820067579415789,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_MAGENTA,19824.977653006463,,,,,264.0833293041973,0.9988176331654827,585.8903535001026,-4.211688917967214,30000,-3.412025712626423,783.2412863685572,,,,,,,,,,,,,,,,,,,,,,-0.6565830090431027,-0.06530299043059871,-0.2874209095667269,,0.031230275469664674,,,,,,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_SPACE_GRAY,16204.407258239764,,,,,417.8235485380334,0.9995691068316137,1608.2822483259104,-2.3401334178635276,30000,-3.786038843442108,938.6802364814199,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25832124092493997,0.2176119899645333,0.06116683945136765,-0.6539103442647745,,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,17502.451912797544,,,,,347.25909811095494,0.999356274392713,1076.427674272664,-3.101466523232778,30000,-4.569624772466645,998.2945843227944,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2141589981212275,-0.09876498056439777,-0.6943760438040406,-0.17843562150748274,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,2931.8218984742293,,,,,305.0593633046703,0.9993367892029136,1044.7919527876984,-3.2399878249130434,30000,-4.758102289447731,403.95930050779316,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652714279834559,,-0.0483986407237474,0.43511900057087066,0.11600206305181786,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,11826.613181271898,,,,,487.4353550534745,0.9997723034965301,3043.8247992765896,-1.7857016976517186,30000,-4.955567342815632,447.45353617975815,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1945941453885418,-0.12356586076300426,,0.04713406184743289,0.0832461711373377,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,15353.237252967916,,,,,329.1562069293615,0.9991104884601045,778.8981059309981,-3.720400277671267,30000,-4.470539135868799,412.4563735135529,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6238663498409187,0.5065746200270247,0.021493389661280775,,-0.40582283392210716,,,,,,,,,,,,,,,
PANEL,PANEL_1X2,18880.8368954315,,,,,487.364895946429,0.9997370635988803,2635.831504508303,-2.255815798443998,30000,-3.9316275373289433,504.6603569260742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5968901319536781,-0.028526588863572136,-0.22935108711547225,-0.14071908307618916,,,,,,,,,,,
PANEL,PANEL_2X2,21783.253229735506,,,,,369.54249653714464,0.9993924488069712,1140.5402639070362,-3.049166535979977,30000,-4.33811966147562,438.52842085304985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18104373486721692,-0.41149800200502956,-0.628654226694312,-0.34317424505888905,,,,,,,,,,
PANEL,PANEL_1X4,14811.634221832644,,,,,567.8607955092638,0.9997505453934297,2778.3039652590087,-1.8935603172778237,30000,-3.2698009493111675,871.7054220489971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4275023401891457,,-0.6069336040728603,-0.23537250758253384,-0.03872800511182878,,,,,,,,,,
PANEL,PANEL_2X4,27117.40299934919,,,,,407.64532302307913,0.9993731019473071,1105.3310639055112,-3.0959112385735343,30000,-4.2717207899417025,615.1272197827741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5007303113013233,-0.3127680184617714,,-0.6767845532109,-0.16045647308287866,,,,,,,,,,
PANEL,PANEL_4X4,20965.553564917485,,,,,329.50791989897755,0.9993155955742883,1012.4276392203495,-3.1373817441695473,30000,-3.672092451358925,434.39754505632044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4998213210189206,-0.07925080390418426,-0.44219845930070295,,-0.06432447091684326,,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,22995.85759224074,,,,,462.44898707312217,0.9994664742565166,1298.8356544085923,-2.835366050987513,30000,-4.380085763301406,1245.2984024388993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.785941779227791,-0.14175030146027986,0.21185615041775954,-0.531487032070346,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,16821.37636470292,,,,,303.6627648969344,0.9991201272141104,787.4345090139029,-3.4939118199195587,30000,-4.378580560875421,447.53115560820754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2644209439231498,0.23935119371088168,-0.3225405017091284,-0.3388798878473784,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,18937.692978063147,,,,,442.06984309591326,0.9996138470658071,1794.6603021024594,-2.0639475606674376,30000,-2.910944902775914,1233.9785413624797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5603953797416523,,0.08014956879485062,-0.28291729214856054,-0.1295323083444758,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,-2369.080969794229,,,,,404.89297030418953,0.9994652520025613,1295.8661609278447,-3.3935619017027925,30000,-4.316153365463377,291.47467944192454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4255327470872355,0.06723569287000562,,0.47753168839736326,0.16240293917845344,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,24052.468966748045,,,,,526.8443160873768,0.9992752091479965,955.9943463994528,-3.6573626912316115,30000,-4.4453968386803355,315.3850517106933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9708804835265068,-0.4018299578646499,0.8085117218722997,,-0.6898101897679976,,,,,
SNACKPACK,SNACKPACK_CHOCOLATE,19500.95713546103,,,,,45.61176771221157,0.9981525607519742,374.8468104270276,-5.234722228666657,30000,-4.427634345312376,217.17378041131568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9220839634174486,0.11201970597494464,-0.14232697519491935,0.011221954820337733,
SNACKPACK,SNACKPACK_VANILLA,20483.254710281635,,,,,47.426507139104416,0.9982161779270571,388.2274927971441,-5.07679572530355,30000,-4.163139304295396,200.02757569444643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08894211904563754,-0.137002205949846,0.004893866341864648,-0.9969168649871363
SNACKPACK,SNACKPACK_PISTACHIO,13853.266547763214,,,,,89.90501424904657,0.999314779273414,1011.2211250155643,-3.3771679324788213,30000,-4.173111682668032,834.0679631750759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3196193167413274,,-0.3067256303996746,-0.851846864663611,0.4352196035228494
SNACKPACK,SNACKPACK_STRAWBERRY,67692.39480337707,,,,,163.08409144921757,0.9984379182154063,443.38630028377213,-4.862817168303646,30000,-4.658997784171123,826.0396432651345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6199756067024471,-1.0092655194895161,,-1.3032960304327985,-1.819519057618865
SNACKPACK,SNACKPACK_RASPBERRY,20719.312647943098,,,,,85.6576768136062,0.9990714146673905,746.1083900932387,-3.758778321745782,30000,-4.774358743684243,718.5177863037056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01596402520677767,-0.7732613149380243,-0.3595443415646522,,0.03957740278923266
