group,y,x,alpha,beta,corr_mid,corr_ret,resid_mean,resid_sd,resid_acf1,half_life,adf_t,n,min_day_adf,max_day_hl
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,12887.420131128401,-0.37914377152437406,-0.5933514510346837,0.003121848304692169,-5.74315587679545e-13,428.63510272928164,0.9996847745168707,2198.546637511428,-2.521941347808799,30000,-3.396079093215704,1066.0144881746428
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_SQUARE,16613.61567212871,-0.6203878710620957,-0.7316565719941762,0.005091578601633092,-1.862645149230957e-13,1057.8792810215014,0.9998559753181482,4812.350600598565,-0.43846823692587894,30000,-2.5111443012589687,1065.1524291638257
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,-3577.166700306024,1.3463323300347558,0.6524004777670824,0.003417205420889683,2.7318795522054037e-12,1176.1344967627615,0.999831315461936,4108.786289869943,-0.7552905776061769,30000,-2.2322859995736573,2687.7491628123958
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,-7521.843708079233,1.6209796083664456,0.8704587961153504,0.0019009375681978266,1.0128132998943328e-12,763.9022411637995,0.9993939596265757,1143.3844214618573,-3.2560231455877884,30000,-4.582963933595041,2400.5394331765183
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,32346.118397884937,-2.1473232560023376,-0.8822983028170596,0.0060992759414789915,2.483526865641276e-13,861.4683261283824,0.9991707803848267,835.556398484174,-3.598694487684288,30000,-2.732513273513405,1014.1247929819878
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,23178.268439537635,-0.989379848190034,-0.4504947640197723,0.00755359635066108,-2.3050233721733095e-12,1633.9837251389597,0.9998802969422831,5790.2087635295065,-1.8947225563561876,30000,-2.261604160526136,2484.1271336943523
MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,5773.771214189615,0.3054458683689893,0.33848772668852717,0.006057060041678742,-3.550667315721512e-13,707.616404146885,0.9998089574066381,3627.887142534784,-2.001135531776751,30000,-2.1328133621796135,2642.5152684238806
PEBBLES,PEBBLES_XS,PEBBLES_S,-4999.235912628416,1.3886453541434258,0.7982724958896201,-0.006583211148164591,3.019037346045176e-12,873.0423746345436,0.9995632821565035,1586.8273417033622,-2.714848634555106,30000,-2.6947784653694,2736.3181022493395
PEBBLES,PEBBLES_XS,PEBBLES_M,22417.0548514536,-1.4627359808803775,-0.694075544278341,0.014598624179160597,-7.140139738718669e-13,1043.514527169734,0.9996665062051934,2078.0944197018957,-2.6843145235500545,30000,-2.263951627157497,1743.2047578251163
PEBBLES,PEBBLES_XS,PEBBLES_L,13768.699562496055,-0.6255150996937894,-0.268551407088353,0.0050066244827078185,-3.104408582051595e-13,1396.274976969294,0.9999188718853476,8543.512520747792,-1.346424235236414,30000,-1.9788671376652966,2381.0282960124796
PEBBLES,PEBBLES_XS,PEBBLES_XL,16335.132207828752,-0.6752434411302966,-0.8275696574563158,-0.4972889378952967,1.831601063410441e-12,813.7084572986951,0.9997439164112397,2706.375790490353,-1.9346403701051236,30000,-2.2191573058692127,2869.5365601369563
PEBBLES,PEBBLES_S,PEBBLES_M,16588.014521426092,-0.7459296882417167,-0.6157137748934411,0.012586281903320225,-1.3969838619232178e-12,656.5902931258971,0.999585607927473,1672.337863667391,-2.602418594227753,30000,-2.8277210726098625,1121.4966174354906
PEBBLES,PEBBLES_S,PEBBLES_L,10785.455211036431,-0.18213862160479577,-0.13602911086238903,0.0065984948485020905,1.5522042910257975e-13,825.5228911109217,0.9998285783108175,4043.1743027237744,-1.5935520377049532,30000,-2.8727039445975024,1166.0496664881543
PEBBLES,PEBBLES_S,PEBBLES_XL,14108.217796816485,-0.3913520176345274,-0.8343570524569878,-0.49562580537325623,-9.002784887949626e-13,459.31776969845305,0.9995503899404666,1541.3163722969045,-2.586676616808459,30000,-2.5036042666833613,722.0659366379032
PEBBLES,PEBBLES_M,PEBBLES_L,6491.912828589102,0.37067911969840556,0.33538756733038533,0.010830890680833795,-7.761021455128987e-14,647.9682222507856,0.9996925191985301,2253.931325336752,-1.9688513867951347,30000,-2.504906118506182,2591.5686372133896
PEBBLES,PEBBLES_M,PEBBLES_XL,8468.663169297564,0.1356899848518863,0.35047026802999137,-0.5115392384969328,-2.2506962219874064e-13,644.1809004659085,0.9996269631692923,1857.7733638044551,-2.3726272181612216,30000,-2.4664607647854804,3099.197875923738
PEBBLES,PEBBLES_L,PEBBLES_XL,11087.851305679043,-0.06908884742052511,-0.19722524209636524,-0.5000250243991735,1.862645149230957e-13,610.0977675288336,0.9997331014045645,2596.696604226794,-1.8102679855008392,30000,-2.1878999989356314,1080.184851794503
ROBOT,ROBOT_VACUUMING,ROBOT_MOPPING,15254.138845079877,-0.5484005517539542,-0.7859963971773566,-0.0038802216142378677,3.9581209421157835e-13,330.9080176168429,0.9994419073431052,1241.6464073253492,-2.6274530401446357,30000,-2.964434976699209,827.1350841843628
ROBOT,ROBOT_VACUUMING,ROBOT_DISHES,15780.078590073528,-0.6601212751597771,-0.6864892643087371,0.0054069274847673475,3.8999132812023164e-13,389.20145684778686,0.9992598896176865,936.1990626721154,-3.660258061218213,30000,-3.355990432855286,1730.1358010321546
ROBOT,ROBOT_VACUUMING,ROBOT_LAUNDRY,2427.614524389729,0.6860760206514634,0.7874170941198325,-0.001893256311453257,1.202958325544993e-13,329.9389449736151,0.9993984993798106,1152.0165934449694,-3.1986840485769803,30000,-2.997387519183278,850.954107351855
ROBOT,ROBOT_VACUUMING,ROBOT_IRONING,4429.387505281762,0.5444291240397389,0.7842396148598817,0.012494096049463763,1.0312457258502642e-12,332.1000196825129,0.9994726979143073,1314.1696843616326,-2.685131610855703,30000,-2.7653304110048573,827.9081314466512
ROBOT,ROBOT_MOPPING,ROBOT_DISHES,5036.868178691727,0.605226040024117,0.4391419773728331,-0.006357575253397337,-6.28642737865448e-13,689.2192822984453,0.9997457702505068,2726.113166892287,-2.2585540358296012,30000,-5.745019967964642,2168.4160926659074
ROBOT,ROBOT_MOPPING,ROBOT_LAUNDRY,19852.120468674548,-0.8909823431165202,-0.7134754328661845,-0.00937739307045036,-7.023724416891734e-13,537.525416082785,0.9996556593278288,2012.622644769567,-2.610729117783796,30000,-3.557115652940953,1052.6473401211001
ROBOT,ROBOT_MOPPING,ROBOT_IRONING,18157.972687460795,-0.8110903248306576,-0.8151808624074363,-0.00022328961512300987,-3.3527612686157226e-12,444.33707540421904,0.9995038367320179,1396.667697852442,-2.706922855672201,30000,-2.9977872653978213,947.0114731005083
ROBOT,ROBOT_DISHES,ROBOT_LAUNDRY,16456.129392810133,-0.655397605014701,-0.723314928161881,0.0012872285129264505,-1.0089327891667683e-13,384.3630820913653,0.9987888943773356,571.9793101417844,-4.00701764288585,30000,-5.290330788402755,1516.702970758706
ROBOT,ROBOT_DISHES,ROBOT_IRONING,14091.573003487632,-0.46810609794087055,-0.6483980580218528,0.0004001892305516091,1.3426567117373148e-12,423.76312032717266,0.9990530980148569,731.6691361873663,-3.6766730316038974,30000,-4.970193071033972,1441.1049404955827
ROBOT,ROBOT_LAUNDRY,ROBOT_IRONING,4712.141982781031,0.5873215477896389,0.7371413320197874,-0.008161738520499067,1.4280279477437338e-12,415.1143863799878,0.9996080406562566,1768.069418395625,-2.6279998326995475,30000,-3.549264083884059,486.2003394982536
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_AMBER,11601.527711123277,-0.08140693737114543,-0.11903057967161627,-0.0028163029695583877,-9.934107462565105e-13,676.9495128136286,0.9998674126660274,5227.507089171744,-1.300902850340778,30000,-3.1944843100431717,2670.7071927767192
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_ORANGE,11183.797126725096,-0.02170778705941778,-0.017530421388277803,0.004921983938158831,-2.483526865641276e-13,681.6919144313498,0.9998695814289893,5314.442372536972,-1.4395672521751084,30000,-2.243305057018652,6533.2028950376
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_RED,16637.625859370823,-0.5134244216322612,-0.4425694693353033,0.007381808337013086,6.674478451410929e-13,611.3904206440914,0.9997938290925391,3361.656274633651,-2.504072862804598,30000,-2.070252776579025,4245.158649032234
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,7443.68870480984,0.3162200804867557,0.2845641600792451,0.00960624097866698,-3.104408582051595e-13,653.609163776051,0.9998444117235457,4454.662473090326,-1.2703773443404398,30000,-1.9824314427801146,5911.822786174943
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_ORANGE,21327.228299850743,-1.286675687049047,-0.7106385537268168,0.004498385541153686,-4.501392443974813e-13,701.3769338959034,0.9997497197529368,2769.137574977926,-1.3137159082137586,30000,-3.2583359032359502,1568.9939706999587
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_RED,18956.79006681181,-0.9983549413757814,-0.5885627440575814,-0.000700618947348024,-5.510325233141581e-13,805.9461258513537,0.9998574305895004,4861.476007822811,-1.7358153642529026,30000,-3.2414680288040723,2848.943039545579
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_MAGENTA,23570.11680733531,-1.4091713819950074,-0.8672762206862569,0.006129849685945197,-4.811833302179972e-13,496.28445403394187,0.9993608264808951,1084.0962830610852,-3.174058188392,30000,-3.4169606631620564,924.5434272840151
UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_RED,6114.704189650154,0.3897394563868548,0.416008783672698,0.01997010808012881,1.7850349346796672e-13,500.6887345050635,0.9997484710336131,2755.3884292674556,-1.016497323251552,30000,-2.1064663861081048,3329.9269433302106
UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,4599.166453991828,0.5244283991897327,0.5843864740255375,0.006418078645253866,5.393909911314646e-13,446.79374893516757,0.9996414232262718,1932.704376489147,-1.4111919425156896,30000,-2.0263603729527833,3301.9163588664383
UV_VISOR,UV_VISOR_RED,UV_VISOR_MAGENTA,7733.44922940818,0.2996676039494179,0.31284241045453454,0.004501957750300285,-3.880510727564494e-13,558.2057256340861,0.9997872218868165,3257.259049346127,-1.898155660521,30000,-3.5096008389137374,771.0557212544162
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,7430.894178616759,0.21320841518795025,0.2077116455778186,0.00839556405252936,-6.51925802230835e-13,491.7342012048374,0.9998086358337944,3621.7901732646583,-1.302091637942955,30000,-2.7202605199509127,1512.6817702507406
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,11525.049823392099,-0.21328744580225353,-0.15088901140300479,0.010401139213539459,-1.7384688059488932e-12,496.9424589257792,0.9998104097493788,3655.6809711414,-1.2811772678962587,30000,-3.1409531886166357,1461.4966826625512
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,9131.015689047088,0.029836087726913405,0.029648211786743883,-0.001611146100239276,-2.483526865641276e-13,502.4770055629989,0.9998239352741486,3936.5418372899803,-1.2212241414328155,30000,-2.9665598159652995,1199.108760696121
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,14220.364125181484,-0.44098422959886446,-0.5081334986425299,0.0030478372793724374,3.4148494402567546e-13,432.9628846682953,0.9997015262312439,2321.9585934666666,-1.8369066561225267,30000,-2.008233388074197,1602.07169226948
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,12045.51981102136,-0.2710791333194406,-0.19684840661582217,0.0035323798823916194,1.0244548320770264e-12,480.1555932665439,0.9997905009899576,3308.247476014896,-1.9218254204350158,30000,-2.8064813769611408,1162.4613750655426
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,11287.7486238383,-0.18865616590307183,-0.19242926825474035,-0.003434778555342281,9.468446175257364e-13,480.585048843779,0.9997990811665558,3449.5399619119103,-1.8178409466108363,30000,-3.456731095909695,2400.805413146319
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,15494.123684584203,-0.5625878239121586,-0.6654088797856573,0.0046724608882666345,9.235615531603496e-13,365.57905011948725,0.9995250111017612,1458.9447279431097,-2.68115536644367,30000,-2.9475234245228563,2575.6757364549894
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,10083.088829721355,-0.02670863360970295,-0.03751595269887556,0.006996296431750386,-9.468446175257364e-13,355.38053226965485,0.9996149227914305,1799.6747119279373,-2.4236043476454054,30000,-3.611462700575311,902.161059069755
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,6698.448165614776,0.2868969891996207,0.46729210007453365,-0.004270601245179449,-9.235615531603496e-13,314.4143290339329,0.9994583925103905,1279.4495461258357,-2.9411145866889585,30000,-2.866535537447212,1349.7606138440738
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,9167.638776565413,0.0844494365808002,0.09792529661017574,0.01810993135806793,-3.6476800839106243e-13,497.13166769960327,0.9997914019933993,3322.538382703661,-1.6982337333272945,30000,-3.122819260149591,828.7007306078254
PANEL,PANEL_1X2,PANEL_2X2,13421.63481186955,-0.46978118864664004,-0.5373740488496663,0.0102966641125734,1.1331091324488322e-12,497.49435071518815,0.9997916196164854,3326.0086540987604,-2.4289352429598594,30000,-2.1005968192515705,1780.5182825294908
PANEL,PANEL_1X2,PANEL_1X4,10970.500977299733,-0.21790416535521173,-0.3080763745556413,0.0053375006518129545,-1.0865430037180583e-13,561.2146712698295,0.9998627623018542,5050.358799912089,-1.9429938968530565,30000,-2.6382906972464566,1838.7313162076002
PANEL,PANEL_1X2,PANEL_2X4,7560.090415253296,0.12095814345688684,0.12860098980198442,0.004407049976831362,2.949188152949015e-13,585.0084371366753,0.9998776674368491,5665.74233881702,-1.9489306585283979,30000,-3.1152733311737153,1252.2458293018633
PANEL,PANEL_1X2,PANEL_4X4,5351.824615616051,0.3614744284818137,0.2800521095335174,0.00797994502545753,2.0178655783335367e-13,566.3015387143714,0.9998527991066543,4708.505142955991,-1.4738990654475586,30000,-2.9828379504314193,1494.1890979265631
PANEL,PANEL_2X2,PANEL_1X4,4677.836945416348,0.5212790065593055,0.6442909494543263,0.005388861903144177,3.880510727564494e-13,516.061241609913,0.9997821752668298,3181.7859957047262,-1.8091266883031503,30000,-3.4086488675506765,2733.9312752990504
PANEL,PANEL_2X2,PANEL_2X4,15417.939434718588,-0.5185217577817693,-0.48194237826992925,-0.007716655391998123,2.638747294743856e-13,591.2472646936106,0.9998205087542205,3861.3859342458118,-1.6012977327904188,30000,-2.383454275881673,2340.969815920202
PANEL,PANEL_2X2,PANEL_4X4,16782.840292490604,-0.7294712669356826,-0.49406989485717856,0.0014157453740370936,4.0357311566670734e-13,586.6717428771557,0.9997892894605195,3289.223941980335,-1.6666320405216977,30000,-2.798325031281817,755.8679758930058
PANEL,PANEL_1X4,PANEL_2X4,18447.744025134914,-0.8033611866964016,-0.6041255195487235,0.010233337583236933,4.501392443974813e-13,664.6211767087715,0.9998030961746763,3519.8855863529207,-1.6118121945919124,30000,-1.915908198347172,1352.6134821614203
PANEL,PANEL_1X4,PANEL_4X4,13506.140951589696,-0.41590010040940906,-0.22790687755923097,-3.3780676111621176e-05,1.3969838619232178e-12,812.0706337484975,0.9999188062694058,8536.6078822059,-1.170132715364565,30000,-2.1288939290421958,4230.329339400864
PANEL,PANEL_2X4,PANEL_4X4,13630.702310296007,-0.23943684025356415,-0.17447895138482689,0.005977967177819023,-1.241763432820638e-13,617.5601704908174,0.9998250357058053,3961.3027559587276,-1.9045706557959068,30000,-2.7784748880972527,2359.439493300887
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,14868.72145270182,-0.5250564315818741,-0.321579673138514,0.008811541375152058,6.20881716410319e-14,618.1194287824978,0.999821638876403,3885.854436716218,-1.6385731577082345,30000,-3.109556727531063,1980.5154406192078
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,6956.165599524512,0.3094293361995576,0.24085393716637915,0.007159148928150796,-1.241763432820638e-13,633.5768451881945,0.9998618353994072,5016.4752207280735,-1.310806256750048,30000,-3.1047999272377953,5783.227713875713
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,13860.665964009502,-0.40391979014838736,-0.3468693541876848,0.0031766245129516615,-1.7074247201283773e-13,612.2644733372748,0.9998377509266777,4271.771379665194,-1.5735250068510407,30000,-3.0696436922860153,7429.841444969021
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,14556.351817521807,-0.3820254977226455,-0.5579056571779014,0.013001888873058145,2.939486876130104e-13,541.7567729805401,0.9997882672945351,3273.343130832632,-1.9984147219600294,30000,-2.836950404597882,4252.276560290134
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,11635.247615621369,-0.2402173155093462,-0.30529097567448893,0.005392790450853784,-6.810296326875687e-13,380.72731695022804,0.9995635037100299,1587.6329476093554,-2.921596671203981,30000,-2.900593729585768,2391.5268544286364
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,8496.242024668858,0.08116174375646872,0.11379929253511396,0.009184586180367578,-8.149072527885437e-13,397.21753811188563,0.9996158436262053,1803.9894190342534,-2.7149170807167,30000,-2.9990289505189893,1960.5110344791342
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,9951.02961857555,-0.05694743693950894,-0.13578756190604288,0.006958073217187019,-4.579002658526102e-13,396.1117368622435,0.9996137926551011,1794.4074130903978,-2.6155609163399274,30000,-3.001784355459583,902.7843565636458
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,11976.493254105384,-0.22372357554618422,-0.24682564862236858,0.006643705650532822,8.149072527885437e-13,492.40129082993883,0.9997856739866967,3233.732049079994,-1.6416565294263545,30000,-2.527050391190128,2153.543020862495
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,11878.661937651985,-0.17108246553123302,-0.3209827186063073,0.0031921088204576206,3.259629011154175e-13,481.2353699115423,0.9997797173479887,3146.2796878415134,-1.5820346560831366,30000,-2.7062531307480455,2962.9870851899236
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,5028.072384772429,0.3797537773377461,0.645802493731828,0.006776570793153743,0.0,428.01471568873353,0.9996213078726779,1830.0246495358836,-3.0758382922465874,30000,-3.1387855547422796,529.2450079969256
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,20355.785260461278,-1.041111093300907,-0.9258729584924151,-0.9159263257745413,-7.188646122813225e-13,75.84280600020269,0.9993446931765531,1057.3978767133972,-3.135020831520757,30000,-4.3445603195122855,435.95863008150604
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,5060.756776579466,0.503653484133865,0.47043771895497266,0.024861690029625093,7.605801026026408e-13,177.1307985583223,0.9992138593297342,881.3622236577341,-3.456131227014109,30000,-2.7370072454281344,990.4608498727574
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,13041.571319308008,-0.2987126753824995,-0.5410357062745232,0.016796615750091615,1.816079020500183e-12,168.81383730277713,0.9991284884558101,794.9924454847338,-3.5866083471386734,30000,-2.601378899258841,808.6856672747884
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,9294.420932901141,0.05447121989053219,0.046080875793043236,0.0307293497042205,3.5700698693593344e-13,200.51674694566577,0.9994621405575983,1288.367743202483,-2.8153237724513303,30000,-2.594903386398819,992.3819011856676
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,12928.42177056158,-0.2981429906325506,-0.3131414587265657,0.03970918104153428,1.940255363782247e-13,169.53367463857387,0.9992056440374246,872.243520465467,-3.4269560226619156,30000,-2.810681814016538,893.6454064877462
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,8602.599940020373,0.13960560215181997,0.28432876351587894,0.031106405818432537,-3.880510727564494e-14,171.1439113489388,0.9992617747347361,938.5906068128487,-3.2250022594282877,30000,-2.1125106126800213,842.3694230991449
