fit_mode,group,target,threshold,horizon,n,days,buy_share,mid_edge,entry_active_edge,roundtrip_edge,roundtrip_good_pct,positive_roundtrip_days,min_day_roundtrip_edge,min_day_mid_edge,signal_abs_resid_mean,resid_sigma,adf_t
pooled_all_days,TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,500,3585,3,0.30627615062761504,192.5629009762901,187.665829846583,182.77768479776847,0.7316596931659693,3,103.76593279258401,113.81460023174971,620.1787120345798,329.1562069293614,-3.720400277671267
pooled_all_days,ROBOT,ROBOT_MOPPING,2.0,500,1023,3,0.5395894428152492,189.95454545454547,186.00488758553274,182.0058651026393,0.7262952101661779,3,85.48299319727892,93.7312925170068,755.7099545738369,350.3129691318885,-4.225462393915039
pooled_all_days,SLEEP_POD,SLEEP_POD_POLYESTER,1.5,500,3895,3,0.4939666238767651,190.9059050064185,185.92336328626445,180.94428754813865,0.7997432605905006,3,117.47779043280183,128.08086560364464,631.8177065720132,327.3066485115772,-4.054885592322778
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,1.5,500,3668,3,0.6712104689203926,189.70624318429662,183.14040348964014,176.4711014176663,0.752453653217012,3,65.30514096185738,80.29560530679933,1260.611796203396,684.981430602332,-1.5483030090998324
pooled_all_days,MICROCHIP,MICROCHIP_CIRCLE,1.5,500,3954,3,0.5715730905412241,184.7128224582701,180.50670207384925,176.25771370763783,0.842185128983308,3,134.77697616060226,143.2978356336261,660.6853978056911,357.13471576722543,-2.8017204194948437
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,1.5,500,4107,3,0.45483321158996837,185.61967372778184,179.02678354029706,172.40686632578524,0.8212807401996591,3,114.27752081406105,127.17576318223867,548.4029460239612,297.0348940755517,-3.0082496826634024
pooled_all_days,PANEL,PANEL_1X2,1.5,500,4426,3,0.5571622232263895,177.41041572525984,171.6947582467239,166.01604157252598,0.7903298689561681,3,70.15341545352743,80.41237402015678,922.8757160437606,487.36489594642893,-2.2558157984439973
pooled_all_days,TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1.5,500,4474,3,0.5362092087617345,172.24329459097004,168.10460438086724,163.9780956638355,0.8388466696468485,3,134.11023325808878,142.22328818660648,625.4822288005257,347.2590981109549,-3.101466523232777
pooled_all_days,TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,1.5,500,3428,3,0.40840140023337224,168.20055425904317,163.79259043173863,159.38856476079346,0.8156359393232205,3,129.93946316390634,138.82267275842375,594.1832677596456,305.0593633046702,-3.2399878249130434
pooled_all_days,MICROCHIP,MICROCHIP_RECTANGLE,2.5,100,253,3,0.0,166.70355731225297,162.52569169960475,158.41106719367588,0.9288537549407114,3,127.375,135.26785714285714,892.1538848178665,329.62568306002026,-4.0760063936697515
pooled_all_days,UV_VISOR,UV_VISOR_MAGENTA,1.5,500,4119,3,0.4981791697013838,170.72359796067008,163.55183296916726,156.3838310269483,0.7363437727603788,3,88.23476005188067,102.18936446173801,500.0542206889164,264.0833293041973,-4.211688917967214
pooled_all_days,ROBOT,ROBOT_VACUUMING,1.5,500,4358,3,0.5247820100963745,157.71248279027077,154.21236805874256,150.72441486920607,0.8194125745754933,3,64.21777777777778,70.88253968253969,485.9777348986472,254.5927977251386,-3.9062827094722654
pooled_all_days,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.0,500,1489,3,0.7944929482874412,157.63532572196104,151.05070517125588,144.4533243787777,0.6574882471457354,3,91.70498732037194,104.43871513102282,1312.5225534752685,526.8443160873767,-3.6573626912316115
pooled_all_days,MICROCHIP,MICROCHIP_TRIANGLE,2.0,200,1506,3,0.603585657370518,149.49302788844622,145.0421646746348,140.58764940239044,0.751660026560425,3,75.63571428571429,83.83214285714286,720.5408096996779,313.23582084375005,-4.6173893637809105
pooled_all_days,SLEEP_POD,SLEEP_POD_COTTON,2.0,500,919,3,0.6039173014145811,150.6621327529924,145.51686615886834,140.3873775843308,0.7519042437431991,3,53.246153846153845,62.70961538461538,880.736870655605,404.9418593306645,-3.3796795137187634
pooled_all_days,SLEEP_POD,SLEEP_POD_NYLON,2.0,500,1574,3,0.03811944091486658,147.26556543837356,142.6956797966963,138.17916137229986,0.8195679796696315,3,82.77542932628798,91.64200792602378,981.8895980598313,398.9037194644583,-2.5686703996371834
pooled_all_days,SLEEP_POD,SLEEP_POD_POLYESTER,2.0,200,1540,3,0.4266233766233766,147.6922077922078,142.5905844155844,137.48376623376623,0.8214285714285714,3,111.38312428734322,121.99486887115165,753.0227335625144,327.30664851157724,-4.054885592322778
pooled_all_days,MICROCHIP,MICROCHIP_TRIANGLE,2.5,100,276,3,0.5471014492753623,141.15942028985506,136.7391304347826,132.30434782608697,0.8731884057971014,3,122.75,131.04166666666666,836.3365187044603,313.2358208437501,-4.6173893637809105
pooled_all_days,ROBOT,ROBOT_LAUNDRY,1.5,500,3735,3,0.46559571619812584,138.70709504685408,135.11673360107096,131.52556894243642,0.7943775100401607,3,101.27329974811083,107.816120906801,595.3726635897966,319.63243695246126,-3.5997923783905965
pooled_all_days,ROBOT,ROBOT_MOPPING,1.5,500,4503,3,0.5300910504108373,134.31434599156117,130.34010659560292,126.35531867643793,0.6859871196979791,3,85.93530997304582,94.16509433962264,636.504198257931,350.3129691318886,-4.225462393915039
pooled_all_days,PANEL,PANEL_4X4,1.5,500,4500,3,0.45466666666666666,133.904,129.454,125.026,0.7568888888888889,3,15.94125159642401,24.15134099616858,627.8356305955249,329.5079198989775,-3.1373817441695477
pooled_all_days,TRANSLATOR,TRANSLATOR_ASTRO_BLACK,2.0,200,847,3,0.5761511216056671,131.21959858323495,127.05076741440378,122.9055489964581,0.8217237308146399,3,102.34895833333333,110.38411458333333,744.4483793120975,347.259098110955,-3.101466523232778
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,2.0,200,1246,3,0.06982343499197431,131.1360353130016,124.23475120385233,117.3900481540931,0.8017656500802568,3,106.22315436241611,120.06459731543625,655.9085224985129,297.0348940755517,-3.008249682663401
pooled_all_days,SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,200,3269,3,0.3407769960232487,122.24502906087488,117.41679412664423,112.58886509635974,0.7304986234322423,3,89.33962264150944,99.06387578616352,730.732158092966,348.68115581375207,-3.5547440630902285
pooled_all_days,MICROCHIP,MICROCHIP_OVAL,2.0,200,1621,3,0.00431832202344232,118.40160394818014,114.07711289327575,109.78963602714374,0.6551511412708205,3,94.62209842154132,103.55571030640668,1097.4838348429917,442.6842548112291,-4.331150121141783
pooled_all_days,UV_VISOR,UV_VISOR_MAGENTA,2.0,200,1171,3,0.4022203245089667,124.09222886421861,116.7198975234842,109.40136635354398,0.8138343296327925,3,53.77472527472528,67.48076923076923,604.124546096171,264.0833293041973,-4.211688917967215
pooled_all_days,SLEEP_POD,SLEEP_POD_COTTON,1.5,500,4323,3,0.554938699976868,117.81378672218366,112.68077723802915,107.56072172102706,0.657413832986352,3,52.10685608400247,61.89777640518839,740.5690176376199,404.9418593306645,-3.379679513718764
pooled_all_days,ROBOT,ROBOT_DISHES,1.5,500,3830,3,0.7467362924281984,114.38276762402089,110.90274151436032,107.40208877284596,0.6592689295039165,3,86.5464135021097,93.3299929676512,614.7769716769733,318.0791039721522,-5.3320705435602065
pooled_all_days,ROBOT,ROBOT_IRONING,1.5,500,3967,3,0.5328963952609025,113.95399546256617,110.59553819006805,107.3559364759264,0.7154020670531888,3,73.03476283300844,79.7272579597141,661.4349111047168,369.07715018346545,-3.5920277382352217
pooled_all_days,MICROCHIP,MICROCHIP_RECTANGLE,2.0,200,1316,3,0.001519756838905775,115.1079027355623,110.94338905775076,106.82066869300913,0.7811550151975684,3,80.09483793517407,88.02761104441777,761.0550522121306,329.6256830600202,-4.076006393669751
pooled_all_days,TRANSLATOR,TRANSLATOR_VOID_BLUE,2.0,200,1201,3,0.3064113238967527,113.40799333888427,108.53122398001665,103.69858451290591,0.7926727726894255,3,75.53872053872054,84.28282828282828,747.1269322053878,329.1562069293614,-3.720400277671267
pooled_all_days,SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,912,3,0.8114035087719298,118.52521929824562,109.97039473684211,101.26535087719299,0.8607456140350878,3,92.6607869742198,109.79647218453188,361.16855499690007,163.08409144921754,-4.862817168303648
pooled_all_days,MICROCHIP,MICROCHIP_TRIANGLE,1.5,200,4048,3,0.5891798418972332,109.76062252964427,105.30459486166008,100.83498023715416,0.6776185770750988,3,48.83345095271701,57.66090331686662,606.1251427992008,313.23582084375005,-4.617389363780911
pooled_all_days,TRANSLATOR,TRANSLATOR_VOID_BLUE,2.5,200,106,3,0.05660377358490566,110.39150943396227,105.33018867924528,100.33962264150944,0.9150943396226415,3,86.20408163265306,96.25510204081633,855.5081429653927,329.1562069293615,-3.720400277671267
pooled_all_days,MICROCHIP,MICROCHIP_SQUARE,1.5,200,3882,3,0.3815043791859866,108.86643482740855,102.91267387944359,96.97372488408037,0.6262235960844925,3,64.09691629955947,77.23505349276275,1344.971589027646,723.1926873838728,-3.447406433351908
pooled_all_days,SLEEP_POD,SLEEP_POD_COTTON,2.0,200,919,3,0.6039173014145811,106.73830250272034,101.5930359085963,96.49510337323177,0.8792165397170838,3,88.45769230769231,97.83461538461539,880.736870655605,404.9418593306645,-3.3796795137187634
pooled_all_days,MICROCHIP,MICROCHIP_TRIANGLE,2.0,100,1511,3,0.6035737921906023,100.89046988749173,96.43977498345467,92.01588352084713,0.7538054268696228,3,31.885714285714286,40.05357142857143,720.2488739056196,313.2358208437501,-4.6173893637809105
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,200,3156,3,0.3409378960709759,102.41175538656528,95.22116603295311,88.05418250950571,0.756020278833967,3,86.42748917748918,100.35876623376623,841.7213124459981,423.1705719697621,-3.1300704276018303
pooled_all_days,PANEL,PANEL_2X4,1.5,200,3786,3,0.5449022715266773,95.19347596407819,90.3864236661384,85.57633386159534,0.7522451135763338,3,76.92188017212844,86.41161866931479,787.2276570102059,407.64532302307913,-3.095911238573535
pooled_all_days,TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,1.5,500,3480,3,0.13505747126436782,93.38936781609195,88.5846264367816,83.80258620689655,0.6586206896551724,3,47.79057591623037,57.50261780104712,1101.366532515381,487.4353550534744,-1.7857016976517184
pooled_all_days,MICROCHIP,MICROCHIP_RECTANGLE,2.5,50,253,3,0.0,91.10671936758894,86.92885375494072,82.77865612648222,0.8616600790513834,3,79.01785714285714,86.92559523809524,892.1538848178665,329.62568306002026,-4.0760063936697515
pooled_all_days,OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,1.5,500,4699,3,0.6426899340285167,91.95626729091296,85.91572675037241,79.82634603107044,0.6471589699936157,3,7.468789013732834,20.882646691635454,797.8004509621531,442.06984309591326,-2.0639475606674376
pooled_all_days,TRANSLATOR,TRANSLATOR_SPACE_GRAY,1.5,500,3423,3,0.6342389716622846,86.30032135553608,82.25343266140813,78.20333041191937,0.5787321063394683,3,31.463031423290204,40.32024029574861,812.480080466415,417.8235485380335,-2.3401334178635267
pooled_all_days,SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,632,3,0.7025316455696202,92.90664556962025,84.79509493670886,76.6376582278481,0.8037974683544303,3,30.0,43.0,191.7831793755495,89.90501424904654,-3.3771679324788204
pooled_all_days,MICROCHIP,MICROCHIP_RECTANGLE,1.5,200,3642,3,0.2726523887973641,84.29283360790774,80.28720483250962,76.29049972542559,0.7023613399231191,3,43.70673316708229,51.45386533665835,632.0085177814799,329.6256830600202,-4.076006393669751
pooled_all_days,PANEL,PANEL_4X4,2.0,200,1384,3,0.22687861271676302,84.71098265895954,80.191112716763,75.70809248554913,0.7702312138728323,3,48.97564276048715,58.0426251691475,761.0204767973291,329.5079198989775,-3.1373817441695473
pooled_all_days,SLEEP_POD,SLEEP_POD_POLYESTER,1.5,200,4185,3,0.45973715651135005,84.43142174432496,79.4057347670251,74.38876941457586,0.6876941457586618,3,44.849951124144674,55.518572825024435,634.1668830316689,327.3066485115771,-4.054885592322777
pooled_all_days,MICROCHIP,MICROCHIP_CIRCLE,1.5,200,4216,3,0.5981973434535104,80.8225806451613,76.64136622390892,72.45208728652752,0.7509487666034156,3,64.41530740276035,72.90589711417817,659.7034015662833,357.1347157672255,-2.8017204194948446
pooled_all_days,PANEL,PANEL_1X2,2.0,200,1638,3,0.518925518925519,81.85653235653236,76.10225885225886,70.38156288156289,0.6654456654456654,3,2.514726507713885,12.674614305750351,1058.757401022918,487.36489594642893,-2.2558157984439973
pooled_all_days,OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,2.0,200,1639,3,0.7217815741305674,83.50244051250763,76.72178157413057,69.93837705918243,0.5643685173886516,3,15.798816568047338,28.505494505494507,1295.418254440916,526.8443160873768,-3.6573626912316115
pooled_all_days,SLEEP_POD,SLEEP_POD_NYLON,1.5,500,3882,3,0.2552807831014941,78.06646058732612,73.62648119526017,69.19474497681607,0.6391035548686245,3,34.11238189955246,43.44778717056191,804.2239875552976,398.9037194644583,-2.5686703996371842
pooled_all_days,MICROCHIP,MICROCHIP_SQUARE,2.0,100,1130,3,0.22654867256637168,81.61150442477876,75.25,68.91946902654867,0.5911504424778761,3,6.1625,16.04375,1611.9632360881399,723.1926873838729,-3.447406433351907
pooled_all_days,ROBOT,ROBOT_LAUNDRY,2.0,200,1007,3,0.22442899702085403,73.11072492552135,69.41211519364448,65.73584905660377,0.7159880834160874,3,52.83226632522407,60.261843790012804,735.0827099826361,319.6324369524613,-3.599792378390596
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,2.0,100,1246,3,0.06982343499197431,78.6701444622793,71.76886035313002,64.92937399678972,0.7552166934189406,3,56.57046979865772,70.41107382550335,655.9085224985129,297.0348940755517,-3.008249682663401
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,1.5,500,4693,3,0.6320051139995738,77.43916471340295,70.92499467291711,64.43149371404219,0.5870445344129555,3,31.337829552421827,43.62752912323728,831.1685256530794,452.2591508392647,-2.0533489468154396
pooled_all_days,UV_VISOR,UV_VISOR_RED,2.0,200,1846,3,0.4783315276273023,77.77708559046587,70.72616468039003,63.66793066088841,0.7231852654387866,3,47.41017653167186,62.42367601246106,790.0486026571035,337.30365330408546,-3.834127663265449
pooled_all_days,UV_VISOR,UV_VISOR_MAGENTA,2.0,100,1171,3,0.4022203245089667,77.01494449188728,69.64261315115286,62.29291204099061,0.6985482493595218,3,22.82967032967033,36.59340659340659,604.124546096171,264.0833293041973,-4.211688917967215
pooled_all_days,TRANSLATOR,TRANSLATOR_VOID_BLUE,1.5,200,3815,3,0.28781127129750983,71.54364351245086,66.64665792922673,61.763302752293576,0.6817824377457405,3,33.64669738863287,43.52150537634409,619.4707843460545,329.15620692936136,-3.7204002776712675
pooled_all_days,SLEEP_POD,SLEEP_POD_COTTON,2.0,100,919,3,0.6039173014145811,71.97007616974973,66.82480957562568,61.71817192600653,0.7889009793253536,3,45.56153846153846,54.940384615384616,880.736870655605,404.9418593306645,-3.3796795137187634
pooled_all_days,SLEEP_POD,SLEEP_POD_POLYESTER,2.0,100,1540,3,0.4266233766233766,71.25584415584416,66.15422077922078,61.07207792207792,0.701948051948052,3,38.89851767388826,49.478905359179016,753.0227335625144,327.30664851157724,-4.054885592322778
pooled_all_days,PANEL,PANEL_1X2,1.5,200,4538,3,0.5434111943587483,72.43576465403261,66.70581754076686,61.00220361392684,0.6148082855883649,3,11.132138857782754,21.361982082866742,919.3588657561853,487.36489594642893,-2.2558157984439977
pooled_all_days,SLEEP_POD,SLEEP_POD_SUEDE,1.5,200,4152,3,0.5139691714836223,70.19159441233141,65.32972061657033,60.48458574181117,0.6989402697495183,3,56.19196192490745,64.95214172395558,839.7678542564427,447.01965276203305,-3.1340409184777016
pooled_all_days,MICROCHIP,MICROCHIP_RECTANGLE,2.0,100,1316,3,0.001519756838905775,65.96580547112463,61.80129179331307,57.6580547112462,0.628419452887538,3,40.15966386554622,48.104441776710686,761.0550522121306,329.6256830600202,-4.076006393669751
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,2.0,200,1305,3,0.6513409961685823,70.2256704980843,63.70383141762452,57.19846743295019,0.6743295019157088,3,54.789864029666255,66.99258343634116,978.9133202577074,452.2591508392647,-2.0533489468154396
pooled_all_days,SNACKPACK,SNACKPACK_STRAWBERRY,1.5,500,5071,3,0.5817393019128377,74.67383159140209,65.85121277854466,57.01952277657267,0.6972983632419641,3,29.520917135961383,46.68905872888174,296.065112034214,163.08409144921757,-4.862817168303647
pooled_all_days,ROBOT,ROBOT_IRONING,1.5,200,3970,3,0.5332493702770781,63.033249370277076,59.67506297229219,56.362468513853905,0.6511335012594458,3,35.10948667966212,41.85168940870695,661.3598552446695,369.07715018346545,-3.592027738235222
pooled_all_days,ROBOT,ROBOT_LAUNDRY,1.5,200,3735,3,0.46559571619812584,63.4004016064257,59.81004016064257,56.22489959839358,0.6921017402945113,3,43.0,49.532745591939545,595.3726635897966,319.63243695246126,-3.5997923783905965
pooled_all_days,TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,1.5,200,3428,3,0.40840140023337224,63.72957992998833,59.321616102683784,54.90577596266044,0.6983663943990666,3,41.683609366076524,50.57709880068532,594.1832677596456,305.0593633046702,-3.2399878249130434
pooled_all_days,UV_VISOR,UV_VISOR_RED,1.5,200,4277,3,0.6195931727846622,67.69406125789105,60.787350946925415,53.87350946925415,0.618657937806874,3,46.44639244774107,61.36480107889413,676.8681749551246,337.30365330408557,-3.8341276632654484
pooled_all_days,SLEEP_POD,SLEEP_POD_LAMB_WOOL,1.5,100,3329,3,0.33463502553319313,62.86933012916792,58.04325623310304,53.22288975668369,0.6942024632021628,3,36.24528301886792,45.96481918238994,727.7769785886899,348.681155813752,-3.554744063090228
pooled_all_days,SLEEP_POD,SLEEP_POD_COTTON,1.5,200,4574,3,0.5793616090948841,62.92501093135112,57.80400087450809,52.686707477044166,0.6405771753388719,3,40.01016746411483,49.8119019138756,737.6687139238473,404.9418593306646,-3.379679513718764
pooled_all_days,MICROCHIP,MICROCHIP_OVAL,1.5,200,3426,3,0.1628721541155867,60.85259778166959,56.7120548744892,52.58814944541739,0.5747227086981903,3,27.379310344827587,33.67084639498432,920.0424040147619,442.68425481122904,-4.331150121141782
pooled_all_days,ROBOT,ROBOT_DISHES,1.5,200,3994,3,0.7391086629944917,59.38870806209314,55.90272909364046,52.41662493740611,0.6259389083625438,3,26.240041208791208,33.018372252747255,611.0692997748964,318.07910397215227,-5.3320705435602065
pooled_all_days,ROBOT,ROBOT_VACUUMING,1.5,200,4416,3,0.5237771739130435,58.92459239130435,55.42617753623188,51.93002717391305,0.6367753623188406,3,13.808869456589631,20.44378513429107,485.07596392734814,254.59279772513858,-3.9062827094722654
pooled_all_days,TRANSLATOR,TRANSLATOR_ASTRO_BLACK,1.5,200,4671,3,0.5135945193748662,59.79372725326483,55.64771997430957,51.50545921644188,0.6551059730250481,3,12.707428571428572,21.738857142857142,624.4239180859632,347.25909811095494,-3.101466523232778
pooled_all_days,MICROCHIP,MICROCHIP_TRIANGLE,2.5,50,276,3,0.5471014492753623,59.48731884057971,55.06702898550725,50.59782608695652,0.7137681159420289,3,12.458333333333334,21.302083333333332,836.3365187044603,313.2358208437501,-4.6173893637809105
pooled_all_days,GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,1.5,200,4382,3,0.42628936558649017,63.314354176175264,56.70104974897307,50.09539023277043,0.6216339570972159,3,41.68963254593176,55.30905511811024,548.5039258326597,297.0348940755517,-3.0082496826634006
pooled_all_days,PANEL,PANEL_4X4,2.0,100,1384,3,0.22687861271676302,57.04226878612717,52.52239884393064,48.01878612716763,0.7817919075144508,3,28.12855209742896,37.2192151556157,761.0204767973291,329.5079198989775,-3.1373817441695473
pooled_all_days,TRANSLATOR,TRANSLATOR_ASTRO_BLACK,2.0,100,862,3,0.5661252900232019,56.07598607888631,51.900812064965194,47.73665893271462,0.6763341067285383,3,21.458333333333332,29.28240740740741,744.7095529867285,347.259098110955,-3.1014665232327783
pooled_all_days,SNACKPACK,SNACKPACK_STRAWBERRY,2.0,200,912,3,0.8114035087719298,64.60964912280701,56.05482456140351,47.40021929824562,0.5975877192982456,3,35.412483039348714,52.468113975576664,361.16855499690007,163.08409144921754,-4.862817168303648
pooled_all_days,PANEL,PANEL_2X4,1.5,100,3786,3,0.5449022715266773,56.83795562599049,52.03090332805071,47.22081352350766,0.716323296354992,3,37.00860642171467,46.493545183714005,787.2276570102059,407.64532302307913,-3.095911238573535
