product,group,day,obs,avg_mid,avg_spread,avg_book_depth,avg_bid_depth,avg_ask_depth,dominant_quote_size,dominant_quote_size_share,top_quote_sizes,top_bid_size,top_bid_size_share,top_ask_size,top_ask_size_share,symmetric_top_size_share,bid_wall_level1_share,ask_wall_level1_share,bid_wall_price_mode,ask_wall_price_mode,max_volume_price_mode,max_volume_price_share,wall_dev_mean,wall_dev_abs_mean,wall_dev_nonzero_share,popular_dev_abs_mean,popular_dev_nonzero_share,depth_vwap_dev_abs_mean
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,10000,11259.9986,14.2676,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,10967.0,10984.0,10984.0,0.0022,0.00815,0.32445,0.0336,187.73510204081632,0.9767,0.23946002154167054
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,10000,10922.07295,13.8549,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,10650.0,10667.0,10667.0,0.0034,0.01005,0.39215,0.035,115.37382653061225,0.9733,0.28262392569346284
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,10000,10066.5822,12.8726,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,10095.0,10146.0,10095.0,0.0033,0.00505,0.35055,0.0311,162.91025510204082,0.9756,0.25007568121636703
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,10000,10309.85285,13.1533,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,10036.0,10052.0,10454.0,0.0023,0.0127,0.3377,0.0336,139.34647959183673,0.9758,0.24514294680467028
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,10000,10936.19685,13.8779,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,11162.0,11162.0,11144.0,0.0026,0.00835,0.35945,0.035,215.35780612244898,0.9783,0.2619415398410878
MICROCHIP_CIRCLE,MICROCHIP,2,10000,9190.40285,8.2583,32.1045,16.0553,16.0492,8.0,0.18438503781991503,"8:0.184,5:0.100,11:0.098",5.0,0.1901,5.0,0.1914,0.8421,0.1117,0.1131,9240.0,9250.0,9238.0,0.0047,0.0018,0.1127,0.0226,146.7762244897959,0.9729,0.08049186283223662
MICROCHIP_CIRCLE,MICROCHIP,3,10000,8897.68425,8.0001,32.0181,16.0041,16.014,8.0,0.1915619342481568,"8:0.192,4:0.099,5:0.094",4.0,0.1854,4.0,0.1861,0.8036,0.1433,0.1428,8692.0,8939.0,8689.0,0.0028,0.0124,0.1399,0.0278,134.27770408163266,0.9748,0.09933301828863023
MICROCHIP_CIRCLE,MICROCHIP,4,10000,9556.56875,8.5281,32.0446,16.0191,16.0255,8.0,0.18972957789637648,"8:0.190,4:0.099,10:0.099",4.0,0.191,4.0,0.1919,0.8888,0.0918,0.0877,8889.0,8899.0,8889.0,0.0021,0.0117,0.1108,0.0266,137.75188775510205,0.9748,0.0805639365725905
MICROCHIP_OVAL,MICROCHIP,2,10000,9766.38225,8.7157,32.1045,16.0553,16.0492,8.0,0.1904258265971645,"8:0.190,5:0.103,11:0.101",5.0,0.2012,5.0,0.2036,0.9283,0.0629,0.0561,9735.0,9734.0,9735.0,0.0028,0.00685,0.07865,0.0226,214.24882653061223,0.9761,0.05866721748475211
MICROCHIP_OVAL,MICROCHIP,3,10000,8543.7736,7.727,32.0181,16.0041,16.014,8.0,0.18744310575635878,"8:0.187,4:0.096,12:0.094",4.0,0.1776,4.0,0.1757,0.7539,0.1774,0.1786,8013.0,8022.0,9261.0,0.0019,0.0113,0.1611,0.0278,214.49642857142857,0.9772,0.11330171436995878
MICROCHIP_OVAL,MICROCHIP,4,10000,6228.6403,5.9066,32.0446,16.0191,16.0255,8.0,0.14874639857782138,"8:0.149,12:0.083,5:0.079",4.0,0.1262,5.0,0.129,0.5728,0.4036,0.3943,5626.0,5603.0,5626.0,0.0023,0.0127,0.2338,0.0266,146.03357142857143,0.9747,0.1582540398033415
MICROCHIP_RECTANGLE,MICROCHIP,2,10000,9596.87255,8.5759,32.1045,16.0553,16.0492,8.0,0.18905662295415268,"8:0.189,5:0.102,11:0.099",5.0,0.1987,5.0,0.199,0.8931,0.0757,0.0781,9997.0,10007.0,9997.0,0.0031,0.00085,0.09245,0.0226,163.2787244897959,0.9755,0.06748162505534547
MICROCHIP_RECTANGLE,MICROCHIP,3,10000,8293.35405,7.5291,32.0181,16.0041,16.014,8.0,0.18458786219608056,"8:0.185,4:0.094,12:0.093",4.0,0.1731,4.0,0.1704,0.754,0.1971,0.204,7785.0,7692.0,7785.0,0.0024,0.008,0.161,0.0278,171.51255102040815,0.9756,0.11304656814738992
MICROCHIP_RECTANGLE,MICROCHIP,4,10000,8307.09145,7.5523,32.0446,16.0191,16.0255,8.0,0.17704909125485616,"8:0.177,4:0.092,5:0.092",4.0,0.1673,4.0,0.1697,0.685,0.2035,0.1997,8398.0,8407.0,7998.0,0.0023,0.0112,0.1915,0.0266,178.75744897959183,0.9766,0.13237120196839877
MICROCHIP_SQUARE,MICROCHIP,2,10000,11268.46065,9.9049,32.1045,16.0553,16.0492,8.0,0.1928070437248172,"8:0.193,5:0.104,11:0.102",5.0,0.2064,5.0,0.2066,0.9772,0.0356,0.0364,9997.0,10008.0,9997.0,0.0026,0.00255,0.16125,0.0226,267.8639795918367,0.9768,0.11345599660474018
MICROCHIP_SQUARE,MICROCHIP,3,10000,14584.241,12.4872,32.0181,16.0041,16.014,8.0,0.20323749937931376,"8:0.203,4:0.104,5:0.100",4.0,0.2077,4.0,0.207,0.9752,0.0404,0.0401,15173.0,14670.0,15132.0,0.0014,0.0106,0.3221,0.0278,314.5545918367347,0.9782,0.2230606953980572
MICROCHIP_SQUARE,MICROCHIP,4,10000,14931.54325,12.7643,32.0446,16.0191,16.0255,8.0,0.19495355883375554,"8:0.195,4:0.102,5:0.101",4.0,0.2034,4.0,0.2038,0.9758,0.0373,0.037,14852.0,14308.0,14498.0,0.0017,0.0122,0.3041,0.0266,388.19336734693877,0.9781,0.21103726668454492
MICROCHIP_TRIANGLE,MICROCHIP,2,10000,10216.49205,9.0691,32.1045,16.0553,16.0492,8.0,0.19251936150608862,"8:0.193,5:0.104,11:0.102",5.0,0.206,5.0,0.2065,0.9725,0.0375,0.039,10443.0,10454.0,10443.0,0.0029,0.00175,0.07675,0.0226,219.04979591836735,0.9783,0.05776331930532615
MICROCHIP_TRIANGLE,MICROCHIP,3,10000,10229.08485,9.0501,32.0181,16.0041,16.014,8.0,0.20286461576784157,"8:0.203,4:0.104,5:0.100",4.0,0.2065,4.0,0.2054,0.9625,0.0465,0.0467,10490.0,10553.0,10490.0,0.0023,0.012,0.098,0.0278,268.5751020408163,0.9779,0.07312723478812859
MICROCHIP_TRIANGLE,MICROCHIP,4,10000,8613.59635,7.7871,32.0446,16.0191,16.0255,8.0,0.18085389904589308,"8:0.181,4:0.095,5:0.095",4.0,0.1772,4.0,0.176,0.7202,0.1692,0.1661,8482.0,8374.0,8366.0,0.0023,0.0116,0.1753,0.0266,166.904693877551,0.9764,0.12178263111266596
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,2,10000,9355.80775,11.8201,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,9243.0,9257.0,9243.0,0.0182,-0.00575,0.09335,0.0311,147.06704081632654,0.9433,0.08526943495908708
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,3,10000,9243.5852,11.8828,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,9370.0,9074.0,9384.0,0.0031,0.0115,0.3353,0.0336,126.68785714285714,0.9757,0.2404604574073559
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,4,10000,10071.24445,12.8535,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,10891.0,10909.0,10891.0,0.0127,0.0013,0.3841,0.035,157.88566326530614,0.9606,0.2749319311041949
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,2,10000,9184.5614,11.993,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,10092.0,10108.0,10092.0,0.0682,-0.0064,0.0943,0.0311,126.60214285714285,0.8834,0.08627097695399734
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,3,10000,9204.2938,11.7984,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,9213.0,9227.0,9213.0,0.0307,0.0042,0.1008,0.0336,139.22285714285715,0.9395,0.09212371417528775
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,4,10000,9426.8298,11.79,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,9372.0,9388.0,9372.0,0.028,-0.0018,0.105,0.035,158.59647959183673,0.9536,0.09580069660081554
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,10000,11058.248,14.0454,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,11310.0,11328.0,11711.0,0.0022,-0.0072,0.3393,0.0311,185.42173469387754,0.9777,0.24575259830220583
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,10000,11807.8419,14.91,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,12031.0,12050.0,11942.0,0.0033,0.01465,0.30775,0.0336,162.44311224489795,0.9763,0.23030930968160865
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,10000,12910.8294,16.2084,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,12105.0,12125.0,13242.0,0.0018,0.004,0.2237,0.035,219.05326530612246,0.9775,0.1822388035827169
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,2,10000,9893.5183,12.6696,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,9912.0,9928.0,9897.0,0.0034,0.0007,0.3411,0.0311,148.02744897959184,0.9768,0.2435976867718624
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,3,10000,10265.4505,13.101,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,10286.0,10302.0,10244.0,0.0042,0.0185,0.3222,0.0336,125.52551020408163,0.9748,0.23512201564668686
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,4,10000,9356.21345,12.0101,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,9723.0,9739.0,9723.0,0.0023,0.00315,0.32155,0.035,242.7137244897959,0.978,0.23340943529737343
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,2,10000,10584.24365,13.4889,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,10669.0,10686.0,10627.0,0.0023,0.0001,0.3469,0.0311,222.90994897959183,0.9768,0.24902390060610924
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,3,10000,9911.13845,12.6717,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,9930.0,9945.0,10001.0,0.0019,0.0132,0.321,0.0336,189.71035714285713,0.9765,0.23356919914438112
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,4,10000,9505.97795,12.1881,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,9662.0,9666.0,9650.0,0.0036,0.00755,0.30265,0.035,111.56086734693878,0.9761,0.22183818322094884
PANEL_1X2,PANEL,2,10000,9231.60075,11.8891,99.1411,49.5741,49.567,25.0,0.07278410359455235,"25:0.073,26:0.041,33:0.039",18.0,0.0739,18.0,0.0746,0.9689,0.0053,0.0052,8780.0,8899.0,8780.0,0.0022,0.0028,0.2756,0.0311,166.1859693877551,0.9749,0.20029702755414475
PANEL_1X2,PANEL,3,10000,8280.92755,10.7469,99.3298,49.6627,49.6671,25.0,0.07333399444664815,"25:0.073,34:0.040,37:0.040",21.0,0.076,21.0,0.0755,0.9664,0.006,0.006,8269.0,8240.0,8269.0,0.0028,0.0106,0.2533,0.0336,131.2334693877551,0.9752,0.1859431424823534
PANEL_1X2,PANEL,4,10000,9255.65875,11.8933,98.9347,49.4671,49.4676,25.0,0.0742998760842627,"25:0.074,28:0.040,33:0.039",13.0,0.0736,16.0,0.0729,0.965,0.0058,0.0059,9824.0,9121.0,9057.0,0.0023,0.00665,0.31505,0.035,158.4822448979592,0.9749,0.22844782738098673
PANEL_1X4,PANEL,2,10000,10022.35875,8.8769,59.1043,29.5557,29.5486,15.0,0.11873344329484681,"15:0.119,20:0.064,22:0.063",13.0,0.1121,13.0,0.1118,0.9403,0.028,0.0283,9834.0,9841.0,9820.0,0.0032,0.00325,0.10045,0.0311,182.22755102040816,0.9765,0.07972619740656574
PANEL_1X4,PANEL,3,10000,9632.59515,8.5579,59.1236,29.5596,29.564,15.0,0.11140286027481072,"15:0.111,21:0.062,19:0.062",8.0,0.1063,8.0,0.1064,0.8673,0.0677,0.067,10325.0,10335.0,10325.0,0.0023,0.01275,0.13855,0.0336,225.61974489795918,0.9752,0.10517728820645988
PANEL_1X4,PANEL,4,10000,8537.78795,7.6951,59.0519,29.5257,29.5262,15.0,0.10794694903470774,"15:0.108,18:0.058,16:0.058",13.0,0.0989,13.0,0.0975,0.701,0.1521,0.1609,8532.0,8428.0,8411.0,0.0038,0.0024,0.1986,0.035,133.6719387755102,0.9738,0.14230350377367496
PANEL_2X2,PANEL,2,10000,9806.89205,8.7079,59.1043,29.5557,29.5486,15.0,0.11848246098258644,"15:0.118,20:0.064,22:0.063",13.0,0.1101,13.0,0.1108,0.925,0.0385,0.033,9899.0,9910.0,9899.0,0.0034,0.00655,0.09205,0.0311,152.68852040816327,0.9739,0.07405167069903927
PANEL_2X2,PANEL,3,10000,10167.06175,8.9785,59.1236,29.5596,29.564,15.0,0.11386817626374722,"15:0.114,21:0.064,19:0.063",8.0,0.112,8.0,0.1107,0.9434,0.0256,0.0258,10354.0,9984.0,9973.0,0.0028,0.01185,0.11645,0.0336,135.76520408163265,0.9739,0.09164473741945203
PANEL_2X2,PANEL,4,10000,8755.8415,7.86,59.0519,29.5257,29.5262,15.0,0.10983177964982703,"15:0.110,16:0.059,18:0.059",13.0,0.1006,13.0,0.1046,0.7555,0.1367,0.1313,8682.0,8692.0,8682.0,0.0037,0.00975,0.17275,0.035,131.63698979591837,0.9769,0.12599158707178412
PANEL_2X4,PANEL,2,10000,10713.54065,9.4145,59.1043,29.5557,29.5486,15.0,0.11961995485103322,"15:0.120,20:0.065,22:0.063",13.0,0.1133,13.0,0.1133,0.9689,0.0135,0.0134,10492.0,10480.0,10295.0,0.0026,0.0046,0.133,0.0311,170.25663265306122,0.9768,0.10179301099293152
PANEL_2X4,PANEL,3,10000,11206.92455,9.7905,59.1236,29.5596,29.564,15.0,0.11458746529155098,"15:0.115,21:0.064,19:0.064",8.0,0.1134,8.0,0.1126,0.9664,0.0139,0.014,10881.0,10893.0,10881.0,0.0028,0.00895,0.19935,0.0336,161.38704081632653,0.9748,0.14649119722394208
PANEL_2X4,PANEL,4,10000,11875.65375,10.3165,59.0519,29.5257,29.5262,15.0,0.11786864931846344,"15:0.118,18:0.064,16:0.063",13.0,0.1159,13.0,0.1159,0.965,0.0138,0.0132,12224.0,12166.0,12224.0,0.0024,0.0127,0.2168,0.035,170.90801020408162,0.9759,0.15876270146430324
PANEL_4X4,PANEL,2,10000,10040.12135,8.8933,59.1043,29.5557,29.5486,15.0,0.1191644050494236,"15:0.119,20:0.064,22:0.063",13.0,0.1123,13.0,0.1124,0.9544,0.0204,0.0209,10090.0,10101.0,10100.0,0.0032,0.0035,0.0882,0.0311,143.63173469387755,0.9759,0.07198857568265357
PANEL_4X4,PANEL,3,10000,9548.0371,8.4874,59.1236,29.5596,29.564,15.0,0.11205256348461402,"15:0.112,21:0.063,19:0.062",8.0,0.1082,8.0,0.1081,0.8778,0.0584,0.0589,9544.0,9258.0,9264.0,0.0029,0.01135,0.11915,0.0336,140.13489795918366,0.9753,0.09233743950520039
PANEL_4X4,PANEL,4,10000,10047.99935,8.8707,59.0519,29.5257,29.5262,15.0,0.11674097079597255,"15:0.117,18:0.063,16:0.062",13.0,0.113,13.0,0.1135,0.9239,0.0334,0.0348,9454.0,9467.0,9454.0,0.0034,0.00535,0.12305,0.035,168.28948979591837,0.9757,0.09647610244502594
PEBBLES_L,PEBBLES,2,10000,9862.81015,12.6451,75.2486,37.6136,37.635,15.0,0.08464478975326416,"15:0.085,11:0.084,14:0.083",15.0,0.1682,15.0,0.1671,0.9714,0.0,0.0,10156.0,10313.0,10172.0,0.0022,0.0199,0.3491,0.0286,270.2795408163265,0.9775,0.24984952127516918
PEBBLES_L,PEBBLES,3,10000,10201.4536,13.0568,75.2089,37.6078,37.6011,11.0,0.08619876362372453,"11:0.086,15:0.085,12:0.084",11.0,0.171,11.0,0.172,0.9721,0.0,0.0,10185.0,10141.0,10141.0,0.0027,0.00845,0.35445,0.0279,212.03969387755103,0.9778,0.253384401209675
PEBBLES_L,PEBBLES,4,10000,10458.068,13.3596,75.2001,37.5956,37.6045,14.0,0.0857823669579031,"14:0.086,10:0.083,11:0.083",14.0,0.1705,14.0,0.1706,0.9712,0.0,0.0,10992.0,10943.0,10975.0,0.003,0.01415,0.31035,0.0288,182.40035714285713,0.9763,0.22505802005355763
PEBBLES_M,PEBBLES,2,10000,9747.4463,12.5074,75.2486,37.6136,37.635,15.0,0.08464478975326416,"15:0.085,11:0.084,14:0.083",15.0,0.1682,15.0,0.1671,0.9714,0.0,0.0,10018.0,10121.0,10018.0,0.0028,0.01695,0.34215,0.0286,169.96066326530612,0.9764,0.24514016655587184
PEBBLES_M,PEBBLES,3,10000,10170.4927,13.017,75.2089,37.6078,37.6011,11.0,0.08619876362372453,"11:0.086,15:0.085,12:0.084",11.0,0.171,11.0,0.172,0.9721,0.0,0.0,10205.0,10222.0,10205.0,0.0019,0.00855,0.30135,0.0279,241.42372448979592,0.9776,0.21814151603123136
PEBBLES_M,PEBBLES,4,10000,10871.79055,13.8383,75.2001,37.5956,37.6045,14.0,0.0857823669579031,"14:0.086,10:0.083,11:0.083",14.0,0.1705,14.0,0.1706,0.9712,0.0,0.0,10832.0,10972.0,11012.0,0.0025,0.0071,0.3129,0.0288,204.4847448979592,0.9778,0.22749623985938525
PEBBLES_S,PEBBLES,2,10000,9650.4792,12.3986,75.2486,37.6136,37.635,15.0,0.08464478975326416,"15:0.085,11:0.084,14:0.083",15.0,0.1682,15.0,0.1671,0.9714,0.0,0.0,9973.0,9976.0,9100.0,0.0019,0.01655,0.32625,0.0286,249.81551020408162,0.9771,0.23447383433364538
PEBBLES_S,PEBBLES,3,10000,9197.5171,11.8676,75.2089,37.6078,37.6011,11.0,0.08619876362372453,"11:0.086,15:0.085,12:0.084",11.0,0.171,11.0,0.172,0.9721,0.0,0.0,8993.0,9032.0,8993.0,0.0029,0.00605,0.30615,0.0279,171.9282142857143,0.9751,0.2197300733173888
PEBBLES_S,PEBBLES,4,10000,7949.0739,10.3884,75.2001,37.5956,37.6045,14.0,0.0857823669579031,"14:0.086,10:0.083,11:0.083",14.0,0.1705,14.0,0.1706,0.9712,0.0,0.0,7953.0,7966.0,7953.0,0.0027,0.00885,0.22455,0.0288,245.28719387755103,0.9763,0.16402463688652114
PEBBLES_XL,PEBBLES,2,10000,11549.76665,14.6479,75.2486,37.6136,37.635,15.0,0.08464478975326416,"15:0.085,11:0.084,14:0.083",15.0,0.1682,15.0,0.1671,0.9714,0.0,0.0,10865.0,10532.0,10725.0,0.0013,0.0233,0.2637,0.0286,391.54321428571427,0.9776,0.19541889656875047
PEBBLES_XL,PEBBLES,3,10000,13462.09645,16.9137,75.2089,37.6078,37.6011,11.0,0.08619876362372453,"11:0.086,15:0.085,12:0.084",11.0,0.171,11.0,0.172,0.9721,0.0,0.0,13476.0,13655.0,13005.0,0.0016,0.00305,0.19055,0.0279,341.60132653061225,0.9781,0.14981986770899094
PEBBLES_XL,PEBBLES,4,10000,14664.90485,18.3307,75.2001,37.5956,37.6045,14.0,0.0857823669579031,"14:0.086,10:0.083,11:0.083",14.0,0.1705,14.0,0.1706,0.9712,0.0,0.0,14308.0,14306.0,14308.0,0.0014,0.01285,0.29775,0.0288,367.2987755102041,0.9784,0.22343109745152978
PEBBLES_XS,PEBBLES,2,10000,9189.4057,11.853,75.2486,37.6136,37.635,15.0,0.08464478975326416,"15:0.085,11:0.084,14:0.083",15.0,0.1682,15.0,0.1671,0.9714,0.0,0.0,8859.0,8892.0,8859.0,0.0021,0.01885,0.30345,0.0286,155.83382653061224,0.9771,0.2183508656996898
PEBBLES_XS,PEBBLES,3,10000,6968.41015,9.2305,75.2089,37.6078,37.6011,11.0,0.0850962263202854,"11:0.085,15:0.084,12:0.083",11.0,0.1669,11.0,0.1678,0.9326,0.0242,0.0227,5955.0,5965.0,5955.0,0.0016,0.0066,0.1349,0.0279,257.0464285714286,0.9775,0.10215633790106377
PEBBLES_XS,PEBBLES,4,10000,6056.10345,8.1511,75.2001,37.5956,37.6045,14.0,0.08088158581116328,"14:0.081,10:0.080,11:0.079",14.0,0.1522,14.0,0.1539,0.808,0.095,0.0962,5907.0,5917.0,5907.0,0.002,0.01015,0.14425,0.0288,184.9182142857143,0.976,0.1071486969579949
ROBOT_DISHES,ROBOT,2,10000,9472.68405,6.9537,32.1517,16.0794,16.0723,8.0,0.1670612106865066,"8:0.167,12:0.091,5:0.091",5.0,0.158,5.0,0.1595,0.6012,0.2654,0.2613,9342.0,9347.0,9342.0,0.0028,0.00725,0.23325,0.0311,170.53382653061223,0.9765,0.15886908222533183
