group,product,trades,qty,avg_qty,top_qty,top_qty_share,best_touch_match_rate,inside_1_match_rate,book_mid_match_rate,wall_mid_match_rate,residual_fair_match_rate,mean_price_minus_mid,mean_price_minus_wall_mid,mean_abs_price_minus_residual_fair,inside_spread_rate,best_fill_quote_mode_h20,best_fill_side_h20,best_trade_fill_rate_h20,best_mean_edge_if_filled_h20,best_cross_liq_edge_if_filled_h20,full_group_events,same_qty_events,max_quote_match_rate,hidden_taker_score
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.001364256480218281,-0.0927694406548431,-0.10163710777626193,620.5554342936813,0.0,residual_fair,buy,0.21733466933867734,-21.586906408483173,-25.925925925925927,733,733,1.0,5.691603001364256
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.017735334242837655,0.0,-0.0941336971350614,-0.09618008185538882,1193.7227601022867,0.0,wall_mid,sell,0.21526386105544423,-23.83491078355314,-28.29278510473235,733,733,1.0,5.691603001364256
TRANSLATOR,TRANSLATOR_SPACE_GRAY,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.019099590723055934,0.001364256480218281,-0.0723055934515689,-0.06753069577080491,675.4183786990061,0.0,book_mid,buy,0.21379425517702072,-22.44086861427902,-26.651148258084675,733,733,1.0,5.691603001364256
TRANSLATOR,TRANSLATOR_VOID_BLUE,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.015006821282401092,0.001364256480218281,-0.09754433833560709,-0.10845839017735334,616.5492914837915,0.0,book_mid,sell,0.21342685370741482,-25.03286384976526,-29.804068857589986,733,733,1.0,5.691603001364256
UV_VISOR,UV_VISOR_AMBER,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.017735334242837655,0.0,-0.08867667121418826,-0.08594815825375171,776.5728506974917,0.0,residual_fair,buy,0.2327321309285237,-19.395163605051664,-24.49239380022962,733,733,1.0,5.691603001364256
UV_VISOR,UV_VISOR_MAGENTA,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.017735334242837655,0.0,-0.15757162346521145,-0.16098226466575716,393.6783713243529,0.0,residual_fair,buy,0.21720106880427523,-21.653236967553436,-28.69152698754421,733,733,1.0,5.691603001364256
UV_VISOR,UV_VISOR_ORANGE,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.005457025920873124,-0.11527967257844475,-0.1446111869031378,404.2801681822786,0.0,residual_fair,buy,0.21993987975951904,-25.3208807896735,-31.952012148823083,733,733,1.0,5.691603001364256
UV_VISOR,UV_VISOR_RED,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.019099590723055934,0.0,-0.15688949522510232,-0.16166439290586632,993.4594030277708,0.0,residual_fair,sell,0.22618570474281896,-27.30301240401654,-34.36193148257531,733,733,1.0,5.691603001364256
UV_VISOR,UV_VISOR_YELLOW,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.002728512960436562,-0.17871759890859482,-0.18622100954979537,854.0177888716572,0.0,residual_fair,buy,0.2294923179692719,-24.95262698297191,-31.889826808324845,733,733,1.0,5.691603001364256
SLEEP_POD,SLEEP_POD_NYLON,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.019099590723055934,0.0,-0.06207366984993179,-0.0688949522510232,674.322883946123,0.0,wall_mid,sell,0.2152304609218437,-21.645639354438238,-25.94211669770329,733,733,1.0,5.691603001364256
SNACKPACK,SNACKPACK_CHOCOLATE,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.009549795361527967,-0.17121418826739426,-0.16916780354706684,68.24005135169797,0.0,residual_fair,sell,0.22004008016032064,-16.142683667273833,-24.406193078324225,733,733,1.0,5.691603001364256
SLEEP_POD,SLEEP_POD_COTTON,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.0,-0.12346521145975443,-0.1364256480218281,860.3445487203012,0.0,residual_fair,sell,0.2204742818971276,-27.74208453264657,-32.80018179063778,733,733,1.0,5.691603001364256
PANEL,PANEL_1X2,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.015006821282401092,0.0,-0.12687585266030013,-0.13096862210095497,1170.6790953286768,0.0,wall_mid,buy,0.21626586506346027,-19.724633204633204,-25.48015444015444,733,733,1.0,5.691603001364256
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.0,-0.11323328785811733,-0.10914051841746249,1720.027618690369,0.0,residual_fair,buy,0.22197728790915164,-25.111420403250076,-31.924465844116764,733,733,1.0,5.691603001364256
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.017735334242837655,0.0,-0.1548431105047749,-0.17189631650750342,594.0586342457342,0.0,book_mid,sell,0.21479625918503675,-23.016482662105428,-30.05893329186752,733,733,1.0,5.691603001364256
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.0,-0.1330150068212824,-0.11323328785811733,956.6270969153516,0.0,residual_fair,sell,0.21753507014028056,-26.488484569322893,-33.21602947950253,733,733,1.0,5.691603001364256
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.020463847203274217,0.0,-0.11664392905866303,-0.10845839017735334,833.0546231793741,0.0,book_mid,sell,0.21469605878423514,-23.183260734287494,-29.306938394523957,733,733,1.0,5.691603001364256
ROBOT,ROBOT_VACUUMING,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.0,-0.06821282401091405,-0.08049113233287858,394.7112427208721,0.0,wall_mid,buy,0.22117568470273882,-20.468061008758685,-23.832829960736937,733,733,1.0,5.691603001364256
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.017735334242837655,0.0,-0.17257844474761255,-0.1664392905866303,1138.2722647827836,0.0,residual_fair,sell,0.2248496993987976,-28.993612596553774,-36.58377896613191,733,733,1.0,5.691603001364256
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.0,-0.126193724420191,-0.11732605729877217,772.6353839304813,0.0,residual_fair,buy,0.21897127588510354,-23.863941427699817,-30.134990848078097,733,733,1.0,5.691603001364256
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.0,-0.1077762619372442,-0.12073669849931787,757.7852186362921,0.0,residual_fair,sell,0.22107548430193721,-22.704109382081885,-29.122072820667775,733,733,1.0,5.691603001364256
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.020463847203274217,0.001364256480218281,-0.1145975443383356,-0.10914051841746249,621.1272561592559,0.0,book_mid,buy,0.21576486305945225,-20.61625386996904,-26.54767801857585,733,733,1.0,5.691603001364256
PANEL,PANEL_1X4,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.0,-0.07503410641200546,-0.08458390177353342,907.5895599591994,0.0,book_mid,sell,0.21299265197060788,-22.411949192410223,-26.591343892112278,733,733,1.0,5.691603001364256
PANEL,PANEL_2X4,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.002728512960436562,-0.0927694406548431,-0.11118690313778991,954.8657561192267,0.0,residual_fair,sell,0.22010688042752172,-26.821396054628224,-31.76236722306525,733,733,1.0,5.691603001364256
PANEL,PANEL_4X4,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.01637107776261937,0.0,-0.09754433833560709,-0.09618008185538882,572.2427653144285,0.0,residual_fair,buy,0.218436873747495,-21.479892966360858,-25.841131498470947,733,733,1.0,5.691603001364256
ROBOT,ROBOT_DISHES,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.019099590723055934,0.001364256480218281,-0.0688949522510232,-0.07776261937244201,461.63153990390697,0.0,residual_fair,sell,0.21566466265865064,-24.055211398482268,-27.744927985132414,733,733,1.0,5.691603001364256
ROBOT,ROBOT_IRONING,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.020463847203274217,0.0,-0.04024556616643929,-0.03819918144611187,744.5891379639547,0.0,book_mid,sell,0.2159318637274549,-16.341608662026296,-19.535034802784224,733,733,1.0,5.691603001364256
ROBOT,ROBOT_LAUNDRY,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.015006821282401092,0.002728512960436562,-0.0688949522510232,-0.07503410641200546,696.3059241518937,0.0,book_mid,sell,0.21379425517702072,-22.485939696922355,-26.080456178722073,733,733,1.0,5.691603001364256
ROBOT,ROBOT_MOPPING,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.013642564802182811,0.001364256480218281,-0.07776261937244201,-0.08185538881309687,661.9541950373563,0.0,residual_fair,buy,0.2172678690714763,-25.586856264411992,-29.586318216756343,733,733,1.0,5.691603001364256
PANEL,PANEL_2X2,733,1805,2.4624829467939975,2,0.26330150068212826,1.0,0.0,0.0,0.015006821282401092,0.002728512960436562,-0.09549795361527967,-0.11118690313778991,898.2687072951126,0.0,residual_fair,sell,0.21516366065464262,-22.926963675877058,-27.212666873641727,733,733,1.0,5.691603001364256
PEBBLES,PEBBLES_XL,644,2283,3.5450310559006213,5,0.2748447204968944,1.0,0.0,0.0,0.006211180124223602,0.0,-0.010869565217391304,-0.009316770186335404,8.5743449278108,0.0,book_mid,buy,0.1894121576486306,-69.6899135954858,-78.01551754540645,644,644,1.0,5.269689440993789
PEBBLES,PEBBLES_XS,644,2283,3.5450310559006213,5,0.2748447204968944,1.0,0.0,0.0,0.006211180124223602,0.0,-0.020186335403726708,-0.016304347826086956,5.135327556425266,0.0,book_mid,buy,0.19074816299265196,-36.56461215198739,-41.42076694099107,644,644,1.0,5.269689440993789
PEBBLES,PEBBLES_M,644,2283,3.5450310559006213,5,0.2748447204968944,1.0,0.0,0.0,0.006211180124223602,0.0,-0.020186335403726708,0.0007763975155279503,6.825552782280416,0.0,wall_mid,sell,0.18760855043420174,-40.14002136371729,-46.71550649813067,644,644,1.0,5.269689440993789
PEBBLES,PEBBLES_S,644,2283,3.5450310559006213,5,0.2748447204968944,1.0,0.0,0.0,0.007763975155279503,0.0,-0.024844720496894408,-0.016304347826086956,6.063812035899154,0.0,book_mid,buy,0.19318637274549097,-36.190871369294605,-41.97406639004149,644,644,1.0,5.269689440993789
PEBBLES,PEBBLES_L,644,2283,3.5450310559006213,5,0.2748447204968944,1.0,0.0,0.0,0.006211180124223602,0.0,-0.014751552795031056,-0.0015527950310559005,6.797144498847589,0.0,wall_mid,sell,0.19652638610554443,-32.01147178789939,-38.565431679129844,644,644,1.0,5.269689440993789
MICROCHIP,MICROCHIP_CIRCLE,569,1119,1.9666080843585236,2,0.3585237258347979,1.0,0.0,0.0,0.0035149384885764497,0.0,0.2056239015817223,0.21353251318101935,851.270593457485,0.0,book_mid,buy,0.17661990647962592,-21.2893343419062,-25.421331316187594,569,569,1.0,5.062047451669596
MICROCHIP,MICROCHIP_OVAL,569,1119,1.9666080843585236,2,0.3585237258347979,1.0,0.0,0.0,0.0035149384885764497,0.005272407732864675,0.2100175746924429,0.2117750439367311,1142.4160088949,0.0,residual_fair,buy,0.1765197060788243,-29.044465468306527,-32.70141911069064,569,569,1.0,5.062047451669596
MICROCHIP,MICROCHIP_RECTANGLE,569,1119,1.9666080843585236,2,0.3585237258347979,1.0,0.0,0.0,0.0035149384885764497,0.0035149384885764497,0.18014059753954306,0.1968365553602812,341.07908505521937,0.0,book_mid,buy,0.1748496993987976,-32.84832855778414,-36.786055396370585,569,569,1.0,5.062047451669596
MICROCHIP,MICROCHIP_SQUARE,569,1119,1.9666080843585236,2,0.3585237258347979,1.0,0.0,0.0,0.0035149384885764497,0.0,0.28734622144112476,0.30404217926186294,1472.6301695666875,0.0,book_mid,sell,0.1832999331997328,-48.58363702623907,-54.46847667638484,569,569,1.0,5.062047451669596
MICROCHIP,MICROCHIP_TRIANGLE,569,1119,1.9666080843585236,2,0.3585237258347979,1.0,0.0,0.0,0.0035149384885764497,0.0,0.2179261862917399,0.22847100175746923,744.8270936117785,0.0,residual_fair,buy,0.17531730126920508,-38.57306153553058,-42.85235282911031,569,569,1.0,5.062047451669596
