group,a,b,corr_mid_day_demeaned,corr_ret,min_abs_daily_mid_corr,same_sign,sign_flipped
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,-0.315546685765958,0.0027235656005238076,0.46627341123585864,False,True
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,0.6940517475621636,-0.006985339470851652,0.623654899477312,True,False
SLEEP_POD,SLEEP_POD_NYLON,SLEEP_POD_COTTON,-0.3242107965341535,0.0066161533680366615,0.6384257274520025,False,True
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_OVAL,-0.2999258219437505,0.012603003140277914,0.5405857296662635,False,True
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,-0.4356871098009609,0.0075448184662461225,0.40059526236733173,False,True
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,0.32085462937644854,0.009507052743930855,0.23665138166488847,True,False
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,-0.5012684712353388,0.0031057394944369126,0.2281416559558056,False,True
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_SQUARE,-0.24632416777999547,0.0051152688191350906,0.0763730884451766,False,True
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,0.36467733816645814,0.003390803585043836,0.21296663748297895,True,False
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,0.4686494742818978,0.0019316909752310778,0.0720077821059733,True,False
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,-0.6060862368149871,0.006116916072758767,0.039923651441396854,False,True
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,0.08436890634630533,0.007533316774116253,0.06271271418869026,True,False
MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,-0.0879710599542103,0.006090228894827438,0.12235018400471011,False,True
PEBBLES,PEBBLES_XS,PEBBLES_S,0.5223673329062408,-0.006584667646522646,0.09957458869883802,True,False
PEBBLES,PEBBLES_XS,PEBBLES_M,-0.40488169471479835,0.014585037226620332,0.032153384245799686,False,True
PEBBLES,PEBBLES_XS,PEBBLES_L,0.21417673719327113,0.004950940752801129,0.25005849705542155,True,False
PEBBLES,PEBBLES_XS,PEBBLES_XL,-0.605767289524407,-0.49726803207698494,0.015263554116533308,False,True
PEBBLES,PEBBLES_S,PEBBLES_M,-0.10188035938664249,0.01256512386437795,0.17531318018291575,False,True
PEBBLES,PEBBLES_S,PEBBLES_L,0.39314645025927175,0.006647575471233403,0.21692080666124097,True,False
PEBBLES,PEBBLES_S,PEBBLES_XL,-0.7414824324467888,-0.49564051862035896,0.18148699031782636,False,True
PEBBLES,PEBBLES_M,PEBBLES_L,0.11441043633474637,0.010820251523500444,0.277557515146002,True,False
PEBBLES,PEBBLES_M,PEBBLES_XL,-0.2314845687462029,-0.511536631165579,0.05435896643085176,False,True
PEBBLES,PEBBLES_L,PEBBLES_XL,-0.7535592239618712,-0.5000059815155657,0.6584386915060959,False,True
ROBOT,ROBOT_VACUUMING,ROBOT_MOPPING,-0.6106514890044146,-0.0038573285663510344,0.017496064198641817,False,True
ROBOT,ROBOT_VACUUMING,ROBOT_DISHES,0.14310699876647107,0.005338003558147541,0.27934981900970085,True,False
ROBOT,ROBOT_VACUUMING,ROBOT_LAUNDRY,0.49735810808696934,-0.001948475113992985,0.03505709131833233,True,False
ROBOT,ROBOT_VACUUMING,ROBOT_IRONING,0.38846561590257206,0.01250764500668874,0.2385201677373757,True,False
ROBOT,ROBOT_MOPPING,ROBOT_DISHES,-0.30748949564201744,-0.00634504334714374,0.08002470316682507,False,True
ROBOT,ROBOT_MOPPING,ROBOT_LAUNDRY,-0.48576386095380725,-0.009394902102628524,0.09671082920620758,False,True
ROBOT,ROBOT_MOPPING,ROBOT_IRONING,-0.6533319692080695,-0.00024056566627997814,0.2686399399414789,False,True
ROBOT,ROBOT_DISHES,ROBOT_LAUNDRY,0.09803030423353283,0.0012511266362193612,0.10181198761502776,True,False
ROBOT,ROBOT_DISHES,ROBOT_IRONING,0.15219772345033172,0.0004057322227085842,0.18922494418587435,True,False
ROBOT,ROBOT_LAUNDRY,ROBOT_IRONING,0.056978121522771756,-0.008210416732778754,0.4915837099099059,True,False
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_AMBER,-0.39944966937077964,-0.0027890668231604675,0.16772818506076909,False,True
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_ORANGE,-0.09445169548693805,0.00485645917476066,0.10055821836751049,False,True
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_RED,-0.3469654228155773,0.007382807076907425,0.12286725571069199,False,True
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,0.42564975069720185,0.009528230465157368,0.012832996393561674,True,False
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_ORANGE,-0.07926358905795544,0.00452432930910597,0.06463425184475574,False,True
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_RED,-0.13305733607988848,-0.0006988983706611437,0.011372304722808644,False,True
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_MAGENTA,-0.49941913976060437,0.006164992293481867,0.16437828659829232,False,True
UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_RED,0.06433579002138165,0.019958206588877966,0.013714492488477826,True,False
UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,-0.06132119489249163,0.006315857683955616,0.04945121499076644,False,True
UV_VISOR,UV_VISOR_RED,UV_VISOR_MAGENTA,-0.33361783846867676,0.00444466591237383,0.11335141964665933,False,True
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,-0.06700073115069292,0.008448320171655699,0.001888923651997555,False,True
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,-0.20888307917429486,0.010382475803267165,0.24317674730183014,False,True
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,0.662531451373542,-0.0016046411402587096,0.22604260784770946,True,False
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,-0.3636916956915034,0.0031258198843681856,0.21648202840230082,False,True
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,0.2238933221252588,0.0035709505724445915,0.44231651280573403,True,False
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,0.17917984679770382,-0.003445555191657039,0.1948942319247689,True,False
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,-0.06391949143063985,0.004539062877734514,0.01103819263755004,False,True
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,-0.11088392381853932,0.00699974531462524,0.4992545396617259,False,True
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,0.37840825351268775,-0.004215318823626791,0.101069998733229,True,False
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,-0.5899640438267023,0.018095905761574285,0.5192341850696782,False,True
PANEL,PANEL_1X2,PANEL_2X2,-0.1723542943903568,0.01025880223254391,0.3007469775583989,False,True
PANEL,PANEL_1X2,PANEL_1X4,-0.33983964119525456,0.005386339361111666,0.41983513735423805,False,True
PANEL,PANEL_1X2,PANEL_2X4,0.1571533883820172,0.004390482932597705,0.4946064198428379,True,False
PANEL,PANEL_1X2,PANEL_4X4,-0.20714259617415967,0.007985431482712359,0.3877295976745253,False,True
PANEL,PANEL_2X2,PANEL_1X4,0.19424100026361898,0.005626481776408833,0.08382818463197272,True,False
PANEL,PANEL_2X2,PANEL_2X4,0.13276194939259664,-0.007833477370278296,0.04082697969506989,True,False
PANEL,PANEL_2X2,PANEL_4X4,-0.4365718905971818,0.0014249067461529483,0.261038953164038,False,True
PANEL,PANEL_1X4,PANEL_2X4,-0.0965174832262888,0.01036324622809654,0.1963759365574276,False,True
PANEL,PANEL_1X4,PANEL_4X4,-0.21394994824088331,-4.832144970979077e-05,0.0803905545115123,False,True
PANEL,PANEL_2X4,PANEL_4X4,-0.38190106865036905,0.005975920705490189,0.01812141290409932,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,-0.23630297743382234,0.008811584755418399,0.2901844895246747,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,0.014582609584734119,0.00716219930746789,0.15289732294612443,True,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,-0.06096459691850636,0.00320119168670073,0.059847132443238374,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,-0.07116329181964355,0.012999212846557693,0.038902481446490736,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,-0.1953337964894059,0.00539280334508432,0.09736100942483202,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,-0.08569031055589375,0.009184983742392714,0.33006903102144786,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,-0.5912153584180915,0.006958195087698012,0.0696248569905697,False,True
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,0.4147897889485267,0.006633566664631398,0.36269809588873647,True,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,0.17959118954358938,0.0031902422199918084,0.040664375015425774,True,False
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,0.434249439241201,0.0067699286205586936,0.5775168405529957,True,False
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,-0.966834000694139,-0.9159244244489302,0.9615710657301753,False,True
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,0.1288332156510606,0.024887746590232546,0.017298215126575374,True,False
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,-0.2014721237374193,0.016803681319061733,0.02883562482325971,False,True
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,-0.008769327128568732,0.030714905002400605,0.010464984461773007,False,True
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,-0.16320294793471493,0.03968690162885151,0.1708952340069594,False,True
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,0.14852910608670047,0.03110081561828785,0.044236773841528514,True,False
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,0.08795800978092037,0.014446085650845032,0.1291940391726619,True,False
SNACKPACK,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,0.3103000481708972,0.9132953622130099,0.07176314772170399,True,False
SNACKPACK,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,-0.7101590483676317,-0.8309370266802855,0.434006759414817,False,True
SNACKPACK,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,-0.7805002648607551,-0.923782982337185,0.7521796211444086,False,True
