product,group,day,ticks,spread_median,spread_p90,top_depth_median,top3_depth_median,top_depth_share_median,imbalance_abs_mean,imbalance_corr_h1,imbalance_extreme_n,imbalance_extreme_mid_edge_h1,imbalance_extreme_active_edge_h1,imbalance_extreme_passive_edge_h1,imbalance_extreme_passive_fill_next5,book_gap_mean_median,mid_ret_abs_mean,mid_ret_sd,move_tick_pct,fwd_abs_move_h5_to_halfspread,passive_buy_fill_next5_pct,passive_sell_fill_next5_pct,trade_count,trade_qty,at_bid_count,at_ask_count,inside_count,outside_count,touch_qty_to_depth_median,trade_markout_1_mean,trade_markout_5_mean,trade_markout_20_mean,trade_ticks_pct,at_touch_share,inside_share,outside_share
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,10000,14.0,15.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.05073117238311621,336,3.4702380952380953,-0.15773809523809523,7.098214285714286,0.047619047619047616,1.5,8.955445544554456,11.226610015984338,0.9788,2.8382461132886347,0.0464,0.0458,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-8.590196078431372,-8.46259842519685,-6.753937007874016,0.0255,1.0,0.0,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,10000,14.0,15.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.0501108570994171,350,2.9014285714285712,-0.6214285714285714,6.424285714285714,0.05142857142857143,1.5,8.742874287428743,10.93872968534384,0.9788,2.8293679348831926,0.0433,0.0432,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-6.534136546184739,-7.465863453815261,-9.67408906882591,0.0249,1.0,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,10000,13.0,14.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.050837276756690926,311,2.977491961414791,-0.3215434083601286,6.276527331189711,0.03536977491961415,1.5,8.146464646464647,10.231220634858103,0.9751,2.8306379563408073,0.044,0.0406,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-6.451965065502184,-7.316593886462882,-2.2620087336244543,0.0229,1.0,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,10000,13.0,14.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.05157490772645055,336,2.9732142857142856,-0.33482142857142855,6.28125,0.044642857142857144,1.5,8.275777577757776,10.374701562072133,0.9751,2.8555072041515266,0.0404,0.0532,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-7.098039215686274,-7.586614173228346,-5.387795275590551,0.0255,1.0,0.0,0.0
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,10000,14.0,15.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.0882809766585295,350,5.134285714285714,1.6,8.668571428571429,0.05714285714285714,1.5,8.761126112611262,10.996066192654741,0.9764,2.8385973847729726,0.0427,0.0412,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-7.552208835341365,-8.857429718875501,-13.246963562753036,0.0249,1.0,0.0,0.0
MICROCHIP_CIRCLE,MICROCHIP,2,10000,8.0,9.0,12.0,32.0,0.3888888888888889,0.07041229201257954,0.026926833551663587,1579,0.6551614946168461,-3.4756174794173527,4.785940468651045,0.034198860037998734,1.0,7.354835483548355,9.208390270537153,0.9744,3.9731026624423325,0.0348,0.0335,174.0,342.0,78.0,96.0,0.0,0.0,0.25,-4.824712643678161,-5.833333333333333,-4.300578034682081,0.0174,1.0,0.0,0.0
MICROCHIP_CIRCLE,MICROCHIP,3,10000,8.0,9.0,14.0,32.0,0.4,0.08788924147856252,0.016062794038707053,1964,0.3958227203260316,-3.5315843097300053,4.323229750382068,0.04276985743380855,1.0,7.04965496549655,8.85177072830239,0.967,4.070020923159992,0.0412,0.0366,194.0,383.0,90.0,104.0,0.0,0.0,0.3333333333333333,-4.216494845360825,-4.706185567010309,-5.345360824742268,0.0194,1.0,0.0,0.0
MICROCHIP_CIRCLE,MICROCHIP,4,10000,9.0,10.0,12.0,32.0,0.38461538461538464,0.04803095193510915,0.02557010844214047,1112,0.8758992805755396,-2.8655575539568345,4.617356115107913,0.03866906474820144,1.0,7.6424142414241425,9.624694482967875,0.9734,4.090757243701216,0.0421,0.0402,201.0,394.0,101.0,100.0,0.0,0.0,0.2857142857142857,-3.417910447761194,-2.345771144278607,1.2064676616915422,0.0201,1.0,0.0,0.0
MICROCHIP_OVAL,MICROCHIP,2,10000,9.0,9.0,12.0,32.0,0.375,0.030177767609919578,0.022713957234678533,717,1.5739191073919108,-2.2642956764295676,5.412133891213389,0.04602510460251046,1.0,11.58105810581058,14.566279531379518,0.9799,6.0001447946195325,0.0334,0.0398,174.0,342.0,78.0,96.0,0.0,0.0,0.3333333333333333,-5.137931034482759,-3.339080459770115,-2.9161849710982657,0.0174,1.0,0.0,0.0
MICROCHIP_OVAL,MICROCHIP,3,10000,8.0,9.0,14.0,32.0,0.4,0.11069637066905015,0.016343729206200665,2040,0.4019127023050515,-3.5301618440411966,4.3339872486513,0.041666666666666664,1.0,10.264026402640264,12.947266246329452,0.9812,6.115845541818529,0.0425,0.0389,194.0,383.0,90.0,104.0,0.0,0.0,0.25,-4.592783505154639,-3.2036082474226806,-0.6958762886597938,0.0194,1.0,0.0,0.0
MICROCHIP_OVAL,MICROCHIP,4,10000,6.0,7.0,19.0,32.0,0.6538461538461539,0.19617214746251688,0.015776017300167013,2061,0.0606501698204755,-2.948568655992237,3.069868995633188,0.043668122270742356,1.0,7.414391439143914,9.344350149292147,0.9713,5.697714809785845,0.0455,0.0395,201.0,394.0,101.0,100.0,0.0,0.0,0.2,-3.5696517412935322,-4.512437810945274,-8.323383084577115,0.0201,1.0,0.0,0.0
MICROCHIP_RECTANGLE,MICROCHIP,2,10000,9.0,9.0,12.0,32.0,0.38461538461538464,0.0466234015938594,-0.00387495035858152,1069,-0.05706267539756782,-4.100561272217025,3.9864359214218896,0.03648269410664172,1.0,11.358185818581859,14.336217140027678,0.9761,6.021033572341727,0.0428,0.0323,174.0,342.0,78.0,96.0,0.0,0.0,0.2857142857142857,-5.540229885057471,-2.985632183908046,-4.228323699421965,0.0174,1.0,0.0,0.0
MICROCHIP_RECTANGLE,MICROCHIP,3,10000,8.0,8.0,14.0,32.0,0.4117647058823529,0.11152640710274106,0.005952651495336941,2004,0.08308383233532934,-3.788922155688623,3.9550898203592815,0.03842315369261477,1.0,9.890339033903391,12.42133659817145,0.9794,6.005917164931672,0.0406,0.0395,194.0,383.0,90.0,104.0,0.0,0.0,0.25,-4.085051546391752,-3.1443298969072164,-0.7731958762886598,0.0194,1.0,0.0,0.0
MICROCHIP_RECTANGLE,MICROCHIP,4,10000,8.0,8.0,14.0,32.0,0.42105263157894735,0.14287767857707767,0.016039424912557967,2066,0.4898354307841239,-3.382865440464666,4.362536302032914,0.04695062923523717,1.0,10.012551255125512,12.546016913708865,0.9799,5.99243554316841,0.0439,0.0417,201.0,394.0,101.0,100.0,0.0,0.0,0.2857142857142857,-2.3606965174129355,-2.0248756218905473,1.171641791044776,0.0201,1.0,0.0,0.0
MICROCHIP_SQUARE,MICROCHIP,2,10000,10.0,11.0,12.0,32.0,0.375,0.0075066572557876896,0.02798384606122586,228,3.6030701754385963,0.8662280701754386,6.339912280701754,0.06140350877192982,1.0,13.38018801880188,16.871375250049486,0.9816,6.027599178377066,0.0316,0.0418,174.0,342.0,78.0,96.0,0.0,0.0,0.3333333333333333,-7.117816091954023,-6.795977011494253,-14.690751445086706,0.0174,1.0,0.0,0.0
MICROCHIP_SQUARE,MICROCHIP,3,10000,13.0,14.0,12.0,32.0,0.375,0.007593197358197358,0.01029058205511497,248,1.3487903225806452,-1.7560483870967742,4.453629032258065,0.06451612903225806,1.5,17.537203720372037,22.111497326410042,0.9848,6.314526494849156,0.0376,0.0422,194.0,383.0,90.0,104.0,0.0,0.0,0.3333333333333333,-6.15979381443299,-12.231958762886597,-2.1804123711340204,0.0194,1.0,0.0,0.0
MICROCHIP_SQUARE,MICROCHIP,4,10000,13.0,14.0,12.0,32.0,0.375,0.007422922632922634,0.039389072185720055,242,4.927685950413223,1.7004132231404958,8.15495867768595,0.028925619834710745,1.5,18.007400740074008,22.643806004297712,0.9887,6.216632357137611,0.043,0.0424,201.0,394.0,101.0,100.0,0.0,0.0,0.3333333333333333,-4.845771144278607,-8.624378109452737,-12.781094527363184,0.0201,1.0,0.0,0.0
MICROCHIP_TRIANGLE,MICROCHIP,2,10000,9.0,10.0,12.0,32.0,0.375,0.00971527775897893,0.003615405252292674,275,0.66,-2.192727272727273,3.5127272727272727,0.04363636363636364,1.0,12.15101510151015,15.29958361512148,0.9746,6.000336557167473,0.037,0.0393,174.0,342.0,78.0,96.0,0.0,0.0,0.3333333333333333,-4.997126436781609,-7.172413793103448,-10.867052023121387,0.0174,1.0,0.0,0.0
MICROCHIP_TRIANGLE,MICROCHIP,3,10000,9.0,10.0,12.0,32.0,0.375,0.013608319897289613,0.02377156457048549,375,1.6586666666666667,-1.3586666666666667,4.676,0.048,1.0,12.110561056105611,15.229513203085627,0.9804,5.980848201878717,0.0444,0.0383,194.0,383.0,90.0,104.0,0.0,0.0,0.3333333333333333,-5.597938144329897,-2.7061855670103094,0.13659793814432988,0.0194,1.0,0.0,0.0
MICROCHIP_TRIANGLE,MICROCHIP,4,10000,8.0,8.0,14.0,32.0,0.4,0.1256601254997327,0.025244715029456237,2004,0.5062375249500998,-3.4588323353293413,4.471307385229541,0.03842315369261477,1.0,10.231873187318731,12.848986789102195,0.9807,5.923986596472839,0.0426,0.043,201.0,394.0,101.0,100.0,0.0,0.0,0.2857142857142857,-3.674129353233831,-5.529850746268656,-14.691542288557214,0.0201,1.0,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,2,10000,12.0,12.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.05854659895870565,311,3.5,0.4983922829581994,6.501607717041801,0.04501607717041801,1.0,7.411241124112411,10.687080587240354,0.6183,2.8149110269420428,0.0438,0.046,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-5.292576419213974,-7.895196506550218,-3.1441048034934496,0.0229,1.0,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,3,10000,12.0,13.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.0601131524938271,336,3.0982142857142856,0.1056547619047619,6.090773809523809,0.044642857142857144,1.5,7.384638463846384,9.276069179718254,0.9693,2.819194270795071,0.0462,0.0477,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-5.266666666666667,-7.383858267716535,-3.8346456692913384,0.0255,1.0,0.0,0.0
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,4,10000,13.0,14.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.05565829123065065,350,3.7214285714285715,0.44571428571428573,6.997142857142857,0.045714285714285714,1.5,8.28052805280528,12.471518946169777,0.9362,2.8831923404259574,0.0435,0.0464,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-6.4879518072289155,-3.8032128514056227,-2.7813765182186234,0.0249,1.0,0.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,2,10000,12.0,12.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.0361341863409185,311,2.694533762057878,-0.33762057877813506,5.726688102893891,0.05466237942122187,1.0,7.090809080908091,12.378206353642685,0.5595,2.7672455275256675,0.0489,0.0439,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-5.820960698689956,-4.4475982532751095,-5.593886462882096,0.0229,1.0,0.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,3,10000,12.0,12.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.06102637498525993,336,3.419642857142857,0.41964285714285715,6.419642857142857,0.050595238095238096,1.0,7.388738873887389,10.072223634217398,0.6284,2.791145572786393,0.0496,0.051,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-6.074509803921568,-7.94488188976378,-8.047244094488189,0.0255,1.0,0.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,4,10000,12.0,12.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.06802123115505282,350,3.6142857142857143,0.6142857142857143,6.614285714285714,0.045714285714285714,2.0,7.604560456045604,10.354730469139103,0.6365,2.9490411872602964,0.0476,0.0497,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-6.967871485943775,-7.867469879518072,-4.7368421052631575,0.0249,1.0,0.0,0.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,10000,14.0,15.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.057777661110176605,311,3.572347266881029,-0.03536977491961415,7.180064308681672,0.04823151125401929,1.5,8.823532353235324,11.132813006551451,0.9741,2.8933106663221717,0.0362,0.0459,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-6.388646288209607,-6.932314410480349,-9.480349344978166,0.0229,1.0,0.0,0.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,10000,15.0,16.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.06205004978073408,336,4.150297619047619,0.3645833333333333,7.936011904761905,0.050595238095238096,2.0,9.51105110511051,11.932164601952797,0.9797,2.885577014697825,0.0455,0.0442,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-6.776470588235294,-8.64763779527559,-6.7047244094488185,0.0255,1.0,0.0,0.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,10000,17.0,18.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.07589616540105351,350,5.114285714285714,0.9871428571428571,9.241428571428571,0.045714285714285714,2.0,10.324782478247824,12.912809999136861,0.9781,2.8955601049824633,0.0454,0.0456,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-7.672690763052209,-5.263052208835341,-5.27327935222672,0.0249,1.0,0.0,0.0
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,2,10000,13.0,13.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.053001404496163244,311,2.872990353697749,-0.3633440514469453,6.109324758842444,0.03536977491961415,1.5,7.9075407540754075,9.854201267615815,0.9732,2.851482270439249,0.0386,0.0433,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-6.414847161572053,-5.554585152838428,0.36899563318777295,0.0229,1.0,0.0,0.0
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,3,10000,13.0,14.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.0629813261716183,336,3.388392857142857,0.06398809523809523,6.712797619047619,0.0625,1.5,8.213471347134714,10.283117156032185,0.9763,2.8252917392762322,0.0464,0.0424,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-6.5019607843137255,-5.968503937007874,-6.374015748031496,0.0255,1.0,0.0,0.0
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,4,10000,12.0,13.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.04798275413156823,350,2.374285714285714,-0.6857142857142857,5.434285714285714,0.05142857142857143,1.5,7.57980798079808,9.498585633095392,0.9736,2.869031655354817,0.0476,0.0425,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-6.4156626506024095,-7.455823293172691,-8.178137651821862,0.0249,1.0,0.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,2,10000,14.0,14.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.041668923434322075,311,2.4517684887459805,-1.0,5.903536977491961,0.04823151125401929,1.5,8.495299529952995,10.669231485842808,0.9782,2.858848050398826,0.0411,0.0389,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-7.146288209606987,-8.253275109170305,-11.873362445414847,0.0229,1.0,0.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,3,10000,13.0,14.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.04203035332087271,336,2.3705357142857144,-0.8511904761904762,5.592261904761905,0.050595238095238096,1.5,7.96989698969897,10.052924411112365,0.9708,2.8344465239612813,0.0415,0.0505,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-6.882352941176471,-5.358267716535433,-6.49015748031496,0.0255,1.0,0.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,4,10000,12.0,13.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.07193584823161642,350,3.78,0.6771428571428572,6.882857142857143,0.04857142857142857,1.5,7.641714171417142,9.548460933490665,0.9746,2.8038427272244184,0.0476,0.0442,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-5.36144578313253,-3.923694779116466,0.21862348178137653,0.0249,1.0,0.0,0.0
PANEL_1X2,PANEL,2,10000,12.0,13.0,36.0,100.0,0.37037037037037035,0.019829642259917853,0.056762967301285695,311,3.0964630225080385,0.06913183279742766,6.12379421221865,0.02572347266881029,1.5,7.518401840184018,9.406838913297593,0.9766,2.8761183422213934,0.0414,0.0371,229.0,562.0,119.0,110.0,0.0,0.0,0.13636363636363635,-5.812227074235808,-3.7816593886462884,-3.406113537117904,0.0229,1.0,0.0,0.0
PANEL_1X2,PANEL,3,10000,11.0,12.0,36.0,100.0,0.37037037037037035,0.021235627064033133,0.06601743811050856,336,2.861607142857143,0.14434523809523808,5.5788690476190474,0.044642857142857144,1.0,6.706070607060706,8.38516879857007,0.9695,2.792829748207437,0.045,0.0432,255.0,649.0,125.0,130.0,0.0,0.0,0.14285714285714285,-4.356862745098039,-3.9350393700787403,-3.326771653543307,0.0255,1.0,0.0,0.0
PANEL_1X2,PANEL,4,10000,12.0,13.0,36.0,98.0,0.3695652173913043,0.02240749126268222,0.04864335753209737,350,2.5342857142857143,-0.5228571428571429,5.591428571428572,0.04857142857142857,1.5,7.397189718971897,9.334092549230999,0.971,2.8800103431669215,0.0469,0.046,249.0,594.0,131.0,118.0,0.0,0.0,0.125,-6.508032128514056,-5.353413654618474,-8.168016194331983,0.0249,1.0,0.0,0.0
PANEL_1X4,PANEL,2,10000,9.0,10.0,22.0,60.0,0.37142857142857144,0.027864397195445315,0.030681623582452015,597,1.3182579564489112,-2.0217755443886096,4.658291457286432,0.05527638190954774,1.0,8.085108510851086,10.146565782327368,0.973,4.135165638374742,0.0473,0.0448,229.0,562.0,119.0,110.0,0.0,0.0,0.2222222222222222,-4.941048034934497,-4.294759825327511,-0.7358078602620087,0.0229,1.0,0.0,0.0
PANEL_1X4,PANEL,3,10000,9.0,10.0,22.0,60.0,0.3793103448275862,0.06176538930752355,0.023842758759041047,1327,0.5738507912584778,-3.09758854559156,4.245290128108516,0.06103993971363979,1.0,7.683468346834683,9.698192693556752,0.97,4.08878856094714,0.0544,0.0445,255.0,649.0,125.0,130.0,0.0,0.0,0.2222222222222222,-3.984313725490196,-5.088582677165355,-5.139763779527559,0.0255,1.0,0.0,0.0
PANEL_1X4,PANEL,4,10000,8.0,8.0,26.0,60.0,0.40625,0.13982647925551808,0.02073460369623213,2010,0.23333333333333334,-3.5619402985074626,4.028606965174129,0.04875621890547264,1.0,6.777527752775278,8.528117931235403,0.9681,3.968321740235197,0.0486,0.0501,249.0,594.0,131.0,118.0,0.0,0.0,0.2,-3.8072289156626504,-4.632530120481928,-2.6012145748987856,0.0249,1.0,0.0,0.0
PANEL_2X2,PANEL,2,10000,9.0,9.0,22.0,60.0,0.375,0.03474371857426209,0.027139148497275205,750,1.092,-2.469333333333333,4.653333333333333,0.052,1.0,7.847634763476347,9.86295879826727,0.9709,4.099710966594408,0.0414,0.0473,229.0,562.0,119.0,110.0,0.0,0.0,0.2222222222222222,-3.460698689956332,-2.3013100436681224,-4.150655021834061,0.0229,1.0,0.0,0.0
PANEL_2X2,PANEL,3,10000,9.0,10.0,22.0,60.0,0.37142857142857144,0.026207763534897652,0.0262554520986064,566,1.25,-1.9408127208480566,4.440812720848056,0.054770318021201414,1.0,8.065056505650565,10.06727810853324,0.9744,4.0158217997887835,0.0502,0.0486,255.0,649.0,125.0,130.0,0.0,0.0,0.2222222222222222,-4.7176470588235295,-6.883858267716535,-8.190944881889763,0.0255,1.0,0.0,0.0
PANEL_2X2,PANEL,4,10000,8.0,8.0,24.0,60.0,0.4,0.1140805406340729,0.02316356089845474,2017,0.34258800198314326,-3.4881011403073874,4.173277144273674,0.0451165096678235,1.0,7.027702770277028,8.811497846588868,0.9657,3.9995598989971177,0.0493,0.0495,249.0,594.0,131.0,118.0,0.0,0.0,0.2,-3.8112449799196786,-4.676706827309237,-2.9757085020242915,0.0249,1.0,0.0,0.0
PANEL_2X4,PANEL,2,10000,10.0,10.0,22.0,60.0,0.37037037037037035,0.014243170868519164,0.035173067597061854,311,2.237942122186495,-0.15594855305466238,4.631832797427653,0.05144694533762058,1.0,8.493349334933493,10.638481492816355,0.9771,4.047306304667485,0.0441,0.0436,229.0,562.0,119.0,110.0,0.0,0.0,0.2222222222222222,-4.663755458515284,-4.329694323144105,-5.755458515283843,0.0229,1.0,0.0,0.0
PANEL_2X4,PANEL,3,10000,10.0,10.0,22.0,60.0,0.37037037037037035,0.01533188697611298,0.04689153156876552,336,3.3482142857142856,0.8839285714285714,5.8125,0.05357142857142857,1.0,8.976797679767976,11.226705251206207,0.9761,4.161418183839395,0.0491,0.0533,255.0,649.0,125.0,130.0,0.0,0.0,0.23076923076923078,-5.066666666666666,-4.4763779527559056,-3.440944881889764,0.0255,1.0,0.0,0.0
PANEL_2X4,PANEL,4,10000,11.0,11.0,22.0,60.0,0.37037037037037035,0.016209676585884014,0.03700945909231635,350,2.66,0.045714285714285714,5.274285714285714,0.054285714285714284,1.0,9.567406740674068,11.964276061577033,0.9794,4.219511220256593,0.0519,0.0483,249.0,594.0,131.0,118.0,0.0,0.0,0.21428571428571427,-5.098393574297189,-5.375502008032129,-4.439271255060729,0.0249,1.0,0.0,0.0
