group,product,day,quote_mode,side,horizon,quote_ticks,trade_fill_count,book_or_trade_fill_count,trade_fill_rate,book_or_trade_fill_rate,mean_quote_offset_mid,mean_spread_capture_if_filled,mean_adverse_selection_if_filled,mean_edge_if_filled,mean_cross_liq_edge_if_filled,ev_per_quote,cross_liq_ev_per_quote
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,buy,5,9995,594,5831,0.05942971485742871,0.5833916958479239,-0.26263131565782893,0.2617845117845118,-13.452020202020202,-13.19023569023569,-20.015151515151516,-0.7838919459729865,-1.1894947473736868
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,buy,20,9980,1977,7661,0.19809619238476953,0.7676352705410822,-0.2625250501002004,0.26454223571067276,-20.7202832574608,-20.455741021750125,-27.283763277693474,-4.052204408817635,-5.404809619238477
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,buy,100,9900,5418,8732,0.5472727272727272,0.882020202020202,-0.26121212121212123,0.25950535252860835,-26.88205980066445,-26.622554448135844,-33.433185677371725,-14.569797979797979,-18.297070707070706
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,buy,500,9500,7144,8808,0.752,0.9271578947368421,-0.25273684210526315,0.24860022396416573,43.003079507278834,43.251679731243,36.442889137737964,32.525263157894734,27.405052631578947
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,sell,1,9999,113,2776,0.011301130113011301,0.27762776277627765,0.2627262726272627,0.2920353982300885,-5.783185840707965,-5.491150442477876,-12.300884955752212,-0.062056205620562056,-0.13901390139013903
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,sell,5,9995,539,6081,0.05392696348174087,0.6084042021010505,0.26263131565782893,0.2894248608534323,-11.053803339517625,-10.764378478664193,-17.534322820037104,-0.5804902451225613,-0.9455727863931966
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,sell,20,9980,1996,8074,0.2,0.8090180360721443,0.2625250501002004,0.2770541082164329,-29.52054108216433,-29.243486973947896,-36.06763527054108,-5.848697394789579,-7.213527054108217
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,sell,100,9900,6219,9166,0.6281818181818182,0.9258585858585858,0.26121212121212123,0.26941630487216595,-59.864286862839684,-59.59487055796752,-66.43495738864769,-37.43641414141414,-41.73323232323232
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,book_mid,sell,500,9500,8114,9213,0.8541052631578947,0.9697894736842105,0.25273684210526315,0.2621395119546463,-154.54652452551147,-154.28438501355683,-161.1464136061129,-131.77510526315788,-137.636
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,buy,1,9999,122,2621,0.012201220122012201,0.2621262126212621,-0.2755275527552755,0.21311475409836064,-7.39344262295082,-7.180327868852459,-14.040983606557377,-0.08760876087608761,-0.1713171317131713
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,buy,5,9995,601,5835,0.06013006503251626,0.583791895947974,-0.2754377188594297,0.2720465890183028,-13.409317803660565,-13.137271214642263,-19.9567387687188,-0.7899449724862431,-1.2
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,buy,20,9980,1985,7670,0.19889779559118237,0.7685370741482966,-0.2756513026052104,0.281360201511335,-20.550125944584384,-20.268765743073047,-27.098740554156173,-4.031412825651302,-5.389879759519038
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,buy,100,9900,5418,8735,0.5472727272727272,0.8823232323232323,-0.27656565656565657,0.28377630121816166,-26.8859357696567,-26.60215946843854,-33.41269841269841,-14.558636363636364,-18.285858585858588
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,buy,500,9500,7147,8813,0.7523157894736842,0.9276842105263158,-0.2752631578947368,0.27878830278438504,43.21862319854485,43.49741150132923,36.688540646425075,32.723789473684214,27.60136842105263
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,sell,1,9999,110,2780,0.011001100110011002,0.27802780278027805,0.25132513251325134,0.25,-5.863636363636363,-5.613636363636363,-12.418181818181818,-0.061756175617561755,-0.13661366136613662
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,sell,5,9995,537,6086,0.05372686343171586,0.608904452226113,0.25162581290645325,0.2271880819366853,-11.125698324022347,-10.898510242085662,-17.66852886405959,-0.5855427713856929,-0.9492746373186594
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,sell,20,9980,1994,8071,0.1997995991983968,0.8087174348697395,0.25180360721442885,0.22868605817452356,-29.497993981945836,-29.269307923771315,-36.093781344032095,-5.847995991983968,-7.211523046092184
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,sell,100,9900,6221,9162,0.6283838383838384,0.9254545454545454,0.25303030303030305,0.24304774152065584,-59.79754058832985,-59.5544928468092,-66.39430959652789,-37.423080808080805,-41.721111111111114
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,wall_mid,sell,500,9500,8109,9212,0.8535789473684211,0.9696842105263158,0.25442105263157894,0.24220002466395363,-154.88808731039586,-154.6458872857319,-161.50795412504624,-132.0024736842105,-137.8597894736842
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,buy,1,9999,159,4758,0.0159015901590159,0.47584758475847583,5.698669866986699,-5.833333333333333,-5.069182389937107,-10.90251572327044,-17.748427672955973,-0.17336733673367336,-0.2822282228222822
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,buy,5,9995,740,7380,0.07403701850925462,0.7383691845922962,5.703951975987994,-5.818918918918919,-10.237162162162162,-16.056081081081082,-22.87837837837838,-1.188744372186093,-1.6938469234617308
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,buy,20,9980,2238,8590,0.22424849699398797,0.8607214428857716,5.7176352705410824,-5.820151921358356,-16.86148346738159,-22.681635388739945,-29.510723860589813,-5.086322645290581,-6.617735470941883
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,buy,100,9900,5804,9184,0.5862626262626263,0.9276767676767677,5.796767676767677,-5.829858718125431,-22.746554100620262,-28.57641281874569,-35.39007580978635,-16.753282828282828,-20.747878787878786
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,buy,500,9500,7381,9076,0.7769473684210526,0.9553684210526315,5.7723157894736845,-5.8046335184934295,49.0689608454139,43.26432732692047,36.45170031161089,33.614105263157896,28.321052631578947
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,sell,1,9999,70,1196,0.0070007000700070005,0.11961196119611961,6.698669866986699,6.5,-7.735714285714286,-1.2357142857142858,-8.042857142857143,-0.008650865086508652,-0.056305630563056305
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,sell,5,9995,384,4468,0.0384192096048024,0.44702351175587796,6.703951975987994,6.723958333333333,-14.602864583333334,-7.87890625,-14.627604166666666,-0.30270135067533765,-0.5619809904952476
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,sell,20,9980,1707,7208,0.17104208416833666,0.7222444889779559,6.7176352705410824,6.77270064440539,-33.05506736965437,-26.282366725248973,-33.09841827768014,-4.495390781563127,-5.66122244488978
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,sell,100,9900,5812,8785,0.5870707070707071,0.8873737373737374,6.796767676767677,6.798090158293187,-65.66655196145905,-58.868461803165864,-65.7095664143152,-34.55994949494949,-38.57616161616161
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,2,residual_fair,sell,500,9500,7933,9072,0.8350526315789474,0.9549473684210527,6.7723157894736845,6.765662422790873,-161.0753182906845,-154.3096558678936,-161.17257027606203,-128.8566842105263,-134.58757894736843
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,buy,1,9999,76,1143,0.007600760076007601,0.11431143114311432,-7.042604260426042,6.980263157894737,-9.328947368421053,-2.348684210526316,-9.289473684210526,-0.017851785178517852,-0.0706070607060706
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,buy,5,9995,384,4361,0.0384192096048024,0.43631815907953975,-7.04232116058029,6.962239583333333,-16.8125,-9.850260416666666,-16.877604166666668,-0.3784392196098049,-0.648424212106053
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,buy,20,9980,1588,6794,0.1591182364729459,0.6807615230460922,-7.041182364729459,7.013853904282116,-33.23520151133501,-26.2213476070529,-33.24748110831234,-4.172294589178357,-5.290280561122245
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,buy,100,9900,5248,8367,0.5301010101010101,0.8451515151515151,-7.035909090909091,7.0354420731707314,-49.83107850609756,-42.79563643292683,-49.81516768292683,-22.6860101010101,-26.40707070707071
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,buy,500,9500,7704,8862,0.8109473684210526,0.9328421052631579,-7.019263157894737,7.0233644859813085,-39.152128764278295,-32.12876427829699,-39.13655244029076,-26.054736842105264,-31.737684210526314
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,sell,1,9999,83,1186,0.0083008300830083,0.1186118611861186,7.042604260426042,7.13855421686747,-9.843373493975903,-2.7048192771084336,-9.674698795180722,-0.022452245224522452,-0.08030803080308031
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,sell,5,9995,492,4391,0.049224612306153076,0.43931965982991494,7.04232116058029,7.030487804878049,-17.278455284552845,-10.247967479674797,-17.329268292682926,-0.5044522261130565,-0.8530265132566283
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,sell,20,9980,2053,6941,0.20571142284569138,0.6954909819639279,7.041182364729459,7.047247929858743,-27.327569410618608,-20.280321480759863,-27.338041889917193,-4.171893787575151,-5.62374749498998
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,sell,100,9900,6082,8548,0.6143434343434343,0.8634343434343434,7.035909090909091,7.031075304176258,-51.09133508714239,-44.06025978296613,-51.12134166392634,-27.068131313131314,-31.406060606060606
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,best_touch,sell,500,9500,8093,8973,0.8518947368421053,0.9445263157894737,7.019263157894737,7.010935376251081,-78.25837143210181,-71.24743605585074,-78.30557271716297,-60.69531578947368,-66.70810526315789
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,buy,1,9999,82,1323,0.008200820082008202,0.1323132313231323,-6.042604260426042,5.945121951219512,-8.884146341463415,-2.9390243902439024,-9.890243902439025,-0.0241024102410241,-0.0811081108110811
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,buy,5,9995,412,4599,0.041220610305152575,0.46013006503251624,-6.04232116058029,5.963592233009709,-16.12985436893204,-10.16626213592233,-17.17233009708738,-0.4190595297648824,-0.7078539269634817
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,buy,20,9980,1640,6954,0.16432865731462926,0.6967935871743487,-6.041182364729459,6.015243902439025,-32.37713414634146,-26.36189024390244,-33.38780487804878,-4.332014028056112,-5.486573146292585
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,buy,100,9900,5312,8433,0.5365656565656566,0.8518181818181818,-6.035909090909091,6.036144578313253,-49.02880271084337,-42.99265813253012,-50.01355421686747,-23.068383838383838,-26.835555555555555
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,buy,500,9500,7729,8888,0.8135789473684211,0.9355789473684211,-6.019263157894737,6.023741751843706,-38.24602147755208,-32.22227972570837,-39.23068961055764,-26.21536842105263,-31.917263157894737
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,sell,1,9999,88,1341,0.0088008800880088,0.1341134113411341,6.042604260426042,6.136363636363637,-9.715909090909092,-3.5795454545454546,-10.556818181818182,-0.0315031503150315,-0.0929092909290929
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,sell,5,9995,511,4608,0.051125562781390695,0.46103051525762884,6.04232116058029,6.026418786692759,-16.948140900195696,-10.921722113502936,-18.003913894324853,-0.5583791895947974,-0.9204602301150575
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,sell,20,9980,2104,7073,0.21082164328657316,0.7087174348697395,6.041182364729459,6.044201520912548,-26.42538022813688,-20.381178707224336,-27.436311787072242,-4.296793587174348,-5.784168336673346
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,sell,100,9900,6155,8598,0.6217171717171717,0.8684848484848485,6.035909090909091,6.031437855402112,-50.13631194151097,-44.10487408610886,-51.16718115353371,-27.420757575757577,-31.811515151515152
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,one_tick_inside,sell,500,9500,8130,8991,0.8557894736842105,0.9464210526315789,6.019263157894737,6.011377613776138,-76.66266912669127,-70.65129151291512,-77.70824108241082,-60.46263157894737,-66.5018947368421
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,buy,1,9999,123,2792,0.012301230123012302,0.2792279227922792,-0.1769176917691769,0.15040650406504066,-6.341463414634147,-6.191056910569106,-13.170731707317072,-0.07615761576157616,-0.162016201620162
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,buy,5,9995,566,6090,0.05662831415707854,0.609304652326163,-0.17688844422211106,0.16607773851590105,-12.957597173144876,-12.791519434628976,-19.812720848056536,-0.7243621810905453,-1.121960980490245
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,buy,20,9980,1923,7839,0.19268537074148295,0.7854709418837675,-0.17685370741482967,0.17134685387415496,-27.838273530941237,-27.66692667706708,-34.691107644305774,-5.331012024048096,-6.684468937875751
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,buy,100,9900,5693,8869,0.575050505050505,0.8958585858585859,-0.1762121212121212,0.17697171965571754,-42.90251185666608,-42.72554013701036,-49.74951695064114,-24.569343434343434,-28.60848484848485
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,buy,500,9500,7878,9075,0.8292631578947368,0.9552631578947368,-0.1674736842105263,0.1697765930439198,-33.561373445036814,-33.391596851992894,-40.4012439705509,-27.690421052631578,-33.503263157894736
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,sell,1,9999,139,2804,0.0139013901390139,0.2804280428042804,0.1769176917691769,0.17625899280575538,-6.658273381294964,-6.482014388489208,-13.496402877697841,-0.09010901090109011,-0.18761876187618762
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,sell,5,9995,698,6037,0.06983491745872937,0.6040020010005003,0.17688844422211106,0.166189111747851,-12.060888252148997,-11.894699140401146,-18.939828080229226,-0.8306653326663331,-1.3226613306653328
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,sell,20,9980,2463,7926,0.2467935871743487,0.7941883767535071,0.17685370741482967,0.17417783191230207,-21.996751928542427,-21.822574096630127,-28.872919204222494,-5.385671342685371,-7.125651302605211
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,sell,100,9900,6563,8987,0.6629292929292929,0.9077777777777778,0.1762121212121212,0.18147188785616333,-45.70242267255828,-45.520950784702116,-52.58220326070395,-30.177171717171717,-34.85828282828283
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,book_mid,sell,500,9500,8302,9141,0.8738947368421053,0.9622105263157895,0.1674736842105263,0.16146711635750421,-69.60262587328354,-69.44115875692604,-76.49566369549507,-60.68426315789473,-66.84915789473685
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,buy,1,9999,120,2764,0.012001200120012,0.27642764276427645,-0.25512551255125515,0.275,-6.3125,-6.0375,-13.016666666666667,-0.07245724572457246,-0.1562156215621562
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,buy,5,9995,557,6082,0.055727863931965986,0.6085042521260631,-0.25512756378189094,0.25583482944344704,-13.070915619389588,-12.81508078994614,-19.836624775583484,-0.7141570785392697,-1.1054527263631815
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,buy,20,9980,1911,7831,0.19148296593186373,0.7846693386773547,-0.25501002004008017,0.23809523809523808,-28.01831501831502,-27.78021978021978,-34.80638409209838,-5.319438877755511,-6.664829659318637
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,buy,100,9900,5682,8864,0.573939393939394,0.8953535353535353,-0.2532828282828283,0.23451249560014079,-43.12794790566702,-42.89343541006688,-49.918162618796195,-24.618232323232323,-28.65
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,buy,500,9500,7870,9074,0.828421052631579,0.9551578947368421,-0.2488421052631579,0.23678526048284626,-33.792439644218554,-33.55565438373571,-40.565819567979666,-27.79821052631579,-33.60557894736842
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,sell,1,9999,141,2789,0.014101410141014101,0.27892789278927893,0.2502250225022502,0.20212765957446807,-6.535460992907802,-6.333333333333333,-13.354609929078014,-0.0893089308930893,-0.18831883188318832
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,sell,5,9995,697,6011,0.06973486743371686,0.6014007003501751,0.25002501250625314,0.23888091822094693,-12.073888091822095,-11.835007173601149,-18.880918220946917,-0.8253126563281641,-1.3166583291645824
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,sell,20,9980,2459,7905,0.24639278557114228,0.7920841683366734,0.25,0.25782838552257015,-21.97580317202115,-21.717974786498576,-28.769011793411956,-5.351152304609219,-7.088476953907816
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,sell,100,9900,6570,8979,0.6636363636363637,0.906969696969697,0.24934343434343434,0.2526636225266362,-45.50958904109589,-45.25692541856925,-52.31826484018265,-30.034141414141413,-34.72030303030303
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,wall_mid,sell,500,9500,8302,9145,0.8738947368421053,0.9626315789473684,0.24105263157894738,0.24470007227174176,-69.51674295350517,-69.27204288123343,-76.32666827270538,-60.53647368421053,-66.70147368421053
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,buy,1,9999,172,4837,0.017201720172017203,0.48374837483748373,6.042604260426042,-6.0726744186046515,-3.9447674418604652,-10.017441860465116,-17.023255813953487,-0.17231723172317231,-0.29282928292829286
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,buy,5,9995,746,7514,0.07463731865932967,0.751775887943972,6.04232116058029,-6.037533512064343,-9.816353887399464,-15.853887399463806,-22.865951742627345,-1.1832916458229115,-1.7066533266633317
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,buy,20,9980,2285,8659,0.22895791583166333,0.8676352705410821,6.041182364729459,-6.037855579868709,-23.23566739606127,-29.27352297592998,-36.30109409190372,-6.702404809619239,-8.311422845691382
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,buy,100,9900,6107,9243,0.6168686868686869,0.9336363636363636,6.035909090909091,-6.046094645488783,-36.97249058457508,-43.01858523006386,-50.04322908138202,-26.53681818181818,-30.87010101010101
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,buy,500,9500,8031,9221,0.8453684210526315,0.9706315789473684,6.019263157894737,-6.023222512763043,-28.1306188519487,-34.153841364711745,-41.165359232972236,-28.87257894736842,-34.799894736842106
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,sell,1,9999,83,1186,0.0083008300830083,0.1186118611861186,7.042604260426042,7.13855421686747,-9.843373493975903,-2.7048192771084336,-9.674698795180722,-0.022452245224522452,-0.08030803080308031
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,sell,5,9995,492,4391,0.049224612306153076,0.43931965982991494,7.04232116058029,7.030487804878049,-17.278455284552845,-10.247967479674797,-17.329268292682926,-0.5044522261130565,-0.8530265132566283
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,sell,20,9980,2053,6941,0.20571142284569138,0.6954909819639279,7.041182364729459,7.047247929858743,-27.327569410618608,-20.280321480759863,-27.338041889917193,-4.171893787575151,-5.62374749498998
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,3,residual_fair,sell,100,9900,6082,8548,0.6143434343434343,0.8634343434343434,7.035909090909091,7.031075304176258,-51.09133508714239,-44.06025978296613,-51.12134166392634,-27.068131313131314,-31.406060606060606
