product,group,at_ask_count,at_bid_count,at_touch_share,book_gap_mean_median,fwd_abs_move_h5_to_halfspread,imbalance_abs_mean,imbalance_corr_h1,imbalance_extreme_active_edge_h1,imbalance_extreme_mid_edge_h1,imbalance_extreme_n,imbalance_extreme_passive_edge_h1,imbalance_extreme_passive_fill_next5,inside_count,inside_share,mid_ret_abs_mean,mid_ret_sd,move_tick_pct,outside_count,outside_share,passive_buy_fill_next5_pct,passive_sell_fill_next5_pct,spread_median,spread_p90,ticks,top3_depth_median,top_depth_median,top_depth_share_median,touch_qty_to_depth_median,trade_count,trade_markout_1_mean,trade_markout_20_mean,trade_markout_5_mean,trade_qty,trade_ticks_pct
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,119.33333333333333,125.0,1.0,1.3333333333333333,2.839099212721024,0.02115758686221107,0.0581060142277278,0.349920443525749,3.439880952380952,332.3333333333333,6.529841461236156,0.04512440667585362,0.0,0.0,7.692135880254692,10.811556237709462,0.8412666666666667,0.0,0.0,0.044500000000000005,0.0467,12.333333333333334,13.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-5.682398297703185,-3.2533756636678035,-6.360755875224125,601.6666666666666,0.024433333333333335
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,119.33333333333333,125.0,1.0,1.3333333333333333,2.835810762524119,0.02115758686221107,0.05506059749374375,0.23210266421681214,3.2428207778288165,332.3333333333333,6.253538891440821,0.05032396774358189,0.0,0.0,7.361369470280361,10.935053485666396,0.6081333333333333,0.0,0.0,0.0487,0.0482,12.0,12.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.287780662851766,-6.125990887544481,-6.753316674185654,601.6666666666666,0.024433333333333335
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,119.33333333333333,125.0,1.0,1.8333333333333333,2.8914825953341534,0.02115758686221107,0.0652412920973214,0.43878547185219213,4.2789768667381205,332.3333333333333,8.119168261624049,0.048180345021181036,0.0,0.0,9.553121978864553,11.992595869213703,0.9773,0.0,0.0,0.042366666666666664,0.04523333333333334,15.333333333333334,16.333333333333332,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.94593587983237,-7.152784368884568,-6.947668138197094,601.6666666666666,0.024433333333333335
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,119.33333333333333,125.0,1.0,1.5,2.8486018883567663,0.02115758686221107,0.05465516159978326,-0.32835674730771197,2.8785563083754404,332.3333333333333,6.085469364058592,0.049766115449395194,0.0,0.0,7.9002733606694,9.878634685581131,0.9743666666666666,0.0,0.0,0.044199999999999996,0.04273333333333334,12.666666666666666,13.333333333333334,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.444156865496062,-4.727719255555194,-6.326304127672998,601.6666666666666,0.024433333333333335
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,119.33333333333333,125.0,1.0,1.5,2.8323791005281755,0.02115758686221107,0.051878374995603736,-0.39134920634920634,2.8674347343438984,332.3333333333333,6.126218675037003,0.04913272597356199,0.0,0.0,8.035636897023036,10.090205610148614,0.9745333333333334,0.0,0.0,0.0434,0.044533333333333334,13.0,13.666666666666666,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.463362311305329,-6.048298814649477,-5.845079201607401,601.6666666666666,0.024433333333333335
PANEL_1X2,PANEL,119.33333333333333,125.0,1.0,1.3333333333333333,2.849652811198584,0.02115758686221107,0.05714125431463054,-0.10312669065482571,2.8307852932169655,332.3333333333333,5.764697277088756,0.039645919461032,0.0,0.0,7.207220722072208,9.042033420366222,0.9723666666666667,0.0,0.0,0.04443333333333333,0.0421,11.666666666666666,12.666666666666666,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-5.559040649282633,-4.966967128331064,-4.3567041377811675,601.6666666666666,0.024433333333333335
PANEL_1X4,PANEL,119.33333333333333,125.0,1.0,1.0,4.06409197985236,0.07648542191949564,0.025086328679241734,-2.8937681294958773,0.7084806936802407,1311.3333333333333,4.310729516856359,0.05502418017622005,0.0,0.0,7.515368203487015,9.457625469039842,0.9703666666666666,0.0,0.0,0.0501,0.04646666666666666,8.666666666666666,9.333333333333334,10000.0,60.0,23.333333333333332,0.3856629720853859,0.2148148148148148,244.33333333333334,-4.244196892029115,-2.825595404896118,-4.671957540991598,601.6666666666666,0.024433333333333335
PANEL_2X2,PANEL,119.33333333333333,125.0,1.0,1.0,4.038364221793437,0.05834400758107755,0.025519387164778782,-2.6327490648295924,0.8948626673277144,1111.0,4.422474399485021,0.050628942563008296,0.0,0.0,7.646798013134647,9.580578251129792,0.9703333333333334,0.0,0.0,0.046966666666666664,0.048466666666666665,8.666666666666666,9.0,10000.0,60.0,22.666666666666668,0.3821428571428571,0.2148148148148148,244.33333333333334,-3.9965302428998464,-5.1057694685827055,-4.620625046231298,601.6666666666666,0.024433333333333335
PANEL_2X4,PANEL,119.33333333333333,125.0,1.0,1.0,4.142745236254491,0.015261578143505386,0.03969135275271458,0.25789810136273156,2.7487188026335936,332.3333333333333,5.239539503904456,0.05310136273158781,0.0,0.0,9.012517918458512,11.276487601866533,0.9775333333333333,0.0,0.0,0.04836666666666667,0.0484,10.333333333333334,10.333333333333334,10000.0,60.0,22.0,0.3703703703703704,0.22242572242572242,244.33333333333334,-4.942938566493047,-4.545224884078112,-4.72719142797738,601.6666666666666,0.024433333333333335
PANEL_4X4,PANEL,119.33333333333333,125.0,1.0,1.0,4.101844626016712,0.03780353063935569,0.023503465015836403,-2.530834194733971,0.8989260008996851,813.0,4.328686196533341,0.04639953273323052,0.0,0.0,7.93919391939194,9.955079006563116,0.9743333333333334,0.0,0.0,0.04993333333333333,0.04543333333333333,9.0,9.333333333333334,10000.0,60.0,22.0,0.3738095238095238,0.21957671957671956,244.33333333333334,-4.189259856447797,-4.550435145295681,-5.581836474944236,601.6666666666666,0.024433333333333335
PEBBLES_L,PEBBLES,107.0,107.66666666666667,1.0,1.5,4.245734480626926,0.011459297345752116,0.02948506033318384,-0.4225046160530031,2.866988093298577,284.3333333333333,6.156480802650158,0.04434308970599293,0.0,0.0,11.99189918991899,15.025442877507851,0.9822333333333333,0.0,0.0,0.03896666666666667,0.04513333333333333,13.333333333333334,14.333333333333334,10000.0,76.0,24.0,0.3333333333333333,0.2861471861471861,214.66666666666666,-5.906580895989517,-7.344661266782374,-5.84394305509304,761.0,0.021466666666666665
PEBBLES_M,PEBBLES,107.0,107.66666666666667,1.0,1.5,4.190576628363021,0.011459297345752116,0.026757943678374575,-0.5970354130636388,2.724345397732494,284.3333333333333,6.045726208528627,0.039910060071350395,0.0,0.0,12.083758375837583,15.133498089843128,0.9826333333333332,0.0,0.0,0.04106666666666667,0.043366666666666664,13.333333333333334,14.0,10000.0,76.0,24.0,0.3333333333333333,0.2861471861471861,214.66666666666666,-5.322321155413326,-3.290774218064154,-2.625757194259213,761.0,0.021466666666666665
PEBBLES_S,PEBBLES,107.0,107.66666666666667,1.0,1.3333333333333333,4.75476409940642,0.011459297345752116,0.035788319018189116,0.3413188700487087,3.257879273504274,284.3333333333333,6.174439676959838,0.05512501984276178,0.0,0.0,11.987632096542988,15.020376028221607,0.9810666666666666,0.0,0.0,0.0458,0.04133333333333333,12.0,12.333333333333334,10000.0,76.0,24.0,0.3333333333333333,0.2861471861471861,214.66666666666666,-6.015376113083007,-5.841550079809074,-6.286300043047784,761.0,0.021466666666666665
PEBBLES_XL,PEBBLES,107.0,107.66666666666667,1.0,2.0,6.766738800291923,0.011459297345752116,0.024395156490693525,0.414691528602819,4.622522265667427,284.3333333333333,8.830353002732034,0.040950499619854454,0.0,0.0,24.1955528886222,30.3141493149564,0.9918333333333335,0.0,0.0,0.04563333333333333,0.044233333333333326,16.333333333333332,18.666666666666668,10000.0,76.0,24.0,0.3333333333333333,0.2861471861471861,214.66666666666666,-9.784895575283533,-14.118934758175604,-12.40745004155871,761.0,0.021466666666666665
PEBBLES_XS,PEBBLES,107.0,107.66666666666667,1.0,1.1666666666666667,5.738006033486275,0.04566780090140408,0.019959392445895008,-2.1399917396834125,1.3189528963453296,960.0,4.777897532374072,0.04838909596420724,0.0,0.0,12.031586491982532,15.0525632274744,0.9823666666666666,0.0,0.0,0.046033333333333336,0.04393333333333333,9.666666666666666,11.0,10000.0,76.0,25.333333333333332,0.3365079365079365,0.2841269841269841,214.66666666666666,-5.324842564240017,-1.703079543555661,-4.992812576991907,761.0,0.021466666666666665
ROBOT_DISHES,ROBOT,119.33333333333333,125.0,1.0,1.0,4.9471627877430775,0.1091579829500071,0.0025335883232263426,-3.40482788162396,0.07943020569746152,1625.6666666666667,3.5636882930188825,0.05611121056753766,0.0,0.0,8.06068940227356,15.713604809609386,0.7262,0.0,0.0,0.05403333333333334,0.05126666666666666,7.333333333333333,8.0,10000.0,32.0,14.0,0.416005291005291,0.34700854700854705,244.33333333333334,-3.6106224366599022,-0.6544313838057517,-2.188470048862138,601.6666666666666,0.024433333333333335
ROBOT_IRONING,ROBOT,119.33333333333333,125.0,1.0,1.0,4.967439275193152,0.010713114662322767,0.026004498396914145,-0.23067928525107081,1.3971647017478457,302.0,3.0250086887467624,0.06797094949071324,0.0,0.0,6.962496249624962,10.331434824988143,0.5960333333333333,0.0,0.0,0.057333333333333326,0.061233333333333334,6.0,7.333333333333333,10000.0,32.0,14.0,0.4138888888888889,0.3277777777777778,244.33333333333334,-3.381869699880092,-2.519772601131398,-3.1824442838920928,601.6666666666666,0.024433333333333335
ROBOT_LAUNDRY,ROBOT,119.33333333333333,125.0,1.0,1.0,5.000717501607947,0.18684075090793573,0.024667236311126644,-3.330833601143033,0.39973062403719556,2071.6666666666665,4.130294849217424,0.04573692446906596,0.0,0.0,7.842634263426343,9.805959699346966,0.9762333333333334,0.0,0.0,0.05196666666666666,0.05093333333333333,7.333333333333333,7.666666666666667,10000.0,32.0,15.0,0.491812865497076,0.33134920634920634,244.33333333333334,-4.000415705118616,-5.488810365586363,-4.839117096013022,601.6666666666666,0.024433333333333335
ROBOT_MOPPING,ROBOT,119.33333333333333,125.0,1.0,1.0,4.973305449020806,0.10029652003760187,0.012682909739121999,-3.6908098797485436,0.2549671213392863,1851.0,4.200744122427117,0.047517744321530025,0.0,0.0,8.867570090342367,11.134676598954378,0.9784,0.0,0.0,0.050300000000000004,0.0491,8.166666666666666,8.666666666666666,10000.0,32.0,13.333333333333334,0.3987933634992458,0.3833333333333333,244.33333333333334,-3.546073634378253,-3.0793883442070933,-2.471637066898179,601.6666666666666,0.024433333333333335
ROBOT_VACUUMING,ROBOT,119.33333333333333,125.0,1.0,1.0,4.964164860207881,0.17177491774089085,0.0271649104235938,-3.0511909066152505,0.4369382099730277,2039.0,3.925067326561306,0.04621826202737875,0.0,0.0,7.343584358435844,9.224238605811724,0.9735,0.0,0.0,0.053233333333333334,0.047599999999999996,7.0,7.333333333333333,10000.0,32.0,15.333333333333334,0.48796992481203,0.2896825396825397,244.33333333333334,-3.5567538756791013,-4.465249883030572,-3.1740472762233707,601.6666666666666,0.024433333333333335
SLEEP_POD_COTTON,SLEEP_POD,119.33333333333333,125.0,1.0,1.0,4.16453436915668,0.015345582010009254,0.048510554731353905,0.777049929676512,3.3474259091822383,334.0,5.917801888687965,0.03896775165762508,0.0,0.0,9.286945361202788,11.65030546020622,0.9777666666666667,0.0,0.0,0.049166666666666664,0.0477,10.333333333333334,11.0,10000.0,60.0,22.0,0.3703703703703704,0.22242572242572242,244.33333333333334,-5.281418816803304,-8.129793629410878,-5.956757562404715,601.6666666666666,0.024433333333333335
SLEEP_POD_LAMB_WOOL,SLEEP_POD,119.33333333333333,125.0,1.0,1.0,4.1880031261421955,0.015476977176851004,0.031406765833365796,-0.4192119556661104,1.9890472342048273,337.0,4.397306424075765,0.04380161703943939,0.0,0.0,8.51045104510451,10.710953381436696,0.9748333333333333,0.0,0.0,0.0504,0.04713333333333333,9.666666666666666,10.0,10000.0,60.0,22.0,0.3703703703703704,0.22242572242572242,244.33333333333334,-4.839573311655733,-4.052186299317468,-5.143306299502587,601.6666666666666,0.024433333333333335
SLEEP_POD_NYLON,SLEEP_POD,119.33333333333333,125.0,1.0,1.0,4.0702185087252625,0.05346197358591348,0.03317791017964475,-2.3590270071035135,1.1925879035183915,1144.3333333333333,4.744202814140297,0.04835157128493763,0.0,0.0,7.642730939760643,9.614155784800055,0.9735999999999999,0.0,0.0,0.04943333333333333,0.045566666666666665,8.666666666666666,9.333333333333334,10000.0,60.0,22.666666666666668,0.37927856348323535,0.2169312169312169,244.33333333333334,-3.9575218074111667,-4.791367990343427,-4.3136399970706565,601.6666666666666,0.024433333333333335
SLEEP_POD_POLYESTER,SLEEP_POD,119.33333333333333,125.0,1.0,1.1666666666666667,4.1821980169979165,0.01568318000315761,0.038101729292416404,0.06826077768385459,2.7513077627500704,341.3333333333333,5.434354747816286,0.04674908424908425,0.0,0.0,9.46914691469147,11.863382217982846,0.9789,0.0,0.0,0.04533333333333334,0.0502,10.666666666666666,11.0,10000.0,60.0,22.0,0.3703703703703704,0.22242572242572242,244.33333333333334,-5.880658553384701,-6.290512140250276,-5.7015911644837205,601.6666666666666,0.024433333333333335
SLEEP_POD_SUEDE,SLEEP_POD,119.33333333333333,125.0,1.0,1.0,4.129175336826663,0.017338536138129024,0.0387723791566752,-0.24167042042042042,2.515314242814243,376.6666666666667,5.272298906048906,0.05027027027027028,0.0,0.0,9.084475114178085,11.395684896496306,0.9754666666666667,0.0,0.0,0.049633333333333335,0.04576666666666667,10.333333333333334,10.666666666666666,10000.0,60.0,22.0,0.3707231040564374,0.22242572242572242,244.33333333333334,-5.136181991430058,-8.814137551684988,-4.784240861484886,601.6666666666666,0.024433333333333335
SNACKPACK_CHOCOLATE,SNACKPACK,119.33333333333333,125.0,1.0,2.0,1.412449908038364,0.02524580877500911,0.11758773298038798,0.0781479354871638,4.275102970448629,332.3333333333333,8.472058005410096,0.03702802021129995,0.0,0.0,5.235023502350235,6.575813116113458,0.9583,0.0,0.0,0.038566666666666666,0.034833333333333334,16.666666666666668,17.0,10000.0,160.0,58.666666666666664,0.3707231040564374,0.08258258258258258,244.33333333333334,-7.864790336962199,-7.291239930687465,-7.7364598625334935,601.6666666666666,0.024433333333333335
SNACKPACK_PISTACHIO,SNACKPACK,119.33333333333333,125.0,1.0,2.0,1.179770685218115,0.02524580877500911,0.1325207029759433,-0.16043357321492369,3.8855736104731284,332.3333333333333,7.931580794161181,0.04190820701270862,0.0,0.0,4.175834250091675,5.2376323492973915,0.9483333333333333,0.0,0.0,0.03663333333333333,0.03323333333333333,16.0,16.666666666666668,10000.0,160.0,58.666666666666664,0.3707231040564374,0.08258258258258258,244.33333333333334,-7.814276611540777,-6.827815202271613,-8.253845166681465,601.6666666666666,0.024433333333333335
SNACKPACK_RASPBERRY,SNACKPACK,119.33333333333333,125.0,1.0,2.0,1.7291508569410754,0.02524580877500911,0.10171077780888393,0.19688925891900166,4.4781344102485585,332.3333333333333,8.759379561578115,0.038773286377787985,0.0,0.0,6.456962362902956,8.091992531176453,0.9672666666666666,0.0,0.0,0.03793333333333334,0.036866666666666666,17.0,18.0,10000.0,160.0,58.666666666666664,0.3707231040564374,0.08258258258258258,244.33333333333334,-8.540522807042882,-10.85461772052374,-8.091842723045215,601.6666666666666,0.024433333333333335
SNACKPACK_STRAWBERRY,SNACKPACK,119.33333333333333,125.0,1.0,2.0,1.6514381089250838,0.02524580877500911,0.09711756015580066,-0.11446428571428573,4.422802914306129,332.3333333333333,8.960070114326546,0.03921055989383964,0.0,0.0,6.4865819915324865,8.133214149810797,0.9682666666666666,0.0,0.0,0.03883333333333333,0.0364,18.0,18.666666666666668,10000.0,160.0,58.666666666666664,0.3707231040564374,0.08258258258258258,244.33333333333334,-8.54457490893448,-6.857889094282393,-9.25754110437095,601.6666666666666,0.024433333333333335
SNACKPACK_VANILLA,SNACKPACK,119.33333333333333,125.0,1.0,2.0,1.3689784240081446,0.02524580877500911,0.11370615694461701,-0.19493224621038127,4.094506009799418,332.3333333333333,8.383944265809218,0.03944980350125044,0.0,0.0,5.186351968530186,6.513216933225787,0.9600333333333334,0.0,0.0,0.0331,0.03443333333333334,17.0,18.0,10000.0,160.0,58.666666666666664,0.3707231040564374,0.08258258258258258,244.33333333333334,-8.625768731231116,-9.342531390102588,-8.828641595919834,601.6666666666666,0.024433333333333335
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,119.33333333333333,125.0,1.0,1.0,4.089045978015463,0.06289804004468319,0.03496635355683361,-2.6551678000979266,0.9701825043572346,1351.3333333333333,4.595532808812396,0.0485410881868377,0.0,0.0,7.51985198519852,9.438922899029889,0.9710000000000001,0.0,0.0,0.05076666666666666,0.04713333333333333,8.333333333333334,9.0,10000.0,60.0,23.333333333333332,0.3824714115036696,0.21216931216931215,244.33333333333334,-4.007592077359871,-6.73846327391987,-4.451555100043493,601.6666666666666,0.024433333333333335
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,119.33333333333333,125.0,1.0,1.0,4.07312832342097,0.03797750304459578,0.02573513937404097,-2.588660743748403,0.9200071671736345,817.3333333333334,4.428675078095671,0.0533775723215702,0.0,0.0,7.835566890022335,9.856207634822624,0.9724666666666667,0.0,0.0,0.045533333333333335,0.04736666666666667,9.0,9.333333333333334,10000.0,60.0,22.0,0.3738095238095238,0.22242572242572242,244.33333333333334,-4.615645250752131,-6.234811085383947,-3.883162502501151,601.6666666666666,0.024433333333333335
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,119.33333333333333,125.0,1.0,1.0,4.101175992036422,0.026854838095697605,0.030298182174309102,-1.5158144276884975,1.607449722364204,581.0,4.7307138724169056,0.04765630714815792,0.0,0.0,8.07817448411508,10.12395464840345,0.9721333333333333,0.0,0.0,0.04743333333333333,0.049999999999999996,9.0,9.333333333333334,10000.0,60.0,22.0,0.3726190476190476,0.22242572242572242,244.33333333333334,-3.709895872556069,-5.709778259003978,-3.84538200941855,601.6666666666666,0.024433333333333335
TRANSLATOR_SPACE_GRAY,TRANSLATOR,119.33333333333333,125.0,1.0,1.0,4.096465759334694,0.06427795023683906,0.03369561636496943,-2.941814349961701,0.8561830521602559,1329.3333333333333,4.654180454282212,0.04880451522410162,0.0,0.0,7.517951795179518,9.419225205255875,0.9729,0.0,0.0,0.04783333333333334,0.04873333333333333,8.666666666666666,9.0,10000.0,60.0,22.666666666666668,0.38095238095238093,0.2148148148148148,244.33333333333334,-4.514915626200323,-6.200002060276737,-4.682523282737709,601.6666666666666,0.024433333333333335
TRANSLATOR_VOID_BLUE,TRANSLATOR,119.33333333333333,125.0,1.0,1.0,4.075554267032506,0.017446370302001166,0.04302686027917355,-0.13171723556679307,2.5270292527040312,379.3333333333333,5.185775740974856,0.061254038488551765,0.0,0.0,8.629579624629129,10.823299788085682,0.9734333333333334,0.0,0.0,0.048133333333333334,0.04883333333333333,9.666666666666666,10.0,10000.0,60.0,22.0,0.3707231040564374,0.22242572242572242,244.33333333333334,-4.835204298657082,-5.778291160999815,-3.6402178301395707,601.6666666666666,0.024433333333333335
UV_VISOR_AMBER,UV_VISOR,119.33333333333333,125.0,1.0,1.1666666666666667,2.800537830335229,0.021557761392875758,0.05981846979047814,-0.030328229469708572,2.6457054305108967,340.6666666666667,5.321739090491502,0.05379939264022865,0.0,0.0,6.347184718471848,7.955267329540313,0.967,0.0,0.0,0.0494,0.03863333333333333,10.333333333333334,11.333333333333334,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-5.334594478607985,-5.586909375154723,-5.737590863632181,601.6666666666666,0.024433333333333335
UV_VISOR_MAGENTA,UV_VISOR,119.33333333333333,125.0,1.0,1.8333333333333333,2.882923762960031,0.02115758686221107,0.059205890498263025,0.20160299596794773,3.7802398177920686,332.3333333333333,7.358876639616189,0.04155374368396877,0.0,0.0,8.907440744074407,11.1919954651812,0.9751,0.0,0.0,0.045899999999999996,0.0404,14.333333333333334,15.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-7.059307458449261,-5.7773413803844855,-5.622624240615686,601.6666666666666,0.024433333333333335
UV_VISOR_ORANGE,UV_VISOR,119.33333333333333,125.0,1.0,1.5,2.8767582814606327,0.02115758686221107,0.05805699005526573,0.06961969836165977,3.4468685244730266,332.3333333333333,6.824117350584392,0.042820905425407035,0.0,0.0,8.331983198319833,10.454960531224643,0.9733999999999999,0.0,0.0,0.04583333333333334,0.042199999999999994,13.666666666666666,14.0,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.7119731258280835,-6.754511228809833,-6.432957655560062,601.6666666666666,0.024433333333333335
UV_VISOR_RED,UV_VISOR,119.33333333333333,125.0,1.0,1.6666666666666667,2.8267928271217415,0.02115758686221107,0.059290306993421915,0.022709194610320005,3.602316005716327,332.3333333333333,7.1819228168223335,0.050243837084673094,0.0,0.0,8.8011467813448,11.017389422972244,0.9764333333333334,0.0,0.0,0.04416666666666667,0.043699999999999996,14.333333333333334,14.666666666666666,10000.0,99.33333333333333,36.0,0.37010198604401506,0.13474025974025974,244.33333333333334,-6.385369133009476,-4.263558488634813,-5.110125886760604,601.6666666666666,0.024433333333333335
