group,target,components,alpha,beta_SNACKPACK_VANILLA,beta_SNACKPACK_PISTACHIO,beta_SNACKPACK_STRAWBERRY,beta_SNACKPACK_RASPBERRY,r2,resid_sd,resid_acf1,half_life,adf_t,n,index_alpha,index_beta,index_corr,index_resid_sd,index_adf_t,index_half_life,d2_alpha,d2_beta_SNACKPACK_VANILLA,d2_beta_SNACKPACK_PISTACHIO,d2_beta_SNACKPACK_STRAWBERRY,d2_beta_SNACKPACK_RASPBERRY,d2_r2,d2_resid_sd,d2_resid_acf1,d2_half_life,d2_adf_t,d2_n,d3_alpha,d3_beta_SNACKPACK_VANILLA,d3_beta_SNACKPACK_PISTACHIO,d3_beta_SNACKPACK_STRAWBERRY,d3_beta_SNACKPACK_RASPBERRY,d3_r2,d3_resid_sd,d3_resid_acf1,d3_half_life,d3_adf_t,d3_n,d4_alpha,d4_beta_SNACKPACK_VANILLA,d4_beta_SNACKPACK_PISTACHIO,d4_beta_SNACKPACK_STRAWBERRY,d4_beta_SNACKPACK_RASPBERRY,d4_r2,d4_resid_sd,d4_resid_acf1,d4_half_life,d4_adf_t,d4_n,adf_days_lt_-2_8,half_life_max_day,min_day_r2,candidate,beta_SNACKPACK_CHOCOLATE,d2_beta_SNACKPACK_CHOCOLATE,d3_beta_SNACKPACK_CHOCOLATE,d4_beta_SNACKPACK_CHOCOLATE,beta_PEBBLES_S,beta_PEBBLES_M,beta_PEBBLES_L,beta_PEBBLES_XL,d2_beta_PEBBLES_S,d2_beta_PEBBLES_M,d2_beta_PEBBLES_L,d2_beta_PEBBLES_XL,d3_beta_PEBBLES_S,d3_beta_PEBBLES_M,d3_beta_PEBBLES_L,d3_beta_PEBBLES_XL,d4_beta_PEBBLES_S,d4_beta_PEBBLES_M,d4_beta_PEBBLES_L,d4_beta_PEBBLES_XL,beta_PEBBLES_XS,d2_beta_PEBBLES_XS,d3_beta_PEBBLES_XS,d4_beta_PEBBLES_XS,beta_UV_VISOR_AMBER,beta_UV_VISOR_ORANGE,beta_UV_VISOR_RED,beta_UV_VISOR_MAGENTA,d2_beta_UV_VISOR_AMBER,d2_beta_UV_VISOR_ORANGE,d2_beta_UV_VISOR_RED,d2_beta_UV_VISOR_MAGENTA,d3_beta_UV_VISOR_AMBER,d3_beta_UV_VISOR_ORANGE,d3_beta_UV_VISOR_RED,d3_beta_UV_VISOR_MAGENTA,d4_beta_UV_VISOR_AMBER,d4_beta_UV_VISOR_ORANGE,d4_beta_UV_VISOR_RED,d4_beta_UV_VISOR_MAGENTA,beta_UV_VISOR_YELLOW,d2_beta_UV_VISOR_YELLOW,d3_beta_UV_VISOR_YELLOW,d4_beta_UV_VISOR_YELLOW,beta_TRANSLATOR_ASTRO_BLACK,beta_TRANSLATOR_ECLIPSE_CHARCOAL,beta_TRANSLATOR_GRAPHITE_MIST,beta_TRANSLATOR_VOID_BLUE,d2_beta_TRANSLATOR_ASTRO_BLACK,d2_beta_TRANSLATOR_ECLIPSE_CHARCOAL,d2_beta_TRANSLATOR_GRAPHITE_MIST,d2_beta_TRANSLATOR_VOID_BLUE,d3_beta_TRANSLATOR_ASTRO_BLACK,d3_beta_TRANSLATOR_ECLIPSE_CHARCOAL,d3_beta_TRANSLATOR_GRAPHITE_MIST,d3_beta_TRANSLATOR_VOID_BLUE,d4_beta_TRANSLATOR_ASTRO_BLACK,d4_beta_TRANSLATOR_ECLIPSE_CHARCOAL,d4_beta_TRANSLATOR_GRAPHITE_MIST,d4_beta_TRANSLATOR_VOID_BLUE,beta_TRANSLATOR_SPACE_GRAY,d2_beta_TRANSLATOR_SPACE_GRAY,d3_beta_TRANSLATOR_SPACE_GRAY,d4_beta_TRANSLATOR_SPACE_GRAY
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",2931.8218984742293,,,,,0.2641830715469957,305.0593633046703,0.9993367892029136,1044.7919527876984,-3.2399878249130434,30000,7485.128913965747,0.23426489466268866,0.11455107017332036,353.289896263912,-2.4549758457304063,1758.7480325884706,6075.691841250657,,,,,0.6489907746582935,237.80576189905642,0.9982855875834475,403.95930050779316,-3.276920943204355,10000,16695.745829720105,,,,,0.6810017961880038,180.27105233920548,0.9978402869886596,320.59741628473915,-3.274312793745891,10000,1756.4174984951596,,,,,0.6602643069032779,124.45426494141812,0.9954505847314262,152.01278280981802,-4.758102289447731,10000,3,403.95930050779316,0.6489907746582935,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652714279834559,,-0.0483986407237474,0.43511900057087066,-0.5952505536366269,,0.22054162959006554,0.7557847668154466,0.140200178505568,,-0.06108224510937733,-0.12426867434852902,0.0958686053414931,,0.5194485042297414,0.30222057561426713,0.11600206305181786,-0.039402706949064455,-0.6195256109765708,-0.1881771670433575
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",17502.451912797544,,,,,0.4972177320307739,347.25909811095494,0.999356274392713,1076.427674272664,-3.101466523232778,30000,19558.165209233266,-1.012513949191457,-0.4807446466491046,429.4318318384765,-2.156081039713289,2197.0024842359367,3049.55068012053,,,,,0.5850735954486139,123.34356762627296,0.9948716858831311,134.81395708922216,-4.569624772466645,10000,4732.203269914715,,,,,0.3753676905728176,310.8680636129963,0.9993059096881495,998.2945843227944,-3.732207982004055,10000,-1060.5230947328373,,,,,0.46845499069409113,173.42684845496743,0.9980158524448254,348.99586877267086,-3.127448083276889,10000,3,998.2945843227944,0.3753676905728176,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2141589981212275,-0.09876498056439777,-0.6943760438040406,,-0.1601356672156859,0.6834470144529488,0.24008751964759165,,0.4169162229859648,0.31974751257354583,0.1507913988568534,,0.186161343891027,0.22616661330320942,0.42103386199379417,-0.17843562150748274,-0.07256864906657844,-0.4943027043104141,0.14763664540424543
TRANSLATOR,TRANSLATOR_GRAPHITE_MIST,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE",11826.613181271898,,,,,0.04784754613049913,487.4353550534745,0.9997723034965301,3043.8247992765896,-1.7857016976517186,30000,11649.026987772848,-0.1584613217756207,-0.05339849603589652,498.819845070871,-1.707995389348768,3335.5450525707615,5318.02099876062,,,,,0.7409078151688657,124.56669528939656,0.9948394981382116,133.97091274882737,-4.779852125436512,10000,9926.613791563908,,,,,0.5918113899777118,244.28310149512117,0.9984521061363479,447.45353617975815,-3.4974360263827156,10000,3121.568370600688,,,,,0.8991051406132246,168.08138106111946,0.9950896438649278,140.81340856225304,-4.955567342815632,10000,3,447.45353617975815,0.5918113899777118,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1945941453885418,-0.12356586076300426,,0.04713406184743289,0.6970689284294661,0.06051314418094222,,-0.34844441556230055,0.19744303094523152,-0.11216306129375873,,-0.6025081624259657,0.21243939029960932,0.9474627567042014,,-0.6832534438600444,0.0832461711373377,0.052516936584529696,0.6355361632605074,0.4249159241130122
UV_VISOR,UV_VISOR_MAGENTA,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED",19824.977653006463,,,,,0.8147361484417052,264.0833293041973,0.9988176331654827,585.8903535001026,-4.211688917967214,30000,21945.707624195536,-1.073755674893513,-0.2686470278771994,590.9892221155261,-2.4001269588412697,3069.9994302857326,19753.666785401223,,,,,0.7793444114600426,201.6998506231551,0.9976039437851906,288.9399816498641,-3.370566440926799,10000,20714.92260784786,,,,,0.3785735158732798,205.02138294419782,0.9979835661970194,343.4023481132808,-3.412025712626423,10000,4878.573337919281,,,,,0.06273503873478947,291.81759214936926,0.9991154187414564,783.2412863685572,-2.1360668183209373,10000,2,783.2412863685572,0.06273503873478947,False,,,,,,,,,,,,,,,,,,,,,,,,,-0.6565830090431027,-0.06530299043059871,-0.2874209095667269,,-0.6146157067713899,0.1705364968172983,-0.6290272538267021,,-0.4863871285067571,-0.07174380274183821,-0.3986745635851729,,0.5798417342985042,0.1420020441877625,0.08951018394976125,,0.031230275469664674,0.1279561963955429,-0.0552455310522032,0.010726233694021377,,,,,,,,,,,,,,,,,,,,
SNACKPACK,SNACKPACK_PISTACHIO,"SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY",13853.266547763214,0.3196193167413274,,-0.3067256303996746,-0.851846864663611,0.7700662299433497,89.90501424904657,0.999314779273414,1011.2211250155643,-3.3771679324788213,30000,29653.641450940122,-1.9798895684358466,-0.7380680955392733,126.50570994992579,-4.317708687063359,555.4428895313291,11336.889731595194,0.7380383088883536,,-0.5418143164365091,-1.0264880933423755,0.6149732474651906,89.24170297515077,0.9991693012164302,834.0679631750759,-1.9846347077395867,10000,25138.61814919782,-0.0776238346291283,,-0.4787407942163277,-1.1320009479908713,0.8632995804310244,52.62510840995982,0.996314370576032,187.72073181168508,-4.173111682668032,10000,22205.32841798423,-0.34279305730759385,,-0.02367443164671957,-0.5798892890694151,0.8241250593037922,53.08725982895466,0.9978401939071058,320.5835844927926,-3.405905143178041,10000,2,834.0679631750759,0.6149732474651906,False,0.4352196035228494,0.6827335252637776,0.17654595611055546,-0.3386359858778317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_YELLOW,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",25282.30029400423,,,,,0.44007761894135045,510.1745610915147,0.9995461675049133,1526.9728144317514,-2.6262100128103825,30000,26592.048387592673,-1.5436502977468256,-0.3478908484420833,639.2082854797053,-1.8252645583497287,3028.9472341146156,29156.531582831853,,,,,0.8826184569136686,233.17405910015745,0.9973282924461491,259.09303711893403,-3.658182774784924,10000,16138.798634265697,,,,,0.3325019726996128,208.07503725693493,0.9980817708217107,361.0007438516223,-2.86849100110993,10000,18344.085911208396,,,,,0.5175540653663878,516.9865335364142,0.9990812804587144,754.1242966097525,-2.054026844182617,10000,2,754.1242966097525,0.3325019726996128,False,,,,,,,,,,,,,,,,,,,,,,,,,-0.42105967368115405,-0.2513172092262968,-0.8739096901272165,0.11655514285509577,-1.264996364426276,-0.46043667404989785,-0.36999005711090177,0.1710057189040577,-0.19504311531926777,-0.4747912908822625,0.2290501080974709,-0.05690347612426023,0.953874566267731,0.3178588111327718,-1.532899139699312,0.03366532232187661,,,,,,,,,,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_SPACE_GRAY,"TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",16204.407258239764,,,,,0.30916947045844456,417.8235485380334,0.9995691068316137,1608.2822483259104,-2.3401334178635276,30000,16651.037006797553,-0.7193565582611551,-0.28775729811061995,481.4355610121466,-1.3820344504884703,3125.2836481557156,12788.255313077403,,,,,0.1250906646385107,284.44493719445705,0.999261845197985,938.6802364814199,-1.9889134749497406,10000,13144.55331446693,,,,,0.752291997304835,176.92785905605066,0.9977202821039451,303.7028358650428,-3.786038843442108,10000,1693.8003020343795,,,,,0.7184581886092065,250.87840421687363,0.9980119248966239,348.3057237266614,-3.5676662400884567,10000,2,938.6802364814199,0.1250906646385107,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25832124092493997,0.2176119899645333,0.06116683945136765,-0.6539103442647745,-0.38593346876025236,-0.05637385432301065,0.2738368658309362,-0.1357258279239806,-0.1601154407145482,-0.5967600220818748,0.3333848511409445,0.05030615713535875,0.30894990183323634,-0.7646697587124158,0.9466519817697663,0.17817912628789143,,,,
SNACKPACK,SNACKPACK_STRAWBERRY,"SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY",67692.39480337707,-1.6199756067024471,-1.0092655194895161,,-1.3032960304327985,0.7987878683451213,163.08409144921757,0.9984379182154063,443.38630028377213,-4.862817168303646,30000,63796.24756042199,-5.374216283162749,-0.8826350046679766,170.89795862755358,-4.658257233647369,479.5412583093493,25344.787700794663,0.497808127811262,-0.8969552628663042,,-1.490943822311208,0.7794844060643935,114.8227654138446,0.9991612310009927,826.0396432651345,-1.2896421510917027,10000,24348.147808672395,0.25545568138212005,-0.5009297242161508,,-1.314191325810393,0.8921059215226819,53.83084372860856,0.9970848823760885,237.4300030044337,-4.658997784171123,10000,6820.043825112024,0.8904616631294957,-0.05182294373676537,,-0.9024558539295666,0.7835826881279717,78.54373831850934,0.9988761942463282,616.4389387671646,-2.48600459588774,10000,1,826.0396432651345,0.7794844060643935,False,-1.819519057618865,0.3621538319776447,0.1953399180545704,0.4841144909840019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNACKPACK,SNACKPACK_RASPBERRY,"SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY",20719.312647943098,0.01596402520677767,-0.7732613149380243,-0.3595443415646522,,0.7455509379805116,85.6576768136062,0.9990714146673905,746.1083900932387,-3.758778321745782,30000,28479.329878330696,-1.8335908934630796,-0.7887425936025995,104.3868422956068,-3.6063241125734735,787.3989214838433,8544.040637958118,0.6007063872792503,-0.5750731905450942,-0.5045569342153413,,0.8264917603303675,66.79630697558723,0.9990357748060664,718.5177863037056,-1.197082282265418,10000,19527.876524964173,0.08747286582825721,-0.538972403380262,-0.5980010794836176,,0.946623669656415,36.31222599766169,0.9958980013688159,168.63110508599908,-4.774358743684243,10000,10571.197809831468,0.6768059009377416,-0.6916531335850719,-0.49173000671383443,,0.9000708411928144,57.97782780983018,0.9983861663778709,429.15682781025185,-2.7946923568899154,10000,1,718.5177863037056,0.8264917603303675,False,0.03957740278923266,0.6246915277623003,0.12940645956203314,0.4615317166424396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_ORANGE,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",19557.759026743584,,,,,0.527672185507158,378.40202273986233,0.9995195052898688,1442.2232458184706,-1.3366528394773662,30000,17458.818359303077,-0.6853396769748717,-0.19109552059420393,540.4476149173113,-1.2812071320829288,3274.0811048619216,13827.248955457393,,,,,0.2714410564307552,188.35370193971687,0.9983853070220439,428.92824168507195,-2.6310282183900933,10000,16640.331205785355,,,,,0.376295323148614,242.3081842247368,0.9984450209879023,445.4131668253557,-2.868847475698858,10000,29486.212544915543,,,,,0.5220069779985095,366.6441498921007,0.9982819994896183,403.11489556406246,-2.5222380189457296,10000,1,445.4131668253557,0.2714410564307552,False,,,,,,,,,,,,,,,,,,,,,,,,,-0.5347619596578589,,-0.17133858217676123,-0.1340781456611012,-0.13449210816711618,,-0.09470530864112728,0.14871490736215578,-0.17595704326414774,,0.35466957014966843,-0.10021257957845103,-2.4732579726437316,,-0.5031462298239744,0.22416157876199053,-0.13825840037194717,-0.3004400065958007,-0.6438711236127704,0.159869388187543,,,,,,,,,,,,,,,,,,,,
