event_type,source,source_group,target,target_group,same_group,feature,direction,threshold_name,threshold,side,horizon,count_total,count_min_day,mean_all,median_all,win_all,mean_day2,mean_day3,mean_day4,win_day2,win_day3,win_day4,worst_day_mean,rank_score
cross_product_pressure,MICROCHIP_RECTANGLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret100,low,low_05,-215.0,short,1000,1317,374,227.66970387243737,298.0,0.7593014426727411,135.6715063520871,312.5280612244898,274.2647058823529,0.6025408348457351,0.8035714285714286,0.9438502673796791,135.6715063520871,740.0505401299682
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,ret50,low,low_05,-166.0,short,1000,1194,316,189.50837520938023,237.5,0.7554438860971524,135.20192307692307,323.67088607594934,146.64285714285714,0.7379807692307693,0.8575949367088608,0.7012987012987013,135.20192307692307,723.7360211504739
cross_product_pressure,ROBOT_MOPPING,ROBOT,ROBOT_IRONING,ROBOT,True,ret50,high,high_95,131.0,short,1000,1317,377,189.2399392558846,214.0,0.8223234624145785,138.05048076923077,279.3110687022901,120.53315649867373,0.8076923076923077,0.9351145038167938,0.6816976127320955,120.53315649867373,712.0454563838613
cross_product_pressure,GALAXY_SOUNDS_DARK_MATTER,GALAXY,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,True,ret50,high,high_95,121.0,long,1000,1373,333,171.77348871085215,152.0,0.7625637290604516,263.996996996997,126.04701627486438,160.63655030800822,0.8738738738738738,0.6799276672694394,0.7802874743326489,126.04701627486438,694.5052066211335
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_05,-233.0,short,1000,1272,111,201.4316037735849,186.0,0.7979559748427673,119.46846846846847,185.00773694390716,228.7437888198758,0.40540540540540543,0.688588007736944,0.953416149068323,119.46846846846847,681.5308490594142
cross_product_pressure,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,True,ret100,low,low_05,-184.0,long,1000,1223,272,227.3892068683565,223.0,0.8078495502861816,265.0328947368421,116.75367647058823,256.21329211746524,0.9342105263157895,0.5441176470588235,0.8593508500772797,116.75367647058823,670.5996007992661
cross_product_pressure,MICROCHIP_RECTANGLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret100,low,low_10,-168.5,short,500,2895,755,120.74162348877375,131.0,0.7088082901554404,126.20234113712375,120.13453389830508,112.85033112582782,0.7709030100334449,0.6069915254237288,0.7377483443708609,112.85033112582782,637.6011730915917
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,ret100,low,low_10,-186.0,short,1000,2459,617,160.27368849125662,234.0,0.6901179341195608,118.04050925925925,284.3322528363047,119.31799591002044,0.6469907407407407,0.8379254457050244,0.6349693251533742,118.04050925925925,636.0475080762641
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret10,low,low_10,-80.5,short,1000,2677,516,193.67239447142325,195.0,0.7373926036608144,109.1608527131783,207.02047082906859,219.48902027027026,0.5910852713178295,0.6683725690890481,0.8581081081081081,109.1608527131783,635.328297661567
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,ret10,high,high_95,164.0,short,1000,1365,444,142.86739926739926,192.0,0.6959706959706959,166.1845493562232,135.94945054945055,125.48423423423424,0.7854077253218884,0.6,0.7004504504504504,125.48423423423424,630.515523962297
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,ret50,high,high_90,130.0,short,1000,2596,726,190.6837442218798,228.0,0.7238058551617874,200.31584699453552,244.03769633507852,108.36088154269973,0.6939890710382514,0.7445026178010471,0.7341597796143251,108.36088154269973,616.6430760676228
cross_product_pressure,SLEEP_POD_COTTON,SLEEP,SLEEP_POD_POLYESTER,SLEEP,True,ret100,high,high_90,155.0,long,1000,2750,621,171.31127272727272,180.5,0.6981818181818182,234.1532416502947,176.33816425120773,110.91989198919892,0.674852652259332,0.6940418679549114,0.7218721872187218,110.91989198919892,613.3209323984138
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,ret100,high,high_90,180.0,short,1000,2531,550,217.40576847096008,287.0,0.7226392730146187,237.35101253616202,260.9364406779661,105.08545454545454,0.6740597878495661,0.7764830508474576,0.7218181818181818,105.08545454545454,595.1151128566753
cross_product_pressure,MICROCHIP_TRIANGLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret100,high,high_95,234.0,short,1000,1329,223,214.0135440180587,255.0,0.6621519939804364,124.6928746928747,247.85121602288984,270.96860986547085,0.7125307125307125,0.5951359084406295,0.7802690582959642,124.6928746928747,593.8891858974671
cross_product_pressure,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY,True,ret100,high,high_95,204.0,short,1000,1284,345,165.29205607476635,154.5,0.6947040498442367,178.97078651685393,213.54492753623188,119.27125506072875,0.6404494382022472,0.7014492753623188,0.7388663967611336,119.27125506072875,593.1417557301293
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,ret50,high,high_95,166.5,short,1000,1284,336,177.81853582554518,225.5,0.7172897196261683,172.96868884540118,234.51487414187642,111.45535714285714,0.6340508806262231,0.7665903890160183,0.7797619047619048,111.45535714285714,572.2929985855976
cross_product_pressure,PEBBLES_XS,PEBBLES,PEBBLES_S,PEBBLES,True,ret50,low,low_05,-173.5,short,1000,1407,408,161.44633972992182,203.0,0.6588486140724946,155.23062015503876,119.78053830227744,218.63235294117646,0.7209302325581395,0.5486542443064182,0.7107843137254902,119.78053830227744,572.1441255496973
cross_product_pressure,ROBOT_MOPPING,ROBOT,ROBOT_IRONING,ROBOT,True,ret50,high,high_90,101.5,short,1000,2725,804,165.0040366972477,194.0,0.7790825688073395,102.22171945701358,275.7328833172613,91.21517412935323,0.7420814479638009,0.9161041465766635,0.6430348258706468,91.21517412935323,562.1594150627716
cross_product_pressure,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,True,ret50,low,low_05,-134.0,long,1000,1308,282,181.64831804281346,190.0,0.6827217125382263,187.31560283687944,112.88888888888889,232.59201388888889,0.875886524822695,0.5288888888888889,0.7083333333333334,112.88888888888889,553.1450052739434
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret10,low,low_05,-105.0,short,1000,1339,181,212.31889469753548,208.0,0.7542942494398805,98.76243093922652,222.59655831739963,236.22204724409448,0.5524861878453039,0.6845124282982792,0.8692913385826772,98.76243093922652,536.4023755674306
cross_product_pressure,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY,GALAXY_SOUNDS_BLACK_HOLES,GALAXY,True,ret50,low,low_10,-104.5,long,1000,2552,672,178.52507836990597,189.5,0.6849529780564263,195.16815476190476,98.85979142526072,235.12979351032448,0.8586309523809523,0.5272305909617613,0.704031465093412,98.85979142526072,531.2204039460304
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,ret100,low,low_05,-237.0,short,1000,1366,403,152.88579795021963,190.0,0.7569546120058566,96.280834914611,257.091743119266,114.16873449131513,0.74573055028463,0.8119266055045872,0.7121588089330024,96.280834914611,526.2224484061775
cross_product_pressure,SLEEP_POD_COTTON,SLEEP,SLEEP_POD_SUEDE,SLEEP,True,ret100,low,low_10,-148.0,long,1000,2706,745,131.22357723577235,177.0,0.6611234294161124,195.47785234899328,118.04890604890605,99.4391891891892,0.6120805369127517,0.5971685971685972,0.7339527027027027,99.4391891891892,519.5948901767839
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,ret10,low,low_10,-121.5,short,1000,2711,795,168.9085208410181,190.0,0.6872002950940612,227.462893081761,186.99326923076924,94.29794520547945,0.7849056603773585,0.6490384615384616,0.6438356164383562,94.29794520547945,512.2850760324604
cross_product_pressure,PANEL_2X2,PANEL,PANEL_2X4,PANEL,True,micro_minus_mid,low,low_05,-1.346153846154266,long,1000,1357,106,114.31098010316876,128.0,0.6735445836403832,104.196,117.37735849056604,116.51248751248751,0.712,0.7169811320754716,0.6593406593406593,104.196,506.26695917930374
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_10,-180.0,short,500,2782,436,108.48310567936736,97.0,0.6380301941049604,136.60321100917432,99.5639374425023,106.44559173947577,0.5665137614678899,0.6430542778288868,0.6584590945194599,99.5639374425023,503.8332649919277
cross_product_pressure,SLEEP_POD_NYLON,SLEEP,SLEEP_POD_SUEDE,SLEEP,True,ret100,low,low_05,-153.0,long,1000,1265,206,141.20790513833992,165.0,0.7051383399209487,99.88600288600288,200.8360655737705,174.2766990291262,0.5483405483405484,0.9316939890710383,0.8300970873786407,99.88600288600288,503.14963507062663
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,ret50,high,high_95,174.0,short,1000,1358,380,139.5044182621502,175.5,0.6936671575846833,155.63947368421051,167.51983298538622,100.3246492985972,0.7263157894736842,0.7077244258872651,0.655310621242485,100.3246492985972,502.07117301218483
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret10,low,low_10,-80.5,short,500,2840,562,100.43521126760564,104.5,0.6602112676056338,95.44483985765125,98.35339805825242,104.40064102564102,0.608540925266904,0.6427184466019418,0.6979166666666666,95.44483985765125,501.07982509021156
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,ret100,high,high_95,237.5,short,1000,1243,226,233.2558326629123,326.0,0.7224456958970233,194.85283018867923,338.5523613963039,96.41592920353982,0.5622641509433962,0.893223819301848,0.7300884955752213,96.41592920353982,496.36955493524357
cross_product_pressure,MICROCHIP_RECTANGLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_05,-153.0,short,1000,1314,315,201.044901065449,266.0,0.7070015220700152,97.17391304347827,324.1346633416459,241.53968253968253,0.5535117056856187,0.8129675810473815,0.8634920634920635,97.17391304347827,493.3904797325387
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,ret100,low,low_05,-244.02499999999998,short,1000,1179,313,175.19762510602206,264.0,0.7251908396946565,108.3714953271028,377.220447284345,96.13013698630137,0.6869158878504673,0.952076677316294,0.6004566210045662,96.13013698630137,493.0966927759054
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,ret50,low,low_10,-135.0,short,1000,2782,832,121.22789360172538,160.5,0.6509705248023006,95.25852585258527,166.0685096153846,108.06628242074927,0.6358635863586358,0.6574519230769231,0.6589817483189241,95.25852585258527,491.82287474462754
cross_product_pressure,PEBBLES_XS,PEBBLES,PEBBLES_XL,PEBBLES,True,ret50,high,high_90,126.0,long,500,2890,851,162.94359861591695,115.0,0.5927335640138408,262.8664717348928,111.43731490621916,103.78378378378379,0.6413255360623782,0.5597235932872655,0.5734430082256169,103.78378378378379,490.24406320363005
cross_product_pressure,OXYGEN_SHAKE_CHOCOLATE,OXYGEN,OXYGEN_SHAKE_GARLIC,OXYGEN,True,ret100,high,high_95,160.0,long,1000,1438,421,112.2183588317107,111.0,0.717663421418637,110.79693486590038,93.27790973871734,129.82626262626263,0.7605363984674329,0.6793349168646081,0.705050505050505,93.27790973871734,486.78343555097615
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret100,low,low_10,-259.5,short,500,2716,401,125.07290132547864,109.5,0.6480117820324006,169.90523690773068,141.1510277033065,94.99832775919732,0.5635910224438903,0.7265415549597856,0.6028428093645485,94.99832775919732,486.7726609805799
cross_product_pressure,MICROCHIP_RECTANGLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_05,-153.0,short,500,1457,372,105.28140013726836,104.0,0.667124227865477,109.67090620031796,99.19956140350877,105.31451612903226,0.712241653418124,0.5482456140350878,0.7365591397849462,99.19956140350877,482.09801669586574
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_05,-233.0,short,500,1363,141,108.78356566397652,97.0,0.6485693323550991,113.177304964539,115.53676470588235,102.45132743362832,0.574468085106383,0.6801470588235294,0.6386430678466076,102.45132743362832,479.6246735808276
cross_product_pressure,PEBBLES_XS,PEBBLES,PEBBLES_S,PEBBLES,True,ret100,high,high_95,224.5,short,1000,1225,337,146.3526530612245,210.0,0.6677551020408163,226.3880266075388,99.4599542334096,100.05044510385757,0.8004434589800443,0.620137299771167,0.5519287833827893,99.4599542334096,472.31030837804354
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,ret10,high,high_90,128.0,short,1000,2715,892,129.65672191528546,169.0,0.6766114180478822,167.95159515951596,132.70568927789935,87.50784753363229,0.7546754675467546,0.62472647702407,0.6502242152466368,87.50784753363229,468.1590474463841
cross_product_pressure,MICROCHIP_TRIANGLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_05,-172.0,short,500,1477,377,151.96073121191606,176.0,0.7413676371022343,136.47390396659708,203.77133655394525,86.29442970822281,0.7432150313152401,0.789049919484702,0.6604774535809018,86.29442970822281,466.9245753429943
cross_product_pressure,MICROCHIP_CIRCLE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret50,low,low_05,-105.5,short,1000,1368,370,121.99342105263158,123.0,0.6885964912280702,93.69944341372913,132.16993464052288,150.58648648648648,0.6846011131725418,0.5119825708061002,0.9135135135135135,93.69944341372913,465.960848986897
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,ret10,low,low_10,-61.0,short,1000,2651,814,150.1078838174274,193.0,0.7001131648434553,161.01067235859125,210.6142506142506,84.03222222222222,0.7395944503735326,0.7223587223587223,0.6388888888888888,84.03222222222222,463.7772488604466
cross_product_pressure,PANEL_2X2,PANEL,PANEL_2X4,PANEL,True,micro_minus_mid,high,high_95,1.3333333333339397,long,1000,1374,80,126.17176128093159,153.5,0.6950509461426492,142.46768060836501,88.25,124.95732298739088,0.7680608365019012,0.6875,0.6770126091173618,88.25,443.2429858879344
cross_product_pressure,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP_OVAL,MICROCHIP,True,ret10,low,low_05,-105.0,short,500,1415,194,103.56395759717314,111.0,0.6742049469964664,102.23195876288659,90.44363636363636,114.70342771982116,0.6288659793814433,0.6254545454545455,0.7272727272727273,90.44363636363636,442.42815837910246
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_05,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_10,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_05,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_10,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_M,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_05,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_10,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_S,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_05,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,low,low_10,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_90,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,PEBBLES_XL,PEBBLES,PEBBLES_XS,PEBBLES,True,micro_minus_mid,high,high_95,0.0,short,1000,26634,8866,138.68528947961252,165.0,0.6688443343095292,188.43221959725503,162.81716670426349,64.78578668769005,0.730003374957813,0.661064741709903,0.6153846153846154,64.78578668769005,441.5482637793788
cross_product_pressure,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN,OXYGEN_SHAKE_MINT,OXYGEN,True,ret100,low,low_05,-154.0,long,1000,1416,304,108.795197740113,137.0,0.626412429378531,128.7470167064439,97.1067821067821,107.9407894736842,0.6992840095465394,0.6017316017316018,0.5822368421052632,97.1067821067821,441.39254497639945
cross_product_pressure,PANEL_2X2,PANEL,PANEL_2X4,PANEL,True,imbalance1,high,high_95,0.4,long,1000,1362,151,125.13215859030836,147.0,0.6828193832599119,147.96907216494844,89.34437086092716,123.78260869565217,0.7560137457044673,0.5960264900662252,0.6739130434782609,89.34437086092716,440.3078462887002
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,low,low_05,0.0,short,1000,26592,8858,138.5010153429603,165.0,0.6688477737665464,189.16132309776472,161.84762763439647,64.47962983861866,0.7313163242266877,0.6603178180998535,0.6149418801489673,64.47962983861866,439.395848638998
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance1,low,low_10,0.0,short,1000,26592,8858,138.5010153429603,165.0,0.6688477737665464,189.16132309776472,161.84762763439647,64.47962983861866,0.7313163242266877,0.6603178180998535,0.6149418801489673,64.47962983861866,439.395848638998
cross_product_pressure,PEBBLES_L,PEBBLES,PEBBLES_XS,PEBBLES,True,imbalance3,high,high_90,0.0,short,1000,26592,8858,138.5010153429603,165.0,0.6688477737665464,189.16132309776472,161.84762763439647,64.47962983861866,0.7313163242266877,0.6603178180998535,0.6149418801489673,64.47962983861866,439.395848638998
