scan,key,side,horizon,count,edge,win
time_bucket,94,short,100,60,0.7,0.5333333333333333
time_bucket,1,short,100,60,0.5666666666666667,0.5166666666666667
time_bucket,91,short,100,60,0.5666666666666667,0.4666666666666667
time_bucket,5,short,100,60,0.15,0.5
suffix,28,long,100,105,0.02857142857142857,0.5142857142857142
time_bucket,495,short,100,57,-0.017543859649122806,0.42105263157894735
time_bucket,4,short,100,60,-0.16666666666666666,0.45
time_bucket,2,short,100,60,-0.26666666666666666,0.4666666666666667
suffix,53,long,100,292,-0.4623287671232877,0.3801369863013699
time_bucket,499,short,100,57,-0.47368421052631576,0.43859649122807015
time_bucket,90,short,100,60,-0.6166666666666667,0.5333333333333333
time_bucket,493,short,100,57,-0.6666666666666666,0.43859649122807015
suffix,52,long,100,246,-0.6666666666666666,0.3983739837398374
time_bucket,92,short,100,60,-0.7333333333333333,0.5166666666666667
time_bucket,0,short,100,60,-0.7666666666666667,0.5333333333333333
time_bucket,490,short,100,57,-0.8070175438596491,0.38596491228070173
suffix,54,long,100,306,-0.954248366013072,0.34967320261437906
time_bucket,492,short,100,57,-1.0,0.42105263157894735
time_bucket,96,short,100,60,-1.1,0.4
time_bucket,497,short,100,57,-1.1578947368421053,0.45614035087719296
time_bucket,93,short,100,60,-1.4166666666666667,0.5
time_bucket,477,short,100,57,-1.4912280701754386,0.42105263157894735
time_bucket,498,short,100,57,-1.5087719298245614,0.47368421052631576
time_bucket,491,short,100,57,-1.6140350877192982,0.45614035087719296
time_bucket,496,short,100,57,-1.9473684210526316,0.40350877192982454
time_bucket,95,short,100,60,-2.2666666666666666,0.38333333333333336
time_bucket,420,short,100,57,-2.473684210526316,0.3508771929824561
time_bucket,494,short,100,57,-2.5964912280701755,0.3508771929824561
time_bucket,224,short,100,60,-2.6333333333333333,0.4
time_bucket,487,short,100,57,-2.6491228070175437,0.3508771929824561
time_bucket,97,short,100,60,-2.7666666666666666,0.4166666666666667
time_bucket,358,short,100,60,-2.7666666666666666,0.31666666666666665
suffix,55,long,100,308,-2.772727272727273,0.36363636363636365
time_bucket,425,short,100,57,-2.807017543859649,0.3157894736842105
time_bucket,488,short,100,57,-2.824561403508772,0.3157894736842105
time_bucket,98,short,100,60,-3.0833333333333335,0.4166666666666667
time_bucket,100,short,100,60,-3.0833333333333335,0.3
time_bucket,433,short,100,57,-3.087719298245614,0.24561403508771928
time_bucket,447,short,100,57,-3.1052631578947367,0.24561403508771928
time_bucket,474,short,100,57,-3.175438596491228,0.3157894736842105
time_bucket,428,short,100,57,-3.192982456140351,0.3333333333333333
time_bucket,483,short,100,57,-3.192982456140351,0.2807017543859649
time_bucket,486,short,100,57,-3.43859649122807,0.3157894736842105
time_bucket,457,short,100,57,-3.491228070175439,0.24561403508771928
time_bucket,421,short,100,57,-3.508771929824561,0.2807017543859649
time_bucket,462,short,100,57,-3.508771929824561,0.19298245614035087
time_bucket,467,short,100,57,-3.5964912280701755,0.2807017543859649
suffix,57,long,100,371,-3.6118598382749325,0.30727762803234504
time_bucket,469,short,100,57,-3.6315789473684212,0.3333333333333333
time_bucket,241,short,100,60,-3.65,0.3
time_bucket,355,short,100,60,-3.65,0.2833333333333333
time_bucket,389,short,100,60,-3.716666666666667,0.3
time_bucket,411,short,100,57,-3.736842105263158,0.3157894736842105
time_bucket,489,short,100,57,-3.754385964912281,0.2982456140350877
time_bucket,412,short,100,57,-3.754385964912281,0.22807017543859648
time_bucket,461,short,100,57,-3.7719298245614037,0.3333333333333333
time_bucket,223,short,100,60,-3.783333333333333,0.35
time_bucket,102,short,100,60,-3.783333333333333,0.23333333333333334
time_bucket,431,short,100,57,-3.8421052631578947,0.3508771929824561
time_bucket,397,short,100,60,-3.85,0.2833333333333333
time_bucket,452,short,100,57,-3.8596491228070176,0.2982456140350877
time_bucket,444,short,100,57,-3.8596491228070176,0.2631578947368421
time_bucket,455,short,100,57,-3.8771929824561404,0.3157894736842105
time_bucket,485,short,100,57,-3.9298245614035086,0.2807017543859649
time_bucket,225,short,100,60,-3.966666666666667,0.26666666666666666
time_bucket,386,short,100,60,-3.966666666666667,0.25
time_bucket,484,short,100,57,-3.982456140350877,0.2982456140350877
time_bucket,405,short,100,57,-3.982456140350877,0.24561403508771928
time_bucket,435,short,100,57,-3.982456140350877,0.24561403508771928
time_bucket,99,short,100,60,-3.9833333333333334,0.31666666666666665
time_bucket,356,short,100,60,-4.033333333333333,0.26666666666666666
time_bucket,416,short,100,57,-4.035087719298246,0.21052631578947367
time_bucket,471,short,100,57,-4.052631578947368,0.2807017543859649
time_bucket,423,short,100,57,-4.0701754385964914,0.2807017543859649
time_bucket,437,short,100,57,-4.0701754385964914,0.22807017543859648
time_bucket,479,short,100,57,-4.0701754385964914,0.22807017543859648
time_bucket,415,short,100,57,-4.12280701754386,0.2982456140350877
time_bucket,449,short,100,57,-4.12280701754386,0.19298245614035087
time_bucket,442,short,100,57,-4.140350877192983,0.2982456140350877
time_bucket,404,short,100,57,-4.175438596491228,0.2631578947368421
time_bucket,103,short,100,60,-4.216666666666667,0.25
time_bucket,400,short,100,57,-4.245614035087719,0.2807017543859649
time_bucket,410,short,100,57,-4.245614035087719,0.2631578947368421
time_bucket,463,short,100,57,-4.245614035087719,0.2631578947368421
time_bucket,254,short,100,60,-4.25,0.25
suffix,27,long,100,82,-4.2926829268292686,0.524390243902439
time_bucket,481,short,100,57,-4.298245614035087,0.21052631578947367
time_bucket,230,short,100,60,-4.3,0.3
time_bucket,417,short,100,57,-4.315789473684211,0.24561403508771928
time_bucket,482,short,100,57,-4.333333333333333,0.3508771929824561
time_bucket,478,short,100,57,-4.333333333333333,0.2982456140350877
time_bucket,249,short,100,60,-4.35,0.31666666666666665
time_bucket,226,short,100,60,-4.366666666666666,0.23333333333333334
time_bucket,382,short,100,60,-4.383333333333334,0.3333333333333333
time_bucket,450,short,100,57,-4.385964912280702,0.22807017543859648
time_bucket,480,short,100,57,-4.385964912280702,0.22807017543859648
time_bucket,388,short,100,60,-4.416666666666667,0.26666666666666666
time_bucket,280,short,100,60,-4.45,0.23333333333333334
time_bucket,459,short,100,57,-4.456140350877193,0.22807017543859648
time_bucket,101,short,100,60,-4.466666666666667,0.25
time_bucket,465,short,100,57,-4.473684210526316,0.24561403508771928
time_bucket,473,short,100,57,-4.473684210526316,0.19298245614035087
time_bucket,466,short,100,57,-4.491228070175438,0.2807017543859649
time_bucket,219,short,100,60,-4.533333333333333,0.15
time_bucket,413,short,100,57,-4.543859649122807,0.2631578947368421
time_bucket,429,short,100,57,-4.543859649122807,0.22807017543859648
time_bucket,221,short,100,60,-4.55,0.3
time_bucket,339,short,100,60,-4.566666666666666,0.25
time_bucket,470,short,100,57,-4.578947368421052,0.2631578947368421
time_bucket,422,short,100,57,-4.5964912280701755,0.21052631578947367
time_bucket,396,short,100,60,-4.6,0.18333333333333332
time_bucket,434,short,100,57,-4.614035087719298,0.22807017543859648
time_bucket,372,short,100,60,-4.65,0.23333333333333334
time_bucket,329,short,100,60,-4.65,0.2
time_bucket,336,short,100,60,-4.65,0.2
suffix,59,long,100,321,-4.660436137071651,0.2834890965732087
time_bucket,284,short,100,60,-4.666666666666667,0.3
time_bucket,430,short,100,57,-4.666666666666667,0.2807017543859649
time_bucket,343,short,100,60,-4.666666666666667,0.26666666666666666
time_bucket,368,short,100,60,-4.666666666666667,0.25
time_bucket,327,short,100,60,-4.683333333333334,0.3
time_bucket,406,short,100,57,-4.684210526315789,0.2982456140350877
time_bucket,216,short,100,60,-4.7,0.26666666666666666
time_bucket,346,short,100,60,-4.716666666666667,0.3
time_bucket,217,short,100,60,-4.716666666666667,0.25
time_bucket,426,short,100,57,-4.719298245614035,0.21052631578947367
time_bucket,427,short,100,57,-4.719298245614035,0.21052631578947367
time_bucket,438,short,100,57,-4.754385964912281,0.21052631578947367
time_bucket,318,short,100,60,-4.766666666666667,0.23333333333333334
time_bucket,259,short,100,60,-4.766666666666667,0.21666666666666667
time_bucket,385,short,100,60,-4.766666666666667,0.16666666666666666
time_bucket,451,short,100,57,-4.771929824561403,0.2631578947368421
time_bucket,409,short,100,57,-4.771929824561403,0.19298245614035087
time_bucket,436,short,100,57,-4.842105263157895,0.2982456140350877
time_bucket,419,short,100,57,-4.842105263157895,0.24561403508771928
time_bucket,441,short,100,57,-4.842105263157895,0.22807017543859648
time_bucket,472,short,100,57,-4.842105263157895,0.21052631578947367
time_bucket,375,short,100,60,-4.85,0.2
time_bucket,365,short,100,60,-4.866666666666666,0.23333333333333334
time_bucket,448,short,100,57,-4.87719298245614,0.2982456140350877
time_bucket,292,short,100,60,-4.916666666666667,0.15
time_bucket,240,short,100,60,-4.933333333333334,0.23333333333333334
time_bucket,476,short,100,57,-4.947368421052632,0.22807017543859648
time_bucket,215,short,100,60,-4.95,0.23333333333333334
time_bucket,245,short,100,60,-4.95,0.2
time_bucket,394,short,100,60,-4.95,0.2
time_bucket,439,short,100,57,-4.964912280701754,0.2631578947368421
time_bucket,287,short,100,60,-4.966666666666667,0.26666666666666666
time_bucket,402,short,100,57,-4.982456140350878,0.2631578947368421
time_bucket,208,short,100,60,-5.0,0.26666666666666666
time_bucket,376,short,100,60,-5.0,0.25
time_bucket,468,short,100,57,-5.0,0.24561403508771928
time_bucket,296,short,100,60,-5.0,0.23333333333333334
time_bucket,291,short,100,60,-5.0,0.21666666666666667
time_bucket,401,short,100,57,-5.0,0.19298245614035087
suffix,56,long,100,316,-5.006329113924051,0.2721518987341772
time_bucket,432,short,100,57,-5.017543859649122,0.19298245614035087
time_bucket,398,short,100,60,-5.066666666666666,0.25
time_bucket,322,short,100,60,-5.066666666666666,0.23333333333333334
time_bucket,281,short,100,60,-5.066666666666666,0.16666666666666666
time_bucket,232,short,100,60,-5.083333333333333,0.25
time_bucket,290,short,100,60,-5.083333333333333,0.2
time_bucket,440,short,100,57,-5.087719298245614,0.17543859649122806
time_bucket,445,short,100,57,-5.087719298245614,0.15789473684210525
time_bucket,418,short,100,57,-5.105263157894737,0.22807017543859648
time_bucket,298,short,100,60,-5.116666666666666,0.26666666666666666
time_bucket,381,short,100,60,-5.116666666666666,0.23333333333333334
time_bucket,313,short,100,60,-5.116666666666666,0.16666666666666666
time_bucket,408,short,100,57,-5.140350877192983,0.19298245614035087
time_bucket,360,short,100,60,-5.15,0.26666666666666666
time_bucket,252,short,100,60,-5.15,0.23333333333333334
time_bucket,407,short,100,57,-5.157894736842105,0.19298245614035087
time_bucket,233,short,100,60,-5.166666666666667,0.25
time_bucket,443,short,100,57,-5.175438596491228,0.24561403508771928
time_bucket,279,short,100,60,-5.183333333333334,0.23333333333333334
time_bucket,424,short,100,57,-5.192982456140351,0.21052631578947367
time_bucket,257,short,100,60,-5.2,0.16666666666666666
time_bucket,277,short,100,60,-5.216666666666667,0.21666666666666667
time_bucket,222,short,100,60,-5.25,0.23333333333333334
time_bucket,214,short,100,60,-5.25,0.2
time_bucket,393,short,100,60,-5.25,0.2
time_bucket,464,short,100,57,-5.2631578947368425,0.21052631578947367
time_bucket,363,short,100,60,-5.283333333333333,0.18333333333333332
time_bucket,370,short,100,60,-5.316666666666666,0.23333333333333334
time_bucket,261,short,100,60,-5.333333333333333,0.2833333333333333
time_bucket,319,short,100,60,-5.35,0.21666666666666667
time_bucket,231,short,100,60,-5.366666666666666,0.25
time_bucket,242,short,100,60,-5.366666666666666,0.23333333333333334
time_bucket,366,short,100,60,-5.366666666666666,0.23333333333333334
time_bucket,260,short,100,60,-5.366666666666666,0.2
time_bucket,446,short,100,57,-5.368421052631579,0.22807017543859648
suffix,60,long,100,326,-5.383435582822086,0.25153374233128833
time_bucket,384,short,100,60,-5.4,0.15
time_bucket,395,short,100,60,-5.4,0.15
time_bucket,458,short,100,57,-5.4035087719298245,0.24561403508771928
time_bucket,414,short,100,57,-5.4035087719298245,0.22807017543859648
time_bucket,453,short,100,57,-5.421052631578948,0.17543859649122806
time_bucket,351,short,100,60,-5.433333333333334,0.25
time_bucket,243,short,100,60,-5.45,0.18333333333333332
time_bucket,337,short,100,60,-5.466666666666667,0.2
time_bucket,367,short,100,60,-5.466666666666667,0.18333333333333332
time_bucket,460,short,100,57,-5.491228070175438,0.19298245614035087
time_bucket,294,short,100,60,-5.5,0.23333333333333334
time_bucket,275,short,100,60,-5.5,0.2
time_bucket,332,short,100,60,-5.5,0.16666666666666666
time_bucket,338,short,100,60,-5.533333333333333,0.16666666666666666
time_bucket,399,short,100,60,-5.55,0.2
time_bucket,364,short,100,60,-5.566666666666666,0.26666666666666666
time_bucket,371,short,100,60,-5.566666666666666,0.25
time_bucket,342,short,100,60,-5.566666666666666,0.2
time_bucket,383,short,100,60,-5.566666666666666,0.16666666666666666
time_bucket,248,short,100,60,-5.566666666666666,0.15
time_bucket,251,short,100,60,-5.566666666666666,0.15
time_bucket,247,short,100,60,-5.6,0.2
time_bucket,268,short,100,60,-5.616666666666666,0.25
time_bucket,250,short,100,60,-5.616666666666666,0.23333333333333334
time_bucket,229,short,100,60,-5.616666666666666,0.21666666666666667
time_bucket,353,short,100,60,-5.616666666666666,0.2
time_bucket,293,short,100,60,-5.616666666666666,0.18333333333333332
time_bucket,307,short,100,60,-5.633333333333334,0.21666666666666667
time_bucket,253,short,100,60,-5.633333333333334,0.16666666666666666
time_bucket,362,short,100,60,-5.633333333333334,0.15
time_bucket,350,short,100,60,-5.65,0.23333333333333334
time_bucket,234,short,100,60,-5.65,0.2
time_bucket,374,short,100,60,-5.666666666666667,0.16666666666666666
time_bucket,269,short,100,60,-5.7,0.2833333333333333
time_bucket,220,short,100,60,-5.7,0.23333333333333334
time_bucket,206,short,100,60,-5.7,0.2
time_bucket,403,short,100,57,-5.701754385964913,0.2982456140350877
time_bucket,456,short,100,57,-5.7368421052631575,0.21052631578947367
time_bucket,228,short,100,60,-5.75,0.23333333333333334
time_bucket,373,short,100,60,-5.75,0.16666666666666666
time_bucket,314,short,100,60,-5.75,0.15
time_bucket,348,short,100,60,-5.766666666666667,0.23333333333333334
time_bucket,238,short,100,60,-5.766666666666667,0.18333333333333332
time_bucket,345,short,100,60,-5.783333333333333,0.2
time_bucket,326,short,100,60,-5.783333333333333,0.18333333333333332
time_bucket,334,short,100,60,-5.8,0.21666666666666667
time_bucket,331,short,100,60,-5.833333333333333,0.21666666666666667
time_bucket,369,short,100,60,-5.85,0.2
time_bucket,282,short,100,60,-5.866666666666666,0.15
time_bucket,299,short,100,60,-5.883333333333334,0.26666666666666666
time_bucket,283,short,100,60,-5.883333333333334,0.2
time_bucket,302,short,100,60,-5.883333333333334,0.13333333333333333
suffix,61,long,100,332,-5.894578313253012,0.24096385542168675
time_bucket,246,short,100,60,-5.9,0.23333333333333334
time_bucket,105,short,100,60,-5.9,0.2
time_bucket,390,short,100,60,-5.9,0.18333333333333332
time_bucket,344,short,100,60,-5.9,0.13333333333333333
time_bucket,392,short,100,60,-5.916666666666667,0.23333333333333334
time_bucket,454,short,100,57,-5.9298245614035086,0.19298245614035087
time_bucket,378,short,100,60,-5.933333333333334,0.23333333333333334
time_bucket,237,short,100,60,-5.933333333333334,0.16666666666666666
time_bucket,387,short,100,60,-6.0,0.13333333333333333
time_bucket,288,short,100,60,-6.033333333333333,0.18333333333333332
time_bucket,391,short,100,60,-6.033333333333333,0.16666666666666666
time_bucket,271,short,100,60,-6.05,0.16666666666666666
time_bucket,244,short,100,60,-6.066666666666666,0.18333333333333332
time_bucket,380,short,100,60,-6.083333333333333,0.26666666666666666
time_bucket,218,short,100,60,-6.083333333333333,0.21666666666666667
time_bucket,333,short,100,60,-6.083333333333333,0.2
time_bucket,266,short,100,60,-6.116666666666666,0.16666666666666666
time_bucket,305,short,100,60,-6.133333333333334,0.2
time_bucket,270,short,100,60,-6.133333333333334,0.18333333333333332
time_bucket,104,short,100,60,-6.133333333333334,0.11666666666666667
time_bucket,321,short,100,60,-6.15,0.18333333333333332
time_bucket,300,short,100,60,-6.15,0.16666666666666666
time_bucket,278,short,100,60,-6.166666666666667,0.2
suffix,64,long,100,369,-6.168021680216802,0.24390243902439024
time_bucket,330,short,100,60,-6.183333333333334,0.21666666666666667
time_bucket,315,short,100,60,-6.216666666666667,0.18333333333333332
time_bucket,320,short,100,60,-6.233333333333333,0.25
time_bucket,328,short,100,60,-6.25,0.18333333333333332
time_bucket,256,short,100,60,-6.266666666666667,0.06666666666666667
time_bucket,347,short,100,60,-6.3,0.18333333333333332
time_bucket,352,short,100,60,-6.3,0.18333333333333332
time_bucket,274,short,100,60,-6.3,0.13333333333333333
time_bucket,273,short,100,60,-6.316666666666666,0.21666666666666667
time_bucket,255,short,100,60,-6.333333333333333,0.21666666666666667
suffix,58,long,100,326,-6.343558282208589,0.2822085889570552
time_bucket,379,short,100,60,-6.35,0.15
time_bucket,265,short,100,60,-6.416666666666667,0.21666666666666667
time_bucket,209,short,100,60,-6.416666666666667,0.2
time_bucket,264,short,100,60,-6.416666666666667,0.18333333333333332
time_bucket,276,short,100,60,-6.416666666666667,0.15
time_bucket,340,short,100,60,-6.416666666666667,0.13333333333333333
time_bucket,354,short,100,60,-6.433333333333334,0.21666666666666667
time_bucket,239,short,100,60,-6.45,0.2
time_bucket,311,short,100,60,-6.45,0.1
time_bucket,289,short,100,60,-6.5,0.13333333333333333
time_bucket,227,short,100,60,-6.516666666666667,0.13333333333333333
time_bucket,475,short,100,57,-6.526315789473684,0.14035087719298245
time_bucket,325,short,100,60,-6.533333333333333,0.18333333333333332
time_bucket,304,short,100,60,-6.533333333333333,0.13333333333333333
time_bucket,213,short,100,60,-6.55,0.21666666666666667
time_bucket,210,short,100,60,-6.55,0.18333333333333332
time_bucket,295,short,100,60,-6.566666666666666,0.2
time_bucket,335,short,100,60,-6.583333333333333,0.23333333333333334
time_bucket,301,short,100,60,-6.583333333333333,0.16666666666666666
time_bucket,312,short,100,60,-6.6,0.16666666666666666
time_bucket,357,short,100,60,-6.666666666666667,0.18333333333333332
time_bucket,204,short,100,60,-6.716666666666667,0.26666666666666666
time_bucket,303,short,100,60,-6.75,0.21666666666666667
time_bucket,235,short,100,60,-6.75,0.13333333333333333
time_bucket,267,short,100,60,-6.766666666666667,0.15
time_bucket,323,short,100,60,-6.766666666666667,0.13333333333333333
time_bucket,262,short,100,60,-6.783333333333333,0.11666666666666667
time_bucket,359,short,100,60,-6.783333333333333,0.11666666666666667
time_bucket,310,short,100,60,-6.833333333333333,0.11666666666666667
time_bucket,263,short,100,60,-6.85,0.2
time_bucket,212,short,100,60,-6.866666666666666,0.18333333333333332
time_bucket,308,short,100,60,-6.883333333333334,0.11666666666666667
suffix,62,long,100,355,-6.912676056338028,0.24507042253521127
time_bucket,317,short,100,60,-6.916666666666667,0.16666666666666666
time_bucket,236,short,100,60,-6.916666666666667,0.15
time_bucket,316,short,100,60,-6.933333333333334,0.2
time_bucket,285,short,100,60,-6.933333333333334,0.18333333333333332
time_bucket,286,short,100,60,-6.933333333333334,0.11666666666666667
time_bucket,309,short,100,60,-6.95,0.15
time_bucket,211,short,100,60,-6.983333333333333,0.18333333333333332
time_bucket,272,short,100,60,-6.983333333333333,0.13333333333333333
time_bucket,297,short,100,60,-7.0,0.16666666666666666
suffix,74,long,100,407,-7.11056511056511,0.2628992628992629
suffix,66,long,100,352,-7.119318181818182,0.23295454545454544
time_bucket,324,short,100,60,-7.133333333333334,0.16666666666666666
time_bucket,349,short,100,60,-7.2,0.2
suffix,78,long,100,513,-7.247563352826511,0.2124756335282651
time_bucket,361,short,100,60,-7.283333333333333,0.16666666666666666
suffix,80,long,100,477,-7.3081761006289305,0.21593291404612158
suffix,70,long,100,312,-7.403846153846154,0.24358974358974358
time_bucket,377,short,100,60,-7.483333333333333,0.13333333333333333
time_bucket,106,short,100,60,-7.533333333333333,0.16666666666666666
time_bucket,341,short,100,60,-7.55,0.16666666666666666
time_bucket,207,short,100,60,-7.683333333333334,0.15
suffix,77,long,100,471,-7.707006369426751,0.2356687898089172
time_bucket,306,short,100,60,-7.75,0.15
suffix,82,long,100,498,-7.827309236947791,0.22088353413654618
time_bucket,199,short,100,60,-7.866666666666666,0.16666666666666666
suffix,76,long,100,426,-7.908450704225352,0.22065727699530516
time_bucket,205,short,100,60,-7.933333333333334,0.2
suffix,79,long,100,476,-8.084033613445378,0.2184873949579832
suffix,65,long,100,353,-8.118980169971671,0.22096317280453256
time_bucket,203,short,100,60,-8.15,0.13333333333333333
suffix,63,long,100,337,-8.213649851632047,0.2344213649851632
suffix,75,long,100,433,-8.325635103926096,0.24249422632794457
suffix,13,long,100,258,-8.383720930232558,0.20155038759689922
suffix,67,long,100,354,-8.387005649717514,0.2655367231638418
time_bucket,109,short,100,60,-8.4,0.11666666666666667
time_bucket,107,short,100,60,-8.433333333333334,0.11666666666666667
suffix,71,long,100,373,-8.458445040214476,0.24932975871313673
time_bucket,201,short,100,60,-8.65,0.13333333333333333
time_bucket,258,short,100,60,-8.65,0.11666666666666667
time_bucket,108,short,100,60,-8.7,0.13333333333333333
suffix,10,long,100,287,-8.749128919860627,0.20905923344947736
suffix,72,long,100,360,-8.794444444444444,0.24166666666666667
time_bucket,111,short,100,60,-8.9,0.11666666666666667
suffix,92,long,100,440,-9.013636363636364,0.22045454545454546
suffix,24,long,100,140,-9.028571428571428,0.34285714285714286
time_bucket,202,short,100,60,-9.083333333333334,0.1
suffix,73,long,100,364,-9.098901098901099,0.23351648351648352
time_bucket,197,short,100,60,-9.166666666666666,0.1
suffix,95,long,100,451,-9.261640798226164,0.18625277161862527
suffix,86,long,100,478,-9.276150627615063,0.20292887029288703
suffix,12,long,100,252,-9.357142857142858,0.2261904761904762
suffix,11,long,100,272,-9.382352941176471,0.1875
