product,kind,window,threshold,horizon,signal_n,positive_days_active,positive_days_mid,min_day_active_edge,min_day_mid_edge,worst_day_signal_n,days_with_signals,mid_edge,active_edge,hit_rate_mid,hit_rate_active,avg_abs_z,acf_ret_1,acf_dev_1,half_life_dev,signal_pct
ROBOT_IRONING,product_rolling,1000,2.5,200,1601,3,3,33.639558232931726,36.83534136546185,498,3,39.175515302935665,36.094628357276704,0.5633978763272954,0.5627732667083073,2.8891758966429193,-0.11967613177720501,0.997467914344767,274.96499709048277,0.054660288850080944
PANEL_4X4,product_rolling,500,2.5,200,1755,3,3,33.42096219931271,37.83848797250859,544,3,52.41823361823362,48.06125356125356,0.6387464387464388,0.6296296296296297,2.8862812253433736,-0.006519174351021291,0.9967272658649771,212.47818849244092,0.05990470376184662
PANEL_4X4,product_rolling,1000,3.0,200,557,3,3,33.35087719298246,37.728070175438596,136,3,86.25852782764811,81.89048473967684,0.6876122082585279,0.6858168761220825,3.288760281666082,-0.008231372184566599,0.9982634643787195,400.96947038971086,0.020195104971970836
SLEEP_POD_NYLON,product_rolling,500,2.0,500,4063,3,3,32.710029069767444,36.79723837209303,1341,3,66.09746492739355,61.81799163179916,0.6441053408811224,0.6369677578144228,2.385956610859992,0.0009341069718254377,0.9964286236077733,195.77900844393258,0.14257997072425094
PEBBLES_S,product_rolling,1000,2.0,500,4167,3,3,32.60240427426536,38.56634016028495,1123,3,86.34353251739861,80.65022798176146,0.6179505639548836,0.6107511399088073,2.432005236512927,0.00875824950193837,0.998135244149126,402.3534013386988,0.15071544592222097
UV_VISOR_AMBER,product_rolling,1000,2.5,500,1484,3,3,32.32855093256815,38.179340028694405,343,3,45.160377358490564,39.88039083557951,0.5195417789757413,0.5101078167115903,2.8693700289990836,-0.004629158864627562,0.998156957436324,386.05189744776345,0.056787771315080164
PEBBLES_XL,product_rolling,500,1.5,500,8421,3,3,32.13960361613352,41.31084840055633,2686,3,101.34788029925187,93.02749079681747,0.5425721410758817,0.5356845980287377,2.0639598293098853,0.007588479784712925,0.9954691299031302,160.27488666307843,0.2957500109375683
PEBBLES_M,product_rolling,100,2.5,500,1590,3,3,31.991477272727273,38.77681992337165,522,3,46.4685534591195,39.88616352201258,0.5333333333333333,0.5238993710691824,2.8806312250853807,-0.0047949605366584885,0.9841869418544661,43.52203995329973,0.05580059582919562
PEBBLES_XL,product_rolling,500,1.0,200,15862,3,3,31.966218606296426,39.35532366466219,4919,3,59.66363005926113,51.33662211574833,0.5444458454167193,0.5354936325810112,1.6932909532844926,0.007417669937025701,0.9955020330025997,161.62222120436957,0.5412614797526626
MICROCHIP_TRIANGLE,product_rolling,1000,1.0,200,15512,3,3,31.778602291940636,36.309693781702045,4806,3,50.09843991748324,45.767212480660135,0.589994842702424,0.5836126869520372,1.6751592248565956,-0.007497339468843761,0.9979233184219399,370.05231504655393,0.5289430565934471
PEBBLES_XL,product_rolling,500,2.0,500,3928,3,3,31.06731488406881,40.25056095736724,1279,3,139.26591140529533,130.91280549898167,0.5659368635437881,0.5595723014256619,2.4558825998120057,0.0076280957576741176,0.995457539942903,159.81421791702593,0.13786992174938364
MICROCHIP_TRIANGLE,product_rolling,1000,2.0,200,3679,3,3,31.03056603773585,35.556603773584904,964,3,66.72179940201141,62.37034520250068,0.6433813536287034,0.635498776841533,2.4278588437250366,-0.00699845248212743,0.9979900725795587,380.7526499985099,0.1280577852233582
MICROCHIP_TRIANGLE,product_rolling,200,1.0,500,16440,3,3,31.020373053241578,35.57433900760594,5363,3,41.99507299270073,37.66517639902676,0.5599756690997567,0.5541362530413625,1.7468382521084274,-0.007664189950436319,0.9923704651000931,91.86844109593727,0.5769770649250864
MICROCHIP_SQUARE,product_rolling,100,2.5,500,1740,3,3,30.177777777777777,35.10683760683761,537,3,51.54252873563218,45.68362068965517,0.539080459770115,0.535632183908046,2.926112496797895,-0.02323014001485048,0.9842147965118484,44.05461591697255,0.06125335753176043
MICROCHIP_RECTANGLE,product_rolling,500,2.5,500,1570,3,3,30.150793650793652,33.92063492063492,488,3,87.34331210191083,83.35127388535032,0.6305732484076433,0.6261146496815286,2.9184056463193264,-0.0027382712718272157,0.9964376579900233,195.71242144448746,0.05539684880992289
PANEL_4X4,product_rolling,1000,2.5,200,1646,3,3,30.09393346379648,34.486301369863014,353,3,54.90765492102066,50.569258809234505,0.6312272174969623,0.6190765492102066,2.8950523149543925,-0.008734470577930675,0.9982611138761283,400.48973701096986,0.06182297220224663
PEBBLES_S,product_rolling,1000,1.5,500,8841,3,3,29.948839662447256,35.89732770745429,2844,3,79.10100667345323,73.33949779436715,0.5897522904648795,0.5833050559891415,2.0586726845669525,0.007985142643834136,0.9980558342250726,387.7317814628069,0.31048429863256716
PANEL_4X4,product_rolling,500,2.5,500,1683,3,3,29.755877034358047,34.1745027124774,543,3,55.82293523469994,51.47355912061794,0.5306001188354129,0.5234699940582294,2.8947997374285106,-0.006353941673996416,0.9967300603514188,212.6411473429232,0.059119179410201075
ROBOT_LAUNDRY,product_rolling,1000,2.5,500,1170,3,3,29.392380952380954,33.12285714285714,289,3,67.08290598290598,63.47649572649573,0.7564102564102564,0.7538461538461538,2.864147332711597,0.0052944869504349176,0.9976396897498241,311.64774291169573,0.04371408007197481
ROBOT_VACUUMING,product_rolling,1000,3.0,100,151,3,3,28.79850746268657,32.32835820895522,27,3,43.64900662251656,40.24503311258278,0.7152317880794702,0.7152317880794702,3.199410925070867,-0.006987249398719229,0.9981689045489746,386.142278610006,0.00566392400829487
PEBBLES_XL,product_rolling,500,3.0,50,376,3,3,28.670157068062828,38.031413612565444,81,3,73.1436170212766,64.4561170212766,0.6808510638297872,0.6648936170212766,3.3580845858475277,0.008793805384353122,0.9953800168366258,156.1226416702328,0.014395915748957554
TRANSLATOR_GRAPHITE_MIST,product_rolling,1000,3.0,100,436,3,3,28.6,32.92258064516129,72,3,58.80848623853211,54.41284403669725,0.8119266055045872,0.7958715596330275,3.287990802658412,0.0009642450057721907,0.9977966565488753,325.6616356656646,0.01688675748308776
MICROCHIP_RECTANGLE,product_rolling,1000,2.0,200,4373,3,3,28.46802995391705,32.20910138248848,1270,3,42.19757603475875,38.25851817973931,0.59615824376858,0.5867825291561857,2.50566980489794,-0.002719393816120933,0.9977719286583732,321.6547814952755,0.15156281355441786
MICROCHIP_CIRCLE,product_rolling,1000,2.5,500,2032,3,3,28.27112232030265,32.54161412358134,573,3,54.93380905511811,50.826771653543304,0.6382874015748031,0.6313976377952756,2.9702491077113358,-0.004913180958867554,0.9979473454196518,353.48941910873873,0.07256185246581019
MICROCHIP_CIRCLE,product_rolling,1000,3.0,100,710,3,3,27.81858407079646,32.059734513274336,167,3,34.91830985915493,30.86338028169014,0.6732394366197183,0.652112676056338,3.4193601907398534,-0.005697728678376393,0.997969604150444,353.9492808911138,0.02553051643192488
SLEEP_POD_NYLON,product_rolling,500,3.0,200,198,3,3,27.475409836065573,31.639344262295083,22,3,38.08080808080808,33.6540404040404,0.6666666666666666,0.6616161616161617,3.248272706075902,-0.0017395237312532049,0.9962253970104942,185.3908009102406,0.008982683982683983
SLEEP_POD_NYLON,product_rolling,500,2.5,500,1190,3,3,27.279596977329973,31.3904282115869,337,3,74.99033613445378,70.66302521008403,0.6848739495798319,0.6781512605042017,2.7763814227813546,0.0003975420600757209,0.996385530088815,193.57592008336985,0.042380716497125166
MICROCHIP_RECTANGLE,product_rolling,1000,1.0,500,14934,3,3,27.024022878932318,30.792659675881794,4445,3,79.12320878532208,75.20898620597295,0.6223382884692648,0.6167805008704969,1.7446733997288095,-0.002674438611902282,0.9977859237380374,323.38233425936454,0.527003630007119
MICROCHIP_RECTANGLE,product_rolling,200,1.5,500,9390,3,3,27.008911521324,30.77784850413749,3116,3,48.17752928647497,44.23418530351438,0.563258785942492,0.5584664536741214,2.0738421247729066,-0.0027076504300908625,0.9917724554095788,84.00598222095464,0.32947754049660893
TRANSLATOR_VOID_BLUE,product_rolling,500,3.0,200,364,3,3,26.867816091954023,31.471264367816094,69,3,70.29807692307692,65.4326923076923,0.7747252747252747,0.7664835164835165,3.2786804638246516,-0.007417643363449328,0.9962249638531007,184.24172690541468,0.015584772370486657
PANEL_2X2,product_rolling,1000,3.0,200,334,3,3,26.5,30.389705882352942,68,3,67.1377245508982,62.82784431137725,0.7514970059880239,0.7275449101796407,3.2158797822564833,-0.011937170028264511,0.9983575694592691,428.60689380538213,0.013248197482585851
SLEEP_POD_NYLON,product_rolling,1000,1.0,500,14588,3,3,26.23976500826143,30.35597576647696,4462,3,54.57369070468879,50.295825335892516,0.617493830545654,0.6087880449684673,1.7495398536282458,0.001859898055171746,0.997781136775313,318.0993879585129,0.5157252103387067
MICROCHIP_RECTANGLE,product_rolling,1000,2.0,500,4293,3,3,26.228685258964145,30.046613545816733,1255,3,92.84428138830654,88.90833915676683,0.6566503610528768,0.6526904262753319,2.509803350013424,-0.0027121566462546937,0.9977808133299781,322.76202257642746,0.15408008140547033
MICROCHIP_RECTANGLE,product_rolling,200,2.5,500,1567,3,3,26.090301003344482,29.831939799331103,454,3,65.9323548181238,62.000638162093175,0.6119974473516273,0.6075303126994257,2.8781632849736383,-0.00265166524221016,0.9917971313607477,84.25101468521852,0.05568434487623014
GALAXY_SOUNDS_DARK_MATTER,product_rolling,1000,2.0,500,3471,3,3,25.432083333333335,31.925833333333333,1013,3,51.52693748199366,44.97306251800634,0.5972342264477096,0.5782195332757131,2.4597328530648888,-0.012649892793097889,0.9976755629937432,360.91060281495004,0.12278375714567316
MICROCHIP_RECTANGLE,product_rolling,500,1.0,500,15515,3,3,25.232932505818464,28.968968192397206,4964,3,62.55903963905897,58.62471801482436,0.591749919432807,0.5864002578150177,1.74458382659487,-0.002691127297101541,0.9964693848300097,197.37984439172314,0.5450186203504249
ROBOT_VACUUMING,product_rolling,1000,3.0,50,151,3,3,25.029850746268657,28.559701492537314,27,3,36.437086092715234,33.033112582781456,0.7152317880794702,0.6821192052980133,3.199410925070867,-0.006987249398719229,0.9981689045489746,386.142278610006,0.005635462078604945
PEBBLES_S,product_rolling,500,1.0,500,15874,3,3,24.93907156673114,30.094294003868473,4893,3,43.526993826382764,37.73869220108353,0.5480660199067657,0.5423963714249717,1.7236656627962348,0.008235438799461528,0.9966081852503432,223.9120654582664,0.5599230121416682
PEBBLES_XL,product_rolling,50,3.0,200,580,3,3,24.2807881773399,33.3743842364532,164,3,62.32241379310345,54.092241379310344,0.5844827586206897,0.5706896551724138,3.3805418952710493,0.00739975079736039,0.9697644565265375,22.623705979555847,0.01996375791695989
SNACKPACK_RASPBERRY,product_rolling,500,3.0,500,339,3,3,24.059701492537314,32.384328358208954,60,3,86.1873156342183,77.73008849557522,0.7551622418879056,0.7315634218289085,3.2906579774681797,-0.01588889645442249,0.9961655559855516,194.01194156619056,0.013221859959633597
