day,timestamp,replay_vol,vol_locked
1,27600,170.0,True
1,27700,170.0,True
1,27800,170.0,True
1,27900,170.0,True
1,28000,170.0,True
1,28100,170.0,True
1,28200,170.0,True
1,28300,170.0,True
1,28400,170.0,True
1,28500,170.0,True
1,28600,170.0,True
1,28700,170.0,True
1,28800,170.0,True
1,28900,170.0,True
1,29000,170.0,True
1,29100,170.0,True
1,29200,170.0,True
1,29300,170.0,True
1,29400,170.0,True
1,29500,170.0,True
1,29600,170.0,True
1,29700,170.0,True
1,29800,170.0,True
1,29900,170.0,True
1,30000,170.0,True
1,30100,170.0,True
1,30200,170.0,True
1,30300,170.0,True
1,30400,170.0,True
1,30500,170.0,True
1,30600,170.0,True
1,30700,170.0,True
1,30800,170.0,True
1,30900,170.0,True
1,31000,170.0,True
1,31100,170.0,True
1,31200,170.0,True
1,31300,170.0,True
1,31400,170.0,True
1,31500,170.0,True
1,31600,170.0,True
1,31700,170.0,True
1,31800,170.0,True
1,31900,170.0,True
1,32000,170.0,True
1,32100,170.0,True
1,32200,170.0,True
1,32300,170.0,True
1,32400,170.0,True
1,32500,170.0,True
1,32600,170.0,True
1,32700,170.0,True
1,32800,170.0,True
1,32900,170.0,True
1,33000,170.0,True
1,33100,170.0,True
1,33200,170.0,True
1,33300,170.0,True
1,33400,170.0,True
1,33500,170.0,True
1,33600,170.0,True
1,33700,170.0,True
1,33800,170.0,True
1,33900,170.0,True
1,34000,170.0,True
1,34100,170.0,True
1,34200,170.0,True
1,34300,170.0,True
1,34400,170.0,True
1,34500,170.0,True
1,34600,170.0,True
1,34700,170.0,True
1,34800,170.0,True
1,34900,170.0,True
1,35000,170.0,True
1,35100,170.0,True
1,35200,170.0,True
1,35300,170.0,True
1,35400,170.0,True
1,35500,170.0,True
1,35600,170.0,True
1,35700,170.0,True
1,35800,170.0,True
1,35900,170.0,True
1,36000,170.0,True
1,36100,170.0,True
1,36200,170.0,True
1,36300,170.0,True
1,36400,170.0,True
1,36500,170.0,True
1,36600,170.0,True
1,36700,170.0,True
1,36800,170.0,True
1,36900,170.0,True
1,37000,170.0,True
1,37100,170.0,True
1,37200,170.0,True
1,37300,170.0,True
1,37400,170.0,True
1,37500,170.0,True
1,37600,170.0,True
1,37700,170.0,True
1,37800,170.0,True
1,37900,170.0,True
1,38000,170.0,True
1,38100,170.0,True
1,38200,170.0,True
1,38300,170.0,True
1,38400,170.0,True
1,38500,170.0,True
1,38600,170.0,True
1,38700,170.0,True
1,38800,170.0,True
1,38900,170.0,True
1,39000,170.0,True
1,39100,170.0,True
1,39200,170.0,True
1,39300,170.0,True
1,39400,170.0,True
1,39500,170.0,True
1,39600,170.0,True
1,39700,170.0,True
1,39800,170.0,True
1,39900,170.0,True
1,40000,170.0,True
1,40100,170.0,True
1,40200,170.0,True
1,40300,170.0,True
1,40400,170.0,True
1,40500,170.0,True
1,40600,170.0,True
1,40700,170.0,True
1,40800,170.0,True
1,40900,170.0,True
1,41000,170.0,True
1,41100,170.0,True
1,41200,170.0,True
1,41300,170.0,True
1,41400,170.0,True
1,41500,170.0,True
1,41600,170.0,True
1,41700,170.0,True
1,41800,170.0,True
1,41900,170.0,True
1,42000,170.0,True
1,42100,170.0,True
1,42200,170.0,True
1,42300,170.0,True
1,42400,170.0,True
1,42500,170.0,True
1,42600,170.0,True
1,42700,170.0,True
1,42800,170.0,True
1,42900,170.0,True
1,43000,170.0,True
1,43100,170.0,True
1,43200,170.0,True
1,43300,170.0,True
1,43400,170.0,True
1,43500,170.0,True
1,43600,170.0,True
1,43700,170.0,True
1,43800,170.0,True
1,43900,170.0,True
1,44000,170.0,True
1,44100,170.0,True
1,44200,170.0,True
1,44300,170.0,True
1,44400,170.0,True
1,44500,170.0,True
1,44600,170.0,True
1,44700,170.0,True
1,44800,170.0,True
1,44900,170.0,True
1,45000,170.0,True
1,45100,170.0,True
1,45200,170.0,True
1,45300,170.0,True
1,45400,170.0,True
1,45500,170.0,True
1,45600,170.0,True
1,45700,170.0,True
1,45800,170.0,True
1,45900,170.0,True
1,46000,170.0,True
1,46100,170.0,True
1,46200,170.0,True
1,46300,170.0,True
1,46400,170.0,True
1,46500,170.0,True
1,46600,170.0,True
1,46700,170.0,True
1,46800,170.0,True
1,46900,170.0,True
1,47000,170.0,True
1,47100,170.0,True
1,47200,170.0,True
1,47300,170.0,True
1,47400,170.0,True
1,47500,170.0,True
1,47600,170.0,True
1,47700,170.0,True
1,47800,170.0,True
1,47900,170.0,True
1,48000,170.0,True
1,48100,170.0,True
1,48200,170.0,True
1,48300,170.0,True
1,48400,170.0,True
1,48500,170.0,True
1,48600,170.0,True
1,48700,170.0,True
1,48800,170.0,True
1,48900,170.0,True
1,49000,170.0,True
1,49100,170.0,True
1,49200,170.0,True
1,49300,170.0,True
1,49400,170.0,True
1,49500,170.0,True
1,49600,170.0,True
1,49700,170.0,True
1,49800,170.0,True
1,49900,170.0,True
1,50000,170.0,True
1,50100,170.0,True
1,50200,170.0,True
1,50300,170.0,True
1,50400,170.0,True
1,50500,170.0,True
1,50600,170.0,True
1,50700,170.0,True
1,50800,170.0,True
1,50900,170.0,True
1,51000,170.0,True
1,51100,170.0,True
1,51200,170.0,True
1,51300,170.0,True
1,51400,170.0,True
1,51500,170.0,True
1,51600,170.0,True
1,51700,170.0,True
1,51800,170.0,True
1,51900,170.0,True
1,52000,170.0,True
1,52100,170.0,True
1,52200,170.0,True
1,52300,170.0,True
1,52400,170.0,True
1,52500,170.0,True
1,52600,170.0,True
1,52700,170.0,True
1,52800,170.0,True
1,52900,170.0,True
1,53000,170.0,True
1,53100,170.0,True
1,53200,170.0,True
1,53300,170.0,True
1,53400,170.0,True
1,53500,170.0,True
1,53600,170.0,True
1,53700,170.0,True
1,53800,170.0,True
1,53900,170.0,True
1,54000,170.0,True
1,54100,170.0,True
1,54200,170.0,True
1,54300,170.0,True
1,54400,170.0,True
1,54500,170.0,True
1,54600,170.0,True
1,54700,170.0,True
1,54800,170.0,True
1,54900,170.0,True
1,55000,170.0,True
1,55100,170.0,True
1,55200,170.0,True
1,55300,170.0,True
1,55400,170.0,True
1,55500,170.0,True
1,55600,170.0,True
1,55700,170.0,True
1,55800,170.0,True
1,55900,170.0,True
1,56000,170.0,True
1,56100,170.0,True
1,56200,170.0,True
1,56300,170.0,True
1,56400,170.0,True
1,56500,170.0,True
1,56600,170.0,True
1,56700,170.0,True
1,56800,170.0,True
1,56900,170.0,True
1,57000,170.0,True
1,57100,170.0,True
1,57200,170.0,True
1,57300,170.0,True
1,57400,170.0,True
1,57500,170.0,True
1,57600,170.0,True
1,57700,170.0,True
1,57800,170.0,True
1,57900,170.0,True
1,58000,170.0,True
1,58100,170.0,True
1,58200,170.0,True
1,58300,170.0,True
1,58400,170.0,True
1,58500,170.0,True
1,58600,170.0,True
1,58700,170.0,True
1,58800,170.0,True
1,58900,170.0,True
1,59000,170.0,True
1,59100,170.0,True
1,59200,170.0,True
1,59300,170.0,True
1,59400,170.0,True
1,59500,170.0,True
1,59600,170.0,True
1,59700,170.0,True
1,59800,170.0,True
1,59900,170.0,True
1,60000,170.0,True
1,60100,170.0,True
1,60200,170.0,True
1,60300,170.0,True
1,60400,170.0,True
1,60500,170.0,True
1,60600,170.0,True
1,60700,170.0,True
1,60800,170.0,True
1,60900,170.0,True
1,61000,170.0,True
1,61100,170.0,True
1,61200,170.0,True
1,61300,170.0,True
1,61400,170.0,True
1,61500,170.0,True
1,61600,170.0,True
1,61700,170.0,True
1,61800,170.0,True
1,61900,170.0,True
1,62000,170.0,True
1,62100,170.0,True
1,62200,170.0,True
1,62300,170.0,True
1,62400,170.0,True
1,62500,170.0,True
1,62600,170.0,True
1,62700,170.0,True
1,62800,170.0,True
1,62900,170.0,True
1,63000,170.0,True
1,63100,170.0,True
1,63200,170.0,True
1,63300,170.0,True
1,63400,170.0,True
1,63500,170.0,True
1,63600,170.0,True
1,63700,170.0,True
1,63800,170.0,True
1,63900,170.0,True
1,64000,170.0,True
1,64100,170.0,True
1,64200,170.0,True
1,64300,170.0,True
1,64400,170.0,True
1,64500,170.0,True
1,64600,170.0,True
1,64700,170.0,True
1,64800,170.0,True
1,64900,170.0,True
1,65000,170.0,True
1,65100,170.0,True
1,65200,170.0,True
1,65300,170.0,True
1,65400,170.0,True
1,65500,170.0,True
1,65600,170.0,True
1,65700,170.0,True
1,65800,170.0,True
1,65900,170.0,True
1,66000,170.0,True
1,66100,170.0,True
1,66200,170.0,True
1,66300,170.0,True
1,66400,170.0,True
1,66500,170.0,True
1,66600,170.0,True
1,66700,170.0,True
1,66800,170.0,True
1,66900,170.0,True
1,67000,170.0,True
1,67100,170.0,True
1,67200,170.0,True
1,67300,170.0,True
1,67400,170.0,True
1,67500,170.0,True
1,67600,170.0,True
1,67700,170.0,True
1,67800,170.0,True
1,67900,170.0,True
1,68000,170.0,True
1,68100,170.0,True
1,68200,170.0,True
1,68300,170.0,True
1,68400,170.0,True
1,68500,170.0,True
1,68600,170.0,True
1,68700,170.0,True
1,68800,170.0,True
1,68900,170.0,True
1,69000,170.0,True
1,69100,170.0,True
1,69200,170.0,True
1,69300,170.0,True
1,69400,170.0,True
1,69500,170.0,True
1,69600,170.0,True
1,69700,170.0,True
1,69800,170.0,True
1,69900,170.0,True
1,70000,170.0,True
1,70100,170.0,True
1,70200,170.0,True
1,70300,170.0,True
1,70400,170.0,True
1,70500,170.0,True
1,70600,170.0,True
1,70700,170.0,True
1,70800,170.0,True
1,70900,170.0,True
1,71000,170.0,True
1,71100,170.0,True
1,71200,170.0,True
1,71300,170.0,True
1,71400,170.0,True
1,71500,170.0,True
1,71600,170.0,True
1,71700,170.0,True
1,71800,170.0,True
1,71900,170.0,True
1,72000,170.0,True
1,72100,170.0,True
1,72200,170.0,True
1,72300,170.0,True
1,72400,170.0,True
1,72500,170.0,True
1,72600,170.0,True
1,72700,170.0,True
1,72800,170.0,True
1,72900,170.0,True
1,73000,170.0,True
1,73100,170.0,True
1,73200,170.0,True
1,73300,170.0,True
1,73400,170.0,True
1,73500,170.0,True
1,73600,170.0,True
1,73700,170.0,True
1,73800,170.0,True
1,73900,170.0,True
1,74000,170.0,True
1,74100,170.0,True
1,74200,170.0,True
1,74300,170.0,True
1,74400,170.0,True
1,74500,170.0,True
1,74600,170.0,True
1,74700,170.0,True
1,74800,170.0,True
1,74900,170.0,True
1,75000,170.0,True
1,75100,170.0,True
1,75200,170.0,True
1,75300,170.0,True
1,75400,170.0,True
1,75500,170.0,True
1,75600,170.0,True
1,75700,170.0,True
1,75800,170.0,True
1,75900,170.0,True
1,76000,170.0,True
1,76100,170.0,True
1,76200,170.0,True
1,76300,170.0,True
1,76400,170.0,True
1,76500,170.0,True
1,76600,170.0,True
1,76700,170.0,True
1,76800,170.0,True
1,76900,170.0,True
1,77000,170.0,True
1,77100,170.0,True
1,77200,170.0,True
1,77300,170.0,True
1,77400,170.0,True
1,77500,170.0,True
1,77600,170.0,True
1,77700,170.0,True
1,77800,170.0,True
1,77900,170.0,True
1,78000,170.0,True
1,78100,170.0,True
1,78200,170.0,True
1,78300,170.0,True
1,78400,170.0,True
1,78500,170.0,True
1,78600,170.0,True
1,78700,170.0,True
1,78800,170.0,True
1,78900,170.0,True
1,79000,170.0,True
1,79100,170.0,True
1,79200,170.0,True
1,79300,170.0,True
1,79400,170.0,True
1,79500,170.0,True
1,79600,170.0,True
1,79700,170.0,True
1,79800,170.0,True
1,79900,170.0,True
1,80000,170.0,True
1,80100,170.0,True
1,80200,170.0,True
1,80300,170.0,True
1,80400,170.0,True
1,80500,170.0,True
1,80600,170.0,True
1,80700,170.0,True
1,80800,170.0,True
1,80900,170.0,True
1,81000,170.0,True
1,81100,170.0,True
1,81200,170.0,True
1,81300,170.0,True
1,81400,170.0,True
1,81500,170.0,True
1,81600,170.0,True
1,81700,170.0,True
1,81800,170.0,True
1,81900,170.0,True
1,82000,170.0,True
1,82100,170.0,True
1,82200,170.0,True
1,82300,170.0,True
1,82400,170.0,True
1,82500,170.0,True
1,82600,170.0,True
1,82700,170.0,True
1,82800,170.0,True
1,82900,170.0,True
1,83000,170.0,True
1,83100,170.0,True
1,83200,170.0,True
1,83300,170.0,True
1,83400,170.0,True
1,83500,170.0,True
1,83600,170.0,True
1,83700,170.0,True
1,83800,170.0,True
1,83900,170.0,True
1,84000,170.0,True
1,84100,170.0,True
1,84200,170.0,True
1,84300,170.0,True
1,84400,170.0,True
1,84500,170.0,True
1,84600,170.0,True
1,84700,170.0,True
1,84800,170.0,True
1,84900,170.0,True
1,85000,170.0,True
1,85100,170.0,True
1,85200,170.0,True
1,85300,170.0,True
1,85400,170.0,True
1,85500,170.0,True
1,85600,170.0,True
1,85700,170.0,True
1,85800,170.0,True
1,85900,170.0,True
1,86000,170.0,True
1,86100,170.0,True
1,86200,170.0,True
1,86300,170.0,True
1,86400,170.0,True
1,86500,170.0,True
1,86600,170.0,True
1,86700,170.0,True
1,86800,170.0,True
1,86900,170.0,True
1,87000,170.0,True
1,87100,170.0,True
1,87200,170.0,True
1,87300,170.0,True
1,87400,170.0,True
1,87500,170.0,True
1,87600,170.0,True
1,87700,170.0,True
1,87800,170.0,True
1,87900,170.0,True
1,88000,170.0,True
1,88100,170.0,True
1,88200,170.0,True
1,88300,170.0,True
1,88400,170.0,True
1,88500,170.0,True
1,88600,170.0,True
1,88700,170.0,True
1,88800,170.0,True
1,88900,170.0,True
1,89000,170.0,True
1,89100,170.0,True
1,89200,170.0,True
1,89300,170.0,True
1,89400,170.0,True
1,89500,170.0,True
1,89600,170.0,True
1,89700,170.0,True
1,89800,170.0,True
1,89900,170.0,True
1,90000,170.0,True
1,90100,170.0,True
1,90200,170.0,True
1,90300,170.0,True
1,90400,170.0,True
1,90500,170.0,True
1,90600,170.0,True
1,90700,170.0,True
1,90800,170.0,True
1,90900,170.0,True
1,91000,170.0,True
1,91100,170.0,True
1,91200,170.0,True
1,91300,170.0,True
1,91400,170.0,True
1,91500,170.0,True
1,91600,170.0,True
1,91700,170.0,True
1,91800,170.0,True
1,91900,170.0,True
1,92000,170.0,True
1,92100,170.0,True
1,92200,170.0,True
1,92300,170.0,True
1,92400,170.0,True
1,92500,170.0,True
1,92600,170.0,True
1,92700,170.0,True
1,92800,170.0,True
1,92900,170.0,True
1,93000,170.0,True
1,93100,170.0,True
1,93200,170.0,True
1,93300,170.0,True
1,93400,170.0,True
1,93500,170.0,True
1,93600,170.0,True
1,93700,170.0,True
1,93800,170.0,True
1,93900,170.0,True
1,94000,170.0,True
1,94100,170.0,True
1,94200,170.0,True
1,94300,170.0,True
1,94400,170.0,True
1,94500,170.0,True
1,94600,170.0,True
1,94700,170.0,True
1,94800,170.0,True
1,94900,170.0,True
1,95000,170.0,True
1,95100,170.0,True
1,95200,170.0,True
1,95300,170.0,True
1,95400,170.0,True
1,95500,170.0,True
1,95600,170.0,True
1,95700,170.0,True
1,95800,170.0,True
1,95900,170.0,True
1,96000,170.0,True
1,96100,170.0,True
1,96200,170.0,True
1,96300,170.0,True
1,96400,170.0,True
1,96500,170.0,True
1,96600,170.0,True
1,96700,170.0,True
1,96800,170.0,True
1,96900,170.0,True
1,97000,170.0,True
1,97100,170.0,True
1,97200,170.0,True
1,97300,170.0,True
1,97400,170.0,True
1,97500,170.0,True
1,97600,170.0,True
1,97700,170.0,True
1,97800,170.0,True
1,97900,170.0,True
1,98000,170.0,True
1,98100,170.0,True
1,98200,170.0,True
1,98300,170.0,True
1,98400,170.0,True
1,98500,170.0,True
1,98600,170.0,True
1,98700,170.0,True
1,98800,170.0,True
1,98900,170.0,True
1,99000,170.0,True
1,99100,170.0,True
1,99200,170.0,True
1,99300,170.0,True
1,99400,170.0,True
1,99500,170.0,True
1,99600,170.0,True
1,99700,170.0,True
1,99800,170.0,True
1,99900,170.0,True
1,100000,170.0,True
1,100100,170.0,True
1,100200,170.0,True
1,100300,170.0,True
1,100400,170.0,True
1,100500,170.0,True
1,100600,170.0,True
1,100700,170.0,True
1,100800,170.0,True
1,100900,170.0,True
1,101000,170.0,True
1,101100,170.0,True
1,101200,170.0,True
1,101300,170.0,True
1,101400,170.0,True
1,101500,170.0,True
1,101600,170.0,True
1,101700,170.0,True
1,101800,170.0,True
1,101900,170.0,True
1,102000,170.0,True
1,102100,170.0,True
1,102200,170.0,True
1,102300,170.0,True
1,102400,170.0,True
1,102500,170.0,True
1,102600,170.0,True
1,102700,170.0,True
1,102800,170.0,True
1,102900,170.0,True
1,103000,170.0,True
1,103100,170.0,True
1,103200,170.0,True
1,103300,170.0,True
1,103400,170.0,True
1,103500,170.0,True
1,103600,170.0,True
1,103700,170.0,True
1,103800,170.0,True
1,103900,170.0,True
1,104000,170.0,True
1,104100,170.0,True
1,104200,170.0,True
1,104300,170.0,True
1,104400,170.0,True
1,104500,170.0,True
1,104600,170.0,True
1,104700,170.0,True
1,104800,170.0,True
1,104900,170.0,True
1,105000,170.0,True
1,105100,170.0,True
1,105200,170.0,True
1,105300,170.0,True
1,105400,170.0,True
1,105500,170.0,True
1,105600,170.0,True
1,105700,170.0,True
1,105800,170.0,True
1,105900,170.0,True
1,106000,170.0,True
1,106100,170.0,True
1,106200,170.0,True
1,106300,170.0,True
1,106400,170.0,True
1,106500,170.0,True
1,106600,170.0,True
1,106700,170.0,True
1,106800,170.0,True
1,106900,170.0,True
1,107000,170.0,True
1,107100,170.0,True
1,107200,170.0,True
1,107300,170.0,True
1,107400,170.0,True
1,107500,170.0,True
1,107600,170.0,True
1,107700,170.0,True
1,107800,170.0,True
1,107900,170.0,True
1,108000,170.0,True
1,108100,170.0,True
1,108200,170.0,True
1,108300,170.0,True
1,108400,170.0,True
1,108500,170.0,True
1,108600,170.0,True
1,108700,170.0,True
1,108800,170.0,True
1,108900,170.0,True
1,109000,170.0,True
1,109100,170.0,True
1,109200,170.0,True
1,109300,170.0,True
1,109400,170.0,True
1,109500,170.0,True
1,109600,170.0,True
1,109700,170.0,True
1,109800,170.0,True
1,109900,170.0,True
1,110000,170.0,True
1,110100,170.0,True
1,110200,170.0,True
1,110300,170.0,True
1,110400,170.0,True
1,110500,170.0,True
1,110600,170.0,True
1,110700,170.0,True
1,110800,170.0,True
1,110900,170.0,True
1,111000,170.0,True
1,111100,170.0,True
1,111200,170.0,True
1,111300,170.0,True
1,111400,170.0,True
1,111500,170.0,True
1,111600,170.0,True
1,111700,170.0,True
1,111800,170.0,True
1,111900,170.0,True
1,112000,170.0,True
1,112100,170.0,True
1,112200,170.0,True
1,112300,170.0,True
1,112400,170.0,True
1,112500,170.0,True
1,112600,170.0,True
1,112700,170.0,True
1,112800,170.0,True
1,112900,170.0,True
1,113000,170.0,True
1,113100,170.0,True
1,113200,170.0,True
1,113300,170.0,True
1,113400,170.0,True
1,113500,170.0,True
1,113600,170.0,True
1,113700,170.0,True
1,113800,170.0,True
1,113900,170.0,True
1,114000,170.0,True
1,114100,170.0,True
1,114200,170.0,True
1,114300,170.0,True
1,114400,170.0,True
1,114500,170.0,True
1,114600,170.0,True
1,114700,170.0,True
1,114800,170.0,True
1,114900,170.0,True
1,115000,170.0,True
1,115100,170.0,True
1,115200,170.0,True
1,115300,170.0,True
1,115400,170.0,True
1,115500,170.0,True
1,115600,170.0,True
1,115700,170.0,True
1,115800,170.0,True
1,115900,170.0,True
1,116000,170.0,True
1,116100,170.0,True
1,116200,170.0,True
1,116300,170.0,True
1,116400,170.0,True
1,116500,170.0,True
1,116600,170.0,True
1,116700,170.0,True
1,116800,170.0,True
1,116900,170.0,True
1,117000,170.0,True
1,117100,170.0,True
1,117200,170.0,True
1,117300,170.0,True
1,117400,170.0,True
1,117500,170.0,True
1,117600,170.0,True
1,117700,170.0,True
1,117800,170.0,True
1,117900,170.0,True
1,118000,170.0,True
1,118100,170.0,True
1,118200,170.0,True
1,118300,170.0,True
1,118400,170.0,True
1,118500,170.0,True
1,118600,170.0,True
1,118700,170.0,True
1,118800,170.0,True
1,118900,170.0,True
1,119000,170.0,True
1,119100,170.0,True
1,119200,170.0,True
1,119300,170.0,True
1,119400,170.0,True
1,119500,170.0,True
1,119600,170.0,True
1,119700,170.0,True
1,119800,170.0,True
1,119900,170.0,True
1,120000,170.0,True
1,120100,170.0,True
1,120200,170.0,True
1,120300,170.0,True
1,120400,170.0,True
1,120500,170.0,True
1,120600,170.0,True
1,120700,170.0,True
1,120800,170.0,True
1,120900,170.0,True
1,121000,170.0,True
1,121100,170.0,True
1,121200,170.0,True
1,121300,170.0,True
1,121400,170.0,True
1,121500,170.0,True
1,121600,170.0,True
1,121700,170.0,True
1,121800,170.0,True
1,121900,170.0,True
1,122000,170.0,True
1,122100,170.0,True
1,122200,170.0,True
1,122300,170.0,True
1,122400,170.0,True
1,122500,170.0,True
1,122600,170.0,True
1,122700,170.0,True
1,122800,170.0,True
1,122900,170.0,True
1,123000,170.0,True
1,123100,170.0,True
1,123200,170.0,True
1,123300,170.0,True
1,123400,170.0,True
1,123500,170.0,True
1,123600,170.0,True
1,123700,170.0,True
1,123800,170.0,True
1,123900,170.0,True
1,124000,170.0,True
1,124100,170.0,True
1,124200,170.0,True
1,124300,170.0,True
1,124400,170.0,True
1,124500,170.0,True
1,124600,170.0,True
1,124700,170.0,True
1,124800,170.0,True
1,124900,170.0,True
1,125000,170.0,True
1,125100,170.0,True
1,125200,170.0,True
1,125300,170.0,True
1,125400,170.0,True
1,125500,170.0,True
1,125600,170.0,True
1,125700,170.0,True
1,125800,170.0,True
1,125900,170.0,True
1,126000,170.0,True
1,126100,170.0,True
1,126200,170.0,True
1,126300,170.0,True
1,126400,170.0,True
1,126500,170.0,True
1,126600,170.0,True
1,126700,170.0,True
1,126800,170.0,True
1,126900,170.0,True
