day,timestamp,product,side,side_sign,counterparty,price,quantity,notional,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,touch_depth,price_minus_mid,signed_mid_edge,price_minus_bid,price_minus_ask,book_relation,future_mid_t10,signed_trade_markout_t10,signed_mid_change_t10,future_mid_t50,signed_trade_markout_t50,signed_mid_change_t50,future_mid_t200,signed_trade_markout_t200,signed_mid_change_t200,future_mid_t500,signed_trade_markout_t500,signed_mid_change_t500,book_depth,spread_day_pctile,depth_day_pctile
1,52800,VEV_6000,buy,1,Mark 22,0.0,3,0.0,0,18,1,21,0.5,1,21,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,39,1.0,0.2311
1,52800,VEV_6500,buy,1,Mark 22,0.0,3,0.0,0,9,1,12,0.5,1,12,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,21,1.0,0.0249
1,53400,VEV_6000,buy,1,Mark 22,0.0,2,0.0,0,17,1,19,0.5,1,19,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,36,1.0,0.1531
1,53400,VEV_6500,buy,1,Mark 22,0.0,2,0.0,0,12,1,14,0.5,1,14,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,26,1.0,0.2539
1,74100,VEV_5300,buy,1,Mark 22,42.0,3,126.0,42,22,44,25,43.0,2,25,-1.0,1.0,0.0,-2.0,at_bid,43.0,1.0,0.0,43.0,1.0,0.0,43.0,1.0,0.0,44.0,2.0,1.0,47,0.8697,0.7152
1,74100,VEV_5400,buy,1,Mark 22,14.0,3,42.0,14,22,15,25,14.5,1,25,-0.5,0.5,0.0,-1.0,at_bid,15.0,1.0,0.5,15.0,1.0,0.5,14.5,0.5,0.0,15.5,1.5,1.0,47,0.6136,0.634
1,74100,VEV_5500,buy,1,Mark 22,6.0,3,18.0,6,22,7,25,6.5,1,25,-0.5,0.5,0.0,-1.0,at_bid,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,47,0.8473,0.6117
1,74100,VEV_6000,buy,1,Mark 22,0.0,3,0.0,0,22,1,25,0.5,1,25,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,47,1.0,0.5964
1,74100,VEV_6500,buy,1,Mark 22,0.0,3,0.0,0,17,1,20,0.5,1,20,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,37,1.0,0.8512
1,82300,VELVETFRUIT_EXTRACT,buy,1,Mark 55,5235.0,3,15705.0,5235,67,5240,23,5237.5,5,23,-2.5,2.5,0.0,-5.0,at_bid,5238.5,3.5,1.0,5238.5,3.5,1.0,5237.0,2.0,-0.5,5235.5,0.5,-2.0,90,0.8202,0.7543
1,83200,VELVETFRUIT_EXTRACT,sell,-1,Mark 55,5237.0,7,36659.0,5231,61,5237,61,5234.0,6,61,3.0,3.0,6.0,0.0,at_ask,5234.0,3.0,-0.0,5234.0,3.0,-0.0,5235.5,1.5,-1.5,5235.0,2.0,-1.0,122,1.0,0.9194
1,85300,VEV_5400,buy,1,Mark 22,14.0,2,28.0,14,18,15,20,14.5,1,20,-0.5,0.5,0.0,-1.0,at_bid,14.5,0.5,0.0,14.5,0.5,0.0,14.5,0.5,0.0,14.5,0.5,0.0,38,0.6136,0.2998
1,85300,VEV_5500,buy,1,Mark 22,6.0,2,12.0,6,18,7,20,6.5,1,20,-0.5,0.5,0.0,-1.0,at_bid,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,38,0.8473,0.2588
1,85300,VEV_6000,buy,1,Mark 22,0.0,2,0.0,0,18,1,20,0.5,1,20,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,38,1.0,0.2303
1,85300,VEV_6500,buy,1,Mark 22,0.0,2,0.0,0,12,1,14,0.5,1,14,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,26,1.0,0.2539
1,86100,VEV_5400,buy,1,Mark 22,14.0,5,70.0,14,14,16,19,15.0,2,19,-1.0,1.0,0.0,-2.0,at_bid,15.0,1.0,0.0,15.0,1.0,0.0,15.0,1.0,0.0,14.5,0.5,-0.5,33,1.0,0.1182
1,86100,VEV_5500,buy,1,Mark 22,6.0,5,30.0,6,14,7,19,6.5,1,19,-0.5,0.5,0.0,-1.0,at_bid,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,6.5,0.5,0.0,33,0.8473,0.0769
1,86100,VEV_6000,buy,1,Mark 22,0.0,5,0.0,0,14,1,19,0.5,1,19,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,33,1.0,0.0483
1,86100,VEV_6500,buy,1,Mark 22,0.0,5,0.0,0,15,1,20,0.5,1,20,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,35,1.0,0.7536
1,89800,VEV_5300,buy,1,Mark 22,45.0,4,180.0,45,22,47,26,46.0,2,26,-1.0,1.0,0.0,-2.0,at_bid,46.0,1.0,0.0,46.0,1.0,0.0,46.0,1.0,0.0,46.0,1.0,0.0,48,0.8697,0.7773
1,89800,VEV_5400,buy,1,Mark 22,15.0,4,60.0,15,22,17,26,16.0,2,26,-1.0,1.0,0.0,-2.0,at_bid,16.0,1.0,0.0,16.0,1.0,0.0,15.5,0.5,-0.5,16.0,1.0,0.0,48,1.0,0.7135
1,89800,VEV_6000,buy,1,Mark 22,0.0,4,0.0,0,22,1,26,0.5,1,26,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,48,1.0,0.6842
1,89800,VEV_6500,buy,1,Mark 22,0.0,4,0.0,0,12,1,16,0.5,1,16,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,28,1.0,0.3778
1,93700,VELVETFRUIT_EXTRACT,sell,-1,Mark 55,5246.0,6,31476.0,5241,15,5246,62,5243.5,5,15,2.5,2.5,5.0,0.0,at_ask,5243.5,2.5,-0.0,5243.5,2.5,-0.0,5244.5,1.5,-1.0,5245.5,0.5,-2.0,77,0.8202,0.4983
1,93800,VELVETFRUIT_EXTRACT,sell,-1,Mark 55,5246.0,7,36722.0,5241,22,5246,54,5243.5,5,22,2.5,2.5,5.0,0.0,at_ask,5244.5,1.5,-1.0,5244.5,1.5,-1.0,5245.5,0.5,-2.0,5243.5,2.5,-0.0,76,0.8202,0.4747
1,107900,VELVETFRUIT_EXTRACT,sell,-1,Mark 55,5267.0,3,15801.0,5261,48,5267,48,5264.0,6,48,3.0,3.0,6.0,0.0,at_ask,5262.5,4.5,1.5,5262.5,4.5,1.5,5261.5,5.5,2.5,5264.0,3.0,-0.0,96,1.0,0.8151
1,110100,VELVETFRUIT_EXTRACT,buy,1,Mark 55,5265.0,4,21060.0,5265,59,5270,17,5267.5,5,17,-2.5,2.5,0.0,-5.0,at_bid,5267.5,2.5,0.0,5267.5,2.5,0.0,5267.5,2.5,0.0,5266.5,1.5,-1.0,76,0.8202,0.4747
1,120300,VEV_5400,buy,1,Mark 22,18.0,4,72.0,18,25,19,29,18.5,1,29,-0.5,0.5,0.0,-1.0,at_bid,18.5,0.5,0.0,18.5,0.5,0.0,19.0,1.0,0.5,19.5,1.5,1.0,54,0.6136,0.9224
1,120300,VEV_5500,buy,1,Mark 22,8.0,4,32.0,8,25,9,29,8.5,1,29,-0.5,0.5,0.0,-1.0,at_bid,8.5,0.5,0.0,8.5,0.5,0.0,8.5,0.5,0.0,8.5,0.5,0.0,54,0.8473,0.9167
1,120300,VEV_6000,buy,1,Mark 22,0.0,4,0.0,0,25,1,29,0.5,1,29,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,54,1.0,0.9135
1,120300,VEV_6500,buy,1,Mark 22,0.0,4,0.0,0,14,1,18,0.5,1,18,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,32,1.0,0.6265
1,123300,VELVETFRUIT_EXTRACT,buy,1,Mark 55,5262.0,7,36834.0,5262,62,5267,16,5264.5,5,16,-2.5,2.5,0.0,-5.0,at_bid,5264.5,2.5,0.0,5264.5,2.5,0.0,5264.5,2.5,0.0,5264.5,2.5,0.0,78,0.8202,0.521
1,127200,VEV_5500,buy,1,Mark 22,8.0,3,24.0,8,27,9,30,8.5,1,30,-0.5,0.5,0.0,-1.0,at_bid,8.5,0.5,0.0,8.5,0.5,0.0,9.0,1.0,0.5,9.0,1.0,0.5,57,0.8473,0.9577
1,127200,VEV_6000,buy,1,Mark 22,0.0,3,0.0,0,27,1,30,0.5,1,30,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,57,1.0,0.9562
1,127200,VEV_6500,buy,1,Mark 22,0.0,3,0.0,0,9,1,12,0.5,1,12,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,21,1.0,0.0249
1,131800,VELVETFRUIT_EXTRACT,buy,1,Mark 55,5261.0,5,26305.0,5261,57,5267,57,5264.0,6,57,-3.0,3.0,0.0,-6.0,at_bid,5262.5,1.5,-1.5,5262.5,1.5,-1.5,5262.5,1.5,-1.5,5264.0,3.0,0.0,114,1.0,0.8856
1,135200,VELVETFRUIT_EXTRACT,sell,-1,Mark 55,5264.0,8,42112.0,5258,67,5264,67,5261.0,6,67,3.0,3.0,6.0,0.0,at_ask,5259.5,4.5,1.5,5259.5,4.5,1.5,5258.5,5.5,2.5,5261.0,3.0,-0.0,134,1.0,0.9683
1,135900,VEV_5300,buy,1,Mark 22,52.0,3,156.0,52,24,54,27,53.0,2,27,-1.0,1.0,0.0,-2.0,at_bid,53.0,1.0,0.0,53.0,1.0,0.0,53.5,1.5,0.5,53.0,1.0,0.0,51,0.8697,0.841
1,135900,VEV_5400,buy,1,Mark 22,19.0,3,57.0,19,24,21,27,20.0,2,27,-1.0,1.0,0.0,-2.0,at_bid,20.0,1.0,0.0,20.0,1.0,0.0,20.0,1.0,0.0,20.0,1.0,0.0,51,1.0,0.7977
1,135900,VEV_5500,buy,1,Mark 22,8.0,3,24.0,8,24,9,27,8.5,1,27,-0.5,0.5,0.0,-1.0,at_bid,8.5,0.5,0.0,8.5,0.5,0.0,8.5,0.5,0.0,8.5,0.5,0.0,51,0.8473,0.7849
1,135900,VEV_6000,buy,1,Mark 22,0.0,3,0.0,0,24,1,27,0.5,1,27,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,51,1.0,0.7767
1,135900,VEV_6500,buy,1,Mark 22,0.0,3,0.0,0,10,1,13,0.5,1,13,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,23,1.0,0.0747
1,138000,VELVETFRUIT_EXTRACT,buy,1,Mark 55,5254.0,7,36778.0,5254,55,5259,24,5256.5,5,24,-2.5,2.5,0.0,-5.0,at_bid,5256.5,2.5,0.0,5256.5,2.5,0.0,5255.5,1.5,-1.0,5257.5,3.5,1.0,79,0.8202,0.5428
1,144500,VELVETFRUIT_EXTRACT,buy,1,Mark 55,5258.0,5,26290.0,5258,70,5263,21,5260.5,5,21,-2.5,2.5,0.0,-5.0,at_bid,5262.5,4.5,2.0,5262.5,4.5,2.0,5261.5,3.5,1.0,5261.0,3.0,0.5,91,0.8202,0.7667
1,145500,VEV_5400,buy,1,Mark 22,19.0,2,38.0,19,22,20,24,19.5,1,24,-0.5,0.5,0.0,-1.0,at_bid,19.5,0.5,0.0,19.5,0.5,0.0,19.5,0.5,0.0,20.0,1.0,0.5,46,0.6136,0.6332
1,145500,VEV_5500,buy,1,Mark 22,8.0,2,16.0,8,22,9,24,8.5,1,24,-0.5,0.5,0.0,-1.0,at_bid,8.5,0.5,0.0,8.5,0.5,0.0,8.5,0.5,0.0,8.5,0.5,0.0,46,0.8473,0.6109
1,145500,VEV_6000,buy,1,Mark 22,0.0,2,0.0,0,22,1,24,0.5,1,24,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,46,1.0,0.595
1,145500,VEV_6500,buy,1,Mark 22,0.0,2,0.0,0,13,1,15,0.5,1,15,-0.5,0.5,0.0,-1.0,at_bid,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,28,1.0,0.3778
