timestamp,buyer,seller,symbol,currency,price,quantity,day,mark22_side,counterparty,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,top_depth,total_depth,vvf_mid,replay_vol,vol_locked,role,price_vs_mid,price_vs_bid,price_vs_ask,price_vs_v314159_fair,future_mid_t10,mark22_mo_t10,contra_mo_t10,future_mid_t50,mark22_mo_t50,contra_mo_t50,future_mid_t200,mark22_mo_t200,contra_mo_t200,future_mid_t500,mark22_mo_t500,contra_mo_t500,spread_pctile_in_product_day,top_depth_pctile_in_product_day,total_depth_pctile_in_product_day
11800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,22,1,26,0.5,1,48,48.0,5241.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018110031905705336,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,68.42,68.42
11800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,8,1,12,0.5,1,20,20.0,5241.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.194513711268448e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,2.43,2.43
14800,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,4,1,sell,Mark 01,42,16,44,20,43.0,2,36,36.0,5234.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-3.7325784060663807,43.0,-1.0,1.0,43.0,-1.0,1.0,42.5,-0.5,0.5,43.0,-1.0,1.0,86.97,37.13,15.16
14800,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,sell,Mark 01,14,16,16,20,15.0,2,36,36.0,5234.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-3.632532891317325,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,100.0,22.41,15.28
14800,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,sell,Mark 01,6,16,7,20,6.5,1,36,36.0,5234.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741528410527664,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,18.2,15.31
14800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,16,1,20,0.5,1,36,36.0,5234.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018110004441978427,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,15.31,15.31
14800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,9,1,13,0.5,1,22,22.0,5234.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1942226842374586e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,7.43,7.43
16700,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,2,1,sell,Mark 01,41,25,43,27,42.0,2,52,52.0,5231.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-4.732568741592473,42.0,-1.0,1.0,42.0,-1.0,1.0,41.0,0.0,-0.0,42.0,-1.0,1.0,86.97,89.56,85.16
16700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,2,1,sell,Mark 01,14,25,15,27,14.5,1,52,52.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.6325281439073223,14.5,-0.5,0.5,14.5,-0.5,0.5,14.0,0.0,-0.0,14.5,-0.5,0.5,61.36,86.79,85.25
16700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,sell,Mark 01,6,25,7,27,6.5,1,52,52.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.674154618921186,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,85.83,85.24
16700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,sell,Mark 01,0,25,1,27,0.5,1,52,52.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.000181099915487923,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,85.28,85.28
16700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,sell,Mark 01,0,14,1,16,0.5,1,30,30.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.194086083231134e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,50.29,50.29
17400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5230.0,8,1,sell,Mark 67,5228,48,5230,8,5229.0,2,56,104.0,5229.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5232.5,-2.5,2.5,5232.5,-2.5,2.5,5233.5,-3.5,3.5,5233.0,-3.0,3.0,4.11,27.64,14.35
32800,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,sell,Mark 67,5236,51,5238,7,5237.0,2,58,109.0,5237.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5239.0,-1.0,1.0,5239.0,-1.0,1.0,5239.5,-1.5,1.5,5239.5,-1.5,1.5,4.11,27.77,22.1
36500,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,7,1,buy,Mark 55,5232,9,5235,56,5233.5,3,65,121.0,5233.5,170.0,True,passive_buy_at_bid,-1.5,0.0,-3.0,,5231.0,-1.0,1.0,5231.0,-1.0,1.0,5233.0,1.0,-1.0,5230.5,-1.5,1.5,7.32,31.08,50.25
38500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,sell,Mark 01,6,18,7,23,6.5,1,41,41.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741575555152721,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,35.11,32.54
38500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,18,1,23,0.5,1,41,41.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018109970251039458,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,32.55,32.55
38500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,13,1,18,0.5,1,31,31.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1938603658353598e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,50.42,50.42
39400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5234.0,5,1,buy,Mark 49,5232,20,5233,9,5232.5,1,29,149.0,5232.5,170.0,True,taker_buy_at_ask,1.5,2.0,1.0,,5233.5,-0.5,0.5,5233.5,-0.5,0.5,5234.5,0.5,-0.5,5234.5,0.5,-0.5,0.61,2.27,98.96
40400,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,4,1,sell,Mark 01,41,24,43,28,42.0,2,52,52.0,5233.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-4.732558849262574,42.0,-1.0,1.0,42.0,-1.0,1.0,42.0,-1.0,1.0,42.0,-1.0,1.0,86.97,89.56,85.16
40400,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,sell,Mark 01,14,24,15,28,14.5,1,52,52.0,5233.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.632523284284339,14.5,-0.5,0.5,14.5,-0.5,0.5,14.0,0.0,-0.0,14.0,0.0,-0.0,61.36,86.79,85.25
40400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,sell,Mark 01,6,24,7,28,6.5,1,52,52.0,5233.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741564389300123,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,85.83,85.24
40400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,24,1,28,0.5,1,52,52.0,5233.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018109978351771262,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,85.28,85.28
40400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,12,1,16,0.5,1,28,28.0,5233.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.19394614247758e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,37.78,37.78
43400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,5,1,sell,Mark 01,13,16,15,21,14.0,2,37,37.0,5231.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-4.632518239480948,13.5,-0.5,0.5,13.5,-0.5,0.5,14.0,-1.0,1.0,14.5,-1.5,1.5,100.0,22.78,15.34
43400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,sell,Mark 01,6,16,7,21,6.5,1,37,37.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741583281834878,6.0,0.0,-0.0,6.0,0.0,-0.0,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,18.36,15.36
43400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,16,1,21,0.5,1,37,37.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018109964649447178,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,15.36,15.36
43400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,10,1,15,0.5,1,25,25.0,5231.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.193800971561464e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,14.99,14.99
45400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,1,sell,Mark 67,5239,60,5241,8,5240.0,2,68,128.0,5240.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5243.5,-2.5,2.5,5243.5,-2.5,2.5,5242.0,-1.0,1.0,5247.5,-6.5,6.5,4.11,34.59,69.27
50700,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,5,1,sell,Mark 01,16,15,17,20,16.5,1,35,35.0,5244.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-1.6325415749450833,16.0,0.0,-0.0,16.0,0.0,-0.0,16.0,0.0,-0.0,16.5,-0.5,0.5,61.36,16.7,9.24
50700,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,sell,Mark 01,7,15,8,20,7.5,1,35,35.0,5244.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,1.6741495893273317,7.0,0.0,-0.0,7.0,0.0,-0.0,7.0,0.0,-0.0,7.5,-0.5,0.5,84.73,12.26,9.26
50700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,15,1,20,0.5,1,35,35.0,5244.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.0001811002801125187,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,9.26,9.26
50700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,8,1,13,0.5,1,21,21.0,5244.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.194472331568438e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,2.49,2.49
52800,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,sell,Mark 01,16,18,17,6,16.5,1,24,39.0,5247.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-1.6325488989067445,16.5,-0.5,0.5,16.5,-0.5,0.5,16.5,-0.5,0.5,16.5,-0.5,0.5,61.36,1.55,23.07
52800,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,sell,Mark 01,7,18,8,21,7.5,1,39,39.0,5247.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,1.6741468465898777,7.5,-0.5,0.5,7.5,-0.5,0.5,7.5,-0.5,0.5,7.5,-0.5,0.5,84.73,26.01,23.1
52800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,sell,Mark 01,0,18,1,21,0.5,1,39,39.0,5247.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.0001811004789804135,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,23.11,23.11
52800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,sell,Mark 01,0,9,1,12,0.5,1,21,21.0,5247.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1946830416715916e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,2.49,2.49
53400,Mark 14,Mark 22,VEV_5500,XIRECS,7.0,2,1,sell,Mark 14,7,3,8,19,7.5,1,22,36.0,5242.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,1.6741509838836564,7.5,-0.5,0.5,7.5,-0.5,0.5,7.0,0.0,-0.0,7.5,-0.5,0.5,84.73,0.27,15.31
53400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,sell,Mark 01,0,17,1,19,0.5,1,36,36.0,5242.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018110017899023714,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,15.31,15.31
53400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,sell,Mark 01,0,12,1,14,0.5,1,26,26.0,5242.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1943651653728178e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,25.39,25.39
73400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,buy,Mark 49,5235,15,5236,6,5235.5,1,21,124.0,5235.5,170.0,True,taker_buy_at_ask,1.5,2.0,1.0,,5236.5,-0.5,0.5,5236.5,-0.5,0.5,5237.0,0.0,-0.0,5235.5,-1.5,1.5,0.61,0.12,59.82
74100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,sell,Mark 01,42,22,44,25,43.0,2,47,47.0,5235.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-3.732538802352515,43.0,-1.0,1.0,43.0,-1.0,1.0,43.0,-1.0,1.0,44.0,-2.0,2.0,86.97,71.52,59.48
74100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,sell,Mark 01,14,22,15,25,14.5,1,47,47.0,5235.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.6325134359525393,15.0,-1.0,1.0,15.0,-1.0,1.0,14.5,-0.5,0.5,15.5,-1.5,1.5,61.36,63.4,59.58
74100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,sell,Mark 01,6,22,7,25,6.5,1,47,47.0,5235.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741601273975668,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,61.17,59.59
74100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,sell,Mark 01,0,22,1,25,0.5,1,47,47.0,5235.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018109951586591606,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,59.64,59.64
74100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,sell,Mark 01,0,17,1,20,0.5,1,37,37.0,5235.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.193662444426981e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,85.12,85.12
78400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,sell,Mark 67,5236,71,5238,7,5237.0,2,78,149.0,5237.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5241.0,-3.0,3.0,5241.0,-3.0,3.0,5238.5,-0.5,0.5,5237.5,0.5,-0.5,4.11,52.1,98.96
84600,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5233.0,8,1,sell,Mark 67,5231,62,5233,8,5232.0,2,70,132.0,5232.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5234.0,-1.0,1.0,5234.0,-1.0,1.0,5234.5,-1.5,1.5,5236.5,-3.5,3.5,4.11,37.32,77.89
85300,Mark 14,Mark 22,VEV_5300,XIRECS,42.0,2,1,sell,Mark 14,42,7,44,20,43.0,2,27,38.0,5235.0,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-3.7325235292411634,42.0,0.0,-0.0,42.0,0.0,-0.0,43.0,-1.0,1.0,43.0,-1.0,1.0,86.97,9.5,22.88
85300,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,2,1,sell,Mark 01,14,18,15,20,14.5,1,38,38.0,5235.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-3.632505932997809,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,14.5,-0.5,0.5,61.36,29.98,23.01
85300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,sell,Mark 01,6,18,7,20,6.5,1,38,38.0,5235.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741629373835032,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,25.88,23.03
85300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,sell,Mark 01,0,18,1,20,0.5,1,38,38.0,5235.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018109931203452636,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,23.03,23.03
85300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,sell,Mark 01,0,12,1,14,0.5,1,26,26.0,5235.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1934463790768736e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,25.39,25.39
86100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,sell,Mark 01,14,14,16,19,15.0,2,33,33.0,5237.0,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-3.6325119849302396,15.0,-1.0,1.0,15.0,-1.0,1.0,15.0,-1.0,1.0,14.5,-0.5,0.5,100.0,11.82,4.81
86100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,sell,Mark 01,6,14,7,19,6.5,1,33,33.0,5237.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.6741606710079182,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,6.5,-0.5,0.5,84.73,7.69,4.83
86100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,sell,Mark 01,0,14,1,19,0.5,1,33,33.0,5237.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.0001810994763877063,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,4.83,4.83
86100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,sell,Mark 01,0,15,1,20,0.5,1,35,35.0,5237.0,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1936204912179143e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,75.36,75.36
88500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5242.0,6,1,sell,Mark 67,5240,61,5242,6,5241.0,2,67,128.0,5241.0,170.0,True,passive_sell_at_ask,1.0,2.0,0.0,,5243.0,-1.0,1.0,5243.0,-1.0,1.0,5242.0,0.0,-0.0,5243.0,-1.0,1.0,4.11,33.21,69.27
89800,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,sell,Mark 01,45,22,47,26,46.0,2,48,48.0,5243.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-0.7325770225325385,46.0,-1.0,1.0,46.0,-1.0,1.0,46.0,-1.0,1.0,46.0,-1.0,1.0,86.97,77.73,68.25
89800,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,sell,Mark 01,15,22,17,26,16.0,2,48,48.0,5243.5,170.0,True,taker_sell_at_bid,-1.0,0.0,-2.0,-2.6325322097865644,16.0,-1.0,1.0,16.0,-1.0,1.0,15.5,-0.5,0.5,16.0,-1.0,1.0,100.0,71.35,68.35
89800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,22,1,26,0.5,1,48,48.0,5243.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.00018110002556771376,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,68.42,68.42
89800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,12,1,16,0.5,1,28,28.0,5243.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.1942023312549744e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,37.78,37.78
120300,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,4,1,sell,Mark 01,18,25,19,29,18.5,1,54,54.0,5257.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,0.3674087969308033,18.5,-0.5,0.5,18.5,-0.5,0.5,19.0,-1.0,1.0,19.5,-1.5,1.5,61.36,92.24,91.32
120300,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,4,1,sell,Mark 01,8,25,9,29,8.5,1,54,54.0,5257.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,2.674131005636422,8.5,-0.5,0.5,8.5,-0.5,0.5,8.5,-0.5,0.5,8.5,-0.5,0.5,84.73,91.67,91.33
120300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,sell,Mark 01,0,25,1,29,0.5,1,54,54.0,5257.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-0.0001811016269784491,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,91.35,91.35
120300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,sell,Mark 01,0,14,1,18,0.5,1,32,32.0,5257.5,170.0,True,taker_sell_at_bid,-0.5,0.0,-1.0,-2.195898754230417e-12,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,-0.5,0.5,100.0,62.65,62.65
