day,timestamp,rows,products,sides,total_qty
3,364700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,15
3,369800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,385400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,389100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,391400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,428900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,442200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,456600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,459800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,516400,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,531500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,535400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,15
3,547600,5,"VELVETFRUIT_EXTRACT,VEV_5400,VEV_5500,VEV_6000,VEV_6500","buy,sell",20
3,555100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,580600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,584300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,612700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,622500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,627700,5,"VEV_5200,VEV_5300,VEV_5400,VEV_6000,VEV_6500",buy,10
3,631300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,631500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,671800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,671900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,689900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,699400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,705400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,708800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,730000,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,741100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,753700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,15
3,820200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,834400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,864100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,868300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,10
3,877600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,894300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,15
3,918500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,25
3,977300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,4500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,9600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,43400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,50700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,52800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,85300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,86100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,89800,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",buy,16
1,120300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,145500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,153000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,170400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,235300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,304000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,322000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,350300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,399700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,410400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,428000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,437100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,455700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,460400,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,12
1,476500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,553100,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,16
1,567200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,574800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,636100,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,16
1,654200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,684000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,701200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,703200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,710500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,715000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,720500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,741900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,754200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,760000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,785800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,798100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,800400,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,12
1,801800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
1,851200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
1,865400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
1,901100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,921000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,937300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,943100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,950300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,13100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,23500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,29500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,41900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,42900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,79300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,105500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,20
2,171800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,225500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,239400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,253000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,268900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,275200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,287100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,287600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,289300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,316700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,317500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,347800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,350700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,362600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,20
2,376300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,398200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,410200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,415500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,423800,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",buy,20
2,443600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,456200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,461200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,495700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,508800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,554600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,555700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,566700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,575100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,587100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,593000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,622600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,642400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,644500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,688600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,691100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,726600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,733200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,748500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,8
2,763500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,764000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,793900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,808800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,825900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
2,836300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
2,876500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
2,898600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,8
2,934900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,948500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
2,977500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,8
3,33600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,8
3,37000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,45600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,47200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,54400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,69900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,70100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,70300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,74300,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",buy,12
3,87300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,118700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,126600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,132100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,142700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,144800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,166000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,250200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,269000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,346200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,350300,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,16
3,396000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,451300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,483900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,12
3,485500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,498100,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",buy,20
3,529600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,551600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,16
3,556400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,565600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,583100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,614800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,621000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,624200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,634500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,642500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,12
3,666500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,678700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,700300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,728500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,766900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,777600,4,"VEV_5200,VEV_5500,VEV_6000,VEV_6500",buy,20
3,784100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,785100,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",buy,8
3,788300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
3,793100,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",buy,8
3,807400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,8
3,826200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,837500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,839800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,842200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,878300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,937000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,937400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,20
3,983300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,12
3,997100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",buy,16
1,11800,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
1,38500,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
1,127200,3,"VEV_5500,VEV_6000,VEV_6500",buy,9
1,170500,3,"VEV_5500,VEV_6000,VEV_6500",buy,9
1,310100,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
1,322600,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
1,377900,3,"VEV_5500,VEV_6000,VEV_6500",buy,6
1,502700,3,"VEV_5500,VEV_6000,VEV_6500",buy,6
1,524000,3,"VEV_5400,VEV_6000,VEV_6500",buy,12
1,547600,3,"VEV_5400,VEV_6000,VEV_6500",buy,12
1,548400,3,"VEV_5400,VEV_6000,VEV_6500",buy,15
1,575800,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
1,631700,3,"VEV_5400,VEV_6000,VEV_6500",buy,9
1,735100,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
1,746300,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
1,813000,3,"VEV_5500,VEV_6000,VEV_6500",buy,9
1,824800,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
1,868800,3,"VEV_5500,VEV_6000,VEV_6500",buy,6
1,928400,3,"VEV_5500,VEV_6000,VEV_6500",buy,9
1,990300,3,"VEV_5400,VEV_6000,VEV_6500",buy,15
2,45100,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
2,52900,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
2,102600,3,"VEV_5500,VEV_6000,VEV_6500",buy,6
2,272000,3,"VEV_5500,VEV_6000,VEV_6500",buy,9
2,294600,3,"VEV_5400,VEV_6000,VEV_6500",buy,6
2,341400,3,"VEV_5400,VEV_6000,VEV_6500",buy,12
2,373800,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
2,548600,3,"VEV_5300,VEV_6000,VEV_6500",buy,6
2,695800,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
2,910900,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
2,924200,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
2,948000,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
2,972800,3,"VEV_5500,VEV_6000,VEV_6500",buy,6
2,977300,3,"VEV_5500,VEV_6000,VEV_6500",buy,12
3,40200,3,"VEV_5300,VEV_6000,VEV_6500",buy,9
3,172300,3,"VEV_5500,VEV_6000,VEV_6500",buy,6
3,253400,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
3,273400,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
3,329200,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
3,666700,3,"VEV_5500,VEV_6000,VEV_6500",buy,9
3,943900,3,"VEV_5500,VEV_6000,VEV_6500",buy,15
1,53400,2,"VEV_6000,VEV_6500",buy,4
1,206200,2,"VEV_6000,VEV_6500",buy,6
1,848900,2,"VEV_6000,VEV_6500",buy,10
1,6100,1,VELVETFRUIT_EXTRACT,sell,3
1,14300,1,VELVETFRUIT_EXTRACT,sell,6
1,31700,1,VELVETFRUIT_EXTRACT,sell,4
1,32600,1,VELVETFRUIT_EXTRACT,sell,5
1,38700,1,VELVETFRUIT_EXTRACT,buy,8
1,39800,1,VELVETFRUIT_EXTRACT,buy,4
1,43600,1,VELVETFRUIT_EXTRACT,buy,4
1,47700,1,VELVETFRUIT_EXTRACT,buy,4
1,48900,1,VELVETFRUIT_EXTRACT,buy,6
1,49800,1,VELVETFRUIT_EXTRACT,buy,3
1,82300,1,VELVETFRUIT_EXTRACT,buy,3
1,83200,1,VELVETFRUIT_EXTRACT,sell,7
1,93700,1,VELVETFRUIT_EXTRACT,sell,6
