trader,product,side,day,events,mean_gap,median_gap,min_gap,max_gap,std_gap,pct_gap_le_500,pct_gap_le_1000,pct_gap_le_5000
Mark 14,VEV_5200,buy,2,8,65942.85714285714,12600.0,8900.0,210000.0,81337.42183322624,0.0,0.0,0.0
Mark 14,VEV_5200,buy,3,19,43300.0,23650.0,500.0,154500.0,47777.51132316641,0.05555555555555555,0.1111111111111111,0.16666666666666666
Mark 14,VEV_5300,buy,1,6,152720.0,128400.0,10000.0,332600.0,123355.30795227257,0.0,0.0,0.0
Mark 14,VEV_5300,buy,2,14,69076.92307692308,61400.0,4500.0,176900.0,52653.76140166617,0.0,0.0,0.07692307692307693
Mark 14,VEV_5300,buy,3,10,94955.55555555556,78300.0,28200.0,215400.0,58391.80402914246,0.0,0.0,0.0
Mark 14,VEV_5400,buy,1,5,135025.0,127100.0,11200.0,274700.0,109611.17263612623,0.0,0.0,0.0
Mark 14,VEV_5400,buy,2,2,57500.0,57500.0,57500.0,57500.0,,0.0,0.0,0.0
Mark 14,VEV_5400,buy,3,6,182060.0,166300.0,6600.0,322300.0,124999.3319982151,0.0,0.0,0.0
Mark 14,VEV_5500,buy,1,3,397750.0,397750.0,324900.0,470600.0,103025.45801887997,0.0,0.0,0.0
Mark 14,VEV_5500,buy,2,3,64600.0,64600.0,46800.0,82400.0,25173.001410241093,0.0,0.0,0.0
Mark 22,HYDROGEL_PACK,buy,1,3,166050.0,166050.0,74200.0,257900.0,129895.51570396878,0.0,0.0,0.0
Mark 22,HYDROGEL_PACK,buy,2,4,297500.0,178100.0,157300.0,557100.0,225060.6140576356,0.0,0.0,0.0
Mark 22,HYDROGEL_PACK,buy,3,4,239666.66666666666,242700.0,190100.0,286200.0,48121.75530187291,0.0,0.0,0.0
Mark 22,HYDROGEL_PACK,sell,1,2,931300.0,931300.0,931300.0,931300.0,,0.0,0.0,0.0
Mark 22,HYDROGEL_PACK,sell,2,4,288800.0,243000.0,141100.0,482300.0,175150.1926918723,0.0,0.0,0.0
Mark 22,HYDROGEL_PACK,sell,3,2,179400.0,179400.0,179400.0,179400.0,,0.0,0.0,0.0
Mark 22,VELVETFRUIT_EXTRACT,buy,1,10,83966.66666666667,40500.0,2900.0,309400.0,98733.85944041688,0.0,0.0,0.1111111111111111
Mark 22,VELVETFRUIT_EXTRACT,buy,2,9,106800.0,60750.0,12000.0,495800.0,158756.42619164384,0.0,0.0,0.0
Mark 22,VELVETFRUIT_EXTRACT,buy,3,6,123840.0,86300.0,22600.0,262600.0,109048.44336348868,0.0,0.0,0.0
Mark 22,VELVETFRUIT_EXTRACT,sell,1,40,24843.589743589742,15400.0,700.0,137400.0,29239.16618862802,0.0,0.02564102564102564,0.1794871794871795
Mark 22,VELVETFRUIT_EXTRACT,sell,2,37,27244.444444444445,23800.0,300.0,78000.0,22043.974809385567,0.027777777777777776,0.027777777777777776,0.2222222222222222
Mark 22,VELVETFRUIT_EXTRACT,sell,3,24,40726.086956521736,19300.0,3400.0,203500.0,53251.711175163226,0.0,0.0,0.17391304347826086
Mark 22,VEV_5200,sell,1,7,110916.66666666667,87300.0,6000.0,346000.0,125678.91496455029,0.0,0.0,0.0
Mark 22,VEV_5200,sell,2,8,65942.85714285714,12600.0,8900.0,210000.0,81337.42183322624,0.0,0.0,0.0
Mark 22,VEV_5200,sell,3,31,26400.0,17400.0,500.0,79900.0,25153.926134899895,0.03333333333333333,0.06666666666666667,0.2
Mark 22,VEV_5300,sell,1,39,25613.157894736843,17000.0,400.0,124100.0,27399.015281699958,0.02631578947368421,0.02631578947368421,0.21052631578947367
Mark 22,VEV_5300,sell,2,45,22111.363636363636,20600.0,200.0,63800.0,16136.312017902728,0.022727272727272728,0.045454545454545456,0.18181818181818182
Mark 22,VEV_5300,sell,3,79,12184.615384615385,8750.0,100.0,62900.0,11682.432998277405,0.0641025641025641,0.08974358974358974,0.358974358974359
Mark 22,VEV_5400,sell,1,81,12322.5,9800.0,400.0,51500.0,10329.22577269425,0.0125,0.0375,0.2625
Mark 22,VEV_5400,sell,2,80,12413.924050632912,10700.0,500.0,58400.0,11090.93802161413,0.0379746835443038,0.08860759493670886,0.2911392405063291
Mark 22,VEV_5400,sell,3,115,8457.894736842105,5500.0,100.0,52300.0,8554.654011890714,0.06140350877192982,0.09649122807017543,0.45614035087719296
Mark 22,VEV_5500,sell,1,92,10808.791208791208,7300.0,100.0,51500.0,10022.57062114914,0.03296703296703297,0.07692307692307693,0.32967032967032966
Mark 22,VEV_5500,sell,2,94,10545.161290322581,9300.0,200.0,39300.0,8453.948345994677,0.053763440860215055,0.0967741935483871,0.3548387096774194
Mark 22,VEV_5500,sell,3,120,8102.5210084033615,5300.0,100.0,46000.0,8030.318209125287,0.07563025210084033,0.10084033613445378,0.47058823529411764
Mark 22,VEV_6000,sell,1,98,10162.886597938144,6900.0,100.0,51500.0,9401.067310723607,0.030927835051546393,0.08247422680412371,0.36082474226804123
Mark 22,VEV_6000,sell,2,95,10432.978723404256,8850.0,200.0,39300.0,8254.804899876575,0.05319148936170213,0.09574468085106383,0.35106382978723405
Mark 22,VEV_6000,sell,3,124,7839.024390243902,5100.0,100.0,46000.0,7940.997936072751,0.07317073170731707,0.10569105691056911,0.4959349593495935
Mark 22,VEV_6500,sell,1,98,10162.886597938144,6900.0,100.0,51500.0,9401.067310723607,0.030927835051546393,0.08247422680412371,0.36082474226804123
Mark 22,VEV_6500,sell,2,95,10432.978723404256,8850.0,200.0,39300.0,8254.804899876575,0.05319148936170213,0.09574468085106383,0.35106382978723405
Mark 22,VEV_6500,sell,3,124,7839.024390243902,5100.0,100.0,46000.0,7940.997936072751,0.07317073170731707,0.10569105691056911,0.4959349593495935
Mark 38,HYDROGEL_PACK,buy,1,189,5216.489361702128,3850.0,100.0,30000.0,5096.050102475941,0.11702127659574468,0.19148936170212766,0.5797872340425532
Mark 38,HYDROGEL_PACK,buy,2,165,5987.804878048781,3600.0,100.0,28700.0,6439.913695338753,0.11585365853658537,0.2073170731707317,0.6158536585365854
Mark 38,HYDROGEL_PACK,buy,3,161,6175.0,4850.0,100.0,41900.0,5514.463543818259,0.08125,0.1125,0.5125
Mark 38,HYDROGEL_PACK,sell,1,186,5222.7027027027025,3900.0,100.0,22600.0,4600.640697730287,0.10270270270270271,0.17297297297297298,0.6
Mark 38,HYDROGEL_PACK,sell,2,146,6802.068965517241,5000.0,100.0,39400.0,6441.709453992408,0.06206896551724138,0.11724137931034483,0.503448275862069
Mark 38,HYDROGEL_PACK,sell,3,175,5622.413793103448,3600.0,100.0,31800.0,6222.865995017679,0.10344827586206896,0.1896551724137931,0.6091954022988506
Mark 38,VEV_4000,buy,1,73,13794.444444444445,10650.0,200.0,93100.0,14380.678438900833,0.027777777777777776,0.06944444444444445,0.2916666666666667
Mark 38,VEV_4000,buy,2,64,15711.111111111111,11000.0,800.0,73700.0,13852.0303753534,0.0,0.015873015873015872,0.2698412698412698
Mark 38,VEV_4000,buy,3,72,13873.239436619719,11000.0,400.0,61500.0,12443.242087247643,0.028169014084507043,0.07042253521126761,0.2676056338028169
Mark 38,VEV_4000,sell,1,91,10895.555555555555,7500.0,300.0,44100.0,9763.690027152496,0.06666666666666667,0.07777777777777778,0.36666666666666664
Mark 38,VEV_4000,sell,2,64,15574.603174603175,10300.0,200.0,94400.0,18392.89807063487,0.031746031746031744,0.07936507936507936,0.31746031746031744
Mark 38,VEV_4000,sell,3,78,12607.792207792209,8600.0,200.0,45800.0,11647.676143128363,0.03896103896103896,0.11688311688311688,0.35064935064935066
Mark 49,VELVETFRUIT_EXTRACT,buy,1,6,151300.0,68800.0,5700.0,348600.0,160093.5039281732,0.0,0.0,0.0
Mark 49,VELVETFRUIT_EXTRACT,buy,2,6,157580.0,107000.0,34800.0,331600.0,123090.0970833966,0.0,0.0,0.0
Mark 49,VELVETFRUIT_EXTRACT,buy,3,5,211325.0,169350.0,125000.0,381600.0,115641.72761882567,0.0,0.0,0.0
Mark 49,VELVETFRUIT_EXTRACT,sell,1,34,29581.81818181818,17900.0,0.0,125300.0,30366.7525279031,0.06060606060606061,0.12121212121212122,0.21212121212121213
Mark 49,VELVETFRUIT_EXTRACT,sell,2,37,27572.222222222223,21750.0,0.0,103500.0,24238.382915310303,0.027777777777777776,0.05555555555555555,0.19444444444444445
Mark 49,VELVETFRUIT_EXTRACT,sell,3,34,27484.848484848484,20200.0,0.0,173600.0,32897.6264456507,0.09090909090909091,0.09090909090909091,0.15151515151515152
Mark 55,VELVETFRUIT_EXTRACT,buy,1,186,5307.5675675675675,3300.0,100.0,37500.0,5847.997337162882,0.06486486486486487,0.21621621621621623,0.6486486486486487
Mark 55,VELVETFRUIT_EXTRACT,buy,2,218,4572.350230414747,3300.0,100.0,22500.0,4302.214170129106,0.12903225806451613,0.2119815668202765,0.6497695852534562
Mark 55,VELVETFRUIT_EXTRACT,buy,3,194,5113.4715025906735,3500.0,100.0,30200.0,5175.284298799672,0.11917098445595854,0.18134715025906736,0.6373056994818653
Mark 55,VELVETFRUIT_EXTRACT,sell,1,198,4958.375634517766,3300.0,100.0,25500.0,4980.112837937206,0.08121827411167512,0.15736040609137056,0.6548223350253807
Mark 55,VELVETFRUIT_EXTRACT,sell,2,193,5176.041666666667,3650.0,100.0,27900.0,5115.723524732437,0.07291666666666667,0.16145833333333334,0.6510416666666666
Mark 55,VELVETFRUIT_EXTRACT,sell,3,209,4702.884615384615,3000.0,0.0,27900.0,4739.941432010801,0.08653846153846154,0.1778846153846154,0.6346153846153846
Mark 67,VELVETFRUIT_EXTRACT,buy,1,58,17121.052631578947,10300.0,700.0,90000.0,18689.91073167271,0.0,0.07017543859649122,0.19298245614035087
Mark 67,VELVETFRUIT_EXTRACT,buy,2,61,16543.333333333332,13650.0,700.0,64200.0,14600.445392169295,0.0,0.016666666666666666,0.25
Mark 67,VELVETFRUIT_EXTRACT,buy,3,46,21175.555555555555,14800.0,300.0,84300.0,19199.528350688433,0.06666666666666667,0.06666666666666667,0.2222222222222222
