product,side,timestamp,days,day_count,rows,total_qty,avg_trade_mo_t200
VELVETFRUIT_EXTRACT,buy,86100,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,87400,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,91700,3,1,1,6,5.5
VELVETFRUIT_EXTRACT,buy,95100,2,1,1,8,-1.0
VELVETFRUIT_EXTRACT,buy,96600,3,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,97400,2,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,101900,3,1,1,3,5.0
VELVETFRUIT_EXTRACT,buy,102200,3,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,103500,2,1,1,8,2.0
VELVETFRUIT_EXTRACT,buy,110100,1,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,122900,2,1,1,8,5.0
VELVETFRUIT_EXTRACT,buy,123300,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,131800,1,1,1,5,1.5
VELVETFRUIT_EXTRACT,buy,138000,1,1,1,7,1.5
VELVETFRUIT_EXTRACT,buy,144500,1,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,147200,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,151400,1,1,1,7,-0.5
VELVETFRUIT_EXTRACT,buy,165600,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,167600,1,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,171700,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,178200,2,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,179200,1,1,1,4,1.5
VELVETFRUIT_EXTRACT,buy,186200,3,1,1,8,2.5
VELVETFRUIT_EXTRACT,buy,188200,2,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,189700,2,1,1,6,3.0
VELVETFRUIT_EXTRACT,buy,190700,3,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,192600,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,194900,2,1,1,6,2.0
VELVETFRUIT_EXTRACT,buy,199000,3,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,201600,3,1,1,4,3.0
VELVETFRUIT_EXTRACT,buy,206800,1,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,209400,2,1,1,4,1.5
VELVETFRUIT_EXTRACT,buy,211400,2,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,214400,1,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,217800,2,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,231300,3,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,236100,3,1,1,8,4.0
VELVETFRUIT_EXTRACT,buy,248300,1,1,1,5,5.5
VELVETFRUIT_EXTRACT,buy,250500,1,1,1,4,3.5
VELVETFRUIT_EXTRACT,buy,251200,1,1,1,8,0.5
VELVETFRUIT_EXTRACT,buy,251400,3,1,1,4,5.5
VELVETFRUIT_EXTRACT,buy,259500,2,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,262200,1,1,1,4,3.0
VELVETFRUIT_EXTRACT,buy,265100,2,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,268600,2,1,1,5,2.0
VELVETFRUIT_EXTRACT,buy,269300,1,1,1,5,3.0
VELVETFRUIT_EXTRACT,buy,272300,3,1,1,6,0.0
VELVETFRUIT_EXTRACT,buy,272700,2,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,282100,3,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,283900,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,287000,3,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,288000,2,1,1,8,1.5
VELVETFRUIT_EXTRACT,buy,293400,3,1,1,6,3.0
VELVETFRUIT_EXTRACT,buy,293700,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,295400,3,1,1,3,0.5
VELVETFRUIT_EXTRACT,buy,296800,2,1,1,8,-1.5
VELVETFRUIT_EXTRACT,buy,296900,1,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,298800,3,1,1,7,4.5
VELVETFRUIT_EXTRACT,buy,301000,2,1,1,8,-0.5
VELVETFRUIT_EXTRACT,buy,305600,2,1,1,3,3.0
VELVETFRUIT_EXTRACT,buy,307900,2,1,1,8,2.5
VELVETFRUIT_EXTRACT,buy,308400,2,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,326800,3,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,333100,1,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,335300,1,1,1,3,1.0
VELVETFRUIT_EXTRACT,buy,336800,2,1,1,5,2.0
VELVETFRUIT_EXTRACT,buy,339900,3,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,344000,2,1,1,3,1.5
VELVETFRUIT_EXTRACT,buy,344600,2,1,1,7,4.0
VELVETFRUIT_EXTRACT,buy,344900,2,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,346900,3,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,353600,2,1,1,7,5.5
VELVETFRUIT_EXTRACT,buy,361600,2,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,362500,2,1,1,5,4.5
VELVETFRUIT_EXTRACT,buy,371900,3,1,1,4,3.5
VELVETFRUIT_EXTRACT,buy,372300,2,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,373000,3,1,1,6,5.0
VELVETFRUIT_EXTRACT,buy,376000,3,1,1,8,0.5
VELVETFRUIT_EXTRACT,buy,380900,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,389800,3,1,1,5,4.5
VELVETFRUIT_EXTRACT,buy,393000,1,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,393900,1,1,1,6,0.5
VELVETFRUIT_EXTRACT,buy,396200,1,1,1,7,1.5
VELVETFRUIT_EXTRACT,buy,399600,3,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,401900,1,1,1,8,1.5
VELVETFRUIT_EXTRACT,buy,403500,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,432100,2,1,1,8,2.5
VELVETFRUIT_EXTRACT,buy,435300,1,1,1,8,5.5
VELVETFRUIT_EXTRACT,buy,438000,1,1,1,7,6.0
VELVETFRUIT_EXTRACT,buy,441300,2,1,1,5,2.0
VELVETFRUIT_EXTRACT,buy,442400,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,444100,3,1,1,8,2.5
VELVETFRUIT_EXTRACT,buy,444300,1,1,1,7,3.5
VELVETFRUIT_EXTRACT,buy,446200,3,1,1,7,1.0
VELVETFRUIT_EXTRACT,buy,450700,3,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,453500,1,1,1,8,5.5
VELVETFRUIT_EXTRACT,buy,454800,1,1,1,3,1.5
VELVETFRUIT_EXTRACT,buy,455200,1,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,466000,2,1,1,3,0.5
VELVETFRUIT_EXTRACT,buy,468000,1,1,1,3,4.5
VELVETFRUIT_EXTRACT,buy,469100,3,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,469300,1,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,477300,2,1,1,8,2.5
VELVETFRUIT_EXTRACT,buy,483800,1,1,1,7,4.5
VELVETFRUIT_EXTRACT,buy,486000,2,1,1,5,2.0
VELVETFRUIT_EXTRACT,buy,486400,1,1,1,7,1.5
VELVETFRUIT_EXTRACT,buy,493200,3,1,1,8,2.5
VELVETFRUIT_EXTRACT,buy,493500,2,1,1,6,3.0
VELVETFRUIT_EXTRACT,buy,493900,1,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,498100,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,499000,3,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,505100,2,1,1,7,4.5
VELVETFRUIT_EXTRACT,buy,519800,2,1,1,5,2.5
VELVETFRUIT_EXTRACT,buy,520500,1,1,1,4,5.5
VELVETFRUIT_EXTRACT,buy,524900,3,1,1,8,4.0
VELVETFRUIT_EXTRACT,buy,526200,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,530000,1,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,530300,3,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,532400,3,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,548000,2,1,1,5,4.5
VELVETFRUIT_EXTRACT,buy,551500,2,1,1,6,1.0
VELVETFRUIT_EXTRACT,buy,559400,3,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,561000,3,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,563500,1,1,1,8,4.0
VELVETFRUIT_EXTRACT,buy,566100,3,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,569800,2,1,1,5,4.5
VELVETFRUIT_EXTRACT,buy,571600,1,1,1,7,2.0
VELVETFRUIT_EXTRACT,buy,573500,2,1,1,5,2.5
VELVETFRUIT_EXTRACT,buy,576400,1,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,578400,3,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,584900,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,587200,1,1,1,3,5.5
VELVETFRUIT_EXTRACT,buy,587400,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,589400,2,1,1,3,1.5
VELVETFRUIT_EXTRACT,buy,591700,3,1,1,4,1.5
VELVETFRUIT_EXTRACT,buy,595300,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,602800,3,1,1,5,-1.0
VELVETFRUIT_EXTRACT,buy,605700,1,1,1,7,4.5
VELVETFRUIT_EXTRACT,buy,605800,3,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,612900,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,624500,3,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,629200,2,1,1,5,0.5
VELVETFRUIT_EXTRACT,buy,630100,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,632500,3,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,634800,1,1,1,6,3.0
VELVETFRUIT_EXTRACT,buy,640500,1,1,1,3,0.0
VELVETFRUIT_EXTRACT,buy,648500,3,1,1,4,0.5
VELVETFRUIT_EXTRACT,buy,652100,1,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,659800,2,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,666500,1,1,1,7,3.0
VELVETFRUIT_EXTRACT,buy,669900,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,673000,2,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,684500,2,1,1,7,1.5
VELVETFRUIT_EXTRACT,buy,686400,2,1,1,8,0.5
VELVETFRUIT_EXTRACT,buy,687700,2,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,688300,3,1,1,4,3.5
VELVETFRUIT_EXTRACT,buy,688500,2,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,690000,3,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,692500,2,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,705700,2,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,707500,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,737600,2,1,1,5,1.5
VELVETFRUIT_EXTRACT,buy,738000,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,738500,2,1,1,4,1.5
VELVETFRUIT_EXTRACT,buy,738800,2,1,1,3,4.5
VELVETFRUIT_EXTRACT,buy,746000,3,1,1,4,2.0
VELVETFRUIT_EXTRACT,buy,751300,2,1,1,5,4.5
VELVETFRUIT_EXTRACT,buy,759300,3,1,1,8,-0.5
VELVETFRUIT_EXTRACT,buy,759800,3,1,1,4,3.0
VELVETFRUIT_EXTRACT,buy,762400,1,1,1,3,4.5
VELVETFRUIT_EXTRACT,buy,762600,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,763700,3,1,1,3,4.5
VELVETFRUIT_EXTRACT,buy,772500,1,1,1,7,1.5
VELVETFRUIT_EXTRACT,buy,773400,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,781500,2,1,1,7,-0.5
VELVETFRUIT_EXTRACT,buy,783400,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,785200,3,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,786800,3,1,1,5,2.5
VELVETFRUIT_EXTRACT,buy,791700,2,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,804800,3,1,1,5,6.0
VELVETFRUIT_EXTRACT,buy,810000,3,1,1,4,1.5
VELVETFRUIT_EXTRACT,buy,810800,2,1,1,5,1.5
VELVETFRUIT_EXTRACT,buy,812400,3,1,1,4,2.0
VELVETFRUIT_EXTRACT,buy,813400,3,1,1,3,4.0
VELVETFRUIT_EXTRACT,buy,813500,2,1,1,4,2.0
VELVETFRUIT_EXTRACT,buy,817900,1,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,819500,2,1,1,7,3.5
VELVETFRUIT_EXTRACT,buy,828200,3,1,1,6,1.5
VELVETFRUIT_EXTRACT,buy,833000,3,1,1,8,5.5
VELVETFRUIT_EXTRACT,buy,836000,1,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,844800,2,1,1,5,1.5
VELVETFRUIT_EXTRACT,buy,845400,2,1,1,7,1.5
VELVETFRUIT_EXTRACT,buy,852900,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,860900,3,1,1,3,5.5
VELVETFRUIT_EXTRACT,buy,861400,3,1,1,7,4.5
VELVETFRUIT_EXTRACT,buy,868700,1,1,1,4,0.5
VELVETFRUIT_EXTRACT,buy,871500,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,buy,876300,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,878000,2,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,882000,3,1,1,3,1.5
VELVETFRUIT_EXTRACT,buy,883000,2,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,884600,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,889900,2,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,890200,1,1,1,4,4.5
VELVETFRUIT_EXTRACT,buy,899700,1,1,1,5,2.5
VELVETFRUIT_EXTRACT,buy,901800,2,1,1,8,4.0
VELVETFRUIT_EXTRACT,buy,902100,3,1,1,5,3.5
VELVETFRUIT_EXTRACT,buy,916900,3,1,1,6,5.5
VELVETFRUIT_EXTRACT,buy,923500,3,1,1,8,1.5
VELVETFRUIT_EXTRACT,buy,927100,3,1,1,4,5.5
VELVETFRUIT_EXTRACT,buy,927200,3,1,1,4,4.0
VELVETFRUIT_EXTRACT,buy,928700,3,1,1,4,6.0
VELVETFRUIT_EXTRACT,buy,931200,1,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,933200,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,buy,935900,3,1,1,6,4.0
VELVETFRUIT_EXTRACT,buy,936000,2,1,1,7,0.5
VELVETFRUIT_EXTRACT,buy,937800,1,1,1,6,4.5
VELVETFRUIT_EXTRACT,buy,942700,2,1,1,3,2.0
VELVETFRUIT_EXTRACT,buy,950400,3,1,1,8,1.0
VELVETFRUIT_EXTRACT,buy,955900,2,1,1,6,4.0
VELVETFRUIT_EXTRACT,buy,957400,2,1,1,5,1.5
VELVETFRUIT_EXTRACT,buy,960400,2,1,1,4,2.5
VELVETFRUIT_EXTRACT,buy,961200,3,1,1,8,3.0
VELVETFRUIT_EXTRACT,buy,961500,3,1,1,7,2.5
VELVETFRUIT_EXTRACT,buy,964300,2,1,1,4,3.5
VELVETFRUIT_EXTRACT,buy,964500,3,1,1,6,2.5
VELVETFRUIT_EXTRACT,buy,965000,1,1,1,4,3.5
VELVETFRUIT_EXTRACT,buy,966200,1,1,1,7,5.5
VELVETFRUIT_EXTRACT,buy,968600,3,1,1,4,1.0
VELVETFRUIT_EXTRACT,buy,972800,1,1,1,3,3.5
VELVETFRUIT_EXTRACT,buy,975400,1,1,1,3,2.5
VELVETFRUIT_EXTRACT,buy,977200,2,1,1,5,2.5
VELVETFRUIT_EXTRACT,buy,983000,3,1,1,4,0.5
VELVETFRUIT_EXTRACT,buy,984800,3,1,1,5,1.5
VELVETFRUIT_EXTRACT,buy,985000,2,1,1,4,5.5
VELVETFRUIT_EXTRACT,buy,986000,3,1,1,3,2.0
VELVETFRUIT_EXTRACT,sell,6100,1,1,1,3,2.5
VELVETFRUIT_EXTRACT,sell,14200,3,1,1,5,0.5
VELVETFRUIT_EXTRACT,sell,14300,1,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,16300,2,1,1,5,1.5
VELVETFRUIT_EXTRACT,sell,28000,3,1,1,5,3.5
VELVETFRUIT_EXTRACT,sell,31700,1,1,1,4,0.5
VELVETFRUIT_EXTRACT,sell,32600,1,1,1,5,3.0
VELVETFRUIT_EXTRACT,sell,33300,2,1,1,7,2.5
VELVETFRUIT_EXTRACT,sell,36100,2,1,1,4,4.5
VELVETFRUIT_EXTRACT,sell,41700,2,1,1,5,3.5
VELVETFRUIT_EXTRACT,sell,48100,2,1,1,7,2.0
VELVETFRUIT_EXTRACT,sell,50000,3,1,1,4,6.5
VELVETFRUIT_EXTRACT,sell,52600,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,sell,53200,2,1,1,5,2.5
VELVETFRUIT_EXTRACT,sell,59200,2,1,1,8,1.5
VELVETFRUIT_EXTRACT,sell,67600,2,1,1,4,2.5
VELVETFRUIT_EXTRACT,sell,76700,2,1,1,4,4.5
VELVETFRUIT_EXTRACT,sell,83000,2,1,1,6,4.5
VELVETFRUIT_EXTRACT,sell,83200,1,1,1,7,1.5
VELVETFRUIT_EXTRACT,sell,84100,2,1,1,8,1.5
VELVETFRUIT_EXTRACT,sell,85500,2,1,1,8,1.5
VELVETFRUIT_EXTRACT,sell,92600,2,1,1,4,1.0
VELVETFRUIT_EXTRACT,sell,93700,1,1,1,6,1.5
VELVETFRUIT_EXTRACT,sell,93800,1,1,1,7,0.5
VELVETFRUIT_EXTRACT,sell,101300,3,1,1,4,1.5
VELVETFRUIT_EXTRACT,sell,107900,1,1,1,3,5.5
VELVETFRUIT_EXTRACT,sell,109400,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,111300,2,1,1,7,1.5
VELVETFRUIT_EXTRACT,sell,118100,2,1,1,3,4.5
VELVETFRUIT_EXTRACT,sell,119700,3,1,1,6,1.5
VELVETFRUIT_EXTRACT,sell,129000,3,1,1,8,1.0
VELVETFRUIT_EXTRACT,sell,133000,2,1,1,7,3.5
VELVETFRUIT_EXTRACT,sell,135200,1,1,1,8,5.5
VELVETFRUIT_EXTRACT,sell,135500,2,1,1,7,2.5
VELVETFRUIT_EXTRACT,sell,138700,2,1,1,3,5.0
VELVETFRUIT_EXTRACT,sell,143100,2,1,1,7,1.5
VELVETFRUIT_EXTRACT,sell,144300,2,1,1,6,2.5
VELVETFRUIT_EXTRACT,sell,144500,3,1,1,7,4.5
VELVETFRUIT_EXTRACT,sell,150700,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,sell,151600,3,1,1,7,5.0
VELVETFRUIT_EXTRACT,sell,154300,2,1,1,6,4.5
VELVETFRUIT_EXTRACT,sell,155100,2,1,1,8,2.5
VELVETFRUIT_EXTRACT,sell,158000,3,1,1,8,2.5
VELVETFRUIT_EXTRACT,sell,170900,3,1,1,5,1.5
VELVETFRUIT_EXTRACT,sell,172600,2,1,1,8,2.5
VELVETFRUIT_EXTRACT,sell,174800,3,1,1,5,2.5
VELVETFRUIT_EXTRACT,sell,175000,2,1,1,4,2.0
VELVETFRUIT_EXTRACT,sell,179100,2,1,1,8,5.0
VELVETFRUIT_EXTRACT,sell,180100,1,1,1,3,0.5
VELVETFRUIT_EXTRACT,sell,187400,1,1,1,8,3.0
VELVETFRUIT_EXTRACT,sell,187600,1,1,1,5,4.5
VELVETFRUIT_EXTRACT,sell,195800,3,1,1,7,2.5
VELVETFRUIT_EXTRACT,sell,203500,2,1,1,4,3.5
VELVETFRUIT_EXTRACT,sell,206000,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,207600,1,1,1,4,5.0
VELVETFRUIT_EXTRACT,sell,212100,2,1,1,4,4.5
VELVETFRUIT_EXTRACT,sell,213700,1,1,1,5,3.5
VELVETFRUIT_EXTRACT,sell,218200,3,1,1,8,5.5
VELVETFRUIT_EXTRACT,sell,232000,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,sell,237400,2,1,1,6,3.0
VELVETFRUIT_EXTRACT,sell,237900,1,1,1,6,4.5
VELVETFRUIT_EXTRACT,sell,252100,3,1,1,3,3.5
VELVETFRUIT_EXTRACT,sell,261700,3,1,1,4,0.5
VELVETFRUIT_EXTRACT,sell,263400,3,1,1,3,1.5
VELVETFRUIT_EXTRACT,sell,266500,1,1,1,5,4.0
VELVETFRUIT_EXTRACT,sell,275300,1,1,1,8,-0.5
VELVETFRUIT_EXTRACT,sell,278700,2,1,1,6,1.0
VELVETFRUIT_EXTRACT,sell,279600,1,1,1,4,0.5
VELVETFRUIT_EXTRACT,sell,282600,2,1,1,6,2.0
VELVETFRUIT_EXTRACT,sell,285600,2,1,1,4,3.0
VELVETFRUIT_EXTRACT,sell,286300,1,1,1,6,0.5
VELVETFRUIT_EXTRACT,sell,292400,1,1,1,8,2.5
VELVETFRUIT_EXTRACT,sell,292600,3,1,1,7,0.5
VELVETFRUIT_EXTRACT,sell,295600,3,1,1,8,0.5
VELVETFRUIT_EXTRACT,sell,306300,3,1,1,6,4.5
VELVETFRUIT_EXTRACT,sell,307500,1,1,1,8,4.5
VELVETFRUIT_EXTRACT,sell,309500,1,1,1,4,1.5
VELVETFRUIT_EXTRACT,sell,311700,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,313000,1,1,1,5,4.5
VELVETFRUIT_EXTRACT,sell,318600,3,1,1,4,2.0
VELVETFRUIT_EXTRACT,sell,320200,3,1,1,7,3.5
VELVETFRUIT_EXTRACT,sell,323300,3,1,1,7,2.0
VELVETFRUIT_EXTRACT,sell,332600,2,1,1,8,2.0
VELVETFRUIT_EXTRACT,sell,333900,2,1,1,7,3.0
VELVETFRUIT_EXTRACT,sell,344200,1,1,1,4,6.0
VELVETFRUIT_EXTRACT,sell,358400,2,1,1,5,4.5
VELVETFRUIT_EXTRACT,sell,360000,2,1,1,7,4.5
VELVETFRUIT_EXTRACT,sell,360300,3,1,1,5,2.5
VELVETFRUIT_EXTRACT,sell,361300,2,1,1,3,2.5
VELVETFRUIT_EXTRACT,sell,380200,3,1,1,5,0.5
VELVETFRUIT_EXTRACT,sell,382600,3,1,1,5,2.5
VELVETFRUIT_EXTRACT,sell,396000,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,sell,397200,3,1,1,5,3.5
VELVETFRUIT_EXTRACT,sell,401500,2,1,1,7,4.5
VELVETFRUIT_EXTRACT,sell,411200,1,1,1,7,3.5
VELVETFRUIT_EXTRACT,sell,411300,1,1,1,7,2.5
VELVETFRUIT_EXTRACT,sell,418200,3,1,1,6,1.5
VELVETFRUIT_EXTRACT,sell,419900,1,1,1,6,4.5
VELVETFRUIT_EXTRACT,sell,430100,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,431000,1,1,1,5,2.5
VELVETFRUIT_EXTRACT,sell,432800,3,1,1,7,2.5
VELVETFRUIT_EXTRACT,sell,436100,2,1,1,5,2.5
VELVETFRUIT_EXTRACT,sell,444200,2,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,444500,3,1,1,8,2.5
VELVETFRUIT_EXTRACT,sell,448100,1,1,1,3,2.5
VELVETFRUIT_EXTRACT,sell,448600,2,1,1,7,3.5
VELVETFRUIT_EXTRACT,sell,453600,1,1,1,4,2.5
VELVETFRUIT_EXTRACT,sell,454000,3,1,1,4,2.5
VELVETFRUIT_EXTRACT,sell,456400,3,1,1,6,3.5
VELVETFRUIT_EXTRACT,sell,459900,1,1,1,8,2.5
VELVETFRUIT_EXTRACT,sell,462300,1,1,1,8,3.5
VELVETFRUIT_EXTRACT,sell,468600,2,1,1,4,1.5
VELVETFRUIT_EXTRACT,sell,473000,2,1,1,4,1.5
VELVETFRUIT_EXTRACT,sell,474000,2,1,1,5,3.0
VELVETFRUIT_EXTRACT,sell,477900,1,1,1,5,3.5
VELVETFRUIT_EXTRACT,sell,483400,2,1,1,3,3.5
VELVETFRUIT_EXTRACT,sell,485400,3,1,1,3,2.5
VELVETFRUIT_EXTRACT,sell,486200,2,1,1,8,3.5
VELVETFRUIT_EXTRACT,sell,494300,2,1,1,6,3.5
