symbol,side,day,timestamp,events,qty_sum
HYDROGEL_PACK,buy,2,273500,1,6
HYDROGEL_PACK,buy,2,275800,1,6
HYDROGEL_PACK,buy,2,277000,1,6
HYDROGEL_PACK,buy,2,284300,1,6
HYDROGEL_PACK,buy,2,292800,1,6
HYDROGEL_PACK,buy,2,305700,1,6
HYDROGEL_PACK,buy,2,344600,1,6
HYDROGEL_PACK,buy,2,394100,1,6
HYDROGEL_PACK,buy,2,410100,1,6
HYDROGEL_PACK,buy,2,415400,1,6
HYDROGEL_PACK,buy,2,450900,1,6
HYDROGEL_PACK,buy,2,493800,1,6
HYDROGEL_PACK,buy,2,519800,1,6
HYDROGEL_PACK,buy,2,543800,1,6
HYDROGEL_PACK,buy,2,544400,1,6
HYDROGEL_PACK,buy,2,574200,1,6
HYDROGEL_PACK,buy,2,578300,1,6
HYDROGEL_PACK,buy,2,588400,1,6
HYDROGEL_PACK,buy,2,596600,1,6
HYDROGEL_PACK,buy,2,633100,1,6
HYDROGEL_PACK,buy,2,678700,1,6
HYDROGEL_PACK,buy,2,705900,1,6
HYDROGEL_PACK,buy,2,727700,1,6
HYDROGEL_PACK,buy,2,737300,1,6
HYDROGEL_PACK,buy,2,752100,1,6
HYDROGEL_PACK,buy,2,767700,1,6
HYDROGEL_PACK,buy,2,866800,1,6
HYDROGEL_PACK,buy,2,923800,1,6
HYDROGEL_PACK,buy,2,940100,1,6
HYDROGEL_PACK,buy,2,993200,1,6
HYDROGEL_PACK,buy,3,4400,1,6
HYDROGEL_PACK,buy,3,22500,1,6
HYDROGEL_PACK,buy,3,34200,1,6
HYDROGEL_PACK,buy,3,61300,1,6
HYDROGEL_PACK,buy,3,79900,1,6
HYDROGEL_PACK,buy,3,142700,1,6
HYDROGEL_PACK,buy,3,151400,1,6
HYDROGEL_PACK,buy,3,157500,1,6
HYDROGEL_PACK,buy,3,182100,1,6
HYDROGEL_PACK,buy,3,230900,1,6
HYDROGEL_PACK,buy,3,247000,1,6
HYDROGEL_PACK,buy,3,262100,1,6
HYDROGEL_PACK,buy,3,266300,1,6
HYDROGEL_PACK,buy,3,296200,1,6
HYDROGEL_PACK,buy,3,334800,1,6
HYDROGEL_PACK,buy,3,344800,1,6
HYDROGEL_PACK,buy,3,380200,1,6
HYDROGEL_PACK,buy,3,406800,1,6
HYDROGEL_PACK,buy,3,438800,1,6
HYDROGEL_PACK,buy,3,451300,1,6
HYDROGEL_PACK,buy,3,465600,1,6
HYDROGEL_PACK,buy,3,473400,1,6
HYDROGEL_PACK,buy,3,504500,1,6
HYDROGEL_PACK,buy,3,517800,1,6
HYDROGEL_PACK,buy,3,620100,1,6
HYDROGEL_PACK,buy,3,621500,1,6
HYDROGEL_PACK,buy,3,633800,1,6
HYDROGEL_PACK,buy,3,658900,1,6
HYDROGEL_PACK,buy,3,662300,1,6
HYDROGEL_PACK,buy,3,680400,1,6
HYDROGEL_PACK,buy,3,730900,1,6
HYDROGEL_PACK,buy,3,735900,1,6
HYDROGEL_PACK,buy,3,759800,1,6
HYDROGEL_PACK,buy,3,802100,1,6
HYDROGEL_PACK,buy,3,816700,1,6
HYDROGEL_PACK,buy,3,910900,1,6
HYDROGEL_PACK,buy,3,950100,1,6
HYDROGEL_PACK,buy,3,975300,1,6
HYDROGEL_PACK,sell,1,22800,1,6
HYDROGEL_PACK,sell,1,33600,1,6
HYDROGEL_PACK,sell,1,43900,1,6
HYDROGEL_PACK,sell,1,81300,1,6
HYDROGEL_PACK,sell,1,101500,1,6
HYDROGEL_PACK,sell,1,134500,1,6
HYDROGEL_PACK,sell,1,151200,1,6
HYDROGEL_PACK,sell,1,156400,1,6
HYDROGEL_PACK,sell,1,161200,1,6
HYDROGEL_PACK,sell,1,203200,1,6
HYDROGEL_PACK,sell,1,211100,1,6
HYDROGEL_PACK,sell,1,292800,1,6
HYDROGEL_PACK,sell,1,302400,1,6
HYDROGEL_PACK,sell,1,403600,1,6
HYDROGEL_PACK,sell,1,409300,1,6
HYDROGEL_PACK,sell,1,499900,1,6
HYDROGEL_PACK,sell,1,501400,1,6
HYDROGEL_PACK,sell,1,503500,1,6
HYDROGEL_PACK,sell,1,507800,1,6
HYDROGEL_PACK,sell,1,578800,1,6
HYDROGEL_PACK,sell,1,647900,1,6
HYDROGEL_PACK,sell,1,653200,1,6
HYDROGEL_PACK,sell,1,695200,1,6
HYDROGEL_PACK,sell,1,725800,1,6
HYDROGEL_PACK,sell,1,730800,1,6
HYDROGEL_PACK,sell,1,745000,1,6
HYDROGEL_PACK,sell,1,756600,1,6
HYDROGEL_PACK,sell,1,845500,1,6
HYDROGEL_PACK,sell,1,862900,1,6
HYDROGEL_PACK,sell,1,894300,1,6
HYDROGEL_PACK,sell,1,912000,1,6
HYDROGEL_PACK,sell,1,918500,1,6
HYDROGEL_PACK,sell,1,936500,1,6
HYDROGEL_PACK,sell,1,957800,1,6
HYDROGEL_PACK,sell,1,982900,1,6
HYDROGEL_PACK,sell,1,988400,1,6
HYDROGEL_PACK,sell,2,10200,1,6
HYDROGEL_PACK,sell,2,151600,1,6
HYDROGEL_PACK,sell,2,164600,1,6
HYDROGEL_PACK,sell,2,235700,1,6
HYDROGEL_PACK,sell,2,279900,1,6
HYDROGEL_PACK,sell,2,351400,1,6
HYDROGEL_PACK,sell,2,449000,1,6
HYDROGEL_PACK,sell,2,511000,1,6
HYDROGEL_PACK,sell,2,547000,1,6
HYDROGEL_PACK,sell,2,548500,1,6
HYDROGEL_PACK,sell,2,585200,1,6
HYDROGEL_PACK,sell,2,601600,1,6
HYDROGEL_PACK,sell,2,661900,1,6
HYDROGEL_PACK,sell,2,686100,1,6
HYDROGEL_PACK,sell,2,707900,1,6
HYDROGEL_PACK,sell,2,715500,1,6
HYDROGEL_PACK,sell,2,736200,1,6
HYDROGEL_PACK,sell,2,784000,1,6
HYDROGEL_PACK,sell,2,795400,1,6
HYDROGEL_PACK,sell,2,842800,1,6
HYDROGEL_PACK,sell,2,849400,1,6
HYDROGEL_PACK,sell,2,861800,1,6
HYDROGEL_PACK,sell,2,867500,1,6
HYDROGEL_PACK,sell,2,891600,1,6
HYDROGEL_PACK,sell,2,928800,1,6
HYDROGEL_PACK,sell,2,929600,1,6
HYDROGEL_PACK,sell,2,947900,1,6
HYDROGEL_PACK,sell,2,949800,1,6
HYDROGEL_PACK,sell,2,965500,1,6
HYDROGEL_PACK,sell,3,52300,1,6
HYDROGEL_PACK,sell,3,56200,1,6
HYDROGEL_PACK,sell,3,100500,1,6
HYDROGEL_PACK,sell,3,109500,1,6
HYDROGEL_PACK,sell,3,119000,1,6
HYDROGEL_PACK,sell,3,126600,1,6
HYDROGEL_PACK,sell,3,136100,1,6
HYDROGEL_PACK,sell,3,182500,1,6
HYDROGEL_PACK,sell,3,206300,1,6
HYDROGEL_PACK,sell,3,261600,1,6
HYDROGEL_PACK,sell,3,265900,1,6
HYDROGEL_PACK,sell,3,270900,1,6
HYDROGEL_PACK,sell,3,276600,1,6
HYDROGEL_PACK,sell,3,277800,1,6
HYDROGEL_PACK,sell,3,390600,1,6
HYDROGEL_PACK,sell,3,394800,1,6
HYDROGEL_PACK,sell,3,398500,1,6
HYDROGEL_PACK,sell,3,404300,1,6
HYDROGEL_PACK,sell,3,465000,1,6
HYDROGEL_PACK,sell,3,511400,1,6
HYDROGEL_PACK,sell,3,519500,1,6
HYDROGEL_PACK,sell,3,519700,1,6
HYDROGEL_PACK,sell,3,536400,1,6
HYDROGEL_PACK,sell,3,541100,1,6
HYDROGEL_PACK,sell,3,544900,1,6
HYDROGEL_PACK,sell,3,672800,1,6
HYDROGEL_PACK,sell,3,688400,1,6
HYDROGEL_PACK,sell,3,719500,1,6
HYDROGEL_PACK,sell,3,741800,1,6
HYDROGEL_PACK,sell,3,776400,1,6
HYDROGEL_PACK,sell,3,793200,1,6
HYDROGEL_PACK,sell,3,813500,1,6
HYDROGEL_PACK,sell,3,837800,1,6
HYDROGEL_PACK,sell,3,838300,1,6
HYDROGEL_PACK,sell,3,869600,1,6
HYDROGEL_PACK,sell,3,903300,1,6
HYDROGEL_PACK,sell,3,927500,1,6
HYDROGEL_PACK,buy,1,6200,1,5
HYDROGEL_PACK,buy,1,40900,1,5
HYDROGEL_PACK,buy,1,41300,1,5
HYDROGEL_PACK,buy,1,63200,1,5
HYDROGEL_PACK,buy,1,145600,1,5
HYDROGEL_PACK,buy,1,164300,1,5
HYDROGEL_PACK,buy,1,174200,1,5
HYDROGEL_PACK,buy,1,202700,1,5
HYDROGEL_PACK,buy,1,218500,1,5
HYDROGEL_PACK,buy,1,221200,1,5
HYDROGEL_PACK,buy,1,248200,1,5
HYDROGEL_PACK,buy,1,254700,1,5
HYDROGEL_PACK,buy,1,295000,1,5
HYDROGEL_PACK,buy,1,306500,1,5
HYDROGEL_PACK,buy,1,316200,1,5
HYDROGEL_PACK,buy,1,323300,1,5
HYDROGEL_PACK,buy,1,364800,1,5
HYDROGEL_PACK,buy,1,383300,1,5
HYDROGEL_PACK,buy,1,436200,1,5
HYDROGEL_PACK,buy,1,479100,1,5
HYDROGEL_PACK,buy,1,513200,1,5
HYDROGEL_PACK,buy,1,533400,1,5
HYDROGEL_PACK,buy,1,630400,1,5
HYDROGEL_PACK,buy,1,681500,1,5
HYDROGEL_PACK,buy,1,690500,1,5
HYDROGEL_PACK,buy,1,698300,1,5
HYDROGEL_PACK,buy,1,700400,1,5
HYDROGEL_PACK,buy,1,701200,1,5
HYDROGEL_PACK,buy,1,759100,1,5
HYDROGEL_PACK,buy,1,768800,1,5
HYDROGEL_PACK,buy,1,800600,1,5
HYDROGEL_PACK,buy,1,909300,1,5
HYDROGEL_PACK,buy,1,950700,1,5
HYDROGEL_PACK,buy,1,953700,1,5
HYDROGEL_PACK,buy,2,60700,1,5
HYDROGEL_PACK,buy,2,114500,1,5
HYDROGEL_PACK,buy,2,145100,1,5
HYDROGEL_PACK,buy,2,169200,1,5
HYDROGEL_PACK,buy,2,239800,1,5
HYDROGEL_PACK,buy,2,272900,1,5
HYDROGEL_PACK,buy,2,283700,1,5
HYDROGEL_PACK,buy,2,288000,1,5
HYDROGEL_PACK,buy,2,306100,1,5
HYDROGEL_PACK,buy,2,392400,1,5
HYDROGEL_PACK,buy,2,394300,1,5
HYDROGEL_PACK,buy,2,413500,1,5
HYDROGEL_PACK,buy,2,556000,1,5
HYDROGEL_PACK,buy,2,556100,1,5
HYDROGEL_PACK,buy,2,576700,1,5
HYDROGEL_PACK,buy,2,659500,1,5
HYDROGEL_PACK,buy,2,681000,1,5
HYDROGEL_PACK,buy,2,686700,1,5
HYDROGEL_PACK,buy,2,734200,1,5
HYDROGEL_PACK,buy,2,749400,1,5
HYDROGEL_PACK,buy,2,804500,1,5
HYDROGEL_PACK,buy,2,880800,1,5
HYDROGEL_PACK,buy,2,890200,1,5
HYDROGEL_PACK,buy,2,902500,1,5
HYDROGEL_PACK,buy,2,918200,1,5
HYDROGEL_PACK,buy,2,948400,1,5
HYDROGEL_PACK,buy,2,968600,1,5
HYDROGEL_PACK,buy,3,83500,1,5
HYDROGEL_PACK,buy,3,95200,1,5
HYDROGEL_PACK,buy,3,118500,1,5
HYDROGEL_PACK,buy,3,131500,1,5
HYDROGEL_PACK,buy,3,173800,1,5
HYDROGEL_PACK,buy,3,198800,1,5
HYDROGEL_PACK,buy,3,221900,1,5
HYDROGEL_PACK,buy,3,310600,1,5
HYDROGEL_PACK,buy,3,347100,1,5
HYDROGEL_PACK,buy,3,396500,1,5
HYDROGEL_PACK,buy,3,397100,1,5
HYDROGEL_PACK,buy,3,480200,1,5
HYDROGEL_PACK,buy,3,533800,1,5
HYDROGEL_PACK,buy,3,555500,1,5
HYDROGEL_PACK,buy,3,578300,1,5
HYDROGEL_PACK,buy,3,591200,1,5
HYDROGEL_PACK,buy,3,610300,1,5
HYDROGEL_PACK,buy,3,624000,1,5
HYDROGEL_PACK,buy,3,642300,1,5
HYDROGEL_PACK,buy,3,686400,1,5
HYDROGEL_PACK,buy,3,694500,1,5
HYDROGEL_PACK,buy,3,752700,1,5
HYDROGEL_PACK,buy,3,791800,1,5
HYDROGEL_PACK,buy,3,875200,1,5
HYDROGEL_PACK,buy,3,879700,1,5
HYDROGEL_PACK,buy,3,886300,1,5
HYDROGEL_PACK,buy,3,891200,1,5
HYDROGEL_PACK,buy,3,891600,1,5
HYDROGEL_PACK,buy,3,963600,1,5
HYDROGEL_PACK,buy,3,989800,1,5
HYDROGEL_PACK,sell,1,32000,1,5
HYDROGEL_PACK,sell,1,52400,1,5
HYDROGEL_PACK,sell,1,101400,1,5
HYDROGEL_PACK,sell,1,107100,1,5
HYDROGEL_PACK,sell,1,130800,1,5
HYDROGEL_PACK,sell,1,152700,1,5
HYDROGEL_PACK,sell,1,182800,1,5
HYDROGEL_PACK,sell,1,192800,1,5
HYDROGEL_PACK,sell,1,210600,1,5
HYDROGEL_PACK,sell,1,226100,1,5
HYDROGEL_PACK,sell,1,285400,1,5
HYDROGEL_PACK,sell,1,327600,1,5
HYDROGEL_PACK,sell,1,335300,1,5
HYDROGEL_PACK,sell,1,342400,1,5
HYDROGEL_PACK,sell,1,344000,1,5
HYDROGEL_PACK,sell,1,348500,1,5
HYDROGEL_PACK,sell,1,373700,1,5
HYDROGEL_PACK,sell,1,394800,1,5
HYDROGEL_PACK,sell,1,450000,1,5
HYDROGEL_PACK,sell,1,477600,1,5
HYDROGEL_PACK,sell,1,495300,1,5
HYDROGEL_PACK,sell,1,509900,1,5
HYDROGEL_PACK,sell,1,519000,1,5
HYDROGEL_PACK,sell,1,530600,1,5
HYDROGEL_PACK,sell,1,568700,1,5
HYDROGEL_PACK,sell,1,604700,1,5
HYDROGEL_PACK,sell,1,606400,1,5
HYDROGEL_PACK,sell,1,653300,1,5
HYDROGEL_PACK,sell,1,699100,1,5
HYDROGEL_PACK,sell,1,724400,1,5
HYDROGEL_PACK,sell,1,775100,1,5
HYDROGEL_PACK,sell,1,800100,1,5
HYDROGEL_PACK,sell,1,847200,1,5
HYDROGEL_PACK,sell,1,867100,1,5
HYDROGEL_PACK,sell,1,871700,1,5
HYDROGEL_PACK,sell,1,924500,1,5
HYDROGEL_PACK,sell,1,950300,1,5
HYDROGEL_PACK,sell,2,71800,1,5
HYDROGEL_PACK,sell,2,143800,1,5
HYDROGEL_PACK,sell,2,153200,1,5
HYDROGEL_PACK,sell,2,181600,1,5
HYDROGEL_PACK,sell,2,195600,1,5
HYDROGEL_PACK,sell,2,206700,1,5
HYDROGEL_PACK,sell,2,256200,1,5
HYDROGEL_PACK,sell,2,265200,1,5
HYDROGEL_PACK,sell,2,359500,1,5
HYDROGEL_PACK,sell,2,385500,1,5
HYDROGEL_PACK,sell,2,401200,1,5
HYDROGEL_PACK,sell,2,421100,1,5
HYDROGEL_PACK,sell,2,488700,1,5
HYDROGEL_PACK,sell,2,500600,1,5
HYDROGEL_PACK,sell,2,516500,1,5
HYDROGEL_PACK,sell,2,524600,1,5
HYDROGEL_PACK,sell,2,610900,1,5
HYDROGEL_PACK,sell,2,620000,1,5
HYDROGEL_PACK,sell,2,689700,1,5
HYDROGEL_PACK,sell,2,690800,1,5
HYDROGEL_PACK,sell,2,691600,1,5
HYDROGEL_PACK,sell,2,719000,1,5
HYDROGEL_PACK,sell,2,743500,1,5
HYDROGEL_PACK,sell,2,752500,1,5
HYDROGEL_PACK,sell,2,787400,1,5
HYDROGEL_PACK,sell,2,827000,1,5
HYDROGEL_PACK,sell,2,863300,1,5
HYDROGEL_PACK,sell,2,876900,1,5
HYDROGEL_PACK,sell,2,944300,1,5
HYDROGEL_PACK,sell,2,961700,1,5
HYDROGEL_PACK,sell,2,984700,1,5
HYDROGEL_PACK,sell,3,8100,1,5
HYDROGEL_PACK,sell,3,24500,1,5
HYDROGEL_PACK,sell,3,35500,1,5
HYDROGEL_PACK,sell,3,38600,1,5
HYDROGEL_PACK,sell,3,50700,1,5
HYDROGEL_PACK,sell,3,84900,1,5
HYDROGEL_PACK,sell,3,108400,1,5
HYDROGEL_PACK,sell,3,110200,1,5
HYDROGEL_PACK,sell,3,180800,1,5
HYDROGEL_PACK,sell,3,202200,1,5
HYDROGEL_PACK,sell,3,205100,1,5
HYDROGEL_PACK,sell,3,209200,1,5
HYDROGEL_PACK,sell,3,220600,1,5
HYDROGEL_PACK,sell,3,230300,1,5
HYDROGEL_PACK,sell,3,312800,1,5
HYDROGEL_PACK,sell,3,332700,1,5
HYDROGEL_PACK,sell,3,368900,1,5
HYDROGEL_PACK,sell,3,377800,1,5
HYDROGEL_PACK,sell,3,386400,1,5
HYDROGEL_PACK,sell,3,466900,1,5
HYDROGEL_PACK,sell,3,497600,1,5
HYDROGEL_PACK,sell,3,498100,1,5
HYDROGEL_PACK,sell,3,604800,1,5
HYDROGEL_PACK,sell,3,736500,1,5
HYDROGEL_PACK,sell,3,783800,1,5
HYDROGEL_PACK,sell,3,791400,1,5
HYDROGEL_PACK,sell,3,828300,1,5
HYDROGEL_PACK,sell,3,866600,1,5
HYDROGEL_PACK,sell,3,882400,1,5
HYDROGEL_PACK,sell,3,912400,1,5
HYDROGEL_PACK,sell,3,951200,1,5
HYDROGEL_PACK,sell,3,963700,1,5
HYDROGEL_PACK,sell,3,965600,1,5
HYDROGEL_PACK,sell,3,966700,1,5
HYDROGEL_PACK,sell,3,975900,1,5
HYDROGEL_PACK,sell,3,977400,1,5
HYDROGEL_PACK,buy,1,5100,1,4
HYDROGEL_PACK,buy,1,15000,1,4
HYDROGEL_PACK,buy,1,78500,1,4
HYDROGEL_PACK,buy,1,94400,1,4
HYDROGEL_PACK,buy,1,103100,1,4
HYDROGEL_PACK,buy,1,126000,1,4
HYDROGEL_PACK,buy,1,155900,1,4
HYDROGEL_PACK,buy,1,185800,1,4
HYDROGEL_PACK,buy,1,193400,1,4
HYDROGEL_PACK,buy,1,217500,1,4
HYDROGEL_PACK,buy,1,230000,1,4
HYDROGEL_PACK,buy,1,262300,1,4
HYDROGEL_PACK,buy,1,266300,1,4
HYDROGEL_PACK,buy,1,266600,1,4
HYDROGEL_PACK,buy,1,318300,1,4
HYDROGEL_PACK,buy,1,335500,1,4
HYDROGEL_PACK,buy,1,363100,1,4
HYDROGEL_PACK,buy,1,380700,1,4
HYDROGEL_PACK,buy,1,383600,1,4
HYDROGEL_PACK,buy,1,396300,1,4
HYDROGEL_PACK,buy,1,397800,1,4
HYDROGEL_PACK,buy,1,411000,1,4
HYDROGEL_PACK,buy,1,494500,1,4
HYDROGEL_PACK,buy,1,507200,1,4
HYDROGEL_PACK,buy,1,526600,1,4
HYDROGEL_PACK,buy,1,600400,1,4
HYDROGEL_PACK,buy,1,640700,1,4
HYDROGEL_PACK,buy,1,669200,1,4
HYDROGEL_PACK,buy,1,727900,1,4
HYDROGEL_PACK,buy,1,731000,1,4
HYDROGEL_PACK,buy,1,767100,1,4
HYDROGEL_PACK,buy,1,792200,1,4
HYDROGEL_PACK,buy,1,876000,1,4
HYDROGEL_PACK,buy,1,899200,1,4
HYDROGEL_PACK,buy,1,908700,1,4
HYDROGEL_PACK,buy,1,914400,1,4
HYDROGEL_PACK,buy,1,914800,1,4
HYDROGEL_PACK,buy,1,985400,1,4
HYDROGEL_PACK,buy,1,985800,1,4
HYDROGEL_PACK,buy,2,11200,1,4
HYDROGEL_PACK,buy,2,129400,1,4
HYDROGEL_PACK,buy,2,150600,1,4
HYDROGEL_PACK,buy,2,157000,1,4
HYDROGEL_PACK,buy,2,161100,1,4
HYDROGEL_PACK,buy,2,170100,1,4
HYDROGEL_PACK,buy,2,193400,1,4
HYDROGEL_PACK,buy,2,224300,1,4
HYDROGEL_PACK,buy,2,310100,1,4
HYDROGEL_PACK,buy,2,315400,1,4
HYDROGEL_PACK,buy,2,347400,1,4
HYDROGEL_PACK,buy,2,416600,1,4
HYDROGEL_PACK,buy,2,420200,1,4
HYDROGEL_PACK,buy,2,430200,1,4
HYDROGEL_PACK,buy,2,430700,1,4
HYDROGEL_PACK,buy,2,433900,1,4
HYDROGEL_PACK,buy,2,443400,1,4
HYDROGEL_PACK,buy,2,452800,1,4
HYDROGEL_PACK,buy,2,561000,1,4
HYDROGEL_PACK,buy,2,587700,1,4
HYDROGEL_PACK,buy,2,592200,1,4
HYDROGEL_PACK,buy,2,597500,1,4
HYDROGEL_PACK,buy,2,634300,1,4
HYDROGEL_PACK,buy,2,674400,1,4
HYDROGEL_PACK,buy,2,694500,1,4
HYDROGEL_PACK,buy,2,697000,1,4
HYDROGEL_PACK,buy,2,753400,1,4
HYDROGEL_PACK,buy,2,771300,1,4
HYDROGEL_PACK,buy,2,802700,1,4
HYDROGEL_PACK,buy,2,855100,1,4
HYDROGEL_PACK,buy,2,870400,1,4
HYDROGEL_PACK,buy,2,967500,1,4
HYDROGEL_PACK,buy,2,992200,1,4
HYDROGEL_PACK,buy,3,19200,1,4
HYDROGEL_PACK,buy,3,22300,1,4
HYDROGEL_PACK,buy,3,89800,1,4
HYDROGEL_PACK,buy,3,112400,1,4
HYDROGEL_PACK,buy,3,121500,1,4
HYDROGEL_PACK,buy,3,125300,1,4
HYDROGEL_PACK,buy,3,138200,1,4
HYDROGEL_PACK,buy,3,152300,1,4
HYDROGEL_PACK,buy,3,160100,1,4
HYDROGEL_PACK,buy,3,183400,1,4
HYDROGEL_PACK,buy,3,205400,1,4
HYDROGEL_PACK,buy,3,259200,1,4
HYDROGEL_PACK,buy,3,366200,1,4
HYDROGEL_PACK,buy,3,391700,1,4
HYDROGEL_PACK,buy,3,417100,1,4
HYDROGEL_PACK,buy,3,424000,1,4
HYDROGEL_PACK,buy,3,434400,1,4
HYDROGEL_PACK,buy,3,461400,1,4
HYDROGEL_PACK,buy,3,486800,1,4
HYDROGEL_PACK,buy,3,490700,1,4
HYDROGEL_PACK,buy,3,495400,1,4
HYDROGEL_PACK,buy,3,540300,1,4
HYDROGEL_PACK,buy,3,565700,1,4
HYDROGEL_PACK,buy,3,590000,1,4
HYDROGEL_PACK,buy,3,644900,1,4
HYDROGEL_PACK,buy,3,647400,1,4
HYDROGEL_PACK,buy,3,660300,1,4
HYDROGEL_PACK,buy,3,664700,1,4
HYDROGEL_PACK,buy,3,714200,1,4
HYDROGEL_PACK,buy,3,727700,1,4
HYDROGEL_PACK,buy,3,776900,1,4
HYDROGEL_PACK,buy,3,904700,1,4
HYDROGEL_PACK,buy,3,907300,1,4
HYDROGEL_PACK,buy,3,933300,1,4
HYDROGEL_PACK,buy,3,992400,1,4
HYDROGEL_PACK,sell,1,37400,1,4
HYDROGEL_PACK,sell,1,53000,1,4
HYDROGEL_PACK,sell,1,59300,1,4
HYDROGEL_PACK,sell,1,64300,1,4
HYDROGEL_PACK,sell,1,65400,1,4
HYDROGEL_PACK,sell,1,92100,1,4
HYDROGEL_PACK,sell,1,129800,1,4
HYDROGEL_PACK,sell,1,133700,1,4
HYDROGEL_PACK,sell,1,151100,1,4
HYDROGEL_PACK,sell,1,188400,1,4
HYDROGEL_PACK,sell,1,239600,1,4
HYDROGEL_PACK,sell,1,255000,1,4
HYDROGEL_PACK,sell,1,308100,1,4
HYDROGEL_PACK,sell,1,317100,1,4
HYDROGEL_PACK,sell,1,457700,1,4
HYDROGEL_PACK,sell,1,489600,1,4
HYDROGEL_PACK,sell,1,500800,1,4
HYDROGEL_PACK,sell,1,515200,1,4
HYDROGEL_PACK,sell,1,566100,1,4
HYDROGEL_PACK,sell,1,580600,1,4
HYDROGEL_PACK,sell,1,614100,1,4
HYDROGEL_PACK,sell,1,637500,1,4
HYDROGEL_PACK,sell,1,647600,1,4
HYDROGEL_PACK,sell,1,673800,1,4
HYDROGEL_PACK,sell,1,768100,1,4
HYDROGEL_PACK,sell,1,786700,1,4
HYDROGEL_PACK,sell,1,797600,1,4
HYDROGEL_PACK,sell,1,805300,1,4
HYDROGEL_PACK,sell,1,816800,1,4
HYDROGEL_PACK,sell,1,821100,1,4
HYDROGEL_PACK,sell,1,853500,1,4
HYDROGEL_PACK,sell,1,898200,1,4
HYDROGEL_PACK,sell,1,901400,1,4
HYDROGEL_PACK,sell,1,964700,1,4
HYDROGEL_PACK,sell,1,988000,1,4
HYDROGEL_PACK,sell,1,989000,1,4
HYDROGEL_PACK,sell,2,29200,1,4
HYDROGEL_PACK,sell,2,44000,1,4
HYDROGEL_PACK,sell,2,49400,1,4
HYDROGEL_PACK,sell,2,219200,1,4
HYDROGEL_PACK,sell,2,238900,1,4
HYDROGEL_PACK,sell,2,239400,1,4
HYDROGEL_PACK,sell,2,243800,1,4
HYDROGEL_PACK,sell,2,282200,1,4
HYDROGEL_PACK,sell,2,300800,1,4
HYDROGEL_PACK,sell,2,338400,1,4
HYDROGEL_PACK,sell,2,384800,1,4
HYDROGEL_PACK,sell,2,498500,1,4
HYDROGEL_PACK,sell,2,501600,1,4
HYDROGEL_PACK,sell,2,512800,1,4
HYDROGEL_PACK,sell,2,582600,1,4
HYDROGEL_PACK,sell,2,645000,1,4
HYDROGEL_PACK,sell,2,650000,1,4
HYDROGEL_PACK,sell,2,739000,1,4
HYDROGEL_PACK,sell,2,740000,1,4
HYDROGEL_PACK,sell,2,755000,1,4
HYDROGEL_PACK,sell,2,766500,1,4
HYDROGEL_PACK,sell,2,775300,1,4
HYDROGEL_PACK,sell,2,824000,1,4
HYDROGEL_PACK,sell,2,834000,1,4
HYDROGEL_PACK,sell,2,903600,1,4
HYDROGEL_PACK,sell,2,927700,1,4
HYDROGEL_PACK,sell,2,958400,1,4
HYDROGEL_PACK,sell,2,994800,1,4
HYDROGEL_PACK,sell,3,38400,1,4
