group,target,components,r2,resid_sd,adf_t,half_life,min_day_r2,max_day_resid_sd,max_day_half_life,max_beta_abs_dev,beta_stability_ratio,beta_GALAXY_SOUNDS_BLACK_HOLES,beta_GALAXY_SOUNDS_PLANETARY_RINGS,beta_GALAXY_SOUNDS_SOLAR_WINDS,beta_GALAXY_SOUNDS_SOLAR_FLAMES,beta_GALAXY_SOUNDS_DARK_MATTER,beta_SLEEP_POD_LAMB_WOOL,beta_SLEEP_POD_POLYESTER,beta_SLEEP_POD_NYLON,beta_SLEEP_POD_COTTON,beta_SLEEP_POD_SUEDE,beta_MICROCHIP_OVAL,beta_MICROCHIP_SQUARE,beta_MICROCHIP_RECTANGLE,beta_MICROCHIP_TRIANGLE,beta_MICROCHIP_CIRCLE,beta_PEBBLES_S,beta_PEBBLES_M,beta_PEBBLES_L,beta_PEBBLES_XL,beta_PEBBLES_XS,beta_ROBOT_MOPPING,beta_ROBOT_DISHES,beta_ROBOT_LAUNDRY,beta_ROBOT_IRONING,beta_ROBOT_VACUUMING,beta_UV_VISOR_AMBER,beta_UV_VISOR_ORANGE,beta_UV_VISOR_RED,beta_UV_VISOR_MAGENTA,beta_UV_VISOR_YELLOW,beta_TRANSLATOR_ASTRO_BLACK,beta_TRANSLATOR_ECLIPSE_CHARCOAL,beta_TRANSLATOR_GRAPHITE_MIST,beta_TRANSLATOR_VOID_BLUE,beta_TRANSLATOR_SPACE_GRAY,beta_PANEL_2X2,beta_PANEL_1X4,beta_PANEL_2X4,beta_PANEL_4X4,beta_PANEL_1X2,beta_OXYGEN_SHAKE_EVENING_BREATH,beta_OXYGEN_SHAKE_MINT,beta_OXYGEN_SHAKE_CHOCOLATE,beta_OXYGEN_SHAKE_GARLIC,beta_OXYGEN_SHAKE_MORNING_BREATH,beta_SNACKPACK_VANILLA,beta_SNACKPACK_PISTACHIO,beta_SNACKPACK_STRAWBERRY,beta_SNACKPACK_RASPBERRY,beta_SNACKPACK_CHOCOLATE
SLEEP_POD,SLEEP_POD_COTTON,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON",0.7918989181447968,404.94185933066456,-3.3796795137187643,880.1651823461021,0.612766354663674,309.6307887272472,589.783254325811,0.6420478643441042,2.306702235627731,,,,,,0.0853192175568631,0.8934633676782238,0.18528738173345063,,-0.16040470689047737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_MOPPING,"ROBOT_VACUUMING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",0.7914769009064355,350.3129691318886,-4.2254623939150395,584.8944583485195,0.11337804408264485,306.59753879802105,758.524765500969,0.5291719378812457,1.7918323062135948,,,,,,,,,,,,,,,,,,,,,,-0.5458901191206759,-0.3338836492294718,-0.5437180510655124,-0.6002796163054672,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_VACUUMING,"ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",0.7737548329518517,254.59279772513867,-3.9062827094722667,708.6690833873963,0.18382346467516864,213.00024311391314,594.656961794971,0.25942598191329863,3.468989924428304,,,,,,,,,,,,,,,,,,,,,-0.3170541131363286,-0.28700243169569467,0.1620715035091727,0.05773392573288264,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT,ROBOT_IRONING,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY",0.7708570250461865,369.0771501834655,-3.5920277382352213,874.1546549057789,0.327165917629607,246.05674687301516,543.0131638670932,0.7784611964762229,3.6436509345276913,,,,,,,,,,,,,,,,,,,,,-0.6035255172035513,-0.4402725717106749,0.015651900384425228,,0.12133139173436146,,,,,,,,,,,,,,,,,,,,,,,,,
SNACKPACK,SNACKPACK_PISTACHIO,"SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY",0.7700662299433497,89.90501424904657,-3.3771679324788213,1011.2211250155643,0.6149732474651906,89.24170297515077,834.0679631750759,0.6321645032378098,1.6416755863160797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3196193167413274,,-0.3067256303996746,-0.851846864663611,0.4352196035228494
SLEEP_POD,SLEEP_POD_SUEDE,"SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD_COTTON",0.7532629586155458,447.0196527620332,-3.1340409184777007,1027.4467408148391,0.393338979380664,374.8950418104042,1134.820716883371,0.8110987238509323,7.6806419450496435,,,,,,0.05768937883328884,0.9673055368615945,-0.12260038289547195,-0.1954721980080173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNACKPACK,SNACKPACK_RASPBERRY,"SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY",0.7455509379805116,85.6576768136062,-3.758778321745782,746.1083900932387,0.8264917603303675,66.79630697558723,718.5177863037056,0.3675221855201592,0.7374285258969754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01596402520677767,-0.7732613149380243,-0.3595443415646522,,0.03957740278923266
ROBOT,ROBOT_LAUNDRY,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_IRONING",0.729277981843454,319.6324369524613,-3.599792378390597,808.0542620481308,0.38321878903725926,180.1251468600939,371.6576297085033,0.37282940698937483,2.4592041742141753,,,,,,,,,,,,,,,,,,,,,-0.27796134964218194,-0.45086574329463314,,0.011739090480468097,0.2554560107231044,,,,,,,,,,,,,,,,,,,,,,,,,
PANEL,PANEL_2X2,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",0.7000838359528497,369.54249653714464,-3.049166535979977,1140.5402639070362,0.30046885383427124,265.7884995706979,438.52842085304985,0.5730304632250409,2.767471350516043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18104373486721692,-0.41149800200502956,-0.628654226694312,-0.34317424505888905,,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,"OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE",0.6945956765103445,526.8443160873768,-3.6573626912316115,955.9943463994528,0.4538670847238818,251.8284465470699,315.3850517106933,1.059903199159643,4.151940617486701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9708804835265068,-0.4018299578646499,0.8085117218722997,,-0.6898101897679976,,,,,
TRANSLATOR,TRANSLATOR_VOID_BLUE,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST",0.6770909198775938,329.1562069293615,-3.720400277671267,778.8981059309981,0.3107514005132316,208.20710821077776,412.4563735135529,0.49460394686053194,1.3669406827210202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6238663498409187,0.5065746200270247,0.021493389661280775,,-0.40582283392210716,,,,,,,,,,,,,,,
ROBOT,ROBOT_DISHES,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_LAUNDRY,ROBOT_IRONING",0.6734592978035743,318.07910397215227,-5.332070543560205,360.53877049999255,0.21026906347641006,287.258572299004,769.7577169937377,0.5562395872904717,3.3559061481670645,,,,,,,,,,,,,,,,,,,,,-0.45005239823927806,,-0.4464942039957136,-0.3270074085233146,-0.4479851601557635,,,,,,,,,,,,,,,,,,,,,,,,,
UV_VISOR,UV_VISOR_RED,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_MAGENTA",0.670600859368901,337.30365330408557,-3.83412766326545,782.9027682748374,0.3492781426820899,226.3922556107063,432.28602195827517,0.3776402331567032,1.4711683431501463,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6817909932714777,-0.13614144639907416,,-0.46889810372948615,-0.3820067579415789,,,,,,,,,,,,,,,,,,,,
PANEL,PANEL_2X4,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_4X4",0.5775456756001709,407.64532302307913,-3.0959112385735343,1105.3310639055112,0.550794311904163,300.7889789286741,615.1272197827741,0.8207159931921733,8.068273700803557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5007303113013233,-0.3127680184617714,,-0.6767845532109,-0.16045647308287866,,,,,,,,,,
MICROCHIP,MICROCHIP_CIRCLE,"MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",0.5501999749369464,357.13471576722554,-2.801720419494845,1489.1548187533137,0.4724525984817881,252.82958519745185,585.3072518504422,0.8098560776386656,9.378882905296722,,,,,,,,,,,-0.21442162257043978,-0.16261948563584053,0.12396982342286295,-0.23032920612292027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANEL,PANEL_1X4,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",0.5364129696519009,567.8607955092638,-1.8935603172778237,2778.3039652590087,0.3973646316110694,442.737377832939,871.7054220489971,0.9204028040669398,3.606194486701665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4275023401891457,,-0.6069336040728603,-0.23537250758253384,-0.03872800511182878,,,,,,,,,,
UV_VISOR,UV_VISOR_ORANGE,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",0.527672185507158,378.40202273986233,-1.3366528394773662,1442.2232458184706,0.2714410564307552,366.6441498921007,445.4131668253557,1.5453555979520663,4.540717692275637,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5347619596578589,,-0.17133858217676123,-0.1340781456611012,-0.13825840037194717,,,,,,,,,,,,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,"OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC",0.4981486717546725,462.44898707312217,-2.835366050987513,1298.8356544085923,0.28851177072019507,615.7158391198363,1245.2984024388993,0.8744895562396902,2.653357090713359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.785941779227791,-0.14175030146027986,0.21185615041775954,-0.531487032070346,,,,,,
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",0.4972177320307739,347.25909811095494,-3.101466523232778,1076.427674272664,0.3753676905728176,310.8680636129963,998.2945843227944,0.35455780165283174,1.4653921525874112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2141589981212275,-0.09876498056439777,-0.6943760438040406,-0.17843562150748274,,,,,,,,,,,,,,,
PANEL,PANEL_4X4,"PANEL_1X2,PANEL_2X2,PANEL_1X4,PANEL_2X4",0.48019266008430905,329.50791989897755,-3.1373817441695473,1012.4276392203495,0.4413461693869881,259.6935812065923,434.39754505632044,0.7367901563436164,4.095591423107941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4998213210189206,-0.07925080390418426,-0.44219845930070295,,-0.06432447091684326,,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,"OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC",0.4783415016695003,404.89297030418953,-3.3935619017027925,1295.8661609278447,0.4870759369465233,207.92264532201517,291.47467944192454,0.7283575845248959,3.5631212211211287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4255327470872355,0.06723569287000562,,0.47753168839736326,0.16240293917845344,,,,,
UV_VISOR,UV_VISOR_YELLOW,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",0.44007761894135045,510.1745610915147,-2.6262100128103825,1526.9728144317514,0.3325019726996128,516.9865335364142,754.1242966097525,1.1225962040936686,4.5740274319153515,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42105967368115405,-0.2513172092262968,-0.8739096901272165,0.11655514285509577,,,,,,,,,,,,,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,"OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC",0.423146830265581,303.6627648969344,-3.4939118199195587,787.4345090139029,0.3232656475626776,202.37412068144585,447.53115560820754,0.611825021338468,2.6680634549742703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2644209439231498,0.23935119371088168,-0.3225405017091284,-0.3388798878473784,,,,,
SLEEP_POD,SLEEP_POD_NYLON,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON",0.38513687031279353,398.90371946445833,-2.568670399637183,1603.0058780578436,0.6355202092040809,191.4343842957962,425.48170955055343,0.5090492147406158,5.007570084836823,,,,,,0.5790757071011995,0.10383293600547576,,0.17980289114813525,-0.09762808360186095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANEL,PANEL_1X2,"PANEL_2X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",0.3174386089799187,487.364895946429,-2.255815798443998,2635.831504508303,0.6077349612285506,269.2599888599354,504.6603569260742,0.610258265322246,4.191746848397742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5968901319536781,-0.028526588863572136,-0.22935108711547225,-0.14071908307618916,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_SPACE_GRAY,"TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",0.30916947045844456,417.8235485380334,-2.3401334178635276,1608.2822483259104,0.1250906646385107,284.44493719445705,938.6802364814199,0.42869408218921723,1.5581624136698542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25832124092493997,0.2176119899645333,0.06116683945136765,-0.6539103442647745,,,,,,,,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES",0.30141883890383614,452.2591508392647,-2.0533489468154396,2116.6113160271025,0.4740675953782808,279.87084759519684,453.7536695483226,0.9307674032360826,6.029990711362644,0.24041308077443127,0.053519680370168146,,-0.34358517927320165,-0.08439250770861191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLEEP_POD,SLEEP_POD_LAMB_WOOL,"SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD_COTTON",0.2877772055726556,348.68115581375207,-3.5547440630902285,1224.8444764385176,0.23176712121379472,421.87871838789613,1327.728722175555,0.6901334549277381,7.060070772256641,,,,,,,-0.1651278455430961,0.44244177750750435,0.063258439251977,0.0350993911337323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,"TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE",0.2641830715469957,305.0593633046703,-3.2399878249130434,1044.7919527876984,0.6489907746582935,237.80576189905642,403.95930050779316,0.475523297040105,2.0242701654224446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652714279834559,,-0.0483986407237474,0.43511900057087066,0.11600206305181786,,,,,,,,,,,,,,,
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,"OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC",0.24308926787849894,442.06984309591326,-2.0639475606674376,1794.6603021024594,0.2732624533392112,398.343516118588,1233.9785413624797,0.41747976939834375,2.4409078263232855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5603953797416523,,0.08014956879485062,-0.28291729214856054,-0.1295323083444758,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES",0.21956601813198273,846.6967571945423,-0.5314172059026685,4729.035627732248,0.4256933769974671,340.41402459348984,422.05001224253033,1.162414986073256,4.687563219290974,,0.05068514132921258,0.8426343529884573,0.09018905077157008,-0.049958874287648794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,"GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES",0.19998204976969702,684.981430602332,-1.5483030090998322,2873.617189223791,0.5540779538199812,287.25167853716147,538.8548036368753,0.6700594055557161,7.08658988275654,0.033172825587778794,,0.12277116629903585,0.05897714968805629,1.0112819695503057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,"GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES",0.1932115494571468,297.03489407555173,-3.0082496826634015,1119.3796807773815,0.61115684329766,202.2314242490961,357.51672731912436,0.42779224305519625,4.935373592400833,-0.006148537029021841,0.19016457167014725,-0.03640358107487128,-0.029807484466317914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
