group,day,time_bin,ticks,spread_median,top_depth_median,imbalance_abs_mean,mid_ret_abs_mean,passive_fill_next5_pct,trade_count,trade_qty,trade_ticks_pct
GALAXY_SOUNDS,3,9,5000,14.0,36.0,0.02210703144717826,8.8899,0.0914,120,315,0.024
GALAXY_SOUNDS,4,0,5000,14.0,36.0,0.02249285354695947,8.944244244244244,0.1034,150,385,0.03
GALAXY_SOUNDS,4,1,5000,14.0,36.0,0.027281574040401484,8.6747,0.095,135,280,0.027
GALAXY_SOUNDS,4,2,5000,14.0,36.0,0.022168543020671165,8.8377,0.094,140,370,0.028
GALAXY_SOUNDS,4,3,5000,14.0,36.0,0.019607373234391153,8.88,0.0838,115,245,0.023
GALAXY_SOUNDS,4,4,5000,14.0,36.0,0.01920452214787968,8.6991,0.0854,125,315,0.025
GALAXY_SOUNDS,4,5,5000,14.0,36.0,0.02552020079255322,9.0257,0.0826,115,265,0.023
GALAXY_SOUNDS,4,6,5000,14.0,36.0,0.018865316746958034,8.8545,0.0666,90,210,0.018
GALAXY_SOUNDS,4,7,5000,14.0,36.0,0.018490559627327697,8.9719,0.082,115,265,0.023
GALAXY_SOUNDS,4,8,5000,14.0,36.0,0.02454286263860984,8.7759,0.0952,130,295,0.026
GALAXY_SOUNDS,4,9,5000,14.0,36.0,0.025901106831070466,8.9705,0.0822,130,340,0.026
MICROCHIP,2,0,5000,9.0,12.0,0.018637855534702753,9.978478478478479,0.0736,90,165,0.018
MICROCHIP,2,1,5000,9.0,12.0,0.02234170729987421,11.1381,0.0816,95,190,0.019
MICROCHIP,2,2,5000,9.0,12.0,0.022945461654372407,11.449,0.07,80,155,0.016
MICROCHIP,2,3,5000,9.0,12.0,0.02604918996387269,11.3011,0.0876,100,185,0.02
MICROCHIP,2,4,5000,9.0,12.0,0.04296225252351433,11.1432,0.0852,100,195,0.02
MICROCHIP,2,5,5000,9.0,12.0,0.04124733020755985,11.1256,0.0522,65,130,0.013
MICROCHIP,2,6,5000,9.0,12.0,0.040416966038742314,11.3149,0.1082,125,240,0.025
MICROCHIP,2,7,5000,9.0,12.0,0.036530365953744336,11.4026,0.073,95,195,0.019
MICROCHIP,2,8,5000,9.0,12.0,0.036195848942998494,11.3409,0.0502,60,130,0.012
MICROCHIP,2,9,5000,9.0,12.0,0.04154381434286886,11.4555,0.049,60,125,0.012
MICROCHIP,3,0,5000,9.0,12.0,0.04504946665428318,11.415715715715717,0.0652,75,170,0.015
MICROCHIP,3,1,5000,9.0,12.0,0.04237096480601206,11.6069,0.0836,115,220,0.023
MICROCHIP,3,2,5000,9.0,12.0,0.05099574616559164,11.6383,0.0602,75,140,0.015
MICROCHIP,3,3,5000,8.0,12.0,0.07117759911512288,11.1192,0.0692,85,165,0.017
MICROCHIP,3,4,5000,8.0,12.0,0.06525340115746416,11.511,0.0816,95,155,0.019
MICROCHIP,3,5,5000,8.0,12.0,0.07528918883426838,11.3113,0.076,95,205,0.019
MICROCHIP,3,6,5000,8.0,12.0,0.0486498810558431,11.2083,0.0838,95,165,0.019
MICROCHIP,3,7,5000,8.0,14.0,0.07654263770256556,11.2872,0.0648,85,165,0.017
MICROCHIP,3,8,5000,8.0,14.0,0.08151210915976134,11.6311,0.097,115,250,0.023
MICROCHIP,3,9,5000,8.0,14.0,0.10578607836076917,10.9746,0.1148,135,280,0.027
MICROCHIP,4,0,5000,8.0,14.0,0.12410753828909407,11.075175175175175,0.0942,110,230,0.022
MICROCHIP,4,1,5000,8.0,14.0,0.09175753547316663,10.6694,0.0452,55,105,0.011
MICROCHIP,4,2,5000,8.0,14.0,0.09545898927976598,10.8265,0.092,105,215,0.021
MICROCHIP,4,3,5000,8.0,14.0,0.10447404805578153,10.7734,0.078,95,175,0.019
MICROCHIP,4,4,5000,8.0,14.0,0.130097547838072,10.8814,0.075,85,190,0.017
MICROCHIP,4,5,5000,8.0,14.0,0.11751445863746239,10.88,0.0986,120,230,0.024
MICROCHIP,4,6,5000,8.0,14.0,0.11476491790246617,10.4398,0.0572,70,150,0.014
MICROCHIP,4,7,5000,8.0,14.0,0.09108418680401772,10.2528,0.0884,105,185,0.021
MICROCHIP,4,8,5000,8.0,14.0,0.09298960883251098,10.5764,0.1308,155,280,0.031
MICROCHIP,4,9,5000,8.0,14.0,0.07807882110238068,10.2428,0.0846,105,210,0.021
OXYGEN_SHAKE,2,0,5000,13.0,38.0,0.013417049063265848,7.448848848848849,0.0648,90,245,0.018
OXYGEN_SHAKE,2,1,5000,13.0,38.0,0.018011527045360902,8.2586,0.1064,130,290,0.026
OXYGEN_SHAKE,2,2,5000,13.0,38.0,0.021195826518445985,8.0261,0.0996,135,320,0.027
OXYGEN_SHAKE,2,3,5000,13.0,36.0,0.02103659976417471,7.8815,0.1016,135,365,0.027
OXYGEN_SHAKE,2,4,5000,13.0,36.0,0.021009372169933222,7.8941,0.0774,110,290,0.022
OXYGEN_SHAKE,2,5,5000,12.0,36.0,0.02435767021992599,7.9058,0.0864,125,285,0.025
OXYGEN_SHAKE,2,6,5000,13.0,36.0,0.020390962521074245,7.9714,0.0506,65,145,0.013
OXYGEN_SHAKE,2,7,5000,13.0,36.0,0.016789108445285594,8.0587,0.09,120,265,0.024
OXYGEN_SHAKE,2,8,5000,13.0,36.0,0.018793329425240597,7.996,0.0642,85,215,0.017
OXYGEN_SHAKE,2,9,5000,13.0,38.0,0.023294977426471446,8.0153,0.1078,150,390,0.03
OXYGEN_SHAKE,3,0,5000,13.0,36.0,0.020016416590088657,8.106006006006005,0.1008,135,370,0.027
OXYGEN_SHAKE,3,1,5000,13.0,36.0,0.023282469952546327,8.3018,0.07,105,265,0.021
OXYGEN_SHAKE,3,2,5000,13.0,36.0,0.022656073416188853,8.2161,0.0834,115,290,0.023
OXYGEN_SHAKE,3,3,5000,13.0,37.0,0.027741939835834638,8.2036,0.0942,140,390,0.028
OXYGEN_SHAKE,3,4,5000,13.0,36.0,0.023471822716327362,7.9974,0.0724,95,235,0.019
OXYGEN_SHAKE,3,5,5000,13.0,36.0,0.015078873244501346,8.1172,0.0974,140,320,0.028
OXYGEN_SHAKE,3,6,5000,12.0,38.0,0.02264659795798322,8.0519,0.0966,125,275,0.025
OXYGEN_SHAKE,3,7,5000,12.0,36.0,0.01808575399194703,7.9737,0.1026,140,345,0.028
OXYGEN_SHAKE,3,8,5000,12.0,38.0,0.017269291487735653,7.9637,0.1166,160,440,0.032
OXYGEN_SHAKE,3,9,5000,12.0,36.0,0.02210703144717826,8.0042,0.0912,120,315,0.024
OXYGEN_SHAKE,4,0,5000,12.0,36.0,0.02249285354695947,7.842942942942943,0.1098,150,385,0.03
OXYGEN_SHAKE,4,1,5000,12.0,36.0,0.027281574040401484,8.0915,0.0958,135,280,0.027
OXYGEN_SHAKE,4,2,5000,12.0,36.0,0.022168543020671165,8.0233,0.1054,140,370,0.028
OXYGEN_SHAKE,4,3,5000,12.0,36.0,0.019607373234391153,8.1669,0.0844,115,245,0.023
OXYGEN_SHAKE,4,4,5000,13.0,36.0,0.01920452214787968,8.3925,0.0946,125,315,0.025
OXYGEN_SHAKE,4,5,5000,12.0,36.0,0.02552020079255322,8.2499,0.0868,115,265,0.023
OXYGEN_SHAKE,4,6,5000,13.0,36.0,0.018865316746958034,8.3466,0.0648,90,210,0.018
OXYGEN_SHAKE,4,7,5000,13.0,36.0,0.018490559627327697,8.8449,0.0866,115,265,0.023
OXYGEN_SHAKE,4,8,5000,13.0,36.0,0.02454286263860984,8.459,0.0934,130,295,0.026
OXYGEN_SHAKE,4,9,5000,13.0,36.0,0.025901106831070466,8.4448,0.0944,130,340,0.026
PANEL,2,0,5000,9.0,24.0,0.012472682733595971,8.054154154154155,0.0674,90,245,0.018
PANEL,2,1,5000,9.0,24.0,0.026207924671026228,7.7504,0.1054,130,290,0.026
PANEL,2,2,5000,9.0,24.0,0.029327184083340056,7.9712,0.0944,135,320,0.027
PANEL,2,3,5000,9.0,24.0,0.02586069845054683,8.0454,0.1074,135,365,0.027
PANEL,2,4,5000,9.0,24.0,0.027868702318386455,7.8486,0.082,110,290,0.022
PANEL,2,5,5000,9.0,24.0,0.030229897537729086,7.8874,0.0968,125,285,0.025
PANEL,2,6,5000,9.0,24.0,0.026481632811881168,8.0139,0.051,65,145,0.013
PANEL,2,7,5000,9.0,24.0,0.017223266976484044,8.0059,0.0902,120,265,0.024
PANEL,2,8,5000,10.0,24.0,0.018328344148925087,8.3516,0.065,85,215,0.017
PANEL,2,9,5000,9.0,24.0,0.021353981685658854,8.0372,0.1094,150,390,0.03
PANEL,3,0,5000,9.0,24.0,0.021982645724675412,7.86036036036036,0.1034,135,370,0.027
PANEL,3,1,5000,9.0,24.0,0.030851735324833696,7.7366,0.0768,105,265,0.021
PANEL,3,2,5000,9.0,24.0,0.030412571039471294,7.915,0.0872,115,290,0.023
PANEL,3,3,5000,9.0,24.0,0.032068755887782074,7.8543,0.0982,140,390,0.028
PANEL,3,4,5000,9.0,24.0,0.028247145863856543,7.8564,0.0786,95,235,0.019
PANEL,3,5,5000,9.0,24.0,0.0374212566163627,7.9308,0.1064,140,320,0.028
PANEL,3,6,5000,9.0,24.0,0.04674761222758055,7.835,0.0986,125,275,0.025
PANEL,3,7,5000,9.0,26.0,0.05012224271279532,7.7827,0.1054,140,345,0.028
PANEL,3,8,5000,9.0,24.0,0.03740376518652888,7.7895,0.124,160,440,0.032
PANEL,3,9,5000,9.0,24.0,0.04776663321032948,7.6978,0.0936,120,315,0.024
PANEL,4,0,5000,9.0,26.0,0.05632559468604568,7.620520520520521,0.1148,150,385,0.03
PANEL,4,1,5000,10.0,26.0,0.07491047706271965,7.7192,0.1036,135,280,0.027
PANEL,4,2,5000,9.0,26.0,0.06947013621971491,7.6985,0.106,140,370,0.028
PANEL,4,3,5000,9.0,26.0,0.06529620566660738,7.798,0.091,115,245,0.023
PANEL,4,4,5000,9.0,26.0,0.06899048394294904,7.7751,0.0962,125,315,0.025
PANEL,4,5,5000,9.0,26.0,0.08490104710636193,7.6844,0.0918,115,265,0.023
PANEL,4,6,5000,9.0,26.0,0.0745470354119727,7.6861,0.0708,90,210,0.018
PANEL,4,7,5000,9.0,26.0,0.05707175962998078,7.6296,0.092,115,265,0.023
PANEL,4,8,5000,9.0,24.0,0.04718575029528829,7.9808,0.104,130,295,0.026
PANEL,4,9,5000,9.0,26.0,0.057235581640441964,8.1101,0.0954,130,340,0.026
PEBBLES,2,0,5000,13.0,24.0,0.010860530113161692,14.308108108108108,0.0868,115,405,0.023
PEBBLES,2,1,5000,13.0,24.0,0.013098490602814872,14.4546,0.0836,105,420,0.021
PEBBLES,2,2,5000,13.0,24.0,0.014338514177600865,14.4511,0.0668,80,265,0.016
PEBBLES,2,3,5000,13.0,26.0,0.009821646808643713,14.526,0.0994,125,435,0.025
PEBBLES,2,4,5000,13.0,24.0,0.012401412073740112,14.3178,0.0906,115,430,0.023
PEBBLES,2,5,5000,13.0,24.0,0.012271022407245317,14.2814,0.0772,95,335,0.019
PEBBLES,2,6,5000,12.0,24.0,0.011630485235438795,14.5995,0.0684,80,235,0.016
PEBBLES,2,7,5000,12.0,24.0,0.010553092847984488,14.5381,0.1082,145,510,0.029
PEBBLES,2,8,5000,12.0,24.0,0.007298404991980843,14.1392,0.0718,95,360,0.019
PEBBLES,2,9,5000,12.0,24.0,0.012564977530060315,14.8506,0.0856,105,375,0.021
PEBBLES,3,0,5000,12.0,24.0,0.006183861614821367,14.501101101101101,0.1008,115,450,0.023
PEBBLES,3,1,5000,12.0,24.0,0.016228965709063972,14.5842,0.1002,120,440,0.024
PEBBLES,3,2,5000,13.0,24.0,0.008841662980981865,14.2303,0.0878,115,385,0.023
PEBBLES,3,3,5000,13.0,24.0,0.012136733880154932,14.4026,0.0906,110,410,0.022
PEBBLES,3,4,5000,12.0,26.0,0.014780098296806467,14.606,0.075,95,335,0.019
PEBBLES,3,5,5000,13.0,24.0,0.0196521997824933,14.4642,0.0818,95,370,0.019
PEBBLES,3,6,5000,13.0,24.0,0.02079943166315541,14.3864,0.1022,125,435,0.025
PEBBLES,3,7,5000,13.0,26.0,0.020562880928839792,14.7896,0.0936,115,410,0.023
PEBBLES,3,8,5000,14.0,26.0,0.0221784093193084,14.5292,0.0882,110,370,0.022
PEBBLES,3,9,5000,14.0,24.0,0.012160110655071839,14.6384,0.1174,150,540,0.03
PEBBLES,4,0,5000,14.0,24.0,0.009634497339605698,14.541841841841842,0.0832,105,370,0.021
PEBBLES,4,1,5000,14.0,24.0,0.013525936306379325,14.1445,0.085,105,370,0.021
PEBBLES,4,2,5000,14.0,26.0,0.01271203633905016,14.4534,0.0792,100,350,0.02
PEBBLES,4,3,5000,13.0,26.0,0.032270616376924,14.5482,0.0766,90,305,0.018
PEBBLES,4,4,5000,14.0,26.0,0.03614468485255949,14.2873,0.0766,95,340,0.019
PEBBLES,4,5,5000,14.0,26.0,0.027490941272777864,14.5344,0.0764,90,325,0.018
PEBBLES,4,6,5000,13.0,24.0,0.048159778403358985,14.2604,0.0968,120,430,0.024
PEBBLES,4,7,5000,13.0,26.0,0.04349039421684194,14.5726,0.1034,130,410,0.026
PEBBLES,4,8,5000,12.0,24.0,0.03538107086349689,14.5481,0.0592,70,240,0.014
PEBBLES,4,9,5000,12.0,26.0,0.021857054116112648,14.2534,0.0828,105,360,0.021
ROBOT,2,0,5000,8.0,16.0,0.11636606883354603,8.164364364364364,0.0762,90,245,0.018
ROBOT,2,1,5000,7.0,17.0,0.16672754897659137,7.5502,0.1144,130,290,0.026
ROBOT,2,2,5000,7.0,16.0,0.13712841219337144,7.9015,0.1076,135,320,0.027
ROBOT,2,3,5000,7.0,14.0,0.1193589602752233,7.9296,0.1238,135,365,0.027
ROBOT,2,4,5000,7.0,14.0,0.11817416216829342,7.7759,0.0908,110,290,0.022
ROBOT,2,5,5000,7.0,14.0,0.1412881701721201,7.8778,0.1012,125,285,0.025
ROBOT,2,6,5000,7.0,14.0,0.12303913789190624,8.0221,0.0576,65,145,0.013
ROBOT,2,7,5000,7.0,14.0,0.08113395695016559,8.0648,0.1022,120,265,0.024
ROBOT,2,8,5000,8.0,16.0,0.09591347829293394,8.0154,0.074,85,215,0.017
ROBOT,2,9,5000,8.0,16.0,0.12400394205342474,8.0072,0.1246,150,390,0.03
ROBOT,3,0,5000,8.0,16.0,0.12393855933879813,7.911511511511511,0.1182,135,370,0.027
ROBOT,3,1,5000,7.0,14.0,0.09209398743444079,7.8706,0.089,105,265,0.021
ROBOT,3,2,5000,7.0,16.0,0.14229376330738155,7.8746,0.092,115,290,0.023
ROBOT,3,3,5000,7.0,14.0,0.13284252815181607,7.9425,0.1118,140,390,0.028
ROBOT,3,4,5000,8.0,16.0,0.14737278784402405,7.9993,0.0826,95,235,0.019
ROBOT,3,5,5000,7.0,14.0,0.12914862454096657,7.8513,0.1164,140,320,0.028
ROBOT,3,6,5000,7.0,14.0,0.107421207988942,7.8187,0.1088,125,275,0.025
ROBOT,3,7,5000,7.0,14.0,0.11422079646761756,7.9061,0.1222,140,345,0.028
ROBOT,3,8,5000,7.0,14.0,0.09987493370595941,7.8988,0.1352,160,440,0.032
ROBOT,3,9,5000,7.0,14.0,0.07799001664369143,7.7063,0.105,120,315,0.024
ROBOT,4,0,5000,7.0,14.0,0.14227656955267104,7.621821821821822,0.1232,150,385,0.03
ROBOT,4,1,5000,7.0,14.0,0.1086494589670511,8.0458,0.1162,135,280,0.027
ROBOT,4,2,5000,7.0,14.0,0.12281008330565553,8.1053,0.125,140,370,0.028
ROBOT,4,3,5000,7.0,14.0,0.10301947474442667,7.4407,0.1004,115,245,0.023
ROBOT,4,4,5000,7.0,14.0,0.10045851319560324,7.8693,0.1092,125,315,0.025
ROBOT,4,5,5000,7.0,14.0,0.10920143964469446,7.5477,0.1026,115,265,0.023
ROBOT,4,6,5000,7.0,14.0,0.09217187680243756,7.5639,0.0802,90,210,0.018
ROBOT,4,7,5000,7.0,14.0,0.10838216291985885,7.5085,0.1022,115,265,0.023
ROBOT,4,8,5000,7.0,14.0,0.11640949277526838,7.4101,0.1152,130,295,0.026
ROBOT,4,9,5000,7.0,14.0,0.07898960265366915,7.2604,0.1042,130,340,0.026
SLEEP_POD,2,0,5000,9.0,22.0,0.012012300892799484,8.135535535535535,0.0712,90,245,0.018
SLEEP_POD,2,1,5000,9.0,22.0,0.01799832878924568,8.2958,0.1026,130,290,0.026
SLEEP_POD,2,2,5000,9.0,22.0,0.021500642849081892,8.3573,0.0988,135,320,0.027
SLEEP_POD,2,3,5000,9.0,22.0,0.026116945247503937,8.1863,0.1108,135,365,0.027
SLEEP_POD,2,4,5000,9.0,22.0,0.026108104313448434,8.2236,0.0868,110,290,0.022
SLEEP_POD,2,5,5000,9.0,22.0,0.02974506166231781,8.3314,0.0932,125,285,0.025
SLEEP_POD,2,6,5000,9.0,22.0,0.029770809503678334,8.3527,0.0512,65,145,0.013
SLEEP_POD,2,7,5000,9.0,22.0,0.02290603286895692,8.2925,0.0936,120,265,0.024
SLEEP_POD,2,8,5000,10.0,22.0,0.02841472441835606,8.5369,0.0686,85,215,0.017
SLEEP_POD,2,9,5000,10.0,22.0,0.029140543121230735,8.4335,0.1192,150,390,0.03
SLEEP_POD,3,0,5000,10.0,22.0,0.03556682176340064,8.376176176176177,0.1106,135,370,0.027
SLEEP_POD,3,1,5000,10.0,22.0,0.03779284520694894,8.4834,0.0834,105,265,0.021
SLEEP_POD,3,2,5000,10.0,22.0,0.0334328846217999,8.5642,0.0888,115,290,0.023
SLEEP_POD,3,3,5000,10.0,22.0,0.0319966104826903,8.467,0.1024,140,390,0.028
SLEEP_POD,3,4,5000,10.0,22.0,0.03035503807472949,8.7579,0.0716,95,235,0.019
SLEEP_POD,3,5,5000,10.0,22.0,0.019392082389495885,8.7535,0.1046,140,320,0.028
SLEEP_POD,3,6,5000,10.0,22.0,0.027883680271518357,9.0464,0.1022,125,275,0.025
SLEEP_POD,3,7,5000,10.0,22.0,0.02401917757628302,9.0679,0.111,140,345,0.028
SLEEP_POD,3,8,5000,10.0,22.0,0.02078010023925934,9.1189,0.1246,160,440,0.032
SLEEP_POD,3,9,5000,10.0,22.0,0.02573099834061438,9.1414,0.1004,120,315,0.024
SLEEP_POD,4,0,5000,11.0,22.0,0.020164853580150476,9.197997997997998,0.118,150,385,0.03
SLEEP_POD,4,1,5000,11.0,22.0,0.02277345281506212,9.346,0.1022,135,280,0.027
SLEEP_POD,4,2,5000,10.0,22.0,0.01792909073833925,9.2586,0.1126,140,370,0.028
SLEEP_POD,4,3,5000,11.0,20.0,0.014127318355182132,9.4706,0.0876,115,245,0.023
SLEEP_POD,4,4,5000,11.0,22.0,0.015633207032334867,9.3134,0.0964,125,315,0.025
SLEEP_POD,4,5,5000,11.0,22.0,0.019315286365558366,9.656,0.0876,115,265,0.023
SLEEP_POD,4,6,5000,11.0,22.0,0.013545439691027925,9.329,0.0712,90,210,0.018
SLEEP_POD,4,7,5000,10.0,22.0,0.01356597507239922,9.249,0.0914,115,265,0.023
SLEEP_POD,4,8,5000,10.0,22.0,0.01706376773381417,9.191,0.1064,130,295,0.026
SLEEP_POD,4,9,5000,10.0,22.0,0.01905536946713417,9.0279,0.0936,130,340,0.026
SNACKPACK,2,0,5000,17.0,60.0,0.015004344007288955,5.6254254254254255,0.0566,90,245,0.018
SNACKPACK,2,1,5000,17.0,60.0,0.021441140885639372,5.4456,0.0852,130,290,0.026
SNACKPACK,2,2,5000,17.0,60.0,0.027196959894694898,5.7433,0.0782,135,320,0.027
SNACKPACK,2,3,5000,17.0,60.0,0.024244492328123483,5.5981,0.0854,135,365,0.027
SNACKPACK,2,4,5000,17.0,60.0,0.025120473045036562,5.5083,0.0622,110,290,0.022
SNACKPACK,2,5,5000,17.0,60.0,0.029113113081913524,5.3501,0.073,125,285,0.025
SNACKPACK,2,6,5000,17.0,60.0,0.02462356114080502,5.5376,0.0378,65,145,0.013
SNACKPACK,2,7,5000,17.0,60.0,0.020019170450118532,5.5116,0.069,120,265,0.024
SNACKPACK,2,8,5000,17.0,60.0,0.022925267028017088,5.5341,0.0504,85,215,0.017
SNACKPACK,2,9,5000,17.0,60.0,0.026429512167372632,5.474,0.086,150,390,0.03
SNACKPACK,3,0,5000,17.0,60.0,0.02382090266860606,5.598998998998999,0.0826,135,370,0.027
SNACKPACK,3,1,5000,17.0,60.0,0.028242657491790668,5.4059,0.0586,105,265,0.021
SNACKPACK,3,2,5000,17.0,60.0,0.028176284752047833,5.5587,0.0686,115,290,0.023
SNACKPACK,3,3,5000,17.0,58.0,0.03366511257574859,5.417,0.079,140,390,0.028
SNACKPACK,3,4,5000,17.0,58.0,0.027315579465156746,5.5025,0.0606,95,235,0.019
SNACKPACK,3,5,5000,17.0,58.0,0.017863066632142335,5.5498,0.0792,140,320,0.028
SNACKPACK,3,6,5000,17.0,60.0,0.027515883333187083,5.6003,0.0766,125,275,0.025
SNACKPACK,3,7,5000,17.0,60.0,0.020782889995435087,5.5575,0.0858,140,345,0.028
SNACKPACK,3,8,5000,17.0,58.0,0.021264264455681497,5.5381,0.0852,160,440,0.032
SNACKPACK,3,9,5000,17.0,58.0,0.026643862206289805,5.5058,0.067,120,315,0.024
SNACKPACK,4,0,5000,17.0,60.0,0.02728394857001815,5.562162162162162,0.086,150,385,0.03
SNACKPACK,4,1,5000,17.0,58.0,0.031947609800100585,5.5403,0.077,135,280,0.027
SNACKPACK,4,2,5000,17.0,60.0,0.024828021980222256,5.3095,0.0834,140,370,0.028
SNACKPACK,4,3,5000,17.0,60.0,0.023745835162659837,5.3693,0.0658,115,245,0.023
SNACKPACK,4,4,5000,17.0,58.0,0.023152307944797872,5.5021,0.0688,125,315,0.025
SNACKPACK,4,5,5000,17.0,58.0,0.029896753053773976,5.4297,0.0704,115,265,0.023
SNACKPACK,4,6,5000,17.0,60.0,0.0225021172627115,5.4831,0.0576,90,210,0.018
SNACKPACK,4,7,5000,17.0,58.0,0.02229292949305762,5.4024,0.066,115,265,0.023
SNACKPACK,4,8,5000,17.0,60.0,0.03028683677795856,5.5191,0.0776,130,295,0.026
SNACKPACK,4,9,5000,17.0,58.0,0.030029365599877258,5.5644,0.0754,130,340,0.026
TRANSLATOR,2,0,5000,9.0,22.0,0.01562055535226508,7.869169169169169,0.0724,90,245,0.018
TRANSLATOR,2,1,5000,9.0,22.0,0.019915750301635605,7.9775,0.1054,130,290,0.026
TRANSLATOR,2,2,5000,9.0,22.0,0.03561157915851311,7.8745,0.0934,135,320,0.027
TRANSLATOR,2,3,5000,9.0,22.0,0.03693938355928763,7.7084,0.1148,135,365,0.027
TRANSLATOR,2,4,5000,9.0,22.0,0.046605150604530306,7.7663,0.082,110,290,0.022
TRANSLATOR,2,5,5000,9.0,22.0,0.04396127949556233,7.7455,0.0934,125,285,0.025
TRANSLATOR,2,6,5000,9.0,22.0,0.03431533304895628,8.0601,0.055,65,145,0.013
TRANSLATOR,2,7,5000,9.0,22.0,0.0341771580830491,7.8104,0.0936,120,265,0.024
TRANSLATOR,2,8,5000,9.0,22.0,0.03999747385510785,7.8579,0.0686,85,215,0.017
TRANSLATOR,2,9,5000,9.0,22.0,0.035090778545939984,8.0947,0.1136,150,390,0.03
TRANSLATOR,3,0,5000,9.0,22.0,0.03510240001782707,8.101501501501502,0.1122,135,370,0.027
TRANSLATOR,3,1,5000,9.0,22.0,0.047833611007952845,8.1595,0.081,105,265,0.021
TRANSLATOR,3,2,5000,9.0,22.0,0.04629967899637584,7.9796,0.0874,115,290,0.023
TRANSLATOR,3,3,5000,9.0,22.0,0.044096561157471965,7.74,0.1018,140,390,0.028
TRANSLATOR,3,4,5000,9.0,22.0,0.035004037219765416,7.8012,0.0796,95,235,0.019
TRANSLATOR,3,5,5000,9.0,22.0,0.048870820103640016,7.8233,0.1088,140,320,0.028
TRANSLATOR,3,6,5000,9.0,22.0,0.045132405005521,8.0344,0.1008,125,275,0.025
TRANSLATOR,3,7,5000,9.0,22.0,0.0381134701718152,7.7506,0.1104,140,345,0.028
TRANSLATOR,3,8,5000,9.0,22.0,0.037735676716460935,7.818,0.1268,160,440,0.032
TRANSLATOR,3,9,5000,9.0,22.0,0.035176477166854826,7.9985,0.0948,120,315,0.024
TRANSLATOR,4,0,5000,9.0,22.0,0.03789560487892654,8.076276276276277,0.1132,150,385,0.03
TRANSLATOR,4,1,5000,9.0,22.0,0.04330098324672806,8.185,0.102,135,280,0.027
TRANSLATOR,4,2,5000,9.0,22.0,0.04209369456378228,8.1579,0.1108,140,370,0.028
TRANSLATOR,4,3,5000,9.0,22.0,0.04383570885096039,7.981,0.0936,115,245,0.023
TRANSLATOR,4,4,5000,9.0,22.0,0.044942112312378046,7.9527,0.0968,125,315,0.025
TRANSLATOR,4,5,5000,9.0,22.0,0.05006618308530727,7.8919,0.0922,115,265,0.023
TRANSLATOR,4,6,5000,9.0,22.0,0.04619881675138803,8.0054,0.074,90,210,0.018
TRANSLATOR,4,7,5000,9.0,22.0,0.06550825694276281,7.6905,0.093,115,265,0.023
TRANSLATOR,4,8,5000,9.0,22.0,0.06214706524936801,7.8483,0.1052,130,295,0.026
TRANSLATOR,4,9,5000,9.0,24.0,0.06514020489276698,7.727,0.0946,130,340,0.026
UV_VISOR,2,0,5000,13.0,38.0,0.013417049063265848,7.944944944944945,0.0708,90,245,0.018
UV_VISOR,2,1,5000,13.0,38.0,0.018011527045360902,8.1883,0.0962,130,290,0.026
UV_VISOR,2,2,5000,13.0,38.0,0.021195826518445985,8.0191,0.089,135,320,0.027
