group,relation_type,coefficients,relation,nonzero_terms,l1_abs_coeff,l2_abs_coeff,resid_sd_per_l1,one_way_cross_cost,round_trip_cross_cost,round_trip_cost_z,median_half_spread_z,resid_mean,resid_sd,resid_sd_full_intercept,resid_range,resid_p50_abs,resid_p90_abs,resid_p95_abs,resid_p99_abs,resid_max_abs,resid_acf1,half_life,adf_t,adf_days_lt_-2_8,daily_sd_min,daily_sd_max,daily_half_life_max,day_mean_min,day_mean_max,day_mean_range
SNACKPACK,integer_search,"2,2,1,1,2",2*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +2*SNACKPACK_RASPBERRY,5,8.0,3.7416573867739413,22.73358789330142,68.0,136.0,0.7477922129928795,0.046737013312054966,80239.42478333334,181.86870314641135,207.18623426148048,946.0,114.6901499999949,320.1901499999949,360.2685499999934,422.3098500000051,513.8098500000051,0.9982024020192478,385.2496504616443,-5.017389934669347,1,107.56065650876951,229.6360283535175,600.9022294428269,80130.76855,80370.69595,239.9274000000005
SNACKPACK,integer_search,"2,2,-1,-1,-1",2*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -1*SNACKPACK_RASPBERRY,5,7.0,3.3166247903554,22.903356615547917,59.5,119.0,0.7422492818567725,0.05301780584691232,9601.08375,160.32349630883542,350.4009524496247,907.0969499999992,117.31884999999966,260.81884999999966,308.18115000000034,400.7228695000003,499.81884999999966,0.9988950274627867,626.9514692582545,-3.7916003368303794,1,132.80478242894716,184.7031838103434,1062.85690422167,9314.68115,10034.2781,719.5969499999992
SNACKPACK,integer_search,"1,1,-2,-1,-2",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -2*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -2*SNACKPACK_RASPBERRY,5,7.0,3.3166247903554,23.021044266664013,59.0,118.0,0.7322492699235676,0.05274676944364682,-29913.24635,161.1473098666481,221.4318473105081,733.6857999999993,139.44005000000107,249.74665000000095,272.74665000000095,314.25334999999905,377.93245000000024,0.9988981321854656,628.7190014708259,-4.159865535799381,0,145.21850385538855,181.61282426849021,882.4272419810483,-30077.43245,-29711.24665,366.1857999999993
SNACKPACK,integer_search,"2,2,0,-1,-1",2*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA -1*SNACKPACK_STRAWBERRY -1*SNACKPACK_RASPBERRY,4,6.0,3.1622776601683795,23.12468713940216,51.5,103.0,0.742352385707151,0.061262090082628964,19096.927666666666,138.74812283641296,456.4535693451075,827.0,79.81529999999839,225.28855000000112,308.12325750000076,392.39184999999816,457.38684999999896,0.9989531655471977,661.7897511856185,-4.237059748344907,1,94.36603724810108,185.55838036067652,2531.812215626864,18659.21145,19689.88685,1030.6754
SNACKPACK,integer_search,"3,3,0,1,1",3*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA +1*SNACKPACK_STRAWBERRY +1*SNACKPACK_RASPBERRY,4,8.0,4.47213595499958,23.31511439374073,68.5,137.0,0.7345020792433876,0.045571296887363465,80606.44291666667,186.52091514992583,222.32876853095968,950.0753499999992,144.79430000000139,296.66909999999916,329.66909999999916,386.75630350000154,514.7444499999983,0.9984664210038301,451.6334328768015,-4.748300971924418,2,122.32477055245188,218.40151022645767,599.8704306529913,80435.3309,80692.7423,257.41139999999723
SNACKPACK,integer_search,"3,3,1,0,1",3*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_RASPBERRY,4,8.0,4.47213595499958,24.157465360608185,67.5,135.0,0.6985418274682422,0.0439822632109634,79395.67833333333,193.25972288486548,375.9449758903851,1072.5,132.07210000000487,317.61185000000114,374.4351099999955,481.38814999999886,577.8881499999989,0.9983221871682929,412.7787790833805,-4.892973277986634,1,133.97929131935837,234.1345122244423,694.0020761990746,79005.9279,79795.61185,789.683950000006
SNACKPACK,integer_search,"3,3,1,0,0",3*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO,3,7.0,4.358898943540674,24.398096430455304,59.0,118.0,0.6909204127950189,0.049769690752183564,69317.86626666666,170.78667501318714,361.59818816202915,945.071100000001,124.81050000000687,277.96088000000475,327.77501499999397,414.76059999999416,494.26059999999416,0.9980099279445316,347.9558658447437,-5.557561409678342,1,110.99093652073579,209.66635575990728,587.7349444451438,68954.8105,69730.7394,775.928899999999
SNACKPACK,integer_search,"1,1,2,1,2",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +2*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +2*SNACKPACK_RASPBERRY,5,7.0,3.3166247903554,24.924861572744856,59.0,118.0,0.676318414364877,0.04871785188221572,69794.59458333334,174.474031009214,201.4717085076539,870.0,135.79674999999406,274.7467500000057,312.2470750000051,418.74762000000555,511.33375000000524,0.998321405691072,412.58644660465905,-5.112021492826024,2,151.94025952471418,212.39185574295806,657.4134469571921,69691.24675,69931.20325,239.95650000000023
SNACKPACK,integer_search,"3,3,0,0,-1",3*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA -1*SNACKPACK_RASPBERRY,3,7.0,4.358898943540674,24.940289375397278,59.5,119.0,0.6816280173865947,0.04868771552761391,49744.210283333334,174.58202562778095,260.142131835502,1019.952949999999,120.79015000000072,296.7098499999993,347.24262000000306,412.6632704999982,521.7901500000007,0.998025470398343,350.6975204329396,-5.4293269718356685,1,139.12217165556322,191.80697623590234,438.02897640132295,49559.1628,50010.2582,451.09539999999834
SNACKPACK,integer_search,"3,2,1,1,1",3*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +1*SNACKPACK_RASPBERRY,5,8.0,4.0,25.40739540160123,68.0,136.0,0.6690965260818754,0.041818532880117214,80004.98436666667,203.25916321280985,241.98317900685896,1154.6547500000015,146.74885000000359,328.6116449999961,398.9036000000051,502.7546024999958,661.7511499999964,0.9979143489107822,331.9942156330651,-5.581959169333954,2,161.9011512750836,253.4445948467633,521.7763902701131,79834.25115,80153.5964,319.3452499999985
SNACKPACK,integer_search,"1,1,1,1,2",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +2*SNACKPACK_RASPBERRY,5,6.0,2.8284271247461903,25.80741683571529,51.0,102.0,0.6587253621010776,0.05489378017508979,60298.75066666667,154.84450101429175,210.1844052244494,809.5,96.31055000000197,272.2835500000001,308.7164499999999,354.2164499999999,449.7164499999999,0.9983397826252096,417.15720136194403,-4.878746229233167,1,90.74348314726242,194.67876212981605,667.5719392017099,60105.725,60443.81055,338.0855500000034
SNACKPACK,integer_search,"2,2,0,1,1",2*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA +1*SNACKPACK_STRAWBERRY +1*SNACKPACK_RASPBERRY,4,6.0,3.1622776601683795,26.27045012228128,51.5,103.0,0.6534591751097085,0.053926242606141,60665.7688,157.62270073368768,240.8112951667619,801.1252000000022,119.83785000000353,252.33785000000353,281.8378500000035,334.34234500000275,412.7873499999987,0.9987343759090682,547.3255930063513,-4.456295532514896,1,98.77868354250325,181.75680497570787,840.072475932261,60410.28735,60821.16215,410.8747999999978
SNACKPACK,integer_search,"1,2,-1,-1,-2",1*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -2*SNACKPACK_RASPBERRY,5,7.0,3.3166247903554,26.372466293973506,59.5,119.0,0.6446116874508907,0.046043691960777906,-10320.099966666667,184.60726405781455,303.5727222704068,989.0,128.80379999999968,304.99884999999995,371.6962000000003,442.8037999999997,499.3037999999997,0.9987010921007358,533.2917878631771,-4.398225119587417,1,152.6124498509132,211.8411318784905,807.3558284138695,-10563.50115,-9991.8038,571.6973500000004
SNACKPACK,integer_search,"1,1,-2,-1,-3",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -2*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -3*SNACKPACK_RASPBERRY,5,8.0,4.0,26.5281473694027,67.5,135.0,0.6361167919122561,0.0400517980092902,-39991.05841666667,212.2251789552216,272.6315394676358,1102.5582499999946,151.88089999999647,352.1191000000035,398.8808999999965,471.3808999999965,598.8808999999965,0.9986755524381193,523.0014993105584,-4.518927670222019,1,161.74072990610622,246.60157524880088,764.9148162174814,-40194.8788,-39776.1191,418.75969999999506
SNACKPACK,integer_search,"3,2,-1,0,-1",3*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_RASPBERRY,4,7.0,3.872983346207417,26.745454811189525,59.0,118.0,0.6302806580088635,0.04540157282267237,30151.0639,187.21818367832668,218.87610262457463,1124.5,114.59779999999955,319.90220000000045,370.41198000000026,514.0977999999996,609.5977999999996,0.998737560653296,548.7072009555467,-4.419549633185013,2,165.3863570095717,218.12382855882572,765.3295633974758,30013.0978,30290.81535,277.7175500000012
SNACKPACK,integer_search,"2,2,1,0,1",2*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_RASPBERRY,4,6.0,3.1622776601683795,26.99265145245425,50.5,101.0,0.6236265215732557,0.05248342013240271,59455.00421666667,161.9559087147255,305.58803882659805,923.0,113.1655000000028,257.6655000000028,321.931700000001,427.431700000001,509.931700000001,0.9985435129009628,475.5567546263333,-4.653758272242091,1,113.27570219591445,204.28167119227803,869.2380987358663,59135.8345,59770.5683,634.7338000000018
SNACKPACK,integer_search,"3,2,0,1,1",3*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA +1*SNACKPACK_STRAWBERRY +1*SNACKPACK_RASPBERRY,4,7.0,3.872983346207417,27.201460694615857,60.0,120.0,0.6302182568545052,0.04464045986052745,70509.14045,190.410224862311,225.6545449327301,1033.5171499999997,129.7963000000018,322.5032000000065,362.9967999999935,444.7963000000018,520.2208499999979,0.9982523347475837,396.2665667247911,-5.14455724282789,2,166.62489026646048,217.7312623402471,519.7217314365913,70371.4968,70666.2037,294.7069000000047
SNACKPACK,integer_search,"1,1,-1,-2,-3",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -2*SNACKPACK_STRAWBERRY -3*SNACKPACK_RASPBERRY,5,8.0,4.0,27.699955347564323,68.5,137.0,0.6182320435222584,0.038357462554300704,-41201.823,221.59964278051459,603.092087029557,1339.0,129.62584999999672,383.8538350000035,455.8381500000032,553.1618499999968,783.1618499999968,0.9988340761678941,594.1580440410422,-4.368662911935562,1,127.7818724889313,256.1979154473695,1300.1469001441417,-41687.505,-40415.83815,1271.6668499999942
SNACKPACK,integer_search,"2,3,0,-1,-1",2*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA -1*SNACKPACK_STRAWBERRY -1*SNACKPACK_RASPBERRY,4,7.0,3.872983346207417,27.957297603823253,60.0,120.0,0.6131800500100124,0.04343358687570922,29194.230133333334,195.70108322676276,443.5528422920042,1106.0,124.27669999999853,344.279050000001,399.779050000001,476.720949999999,574.279050000001,0.9988244633143019,589.296530810537,-4.207719496110936,1,142.81843993398576,271.99859210315316,1456.9081612611794,28860.74615,29753.72095,892.9748
SNACKPACK,integer_search,"1,1,1,1,1",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +1*SNACKPACK_RASPBERRY,5,5.0,2.23606797749979,27.975640131122407,42.5,85.0,0.6076715285269845,0.060767152852698444,50220.9386,139.87820065561203,189.57624533866752,692.0116500000004,120.35255000000325,215.6027249999971,239.35255000000325,280.14744999999675,356.14744999999675,0.9982343252868565,392.22120526560144,-5.152429028868883,2,124.50861943695908,161.0464460442934,556.7538840247366,50040.85255,50326.3642,285.5116500000004
SNACKPACK,signed_index,"1,1,1,1,1",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +1*SNACKPACK_RASPBERRY,5,5.0,2.23606797749979,27.975640131122407,42.5,85.0,0.6076715285269845,0.060767152852698444,50220.9386,139.87820065561203,189.57624533866752,692.0116500000004,120.35255000000325,215.6027249999971,239.35255000000325,280.14744999999675,356.14744999999675,0.9982343252868565,392.22120526560144,-5.152429028868883,2,124.50861943695908,161.0464460442934,556.7538840247366,50040.85255,50326.3642,285.5116500000004
SNACKPACK,integer_search,"1,2,-2,-1,-2",1*SNACKPACK_CHOCOLATE +2*SNACKPACK_VANILLA -2*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -2*SNACKPACK_RASPBERRY,5,8.0,3.7416573867739413,28.31053696948516,67.5,135.0,0.5960678180773793,0.03753019595302017,-19815.943883333333,226.48429575588128,283.96076059775066,1089.5,169.89385000000038,368.9125500000009,421.4125500000009,503.3938500000004,597.8938500000004,0.9990483046671784,727.9822353399147,-3.7963002750518937,0,179.9524372922954,268.4110669424372,1116.98753297554,-20050.89385,-19647.41255,403.48129999999946
SNACKPACK,integer_search,"4,3,0,0,0",4*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA,2,7.0,5.0,28.387351370313375,59.5,119.0,0.5988582653673735,0.04277559038338382,69665.394,198.71145959219362,367.7536439166851,1246.3359000000055,134.84010000000126,313.66109999999753,370.66109999999753,532.0020000000022,632.8389000000025,0.9982042457294541,385.6455443145211,-5.049144459844132,1,125.04190350434529,248.5609978391421,636.9150610082228,69278.8389,70036.3401,757.5011999999988
SNACKPACK,integer_search,"3,3,-1,0,0",3*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO,3,7.0,4.358898943540674,28.420430856257372,59.0,118.0,0.593134669294832,0.04272580244920401,50326.178433333334,198.9430159938016,209.90710174156936,1201.0,143.76350000000093,319.2499000000025,370.02189999999973,492.2600999999959,703.2500999999975,0.9989946704718984,689.1259851834258,-3.6187977419263126,1,165.12878706558104,248.1578907671283,1056.7860163763758,50265.7499,50419.5219,153.7719999999972
SNACKPACK,integer_search,"1,1,-1,-1,-1",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -1*SNACKPACK_RASPBERRY,5,5.0,2.23606797749979,28.452804668473952,42.5,85.0,0.5974806419992825,0.05974806419992825,-10339.590366666667,142.26402334236977,286.7431322639345,779.0,113.16397499999948,224.73763999999943,256.2345499999992,322.26691800000054,423.2654500000008,0.9988726445846127,614.496888946845,-3.9580362998983265,1,124.55512545230727,152.5144367754656,866.4522100663082,-10555.41225,-9990.76545,564.6467999999986
SNACKPACK,signed_index,"1,1,-1,-1,-1",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -1*SNACKPACK_RASPBERRY,5,5.0,2.23606797749979,28.452804668473952,42.5,85.0,0.5974806419992825,0.05974806419992825,-10339.590366666667,142.26402334236977,286.7431322639345,779.0,113.16397499999948,224.73763999999943,256.2345499999992,322.26691800000054,423.2654500000008,0.9988726445846127,614.496888946845,-3.9580362998983265,1,124.55512545230727,152.5144367754656,866.4522100663082,-10555.41225,-9990.76545,564.6467999999986
SNACKPACK,integer_search,"2,3,-1,-1,-1",2*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -1*SNACKPACK_RASPBERRY,5,8.0,4.0,28.51324903558884,68.0,136.0,0.5962140610065669,0.03726337881291043,19698.386216666666,228.1059922847107,363.49891413641535,1237.6147500000006,164.7158500000005,366.3878000000004,418.1121999999996,533.7880024999989,699.7841499999995,0.9989888049934139,685.1266703959707,-3.637239450397489,0,218.03603677781686,234.24081243703029,809.0588882892098,19480.8306,20098.1122,617.2815999999984
SNACKPACK,integer_search,"2,1,-2,-1,-2",2*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -2*SNACKPACK_PISTACHIO -1*SNACKPACK_STRAWBERRY -2*SNACKPACK_RASPBERRY,5,8.0,3.7416573867739413,28.619771481977264,67.5,135.0,0.5896273494226429,0.03712468496364789,-20069.8747,228.9581718558181,324.68743808455235,1263.0,155.25,389.49874999999884,471.50125000000116,567.5371999999988,686.0012500000012,0.9990634836923596,739.7869662319222,-3.7757957569007763,1,143.49429183447506,283.8232394879558,1223.1786129878258,-20282.50125,-19750.0372,532.4640500000023
SNACKPACK,integer_search,"3,3,-1,1,0",3*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY,4,8.0,4.47213595499958,28.63532124402602,68.0,136.0,0.593672403921314,0.03710452524508213,61032.78693333334,229.08256995220816,331.9805207678038,1275.0,179.89214999999967,375.85394499999904,422.6602700000009,566.8496999999988,748.8496999999988,0.9991554504989023,820.3834587428091,-3.968225785246431,0,173.76736737499795,297.50713682180805,1539.2253432765176,60714.8497,61295.60785,580.7581500000015
SNACKPACK,integer_search,"0,1,-2,-2,-3",1*SNACKPACK_VANILLA -2*SNACKPACK_PISTACHIO -2*SNACKPACK_STRAWBERRY -3*SNACKPACK_RASPBERRY,4,8.0,4.242640687119285,28.663640471755095,68.0,136.0,0.593085864886969,0.037067866555435564,-60541.03856666667,229.30912377404076,433.33534436886043,1226.7090000000026,185.40600000000268,355.1563499999975,400.3436500000025,508.3436500000025,663.3436500000025,0.9983471613559756,419.0210550261233,-4.973405073389571,1,192.5531211484249,248.26585715655204,590.7319620012258,-60889.86535,-60032.65635,857.2090000000026
SNACKPACK,integer_search,"2,1,2,1,2",2*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +2*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +2*SNACKPACK_RASPBERRY,5,8.0,3.7416573867739413,28.663759910077708,67.5,135.0,0.5887224862662566,0.03706771209824579,79637.96623333334,229.31007928062166,305.3690205469641,1059.5068500000052,190.94994999999471,358.4499499999947,409.0500500000053,472.95773249999985,530.5500500000053,0.9983819895677875,428.0480865544445,-5.002244924367964,2,185.83593564027788,280.62413664900157,660.6307897630625,79359.80545,79831.55005,471.74460000000545
SNACKPACK,integer_search,"2,1,1,1,2",2*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +1*SNACKPACK_STRAWBERRY +2*SNACKPACK_RASPBERRY,5,7.0,3.3166247903554,28.77532098932091,59.5,119.0,0.5907840265729455,0.04219885904092467,70142.12231666666,201.42724692524638,247.84429325075527,964.1178000000073,153.56554999999935,326.2248499999987,383.5735149999992,439.84265000000596,520.342650000006,0.9982401783735297,393.526868517889,-5.070688852206203,2,181.23366375537825,223.77298880221778,493.37862830257006,70015.27515,70344.15735,328.88219999999274
SNACKPACK,integer_search,"1,1,-1,0,-1",1*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA -1*SNACKPACK_PISTACHIO -1*SNACKPACK_RASPBERRY,4,4.0,2.0,28.921127537402263,33.5,67.0,0.5791613753073096,0.07347569686734526,367.0181333333333,115.68451014960905,138.57920227983547,644.0,78.05430000000001,196.93765000000002,233.06234999999998,291.56235,351.56235,0.9992063732673081,873.0453065108829,-3.9000402897868636,1,81.0762967920341,155.29919908833241,1607.8374293699908,304.56235,474.4457,169.88335
SNACKPACK,integer_search,"1,0,2,2,3",1*SNACKPACK_CHOCOLATE +2*SNACKPACK_PISTACHIO +2*SNACKPACK_STRAWBERRY +3*SNACKPACK_RASPBERRY,4,8.0,4.242640687119285,29.15756446846415,68.0,136.0,0.5830390949966563,0.03643994343729102,80481.71268333333,233.2605157477132,392.93139832647597,1147.0508499999996,182.24924999999348,375.1935849999952,416.7507500000065,486.3052249999924,613.3000999999931,0.9981286604341488,370.0549242142214,-5.302812804512431,2,205.24499051436067,247.95884204729924,470.1179643839511,80057.6999,80816.75075,759.0508499999996
SNACKPACK,integer_search,"2,1,1,2,2",2*SNACKPACK_CHOCOLATE +1*SNACKPACK_VANILLA +1*SNACKPACK_PISTACHIO +2*SNACKPACK_STRAWBERRY +2*SNACKPACK_RASPBERRY,5,8.0,3.7416573867739413,29.27655162998744,68.5,137.0,0.5849391081447984,0.036291842476137134,80848.73081666666,234.21241303989953,417.90363133382766,1178.0,160.66800000000512,382.73775000000023,439.1331000000064,518.2377500000002,611.2377500000002,0.998206226192682,386.07170931025024,-5.291743494128963,2,195.2682802822568,272.21696705006747,600.9888286719467,80362.26225,81138.7971,776.5348499999964
SNACKPACK,integer_search,"4,3,0,0,-1",4*SNACKPACK_CHOCOLATE +3*SNACKPACK_VANILLA -1*SNACKPACK_RASPBERRY,3,8.0,5.0990195135927845,29.3256670393379,68.0,136.0,0.5796969588857412,0.03623105993035883,59587.581933333335,234.6053363147032,384.08505163170423,1482.664850000001,141.03235000000132,400.4433500000014,487.0566499999986,639.7248514999991,821.7214999999997,0.9982778930524508,402.15282407834457,-5.077111941791451,1,167.11797188955322,278.6606086546455,594.590298160603,59227.7215,59971.46765,743.746149999999
