day,timestamp,side,quantity,price,counterparty,bid_price_1,ask_price_1,spread,mid_price,imbalance_3,ret_lag100,ret_lag500,ret_lag2000,fwd200,mid_minus_mu,price_location,save_vs_touch_aggressive,mid_capture_signed,save_vs_touch_as_frac_of_spread,vs_improve_1_quote
1,61400,sell,2,9962.0,Mark 38,9946.0,9962.0,16.0,9954.0,0.0,2.0,0.0,-3.0,9.0,-46.0,at_ask,16.0,8.0,1.0,1.0
1,63200,sell,5,9950.0,Mark 38,9934.0,9950.0,16.0,9942.0,0.0,0.0,1.5,-10.0,13.0,-58.0,at_ask,16.0,8.0,1.0,1.0
1,64300,buy,4,9933.0,Mark 38,9933.0,9949.0,16.0,9941.0,0.0,1.0,3.0,-1.0,6.0,-59.0,at_bid,16.0,8.0,1.0,1.0
1,65400,buy,4,9930.0,Mark 38,9930.0,9946.0,16.0,9938.0,0.0,-1.0,-1.5,1.0,4.5,-62.0,at_bid,16.0,8.0,1.0,1.0
1,65900,buy,2,9935.0,Mark 38,9935.0,9950.0,15.0,9942.5,0.0,-4.0,4.5,2.5,9.0,-57.5,at_bid,15.0,7.5,1.0,1.0
1,69500,buy,2,9952.0,Mark 38,9952.0,9967.0,15.0,9959.5,0.0,5.5,-1.5,2.5,8.0,-40.5,at_bid,15.0,7.5,1.0,1.0
1,73500,buy,3,9966.0,Mark 38,9966.0,9982.0,16.0,9974.0,0.0,2.5,7.0,9.0,12.0,-26.0,at_bid,16.0,8.0,1.0,1.0
1,76600,sell,3,9995.0,Mark 38,9979.0,9995.0,16.0,9987.0,0.0,0.0,2.0,5.0,3.0,-13.0,at_ask,16.0,8.0,1.0,1.0
1,78500,sell,4,10000.0,Mark 38,9984.0,10000.0,16.0,9992.0,0.0,1.0,-3.0,5.0,10.0,-8.0,at_ask,16.0,8.0,1.0,1.0
1,79000,buy,3,9982.0,Mark 38,9982.0,9997.0,15.0,9989.5,0.0,-1.5,-2.5,-0.5,7.0,-10.5,at_bid,15.0,7.5,1.0,1.0
1,79800,sell,6,9994.0,Mark 38,9978.0,9994.0,16.0,9986.0,0.0,-1.0,-2.0,-9.0,10.0,-14.0,at_ask,16.0,8.0,1.0,1.0
1,81300,buy,6,9970.0,Mark 38,9970.0,9986.0,16.0,9978.0,0.0,-1.0,-7.0,-10.0,4.0,-22.0,at_bid,16.0,8.0,1.0,1.0
1,81700,sell,3,9980.0,Mark 38,9964.0,9980.0,16.0,9972.0,0.0,-2.0,-7.0,-15.0,10.0,-28.0,at_ask,16.0,8.0,1.0,1.0
1,81900,sell,2,9978.0,Mark 38,9962.0,9978.0,16.0,9970.0,0.0,0.0,-3.0,-16.0,5.0,-30.0,at_ask,16.0,8.0,1.0,1.0
1,82300,sell,3,9977.0,Mark 38,9961.0,9977.0,16.0,9969.0,0.0,0.0,-1.0,-11.0,4.0,-31.0,at_ask,16.0,8.0,1.0,1.0
1,92100,buy,4,9955.0,Mark 38,9955.0,9971.0,16.0,9963.0,0.0,2.0,4.0,2.0,9.0,-37.0,at_bid,16.0,8.0,1.0,1.0
1,92500,buy,2,9956.0,Mark 38,9956.0,9972.0,16.0,9964.0,0.0,-1.0,3.0,6.0,9.0,-36.0,at_bid,16.0,8.0,1.0,1.0
1,94400,sell,4,9974.0,Mark 38,9958.0,9974.0,16.0,9966.0,0.0,1.0,-2.0,1.0,9.0,-34.0,at_ask,16.0,8.0,1.0,1.0
1,97100,buy,2,9950.0,Mark 38,9950.0,9966.0,16.0,9958.0,0.0,-1.0,-5.0,-4.0,6.0,-42.0,at_bid,16.0,8.0,1.0,1.0
1,98600,sell,2,9962.0,Mark 38,9946.0,9962.0,16.0,9954.0,0.0,2.0,3.0,-9.0,11.0,-46.0,at_ask,16.0,8.0,1.0,1.0
1,99000,sell,3,9961.0,Mark 38,9945.0,9961.0,16.0,9953.0,0.0,1.0,1.0,-6.0,7.0,-47.0,at_ask,16.0,8.0,1.0,1.0
1,101400,buy,5,9936.0,Mark 38,9936.0,9952.0,16.0,9944.0,0.0,2.0,-0.5,-7.0,7.0,-56.0,at_bid,16.0,8.0,1.0,1.0
1,101500,buy,6,9935.0,Mark 38,9935.0,9951.0,16.0,9943.0,0.0,-1.0,-1.0,-8.5,6.0,-57.0,at_bid,16.0,8.0,1.0,1.0
1,103100,sell,4,9952.0,Mark 38,9936.0,9952.0,16.0,9944.0,0.0,-1.0,-4.0,4.0,4.0,-56.0,at_ask,16.0,8.0,1.0,1.0
1,103500,buy,3,9940.0,Mark 38,9940.0,9956.0,16.0,9948.0,0.0,0.0,3.0,5.0,13.0,-52.0,at_bid,16.0,8.0,1.0,1.0
1,107100,buy,5,9952.0,Mark 38,9952.0,9968.0,16.0,9960.0,0.0,-1.5,3.0,10.0,8.0,-40.0,at_bid,16.0,8.0,1.0,1.0
1,109100,buy,2,9957.0,Mark 38,9957.0,9973.0,16.0,9965.0,0.0,1.0,1.0,5.0,11.0,-35.0,at_bid,16.0,8.0,1.0,1.0
1,112700,buy,2,9948.0,Mark 38,9948.0,9964.0,16.0,9956.0,0.0,1.0,2.0,1.0,6.5,-44.0,at_bid,16.0,8.0,1.0,1.0
1,113900,sell,2,9956.0,Mark 38,9940.0,9956.0,16.0,9948.0,0.0,-1.0,1.0,-8.0,12.0,-52.0,at_ask,16.0,8.0,1.0,1.0
1,115500,buy,3,9937.0,Mark 38,9937.0,9953.0,16.0,9945.0,0.0,-1.0,0.0,-2.0,9.0,-55.0,at_bid,16.0,8.0,1.0,1.0
1,119400,sell,3,9962.0,Mark 38,9946.0,9962.0,16.0,9954.0,0.0,2.0,5.0,-12.0,6.0,-46.0,at_ask,16.0,8.0,1.0,1.0
1,120700,sell,2,9958.0,Mark 38,9942.0,9958.0,16.0,9950.0,0.0,0.0,0.0,-2.0,9.0,-50.0,at_ask,16.0,8.0,1.0,1.0
1,126000,sell,4,9953.0,Mark 38,9937.0,9953.0,16.0,9945.0,0.0,-2.0,-1.0,1.0,9.0,-55.0,at_ask,16.0,8.0,1.0,1.0
1,129500,sell,6,9967.0,Mark 38,9951.0,9967.0,16.0,9959.0,0.0,0.0,-2.0,6.0,8.0,-41.0,at_ask,16.0,8.0,1.0,1.0
1,129800,buy,4,9951.0,Mark 38,9951.0,9967.0,16.0,9959.0,0.0,0.0,-3.0,2.5,6.0,-41.0,at_bid,16.0,8.0,1.0,1.0
1,130800,buy,5,9946.0,Mark 38,9946.0,9962.0,16.0,9954.0,0.0,-1.5,-4.5,-9.0,4.0,-46.0,at_bid,16.0,8.0,1.0,1.0
1,133700,buy,4,9948.0,Mark 38,9948.0,9964.0,16.0,9956.0,0.0,-2.0,-1.0,5.0,10.5,-44.0,at_bid,16.0,8.0,1.0,1.0
1,134500,buy,6,9944.0,Mark 38,9944.0,9960.0,16.0,9952.0,0.0,1.0,-6.0,-11.0,13.0,-48.0,at_bid,16.0,8.0,1.0,1.0
1,137800,buy,3,9942.0,Mark 38,9942.0,9958.0,16.0,9950.0,0.0,0.0,-7.0,-4.0,11.5,-50.0,at_bid,16.0,8.0,1.0,1.0
1,138100,sell,2,9959.0,Mark 38,9943.0,9959.0,16.0,9951.0,0.0,-2.5,-3.0,-2.0,6.5,-49.0,at_ask,16.0,8.0,1.0,1.0
1,145600,sell,5,9962.0,Mark 38,9946.0,9962.0,16.0,9954.0,0.0,0.0,6.5,-2.0,4.0,-46.0,at_ask,16.0,8.0,1.0,1.0
1,146500,sell,6,9963.0,Mark 38,9947.0,9963.0,16.0,9955.0,0.0,2.0,-3.0,2.0,4.0,-45.0,at_ask,16.0,8.0,1.0,1.0
1,148000,sell,3,9972.0,Mark 38,9956.0,9972.0,16.0,9964.0,0.0,3.5,3.0,6.0,11.0,-36.0,at_ask,16.0,8.0,1.0,1.0
1,151100,buy,4,9945.0,Mark 38,9945.0,9961.0,16.0,9953.0,0.0,0.0,-5.0,-12.0,6.0,-47.0,at_bid,16.0,8.0,1.0,1.0
1,151200,buy,6,9944.0,Mark 38,9944.0,9960.0,16.0,9952.0,0.0,-1.0,-5.0,-13.0,9.0,-48.0,at_bid,16.0,8.0,1.0,1.0
1,152700,buy,5,9944.0,Mark 38,9944.0,9960.0,16.0,9952.0,0.0,-1.0,-1.5,-5.0,10.0,-48.0,at_bid,16.0,8.0,1.0,1.0
1,155900,sell,4,9966.0,Mark 38,9951.0,9966.0,15.0,9958.5,0.0,1.5,-1.5,4.5,11.0,-41.5,at_ask,15.0,7.5,1.0,1.0
1,156400,buy,6,9949.0,Mark 38,9949.0,9965.0,16.0,9957.0,0.0,1.0,-1.5,-3.0,13.0,-43.0,at_bid,16.0,8.0,1.0,1.0
1,159900,buy,3,9961.0,Mark 38,9961.0,9977.0,16.0,9969.0,0.0,5.0,4.0,10.0,8.0,-31.0,at_bid,16.0,8.0,1.0,1.0
1,161200,buy,6,9956.0,Mark 38,9956.0,9971.0,15.0,9963.5,0.0,-2.5,-2.5,-1.5,12.0,-36.5,at_bid,15.0,7.5,1.0,1.0
1,164300,sell,5,9973.0,Mark 38,9957.0,9973.0,16.0,9965.0,0.0,1.0,3.0,-3.0,5.0,-35.0,at_ask,16.0,8.0,1.0,1.0
1,167300,buy,3,9957.0,Mark 38,9957.0,9973.0,16.0,9965.0,0.0,-1.0,-5.0,-3.0,5.0,-35.0,at_bid,16.0,8.0,1.0,1.0
1,171400,sell,6,9992.0,Mark 38,9976.0,9992.0,16.0,9984.0,0.0,1.0,4.5,18.0,13.0,-16.0,at_ask,16.0,8.0,1.0,1.0
1,174200,sell,5,9988.0,Mark 38,9972.0,9988.0,16.0,9980.0,0.0,3.0,3.0,6.0,4.5,-20.0,at_ask,16.0,8.0,1.0,1.0
1,174400,sell,6,9991.0,Mark 38,9976.0,9991.0,15.0,9983.5,0.0,6.5,5.5,9.5,7.0,-16.5,at_ask,15.0,7.5,1.0,1.0
1,178000,buy,3,9988.0,Mark 38,9988.0,10004.0,16.0,9996.0,0.0,3.0,-4.0,4.0,8.0,-4.0,at_bid,16.0,8.0,1.0,1.0
1,182100,buy,3,10012.0,Mark 38,10012.0,10028.0,16.0,10020.0,0.0,2.0,8.0,18.0,6.0,20.0,at_bid,16.0,8.0,1.0,1.0
1,182800,buy,5,10010.0,Mark 38,10010.0,10026.0,16.0,10018.0,0.0,1.0,0.0,15.0,3.0,18.0,at_bid,16.0,8.0,1.0,1.0
1,185800,sell,4,10040.0,Mark 38,10024.0,10040.0,16.0,10032.0,0.0,1.0,9.0,18.0,9.0,32.0,at_ask,16.0,8.0,1.0,1.0
1,188400,buy,4,10021.0,Mark 38,10021.0,10037.0,16.0,10029.0,0.0,0.5,4.0,4.0,9.0,29.0,at_bid,16.0,8.0,1.0,1.0
1,192800,buy,5,10007.0,Mark 38,10007.0,10023.0,16.0,10015.0,0.0,0.0,-4.0,-13.0,10.0,15.0,at_bid,16.0,8.0,1.0,1.0
1,193400,sell,4,10026.0,Mark 38,10010.0,10026.0,16.0,10018.0,0.0,2.0,2.0,-6.0,9.0,18.0,at_ask,16.0,8.0,1.0,1.0
1,199400,sell,3,10029.0,Mark 38,10013.0,10029.0,16.0,10021.0,0.0,5.0,6.0,18.0,10.0,21.0,at_ask,16.0,8.0,1.0,1.0
1,202700,sell,5,10033.0,Mark 38,10017.0,10033.0,16.0,10025.0,0.0,2.0,3.0,9.0,10.0,25.0,at_ask,16.0,8.0,1.0,1.0
1,203200,buy,6,10014.0,Mark 38,10014.0,10030.0,16.0,10022.0,0.0,0.0,-3.0,2.0,7.0,22.0,at_bid,16.0,8.0,1.0,1.0
1,210600,buy,5,9990.0,Mark 38,9990.0,10006.0,16.0,9998.0,0.0,-1.0,-5.0,-14.0,11.0,-2.0,at_bid,16.0,8.0,1.0,1.0
1,211100,buy,6,9996.0,Mark 38,9996.0,10012.0,16.0,10004.0,0.0,3.0,6.0,-7.0,11.0,4.0,at_bid,16.0,8.0,1.0,1.0
1,217500,sell,4,10011.0,Mark 38,9995.0,10011.0,16.0,10003.0,0.0,1.0,8.0,17.0,4.0,3.0,at_ask,16.0,8.0,1.0,1.0
1,218500,sell,5,10017.0,Mark 38,10001.0,10017.0,16.0,10009.0,0.0,1.0,8.0,13.0,9.0,9.0,at_ask,16.0,8.0,1.0,1.0
1,218900,sell,3,10014.0,Mark 38,9998.0,10014.0,16.0,10006.0,0.0,-4.0,-2.0,8.0,12.0,6.0,at_ask,16.0,8.0,1.0,1.0
1,221200,sell,5,10011.0,Mark 38,9995.0,10011.0,16.0,10003.0,0.0,1.0,-1.0,0.0,3.0,3.0,at_ask,16.0,8.0,1.0,1.0
1,226100,buy,5,9974.0,Mark 38,9974.0,9990.0,16.0,9982.0,0.0,3.0,0.0,-4.0,7.0,-18.0,at_bid,16.0,8.0,1.0,1.0
1,230000,sell,4,9998.0,Mark 38,9982.0,9998.0,16.0,9990.0,0.0,3.0,3.0,8.0,8.0,-10.0,at_ask,16.0,8.0,1.0,1.0
1,230800,sell,3,10007.0,Mark 38,9991.0,10007.0,16.0,9999.0,0.0,1.0,10.0,13.0,5.0,-1.0,at_ask,16.0,8.0,1.0,1.0
1,235900,buy,3,9998.0,Mark 38,9998.0,10014.0,16.0,10006.0,0.0,-1.0,-2.0,-1.0,11.0,6.0,at_bid,16.0,8.0,1.0,1.0
1,238200,sell,2,10025.0,Mark 38,10009.0,10025.0,16.0,10017.0,0.0,-1.0,-1.0,8.0,10.0,17.0,at_ask,16.0,8.0,1.0,1.0
1,239600,buy,4,10006.0,Mark 38,10006.0,10022.0,16.0,10014.0,0.0,-4.0,-1.0,-6.0,7.0,14.0,at_bid,16.0,8.0,1.0,1.0
1,239700,sell,6,10021.0,Mark 38,10005.0,10021.0,16.0,10013.0,0.0,-1.0,-2.0,-5.0,8.0,13.0,at_ask,16.0,8.0,1.0,1.0
1,240600,buy,3,10013.0,Mark 38,10013.0,10029.0,16.0,10021.0,0.0,-1.0,11.0,6.0,10.5,21.0,at_bid,16.0,8.0,1.0,1.0
1,241900,buy,2,10005.0,Mark 38,10005.0,10021.0,16.0,10013.0,0.0,1.0,-4.0,0.0,6.0,13.0,at_bid,16.0,8.0,1.0,1.0
1,248200,sell,5,10025.0,Mark 38,10009.0,10025.0,16.0,10017.0,0.0,0.0,2.0,11.0,9.0,17.0,at_ask,16.0,8.0,1.0,1.0
1,252500,buy,3,9988.0,Mark 38,9988.0,10004.0,16.0,9996.0,0.0,2.0,1.0,-4.0,8.0,-4.0,at_bid,16.0,8.0,1.0,1.0
1,254700,sell,5,9997.0,Mark 38,9988.0,9997.0,9.0,9992.5,0.10344827586206896,1.5,-0.5,-3.5,8.0,-7.5,at_ask,9.0,4.5,1.0,1.0
1,255000,buy,4,9980.0,Mark 38,9980.0,9996.0,16.0,9988.0,0.0,-1.0,-4.0,-7.0,5.0,-12.0,at_bid,16.0,8.0,1.0,1.0
1,255300,buy,2,9973.0,Mark 38,9973.0,9989.0,16.0,9981.0,0.0,-4.0,-8.0,-14.0,5.0,-19.0,at_bid,16.0,8.0,1.0,1.0
1,255400,buy,3,9973.0,Mark 38,9973.0,9989.0,16.0,9981.0,0.0,0.0,-8.0,-16.0,4.0,-19.0,at_bid,16.0,8.0,1.0,1.0
1,262300,sell,4,10005.0,Mark 38,9989.0,10005.0,16.0,9997.0,0.0,2.0,8.0,16.0,7.0,-3.0,at_ask,16.0,8.0,1.0,1.0
1,262800,sell,2,10008.0,Mark 38,9992.0,10008.0,16.0,10000.0,0.0,2.0,3.0,14.0,3.0,0.0,at_ask,16.0,8.0,1.0,1.0
1,266300,sell,4,9999.0,Mark 38,9983.0,9999.0,16.0,9991.0,0.0,-1.0,-4.0,-11.0,10.0,-9.0,at_ask,16.0,8.0,1.0,1.0
1,266600,sell,4,9997.0,Mark 38,9981.0,9997.0,16.0,9989.0,0.0,0.0,-6.0,-14.0,5.0,-11.0,at_ask,16.0,8.0,1.0,1.0
1,269300,buy,3,9973.0,Mark 38,9973.0,9989.0,16.0,9981.0,0.0,-1.0,-4.0,-14.0,6.0,-19.0,at_bid,16.0,8.0,1.0,1.0
1,274600,sell,2,9989.0,Mark 38,9974.0,9989.0,15.0,9981.5,0.0,-0.5,2.5,5.5,8.0,-18.5,at_ask,15.0,7.5,1.0,1.0
1,275700,sell,2,9996.0,Mark 38,9980.0,9996.0,16.0,9988.0,0.0,0.0,3.0,8.0,11.0,-12.0,at_ask,16.0,8.0,1.0,1.0
1,280500,sell,2,9973.0,Mark 38,9957.0,9973.0,16.0,9965.0,0.0,-1.5,1.5,-15.0,9.0,-35.0,at_ask,16.0,8.0,1.0,1.0
1,281100,buy,3,9952.0,Mark 38,9952.0,9968.0,16.0,9960.0,0.0,0.0,-2.0,-17.0,10.0,-40.0,at_bid,16.0,8.0,1.0,1.0
1,282200,sell,2,9979.0,Mark 38,9963.0,9979.0,16.0,9971.0,0.0,0.0,6.0,4.0,7.0,-29.0,at_ask,16.0,8.0,1.0,1.0
1,285400,buy,5,9965.0,Mark 38,9965.0,9981.0,16.0,9973.0,0.0,2.0,5.0,1.0,9.0,-27.0,at_bid,16.0,8.0,1.0,1.0
1,290900,sell,3,9965.0,Mark 38,9949.0,9965.0,16.0,9957.0,0.0,1.0,6.0,3.0,7.0,-43.0,at_ask,16.0,8.0,1.0,1.0
1,292800,buy,6,9951.0,Mark 38,9951.0,9967.0,16.0,9959.0,0.0,1.0,7.0,3.0,11.0,-41.0,at_bid,16.0,8.0,1.0,1.0
1,295000,sell,5,9959.0,Mark 38,9943.0,9959.0,16.0,9951.0,0.0,-5.0,1.0,-11.0,8.5,-49.0,at_ask,16.0,8.0,1.0,1.0
1,297100,sell,3,9958.0,Mark 38,9942.0,9958.0,16.0,9950.0,0.0,0.0,0.0,0.0,8.5,-50.0,at_ask,16.0,8.0,1.0,1.0
1,301100,sell,3,9966.0,Mark 38,9950.0,9966.0,16.0,9958.0,0.0,3.0,0.0,5.0,7.0,-42.0,at_ask,16.0,8.0,1.0,1.0
1,301300,sell,2,9967.0,Mark 38,9951.0,9967.0,16.0,9959.0,0.0,0.0,4.5,14.0,13.0,-41.0,at_ask,16.0,8.0,1.0,1.0
1,302400,buy,6,9936.0,Mark 38,9936.0,9952.0,16.0,9944.0,0.0,-3.0,-4.0,-8.0,9.0,-56.0,at_bid,16.0,8.0,1.0,1.0
1,304200,buy,2,9944.0,Mark 38,9944.0,9960.0,16.0,9952.0,0.0,1.5,4.0,4.0,9.0,-48.0,at_bid,16.0,8.0,1.0,1.0
1,306500,sell,5,9967.0,Mark 38,9951.0,9967.0,16.0,9959.0,0.0,-1.0,6.0,4.0,7.5,-41.0,at_ask,16.0,8.0,1.0,1.0
1,308000,buy,3,9943.0,Mark 38,9943.0,9959.0,16.0,9951.0,0.0,0.0,-2.0,-2.0,12.0,-49.0,at_bid,16.0,8.0,1.0,1.0
1,308100,buy,4,9945.0,Mark 38,9945.0,9961.0,16.0,9953.0,0.0,2.0,0.0,-2.0,8.0,-47.0,at_bid,16.0,8.0,1.0,1.0
1,316200,sell,5,9939.0,Mark 38,9923.0,9939.0,16.0,9931.0,0.0,0.0,-5.0,-4.0,9.0,-69.0,at_ask,16.0,8.0,1.0,1.0
1,317100,buy,4,9929.0,Mark 38,9929.0,9945.0,16.0,9937.0,0.0,2.0,7.0,3.0,11.0,-63.0,at_bid,16.0,8.0,1.0,1.0
1,318300,sell,4,9950.0,Mark 38,9934.0,9950.0,16.0,9942.0,0.0,2.0,-1.0,14.0,9.0,-58.0,at_ask,16.0,8.0,1.0,1.0
1,323300,sell,5,9956.0,Mark 38,9940.0,9956.0,16.0,9948.0,0.0,-1.0,-1.0,3.0,10.0,-52.0,at_ask,16.0,8.0,1.0,1.0
1,324600,sell,6,9946.0,Mark 38,9930.0,9946.0,16.0,9938.0,0.0,-2.0,3.0,-16.0,5.0,-62.0,at_ask,16.0,8.0,1.0,1.0
1,327600,buy,5,9928.0,Mark 38,9928.0,9944.0,16.0,9936.0,0.0,-2.5,-5.0,-4.0,7.0,-64.0,at_bid,16.0,8.0,1.0,1.0
1,327700,sell,6,9946.0,Mark 38,9930.0,9946.0,16.0,9938.0,0.0,2.0,-2.0,-3.0,10.0,-62.0,at_ask,16.0,8.0,1.0,1.0
1,335300,buy,5,9943.0,Mark 38,9943.0,9959.0,16.0,9951.0,0.0,-4.0,-8.0,2.0,10.0,-49.0,at_bid,16.0,8.0,1.0,1.0
1,335500,sell,4,9961.0,Mark 38,9945.0,9961.0,16.0,9953.0,0.0,3.0,-3.0,4.0,15.0,-47.0,at_ask,16.0,8.0,1.0,1.0
1,338100,buy,3,9931.0,Mark 38,9931.0,9947.0,16.0,9939.0,0.0,0.0,-5.0,-7.5,8.0,-61.0,at_bid,16.0,8.0,1.0,1.0
1,339500,buy,3,9932.0,Mark 38,9932.0,9948.0,16.0,9940.0,0.0,-5.0,0.0,-4.0,11.0,-60.0,at_bid,16.0,8.0,1.0,1.0
1,342400,buy,5,9944.0,Mark 38,9944.0,9960.0,16.0,9952.0,0.0,1.0,3.0,10.0,13.0,-48.0,at_bid,16.0,8.0,1.0,1.0
1,343100,sell,2,9966.0,Mark 38,9950.0,9966.0,16.0,9958.0,0.0,0.0,1.0,12.0,9.0,-42.0,at_ask,16.0,8.0,1.0,1.0
1,344000,buy,5,9953.0,Mark 38,9953.0,9969.0,16.0,9961.0,0.0,1.0,3.0,11.0,10.0,-39.0,at_bid,16.0,8.0,1.0,1.0
1,345700,sell,6,9957.0,Mark 38,9941.0,9957.0,16.0,9949.0,0.0,-5.0,-6.0,-9.5,7.0,-51.0,at_ask,16.0,8.0,1.0,1.0
1,345900,sell,3,9958.0,Mark 38,9942.0,9958.0,16.0,9950.0,0.0,1.0,-2.0,-10.0,9.5,-50.0,at_ask,16.0,8.0,1.0,1.0
1,348500,buy,5,9964.0,Mark 38,9964.0,9980.0,16.0,9972.0,0.0,-2.0,7.0,13.0,11.0,-28.0,at_bid,16.0,8.0,1.0,1.0
1,351000,sell,3,9973.0,Mark 38,9957.0,9973.0,16.0,9965.0,0.0,-2.0,1.0,-8.0,13.0,-35.0,at_ask,16.0,8.0,1.0,1.0
1,357100,sell,6,9963.0,Mark 38,9947.0,9963.0,16.0,9955.0,0.0,0.0,-3.0,1.0,7.0,-45.0,at_ask,16.0,8.0,1.0,1.0
1,358500,sell,6,9960.0,Mark 38,9944.0,9960.0,16.0,9952.0,0.0,-3.0,-4.0,-7.0,5.0,-48.0,at_ask,16.0,8.0,1.0,1.0
1,360600,buy,2,9951.0,Mark 38,9951.0,9967.0,16.0,9959.0,0.0,1.0,4.0,5.0,5.0,-41.0,at_bid,16.0,8.0,1.0,1.0
1,362700,buy,3,9961.0,Mark 38,9961.0,9977.0,16.0,9969.0,0.0,-1.0,6.0,10.0,11.0,-31.0,at_bid,16.0,8.0,1.0,1.0
1,363100,sell,4,9983.0,Mark 38,9967.0,9983.0,16.0,9975.0,0.0,2.0,5.0,17.0,11.0,-25.0,at_ask,16.0,8.0,1.0,1.0
1,364800,sell,5,9978.0,Mark 38,9962.0,9978.0,16.0,9970.0,0.0,1.0,3.0,3.0,4.0,-30.0,at_ask,16.0,8.0,1.0,1.0
1,368500,sell,6,9983.0,Mark 38,9967.0,9983.0,16.0,9975.0,0.0,-1.0,4.0,10.0,10.0,-25.0,at_ask,16.0,8.0,1.0,1.0
1,371400,buy,2,9953.0,Mark 38,9953.0,9969.0,16.0,9961.0,0.0,2.0,-1.0,-9.0,4.0,-39.0,at_bid,16.0,8.0,1.0,1.0
1,373400,sell,3,9970.0,Mark 38,9954.0,9970.0,16.0,9962.0,0.0,2.0,4.0,1.0,6.0,-38.0,at_ask,16.0,8.0,1.0,1.0
1,373700,buy,5,9954.0,Mark 38,9954.0,9970.0,16.0,9962.0,0.0,-2.0,0.0,4.0,9.0,-38.0,at_bid,16.0,8.0,1.0,1.0
1,375100,buy,2,9947.0,Mark 38,9947.0,9963.0,16.0,9955.0,0.0,-1.0,-7.0,-5.0,12.0,-45.0,at_bid,16.0,8.0,1.0,1.0
1,380100,sell,6,9957.0,Mark 38,9941.0,9957.0,16.0,9949.0,0.0,-1.0,-3.0,-9.0,9.0,-51.0,at_ask,16.0,8.0,1.0,1.0
1,380700,sell,4,9948.0,Mark 38,9932.0,9948.0,16.0,9940.0,0.0,3.0,-7.0,-12.0,7.0,-60.0,at_ask,16.0,8.0,1.0,1.0
1,383300,sell,5,9945.0,Mark 38,9929.0,9945.0,16.0,9937.0,0.0,5.0,5.0,-7.0,8.0,-63.0,at_ask,16.0,8.0,1.0,1.0
