group,a,b,n_full,corr_mid_full,spread_mean_full,spread_sd_full,adf_t_full,half_life_full,wf_pnl_total,wf_sharpe_mean,wf_sharpe_min,wf_trades,d2to3_pnl,d2to3_sharpe,d2to3_trades,d2to3_win_pct,d3to4_pnl,d3to4_sharpe,d3to4_trades,d3to4_win_pct,pass_walkforward
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_ORANGE,30000,-0.017530421388277803,530.9545333333333,883.8339097644132,-1.5363060364381178,4720.059000444007,1225.5,0.8667789974750472,0.8667789974750472,1,0.0,,0,0.0,1225.5,0.8667789974750472,1,0.5081646734130635,False
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,30000,-0.022533526267267835,-865.9098833333334,564.5321284515048,-2.5341480082464356,1945.3274979067298,1760.5,1.0294575293485497,0.8472514175057575,5,1022.0,0.8472514175057575,5,0.5019087136929461,738.5,1.2116636411913422,0,0.5158968206358728,False
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,30000,0.046080875793043236,-234.44041666666666,256.8790884991609,-3.3438223394413207,867.2121563120088,1362.0,1.055602687567408,0.8194131622371327,7,586.5,0.8194131622371327,3,0.5069474598349978,775.5,1.2917922128976833,4,0.5130890052356021,False
ROBOT,ROBOT_MOPPING,ROBOT_DISHES,30000,0.4391419773728331,1081.8983333333333,723.4018170287904,-2.6499550728265144,1637.8551929968428,1161.0,0.8034646915777699,0.8034646915777699,2,1161.0,0.8034646915777699,2,0.5081287506819422,0.0,,0,0.0,False
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_VOID_BLUE,30000,0.46729210007453365,-1044.83745,519.1105457278159,-2.623285079969503,1733.5254739920897,2488.5,0.9710439024459172,0.751104087727624,10,1023.0,0.751104087727624,5,0.5014181773338267,1465.5,1.1909837171642104,5,0.5033082706766917,False
PANEL,PANEL_1X4,PANEL_4X4,30000,-0.22790687755923097,-481.13865,1038.3681606337148,-1.1255658129717963,7904.814449771231,2037.5,0.8520040690611039,0.722444933613857,2,897.5,0.722444933613857,2,0.4957425494615577,1140.0,0.9815632045083508,0,0.5099752249315426,False
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,30000,-0.15088901140300479,-381.84,658.1253271477502,-1.5623327982195248,3262.417639155927,1917.5,1.5208632486728844,0.6813063120164706,3,592.5,0.6813063120164706,1,0.5046972860125261,1325.0,2.360420185329298,2,0.5206331260599208,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,30000,-0.321579673138514,728.55835,868.2480723389356,-1.520455196890733,4735.316170772905,607.0,0.6218277804697565,0.6218277804697565,1,607.0,0.6218277804697565,1,0.5077017868145409,0.0,,0,0.0,False
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,30000,-0.30529097567448893,-566.4990833333334,736.2630581801768,-1.8110409112801584,3460.8006266633506,1446.0,0.9225913377617905,0.6099941428777235,1,653.5,1.2351885326458574,0,0.5007385524372231,792.5,0.6099941428777235,1,0.5015112764473378,False
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,30000,-0.01568085677828358,-210.88215,638.5625495880396,-1.9921882299500349,2613.444952184756,1392.0,0.8068746152182527,0.5973170185113937,3,581.5,1.0164322119251115,1,0.514426028238183,810.5,0.5973170185113937,2,0.5065894814632343,False
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,30000,0.8752369904278977,312.9469833333333,473.91176288162166,-3.070545078927815,1112.9648743423954,2326.5,0.833840911653216,0.47944728540224374,6,749.0,0.47944728540224374,2,0.502784222737819,1577.5,1.1882345379041883,4,0.5091553455404607,False
PEBBLES,PEBBLES_M,PEBBLES_XL,30000,0.35047026802999137,-2962.3461333333335,1665.1153187967839,-2.2209609482969905,2376.142157849095,5063.0,0.862622130839948,0.460488328637649,2,3668.0,1.2647559330422469,1,0.5117658312607615,1395.0,0.460488328637649,1,0.5133510167992926,False
PANEL,PANEL_2X2,PANEL_1X4,30000,0.6442909494543263,179.01781666666668,652.4798044314473,-1.7964265135621629,3259.38189395988,502.0,0.42506346023522246,0.42506346023522246,1,502.0,0.42506346023522246,1,0.5024002194486353,0.0,,0,0.0,False
TRANSLATOR,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,30000,-0.03751595269887556,-270.8978,623.9674995049768,-1.965397142555275,2720.587346399761,1563.5,0.7880472810114393,0.3826407972413375,1,385.0,0.3826407972413375,1,0.5011625449165081,1178.5,1.193453764781541,0,0.5103952478866803,False
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,30000,0.8704587961153504,-1506.7923666666666,922.6861198813671,-2.0284784253497556,3229.9027513618685,2261.0,0.8491553553371507,0.380242522912711,5,738.0,0.380242522912711,2,0.5017770597738288,1523.0,1.3180681877615905,3,0.503835860838537,False
PEBBLES,PEBBLES_S,PEBBLES_L,30000,-0.13602911086238903,-1241.75385,1105.756942589635,-1.8444597826940934,3779.842358271771,1735.5,0.47373333840889403,0.36213393922741377,4,992.0,0.5853327375903743,4,0.49602078934546046,743.5,0.36213393922741377,0,0.5007890583903208,False
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,30000,0.7009587499324819,-130.19353333333333,691.3233870349792,-1.9835659328817774,2479.9770342827314,1541.0,0.48023299903722905,0.2813314197940495,2,1081.0,0.6791345782804086,2,0.5044667475460461,460.0,0.2813314197940495,0,0.49775094696969696,False
ROBOT,ROBOT_VACUUMING,ROBOT_LAUNDRY,30000,0.7874170941198325,-655.9859166666666,382.1646057568995,-3.240853897178096,1111.3366606269162,1615.5,0.6591609429228901,0.27760498029265857,7,1288.0,1.0407169055531216,6,0.5034174226419784,327.5,0.27760498029265857,1,0.49538080216313657,False
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_STRAWBERRY,30000,0.28432876351587894,-609.3060333333333,356.5683578599372,-2.7841817995382656,1674.0388342038746,1462.5,1.1483287548793968,0.16312258784596428,8,160.5,0.16312258784596428,2,0.4988332036892988,1302.0,2.1335349219128292,6,0.5164960182025028,False
SNACKPACK,SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,30000,-0.5410357062745232,-863.23685,501.4397331787848,-2.126433756418466,3239.662104368038,627.5,0.343058924232558,0.15589710407322838,5,149.5,0.15589710407322838,2,0.5095762508977735,478.0,0.5302207443918876,3,0.5031855767927341,False
PANEL,PANEL_2X2,PANEL_4X4,30000,-0.49406989485717856,-302.12083333333334,984.3514375123547,-1.166957403515429,7034.023769779818,1517.5,0.5673763353841764,0.14958651014342922,1,199.5,0.14958651014342922,1,0.5017909111260354,1318.0,0.9851661606249237,0,0.5054265138452175,False
UV_VISOR,UV_VISOR_RED,UV_VISOR_MAGENTA,30000,0.31284241045453454,-48.499316666666665,704.4306545415711,-1.9140904437122908,2795.446261295207,853.5,0.2831862191107295,0.148949867004814,4,621.0,0.41742257121664494,2,0.5080071174377224,232.5,0.148949867004814,2,0.5026249714677015,False
UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,30000,0.5843864740255375,-685.2866833333334,533.6315100369665,-1.8432167616254695,1690.6376492401305,1220.5,0.6331397247581723,0.14196374810336426,6,1057.5,1.1243157014129803,3,0.5051546391752577,163.0,0.14196374810336426,3,0.5054776090716894,False
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,30000,-0.009114061485025358,-325.8985166666667,891.8512945325955,-1.3696347188629379,4630.316342665599,441.0,0.17582696536053377,0.12679379596079984,4,309.0,0.2248601347602677,2,0.5004063939311839,132.0,0.12679379596079984,2,0.5046912502727471,False
PANEL,PANEL_1X2,PANEL_2X4,30000,0.12860098980198442,-2342.6439666666665,803.8571778039505,-2.8961516110466445,4295.565352649886,1634.0,0.8082755799562436,0.047359156959426316,6,65.0,0.047359156959426316,1,0.5024594453165881,1569.0,1.5691920029530608,5,0.5094515752625438,False
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,30000,-0.19684840661582217,-428.52271666666667,659.4581363960514,-1.8134275810919893,3244.8177389466473,1837.0,0.8914106922119044,0.012430676601749494,5,16.5,0.012430676601749494,1,0.5023459493274945,1820.5,1.7703907078220593,4,0.509142053445851,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,30000,0.24085393716637915,162.05926666666667,724.255920264006,-1.5247504445639228,3667.449847256356,706.5,0.45417480147939787,-0.04449988677004344,3,-57.5,-0.04449988677004344,2,0.5010291802881705,764.0,0.9528494897288392,1,0.5054377379010332,False
PEBBLES,PEBBLES_S,PEBBLES_XL,30000,-0.8343570524569878,-4293.232583333333,2514.0740065539026,-1.510668754176864,5489.817741120181,5036.5,0.6918514053278539,-0.06299019646472657,6,5260.0,1.4466930071204345,3,0.5060753341433779,-223.5,-0.06299019646472657,3,0.4995540833227163,False
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,30000,-0.5081334986425299,-1426.67745,940.2931574619857,-1.1313841300574632,5962.336817415863,723.0,0.2678466993714465,-0.08749589484182553,1,835.0,0.6231892935847185,0,0.49909453096704093,-112.0,-0.08749589484182553,1,0.49637211712878987,False
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,30000,0.49317301761675797,1064.96915,471.3650741622083,-2.7059140577580614,1489.941010149264,886.0,1.5594986686807193,-0.09221810644010232,5,1001.5,3.211215443801541,2,0.5292929292929293,-115.5,-0.09221810644010232,3,0.4994993563152625,False
PEBBLES,PEBBLES_L,PEBBLES_XL,30000,-0.19722524209636524,-3051.4787333333334,1994.8393901509285,-1.525992917654592,3446.786981284616,1408.5,0.3557523225286436,-0.13154555508254218,2,1842.5,0.8430502001398293,1,0.5075732076741838,-434.0,-0.13154555508254218,1,0.5032861107054184,False
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,30000,0.19029358058001639,1760.9478666666666,945.7457002098655,-1.8999694747982032,5595.220481554982,-363.5,-0.12662989185965381,-0.1460769682075668,5,-219.5,-0.1460769682075668,0,0.5042161942497206,-144.0,-0.10718281551174082,5,0.5011453981943135,False
ROBOT,ROBOT_LAUNDRY,ROBOT_IRONING,30000,0.7371413320197874,1121.1914333333334,523.0294177385681,-2.8304619756905547,1829.6936182697982,832.0,0.6107604243686068,-0.14753033742426527,2,-111.5,-0.14753033742426527,1,0.5087833441769681,943.5,1.369051186161479,1,0.5199449793672627,False
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,30000,0.11379929253511396,-284.9841333333333,650.4638341585555,-1.7796965627947592,2474.3060578385157,923.0,0.7133829621749593,-0.18776348893677358,3,1175.5,1.6145294132866923,1,0.5059859154929578,-252.5,-0.18776348893677358,2,0.4938553370786517,False
PANEL,PANEL_1X2,PANEL_1X4,30000,-0.3080763745556413,-474.8516,1160.4835213726387,-0.8494315455353543,10917.64090244972,1251.5,0.6643135342236065,-0.20872886388877113,1,1514.0,1.5373559323359842,0,0.5116535144063131,-262.5,-0.20872886388877113,1,0.5036855036855037,False
PANEL,PANEL_2X4,PANEL_4X4,30000,-0.17447895138482689,1386.6537166666667,838.007881663126,-1.2166115667947996,4321.6282634616855,627.0,0.22683031916672144,-0.27328987634614527,4,996.5,0.7269505146795882,2,0.49776312691311514,-369.5,-0.27328987634614527,2,0.49641455824651604,False
PEBBLES,PEBBLES_XS,PEBBLES_S,30000,0.7982724958896201,-1527.7169666666666,931.1708290062206,-2.2869410383013316,2640.599461482646,906.5,0.7053831831355233,-0.27383173403866873,4,-568.5,-0.27383173403866873,2,0.5011922826793843,1475.0,1.6845981003097152,2,0.5122235157159488,False
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,30000,0.06407416984278311,-826.17225,954.8174332675353,-1.5605113364365315,5015.4121353083465,1148.5,0.32609838904289257,-0.27595978666965426,5,-265.0,-0.27595978666965426,1,0.5085939701324317,1413.5,0.9281565647554394,4,0.5065929925907321,False
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,30000,0.2077116455778186,46.682716666666664,624.7201497254215,-1.7254411516876744,3063.556853146885,-423.0,-0.1930353666317932,-0.27674072854992143,3,-308.0,-0.27674072854992143,2,0.5026250345399281,-115.0,-0.10933000471366495,1,0.5011911852293032,False
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,30000,0.029648211786743883,-652.7378,698.1030484351816,-1.6940424668735343,3523.650771258885,-33.5,0.08514337178020895,-0.3079359153303126,3,395.5,0.4782226588907305,3,0.5048787287426819,-429.0,-0.3079359153303126,0,0.5008130081300813,False
PEBBLES,PEBBLES_XS,PEBBLES_XL,30000,-0.8275696574563158,-5820.94955,3085.332492503274,-1.5008034615151506,8250.554956727157,-801.5,-0.1200594205599381,-0.32747506721959535,2,349.0,0.08735622609971917,0,0.5,-1150.5,-0.32747506721959535,2,0.49243306169965073,False
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,30000,0.13851846258226103,482.44593333333336,859.148185303402,-1.3892967714779898,4006.8128651329503,-273.5,-0.1510834416218928,-0.3401661799420269,4,53.5,0.03799929669824134,3,0.4959053685168335,-327.0,-0.3401661799420269,1,0.4964048672566372,False
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,30000,-0.6654088797856573,-1473.3601666666666,976.161355060374,-1.458031672620463,6421.6198885285785,445.5,0.4951438245830243,-0.360157627289508,3,-509.5,-0.360157627289508,1,0.5010772545398584,955.0,1.3504452764555566,2,0.513776337115073,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,30000,-0.24682564862236858,281.51495,844.4339491052557,-1.3569006804746204,4600.915982221561,53.0,0.10060256052314231,-0.3647702165355676,3,613.0,0.5659753375818523,2,0.4996634129922585,-560.0,-0.3647702165355676,1,0.49674666666666667,False
PEBBLES,PEBBLES_M,PEBBLES_L,30000,0.33538756733038533,89.1326,757.1291364427691,-2.030145076343382,1766.1543885887468,1796.5,0.5108012459535433,-0.36949803808741843,4,2232.0,1.391100529994505,3,0.5059352517985611,-435.5,-0.36949803808741843,1,0.49502982107355864,False
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,30000,0.2845641600792451,-154.33215,776.6656418850462,-1.342674013036616,3422.9347056733536,1244.5,0.674187736952746,-0.3752909053069485,6,1820.5,1.7236663792124405,4,0.5067583590230021,-576.0,-0.3752909053069485,2,0.501747326061633,False
SLEEP_POD,SLEEP_POD_NYLON,SLEEP_POD_COTTON,30000,0.39744354539735316,-1891.1414,829.3453219996521,-2.061435725738388,4192.458751821082,565.0,0.25546792346931096,-0.3834188661838299,4,1131.5,0.8943547131224518,2,0.5038083367954577,-566.5,-0.3834188661838299,2,0.5005408003845692,False
PEBBLES,PEBBLES_S,PEBBLES_M,30000,-0.6157137748934411,-1330.88645,1368.640483356165,-1.3475015666858872,5784.550870626525,-245.0,-0.08308036035958492,-0.39523839079439904,4,-715.5,-0.39523839079439904,2,0.4978641311836847,470.5,0.2290776700752292,2,0.49994575241401756,False
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,30000,0.43421141924059614,-540.0113666666666,689.86505274882,-1.5763939893889247,2973.2343566625723,-240.5,-0.10806497957169298,-0.41035785236884553,2,304.5,0.19422789322545958,0,0.5031956984883839,-545.0,-0.41035785236884553,2,0.49839506172839504,False
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,30000,-0.0604532124637875,695.9787166666666,1012.6869060435312,-1.4068419719978904,5838.370455552301,78.0,0.07937105858259713,-0.4139872028848821,3,-652.5,-0.4139872028848821,0,0.49741562785041044,730.5,0.5727293200500764,3,0.5004777070063694,False
SNACKPACK,SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,30000,-0.3131414587265657,601.45855,296.6159069238041,-2.379557929763895,1816.018728270274,378.5,0.3347414548663502,-0.4401424116414279,5,652.0,1.1096253213741283,4,0.5144556079557104,-273.5,-0.4401424116414279,1,0.500608801530701,False
ROBOT,ROBOT_DISHES,ROBOT_LAUNDRY,30000,-0.723314928161881,195.5532,1087.1444825028673,-1.221603794338187,3975.2216552452865,-1626.0,-0.3853958910824165,-0.449276595630355,2,-330.0,-0.321515186534478,2,0.502630590003758,-1296.0,-0.449276595630355,0,0.5047121491497644,False
PANEL,PANEL_1X4,PANEL_2X4,30000,-0.6041255195487235,-1867.7923666666666,1311.852547718327,-1.2542490568444862,11085.959963989419,-470.5,-0.20454126934016983,-0.45344868250087955,2,-530.5,-0.45344868250087955,1,0.49540703199239783,60.0,0.04436614382053988,1,0.500060983046713,False
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,30000,-0.038455428850412456,-1139.1192333333333,1075.7867306922,-1.5010311404898045,6319.973804395109,283.0,0.1994390524832481,-0.45617178231185684,3,-723.0,-0.45617178231185684,0,0.49817444219066936,1006.0,0.8550498872783531,3,0.5118453865336658,False
PANEL,PANEL_2X2,PANEL_2X4,30000,-0.48194237826992925,-1688.77455,1120.9883711249183,-1.3628016803442562,7874.506377165978,-885.5,-0.3608611928353714,-0.4675459830762839,2,-187.0,-0.25417640259445884,2,0.4961647153815099,-698.5,-0.4675459830762839,0,0.5013712544438801,False
PANEL,PANEL_1X2,PANEL_2X2,30000,-0.5373740488496663,-653.8694166666667,1109.565819719434,-0.9276762709281507,9906.456123186961,165.5,0.08312605773912302,-0.5099426905365472,0,816.0,0.6761948060147932,0,0.5053648068669528,-650.5,-0.5099426905365472,0,0.49979608482871124,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,30000,-0.3468693541876848,443.57421666666664,997.1351927815772,-0.8221316717913941,6267.374006939973,-677.5,-0.28347001540103367,-0.5118874310306637,3,-57.0,-0.055052599771403615,2,0.5004283022100394,-620.5,-0.5118874310306637,1,0.49286023366508,False
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,30000,0.3075716927504422,2204.0883833333332,953.1242286274752,-2.16507962408366,5396.530456345184,-860.0,-0.362981284782509,-0.5335385612431373,2,-290.0,-0.19242400832188075,0,0.49781703726266624,-570.0,-0.5335385612431373,2,0.49653579676674364,False
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,30000,-0.13578756190604288,-2653.7447666666667,1082.6858922709819,-1.9153449609901072,6174.955791236501,347.0,0.48052676404531064,-0.6360967265357499,3,1206.5,1.5971502546263712,1,0.5051502145922747,-859.5,-0.6360967265357499,2,0.5031367628607277,False
UV_VISOR,UV_VISOR_ORANGE,UV_VISOR_RED,30000,0.416008783672698,-636.7873666666667,615.8908678251358,-1.293836330824454,2321.3434020233335,-143.5,-0.05096797843621531,-0.6567450553991989,4,776.0,0.5548090985267683,2,0.5059769858116412,-919.5,-0.6567450553991989,2,0.49240587109125716,False
MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,30000,0.33848772668852717,-953.9517333333333,914.189664613966,-1.479565159424232,3044.900414529697,-458.0,-0.15057854780333196,-0.6653624295764338,4,678.0,0.36420533396976984,2,0.5089542339155427,-1136.0,-0.6653624295764338,2,0.4952337721289151,False
ROBOT,ROBOT_DISHES,ROBOT_IRONING,30000,-0.6483980580218528,1316.7446333333332,1208.6567234280649,-1.1895919283256575,4764.506750420752,-1551.0,-0.4682070843554661,-0.6771941686063724,3,-804.0,-0.6771941686063724,3,0.5015514809590973,-747.0,-0.25922000010455987,0,0.5006082725060828,False
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,30000,-0.11709511682888303,374.30038333333334,1105.5545672398323,-0.43560806100928035,6662.462783303763,-1000.0,-0.271821617544681,-0.6847037043734812,3,140.5,0.1410604692841192,3,0.5136653895274584,-1140.5,-0.6847037043734812,0,0.4966089685190809,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,30000,-0.3209827186063073,-2087.2456833333335,1215.7332685248164,-1.3594114991493005,8492.16828685143,-360.5,0.22133939026226107,-0.6906180185221403,3,718.5,1.1332967990466625,2,0.5195035460992907,-1079.0,-0.6906180185221403,1,0.5015437027573725,False
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,30000,0.4653458919493334,1029.3281166666666,853.6468746879199,-0.7666225908329409,4202.445584864885,36.0,0.2672727521109827,-0.6938069371965788,3,863.0,1.2283524414185443,1,0.5102412380518889,-827.0,-0.6938069371965788,2,0.49217976638289446,False
PANEL,PANEL_1X2,PANEL_4X4,30000,0.2800521095335174,-955.99025,637.0709861781005,-1.3465005120188103,3130.907575573728,343.0,0.27874988165602177,-0.694469119947053,7,1250.5,1.2519688832590965,4,0.5168333333333334,-907.5,-0.694469119947053,3,0.5011111111111111,False
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,30000,0.08759617878971607,329.12921666666665,898.1534694646491,-1.3006247153531763,4874.23806445976,-241.0,-0.08000754040916913,-0.8151694349941114,0,1017.5,0.6551543541757732,0,0.502126797650395,-1258.5,-0.8151694349941114,0,0.4921843280552172,False
SNACKPACK,SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,30000,-0.44123736279274683,-1210.7645833333333,476.9579478884832,-2.446906659773556,19999.729567920458,-591.0,-0.7832618991104595,-0.8620894298802161,2,-329.0,-0.8620894298802161,1,0.4995390643005301,-262.0,-0.7044343683407029,1,0.4962704523580366,False
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,30000,-0.5579056571779014,-1925.1864166666667,1424.5657974357753,-0.6747183113331469,11567.179022455242,-1978.0,-0.7483126319981722,-0.8763995988914438,2,-849.0,-0.6202256651049006,1,0.49356330458692665,-1129.0,-0.8763995988914438,1,0.49705460913867217,False
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,30000,-0.19242926825474035,-699.4205166666667,763.8898400996048,-1.701766635031736,4201.043401122633,-521.0,-0.07740334277771976,-0.9127833505429024,1,-1188.5,-0.9127833505429024,1,0.49480744266551274,667.5,0.7579766649874629,0,0.5017764416507242,False
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_ORANGE,30000,-0.7106385537268168,-2514.8099666666667,1441.2104252574172,-1.7395108861841821,16669.008869348574,-855.0,-0.3152241113851969,-0.9347136468598429,2,-1223.0,-0.9347136468598429,0,0.5000508905852418,368.0,0.3042654240894491,2,0.49935830124839575,False
ROBOT,ROBOT_VACUUMING,ROBOT_DISHES,30000,-0.6864892643087371,-851.5391166666667,1002.6907460236945,-1.2118339038430643,3487.263079358809,-2684.5,-0.7282540063133367,-0.9739822929138666,1,-1298.5,-0.9739822929138666,1,0.4924403747870528,-1386.0,-0.4825257197128067,0,0.4942857142857143,False
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_MAGENTA,30000,-0.8672762206862569,-3200.09665,1559.2221340999206,-1.9489696339613043,17880.667384584223,-1428.5,-0.5158602593424064,-0.9814119312045614,1,-1363.0,-0.9814119312045614,0,0.5,-65.5,-0.05030858748025152,1,0.5012872774082815,False
