product,day,bucket,n_trades,sum_qty,trade_vwap,quote_mean_mid,trade_minus_quote
OXYGEN_SHAKE_GARLIC,2,4,47,121,11647.719008,11636.7655,10.953508
OXYGEN_SHAKE_GARLIC,3,0,48,127,11892.629921,11938.3185,-45.688579
OXYGEN_SHAKE_GARLIC,3,1,51,136,11646.272059,11672.64725,-26.375191
OXYGEN_SHAKE_GARLIC,3,2,47,111,11482.432432,11479.50725,2.925182
OXYGEN_SHAKE_GARLIC,3,3,53,124,11875.629032,11873.00175,2.627282
OXYGEN_SHAKE_GARLIC,3,4,56,151,12080.483444,12075.73475,4.748694
OXYGEN_SHAKE_GARLIC,4,0,57,133,11934.300752,11936.7315,-2.430748
OXYGEN_SHAKE_GARLIC,4,1,51,123,12331.934959,12427.19,-95.255041
OXYGEN_SHAKE_GARLIC,4,2,48,116,13171.336207,13109.278,62.058207
OXYGEN_SHAKE_GARLIC,4,3,41,95,13310.968421,13288.17125,22.797171
OXYGEN_SHAKE_GARLIC,4,4,52,127,13810.519685,13792.77625,17.743435
OXYGEN_SHAKE_MINT,2,0,44,107,9972.728972,9992.907,-20.178028
OXYGEN_SHAKE_MINT,2,1,54,137,9827.70073,9799.3105,28.39023
OXYGEN_SHAKE_MINT,2,2,47,115,9676.826087,9683.13875,-6.312663
OXYGEN_SHAKE_MINT,2,3,37,82,9815.658537,9835.22,-19.561463
OXYGEN_SHAKE_MINT,2,4,47,121,10192.528926,10157.01525,35.513676
OXYGEN_SHAKE_MINT,3,0,48,127,10141.929134,10146.251,-4.321866
OXYGEN_SHAKE_MINT,3,1,51,136,10513.529412,10478.13375,35.395662
OXYGEN_SHAKE_MINT,3,2,47,111,10355.63964,10375.36625,-19.72661
OXYGEN_SHAKE_MINT,3,3,53,124,10267.709677,10274.6765,-6.966823
OXYGEN_SHAKE_MINT,3,4,56,151,10074.496689,10052.825,21.671689
OXYGEN_SHAKE_MINT,4,0,57,133,9476.421053,9421.76375,54.657303
OXYGEN_SHAKE_MINT,4,1,51,123,8843.813008,8855.262,-11.448992
OXYGEN_SHAKE_MINT,4,2,48,116,8832.896552,8800.98275,31.913802
OXYGEN_SHAKE_MINT,4,3,41,95,9941.0,9902.756,38.244
OXYGEN_SHAKE_MINT,4,4,52,127,9849.275591,9800.30275,48.972841
OXYGEN_SHAKE_MORNING_BREATH,2,0,44,107,10494.214953,10536.86325,-42.648297
OXYGEN_SHAKE_MORNING_BREATH,2,1,54,137,10494.759124,10548.29925,-53.540126
OXYGEN_SHAKE_MORNING_BREATH,2,2,47,115,10400.217391,10374.1375,26.079891
OXYGEN_SHAKE_MORNING_BREATH,2,3,37,82,10734.487805,10737.61525,-3.127445
OXYGEN_SHAKE_MORNING_BREATH,2,4,47,121,10728.92562,10724.303,4.62262
OXYGEN_SHAKE_MORNING_BREATH,3,0,48,127,10999.188976,10999.7165,-0.527524
OXYGEN_SHAKE_MORNING_BREATH,3,1,51,136,10315.029412,10308.1445,6.884912
OXYGEN_SHAKE_MORNING_BREATH,3,2,47,111,9948.054054,9967.82725,-19.773196
OXYGEN_SHAKE_MORNING_BREATH,3,3,53,124,9224.185484,9262.89525,-38.709766
OXYGEN_SHAKE_MORNING_BREATH,3,4,56,151,8983.728477,9017.10875,-33.380273
OXYGEN_SHAKE_MORNING_BREATH,4,0,57,133,9506.75188,9500.2165,6.53538
OXYGEN_SHAKE_MORNING_BREATH,4,1,51,123,9551.804878,9580.12625,-28.321372
OXYGEN_SHAKE_MORNING_BREATH,4,2,48,116,9641.474138,9646.52125,-5.047112
OXYGEN_SHAKE_MORNING_BREATH,4,3,41,95,9312.031579,9284.06925,27.962329
OXYGEN_SHAKE_MORNING_BREATH,4,4,52,127,9540.141732,9518.9565,21.185232
PANEL_1X2,2,0,44,107,9757.626168,9762.7835,-5.157332
PANEL_1X2,2,1,54,137,9630.160584,9617.79325,12.367334
PANEL_1X2,2,2,47,115,8909.469565,8910.5905,-1.120935
PANEL_1X2,2,3,37,82,9049.97561,9094.633,-44.65739
PANEL_1X2,2,4,47,121,8738.099174,8772.2035,-34.104326
PANEL_1X2,3,0,48,127,7963.976378,7966.57075,-2.594372
PANEL_1X2,3,1,51,136,8157.213235,8131.251,25.962235
PANEL_1X2,3,2,47,111,8173.756757,8169.65725,4.099507
PANEL_1X2,3,3,53,124,8456.032258,8454.048,1.984258
PANEL_1X2,3,4,56,151,8679.119205,8683.11075,-3.991545
PANEL_1X2,4,0,57,133,8666.150376,8688.87125,-22.720874
PANEL_1X2,4,1,51,123,9048.699187,9103.317,-54.617813
PANEL_1X2,4,2,48,116,9234.034483,9220.53075,13.503733
PANEL_1X2,4,3,41,95,9592.557895,9556.7015,35.856395
PANEL_1X2,4,4,52,127,9693.023622,9708.87325,-15.849628
PANEL_1X4,2,0,44,107,9949.140187,9900.78,48.360187
PANEL_1X4,2,1,54,137,9805.240876,9761.9095,43.331376
PANEL_1X4,2,2,47,115,9716.243478,9721.45675,-5.213272
PANEL_1X4,2,3,37,82,10065.219512,9977.95775,87.261762
PANEL_1X4,2,4,47,121,10805.578512,10749.68975,55.888762
PANEL_1X4,3,0,48,127,10603.826772,10572.1705,31.656272
PANEL_1X4,3,1,51,136,10277.867647,10304.186,-26.318353
PANEL_1X4,3,2,47,111,9702.423423,9737.592,-35.168577
PANEL_1X4,3,3,53,124,8633.33871,8652.59825,-19.25954
PANEL_1X4,3,4,56,151,8897.225166,8896.429,0.796166
PANEL_1X4,4,0,57,133,8524.93985,8539.20475,-14.2649
PANEL_1X4,4,1,51,123,8394.162602,8399.2215,-5.058898
PANEL_1X4,4,2,48,116,8298.198276,8274.25275,23.945526
PANEL_1X4,4,3,41,95,8697.378947,8621.60925,75.769697
PANEL_1X4,4,4,52,127,8908.984252,8854.6515,54.332752
PANEL_2X2,2,0,44,107,9778.560748,9739.504,39.056748
PANEL_2X2,2,1,54,137,9711.175182,9693.901,17.274182
PANEL_2X2,2,2,47,115,9926.2,9912.3275,13.8725
PANEL_2X2,2,3,37,82,9784.646341,9757.1865,27.459841
PANEL_2X2,2,4,47,121,9960.826446,9931.54125,29.285196
PANEL_2X2,3,0,48,127,9985.866142,9993.57175,-7.705608
PANEL_2X2,3,1,51,136,10335.139706,10322.54275,12.596956
PANEL_2X2,3,2,47,111,10530.441441,10523.89375,6.547691
PANEL_2X2,3,3,53,124,10541.822581,10563.6085,-21.785919
PANEL_2X2,3,4,56,151,9442.781457,9431.692,11.089457
PANEL_2X2,4,0,57,133,8814.421053,8793.93475,20.486303
PANEL_2X2,4,1,51,123,8662.674797,8664.541,-1.866203
PANEL_2X2,4,2,48,116,8618.525862,8597.30075,21.225112
PANEL_2X2,4,3,41,95,8719.357895,8701.29775,18.060145
PANEL_2X2,4,4,52,127,9064.448819,9022.13325,42.315569
PANEL_2X4,2,0,44,107,10228.570093,10243.23225,-14.662157
PANEL_2X4,2,1,54,137,10395.240876,10382.96425,12.276626
PANEL_2X4,2,2,47,115,10523.852174,10539.55925,-15.707076
PANEL_2X4,2,3,37,82,11147.353659,11135.6965,11.657159
PANEL_2X4,2,4,47,121,11185.553719,11266.251,-80.697281
PANEL_2X4,3,0,48,127,10831.511811,10831.874,-0.362189
PANEL_2X4,3,1,51,136,10839.639706,10901.375,-61.735294
PANEL_2X4,3,2,47,111,11488.693694,11439.824,48.869694
PANEL_2X4,3,3,53,124,11545.83871,11551.72875,-5.89004
PANEL_2X4,3,4,56,151,11295.218543,11309.821,-14.602457
PANEL_2X4,4,0,57,133,11133.902256,11178.69725,-44.794994
PANEL_2X4,4,1,51,123,11723.707317,11783.51925,-59.811933
PANEL_2X4,4,2,48,116,11998.491379,11973.31675,25.174629
PANEL_2X4,4,3,41,95,12228.178947,12239.7445,-11.565553
PANEL_2X4,4,4,52,127,12189.645669,12202.991,-13.345331
PANEL_4X4,2,0,44,107,10124.46729,10136.96425,-12.49696
PANEL_4X4,2,1,54,137,10154.649635,10161.84675,-7.197115
PANEL_4X4,2,2,47,115,9775.626087,9761.11825,14.507837
PANEL_4X4,2,3,37,82,10116.54878,10078.00175,38.54703
PANEL_4X4,2,4,47,121,10027.330579,10062.67575,-35.345171
PANEL_4X4,3,0,48,127,9485.645669,9480.05525,5.590419
PANEL_4X4,3,1,51,136,9419.647059,9387.04,32.607059
PANEL_4X4,3,2,47,111,9295.981982,9338.07825,-42.096268
PANEL_4X4,3,3,53,124,9470.201613,9464.83325,5.368363
PANEL_4X4,3,4,56,151,10056.317881,10070.17875,-13.860869
PANEL_4X4,4,0,57,133,10820.293233,10832.928,-12.634767
PANEL_4X4,4,1,51,123,10570.544715,10465.75,104.794715
PANEL_4X4,4,2,48,116,9854.810345,9865.242,-10.431655
PANEL_4X4,4,3,41,95,9509.336842,9489.204,20.132842
PANEL_4X4,4,4,52,127,9533.417323,9586.87275,-53.455427
PEBBLES_L,2,0,44,165,10204.29697,10176.7035,27.59347
PEBBLES_L,2,1,41,140,10135.442857,10106.682,28.760857
PEBBLES_L,2,2,42,153,10240.254902,10189.813,50.441902
PEBBLES_L,2,3,45,149,9078.281879,9142.51675,-64.234871
PEBBLES_L,2,4,40,147,9773.891156,9698.3355,75.555656
PEBBLES_L,3,0,47,178,10149.679775,10157.168,-7.488225
PEBBLES_L,3,1,45,159,10208.138365,10175.21975,32.918615
PEBBLES_L,3,2,38,141,9776.283688,9656.5725,119.711188
PEBBLES_L,3,3,48,169,10209.005917,10241.2815,-32.275583
PEBBLES_L,3,4,52,182,10802.505495,10777.02625,25.479245
PEBBLES_L,4,0,42,148,10968.614865,10983.49175,-14.876885
PEBBLES_L,4,1,38,131,11063.977099,11101.00725,-37.030151
PEBBLES_L,4,2,37,133,10881.511278,10914.44125,-32.929972
PEBBLES_L,4,3,50,168,9924.642857,9956.76025,-32.117393
PEBBLES_L,4,4,35,120,9356.825,9334.6395,22.1855
PEBBLES_M,2,0,44,165,9700.545455,9674.13175,26.413705
PEBBLES_M,2,1,41,140,9950.35,9951.605,-1.255
PEBBLES_M,2,2,42,153,10139.346405,10111.01325,28.333155
PEBBLES_M,2,3,45,149,9437.281879,9575.627,-138.345121
PEBBLES_M,2,4,40,147,9409.367347,9424.8545,-15.487153
PEBBLES_M,3,0,47,178,8891.483146,8917.01625,-25.533104
PEBBLES_M,3,1,45,159,9978.962264,10005.44125,-26.478986
PEBBLES_M,3,2,38,141,10370.475177,10390.6135,-20.138323
PEBBLES_M,3,3,48,169,10490.650888,10472.038,18.612888
PEBBLES_M,3,4,52,182,11058.148352,11067.3545,-9.206148
PEBBLES_M,4,0,42,148,11143.067568,11139.28225,3.785318
PEBBLES_M,4,1,38,131,10366.282443,10413.24575,-46.963307
PEBBLES_M,4,2,37,133,10894.195489,10895.5445,-1.349011
PEBBLES_M,4,3,50,168,10916.232143,10897.6885,18.543643
PEBBLES_M,4,4,35,120,10900.241667,11013.19175,-112.950083
PEBBLES_S,2,0,44,165,10254.157576,10298.97475,-44.817174
PEBBLES_S,2,1,41,140,9455.292857,9515.23375,-59.940893
PEBBLES_S,2,2,42,153,9772.098039,9772.0745,0.023539
PEBBLES_S,2,3,45,149,9555.42953,9558.03025,-2.60072
PEBBLES_S,2,4,40,147,9096.489796,9108.08275,-11.592954
