product,group,day,bucket,n_obs,mean_mid,median_mid,open_mid,close_mid,vwap_mid,micro_mid,mean_spread,mean_depth,day_mean_mid,group_bucket_mean,bucket0_mean_mid,prev_bucket_mean_mid,delta_from_bucket0,delta_from_day_mean,delta_from_prev_bucket,delta_from_group_bucket_mean
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,4,2000,13397.855,13594.5,12526.0,13457.5,13397.865594,13397.83898,16.744,98.8315,12612.2464,11043.71255,12005.817,12457.00925,1392.038,785.6086,940.84575,2354.14245
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,0,2000,9802.77025,9800.0,10000.0,9869.5,9802.759247,9802.755644,12.5985,99.415,10111.9138,10146.71085,9802.77025,,0.0,-309.14355,,-343.9406
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,1,2000,9898.69825,9887.5,9875.5,9895.5,9898.695199,9898.686519,12.6515,99.47,10111.9138,10314.94535,9802.77025,9802.77025,95.928,-213.21555,95.928,-416.2471
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,2,2000,10139.37,10145.0,9906.5,10115.5,10139.357071,10139.354933,12.931,98.5835,10111.9138,10346.3518,9802.77025,9898.69825,336.59975,27.4562,240.67175,-206.9818
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,3,2000,10378.069,10390.5,10125.5,10408.0,10378.093387,10378.071152,13.25,98.8065,10111.9138,10524.4345,9802.77025,10139.37,575.29875,266.1552,238.699,-146.3655
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,4,2000,10340.6615,10341.75,10408.5,10417.0,10340.674106,10340.65824,13.183,99.4305,10111.9138,10635.4415,9802.77025,10378.069,537.89125,228.7477,-37.4075,-294.78
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,0,2000,10290.03325,10293.0,10409.5,10166.5,10290.056176,10290.041839,13.1145,99.657,10421.9509,10841.5297,10290.03325,,0.0,-131.91765,,-551.49645
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,1,2000,10147.8215,10189.5,10157.0,9956.0,10147.851734,10147.834105,12.925,99.4195,10421.9509,10866.40375,10290.03325,10290.03325,-142.21175,-274.1294,-142.21175,-718.58225
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,2,2000,10261.1025,10273.5,9957.0,10728.0,10261.110129,10261.097131,13.109,99.106,10421.9509,10826.7947,10290.03325,10147.8215,-28.93075,-160.8484,113.281,-565.6922
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,3,2000,10496.82675,10479.0,10728.0,10790.0,10496.825503,10496.810447,13.3795,99.247,10421.9509,10975.68925,10290.03325,10261.1025,206.7935,74.87585,235.72425,-478.8625
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,4,2000,10913.9705,10903.5,10790.0,10872.0,10913.978426,10913.965078,13.89,99.2195,10421.9509,11204.53595,10290.03325,10496.82675,623.93725,492.0196,417.14375,-290.56545
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,0,2000,10585.056,10546.0,10876.0,10211.0,10585.065418,10585.045163,13.434,98.875,10146.12075,10966.67775,10585.056,,0.0,438.93525,,-381.62175
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,1,2000,10249.81775,10232.75,10219.5,10373.5,10249.836487,10249.825649,13.0795,99.189,10146.12075,11020.81745,10585.056,10585.056,-335.23825,103.697,-335.23825,-770.9997
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,2,2000,10030.171,10049.0,10383.0,9979.5,10030.174591,10030.157918,12.81,99.094,10146.12075,11104.5827,10585.056,10249.81775,-554.885,-115.94975,-219.64675,-1074.4117
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,3,2000,9956.74475,9959.0,9969.5,9659.5,9956.743524,9956.732498,12.7685,98.684,10146.12075,11152.34045,10585.056,10030.171,-628.31125,-189.376,-73.42625,-1195.5957
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,4,2000,9908.81425,9957.0,9647.0,10264.5,9908.810707,9908.800906,12.6385,98.8315,10146.12075,11043.71255,10585.056,9956.74475,-676.24175,-237.3065,-47.9305,-1134.8983
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,0,2000,10296.32675,10313.5,10000.0,10223.0,10296.309957,10296.311566,13.2065,99.415,10013.2524,10146.71085,10296.32675,,0.0,283.07435,,149.6159
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,1,2000,9810.90025,9766.0,10228.5,9711.5,9810.886661,9810.888901,12.5525,99.47,10013.2524,10314.94535,10296.32675,10296.32675,-485.4265,-202.35215,-485.4265,-504.0451
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,2,2000,9571.847,9576.25,9723.5,9349.0,9571.843356,9571.832333,12.273,98.5835,10013.2524,10346.3518,10296.32675,9810.90025,-724.47975,-441.4054,-239.05325,-774.5048
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,3,2000,9663.2045,9653.0,9353.0,10207.5,9663.223147,9663.205859,12.403,98.8065,10013.2524,10524.4345,10296.32675,9571.847,-633.12225,-350.0479,91.3575,-861.23
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,4,2000,10723.9835,10812.0,10214.5,11249.0,10724.003438,10723.979388,13.646,99.4305,10013.2524,10635.4415,10296.32675,9663.2045,427.65675,710.7311,1060.779,88.542
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,0,2000,11412.3365,11385.75,11249.5,11289.5,11412.36248,11412.346261,14.432,99.657,11615.2732,10841.5297,11412.3365,,0.0,-202.9367,,570.8068
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,1,2000,11366.79025,11355.5,11297.5,11274.0,11366.834644,11366.804576,14.3515,99.4195,11615.2732,10866.40375,11412.3365,11412.3365,-45.54625,-248.48295,-45.54625,500.3865
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,2,2000,11555.3865,11550.5,11274.0,11580.5,11555.390792,11555.38055,14.649,99.106,11615.2732,10826.7947,11412.3365,11366.79025,143.05,-59.8867,188.59625,728.5918
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,3,2000,11912.5335,11952.0,11587.5,11913.5,11912.518602,11912.516153,15.052,99.247,11615.2732,10975.68925,11412.3365,11555.3865,500.197,297.2603,357.147,936.84425
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,4,2000,11829.31925,11854.5,11913.5,11407.5,11829.331955,11829.313509,14.9555,99.2195,11615.2732,11204.53595,11412.3365,11912.5335,416.98275,214.04605,-83.21425,624.7833
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,0,2000,10823.493,10715.0,11415.5,10277.5,10823.495646,10823.48231,13.7,98.875,10671.49395,10966.67775,10823.493,,0.0,151.99905,,-143.18475
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,1,2000,10529.31125,10496.5,10270.5,11078.0,10529.339536,10529.319411,13.4085,99.189,10671.49395,11020.81745,10823.493,10823.493,-294.18175,-142.1827,-294.18175,-491.5062
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,2,2000,11106.2215,11115.0,11079.0,11008.0,11106.222498,11106.207466,14.098,99.094,10671.49395,11104.5827,10823.493,10529.31125,282.7285,434.72755,576.91025,1.6388
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,3,2000,10722.423,10739.5,10993.0,10491.0,10722.429714,10722.410012,13.667,98.684,10671.49395,11152.34045,10823.493,11106.2215,-101.07,50.92905,-383.7985,-429.91745
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,4,2000,10176.021,10214.75,10508.0,9648.5,10176.026091,10176.008779,12.956,98.8315,10671.49395,11043.71255,10823.493,10722.423,-647.472,-495.47295,-546.402,-867.69155
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,0,2000,10426.98425,10500.25,10000.0,10815.0,10426.975827,10426.96882,13.3565,99.415,11095.64355,10146.71085,10426.98425,,0.0,-668.6593,,280.2734
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,1,2000,10913.6865,10957.0,10811.0,10870.0,10913.679261,10913.673322,13.863,99.47,11095.64355,10314.94535,10426.98425,10426.98425,486.70225,-181.95705,486.70225,598.74115
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,2,2000,11422.7255,11520.5,10858.0,11620.5,11422.70687,11422.708882,14.444,98.5835,11095.64355,10346.3518,10426.98425,10913.6865,995.74125,327.08195,509.039,1076.3737
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,3,2000,11672.03075,11710.5,11617.5,10968.0,11672.056063,11672.034113,14.7825,98.8065,11095.64355,10524.4345,10426.98425,11422.7255,1245.0465,576.3872,249.30525,1147.59625
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,4,2000,11042.79075,11055.75,10968.0,11345.5,11042.802346,11042.785772,14.0145,99.4305,11095.64355,10635.4415,10426.98425,11672.03075,615.8065,-52.8528,-629.24,407.34925
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,0,2000,11558.7225,11506.25,11338.5,12012.5,11558.747085,11558.731867,14.611,99.657,11259.9986,10841.5297,11558.7225,,0.0,298.7239,,717.1928
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,1,2000,11871.56225,11890.5,12032.5,11481.0,11871.60281,11871.576714,14.9545,99.4195,11259.9986,10866.40375,11558.7225,11558.7225,312.83975,611.56365,312.83975,1005.1585
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,2,2000,11057.87775,10961.5,11481.0,10750.0,11057.870539,11057.872098,14.0475,99.106,11259.9986,10826.7947,11558.7225,11871.56225,-500.84475,-202.12085,-813.6845,231.08305
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,3,2000,10815.34875,10816.5,10748.0,11073.5,10815.334365,10815.331999,13.7515,99.247,11259.9986,10975.68925,11558.7225,11057.87775,-743.37375,-444.64985,-242.529,-160.3405
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,4,2000,10996.48175,10992.0,11080.5,10645.0,10996.48617,10996.476891,13.9735,99.2195,11259.9986,11204.53595,11558.7225,10815.34875,-562.24075,-263.51685,181.133,-208.0542
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,0,2000,10622.11775,10620.5,10643.0,10610.5,10622.12411,10622.107023,13.4795,98.875,10922.07295,10966.67775,10622.11775,,0.0,-299.9552,,-344.56
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,1,2000,10655.54625,10660.5,10596.0,10634.0,10655.572969,10655.554475,13.5405,99.189,10922.07295,11020.81745,10622.11775,10622.11775,33.4285,-266.5267,33.4285,-365.2712
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,2,2000,11050.826,11101.0,10645.0,11331.5,11050.828817,11050.812689,14.011,99.094,10922.07295,11104.5827,10622.11775,10655.54625,428.70825,128.75305,395.27975,-53.7567
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,3,2000,11360.90775,11371.5,11306.0,11212.5,11360.90333,11360.894431,14.4145,98.684,10922.07295,11152.34045,10622.11775,11050.826,738.79,438.8348,310.08175,208.5673
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,4,2000,10920.967,10828.5,11213.5,10823.0,10920.972014,10920.954092,13.829,98.8315,10922.07295,11043.71255,10622.11775,11360.90775,298.84925,-1.10595,-439.94075,-122.74555
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,0,2000,10218.09125,10146.25,10000.0,10752.0,10218.079319,10218.076447,13.1245,99.415,10066.5822,10146.71085,10218.09125,,0.0,151.50905,,71.3804
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,1,2000,10482.89125,10459.75,10750.5,10126.5,10482.885826,10482.879607,13.3315,99.47,10066.5822,10314.94535,10218.09125,10218.09125,264.8,416.30905,264.8,167.9459
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,2,2000,10114.5425,10104.0,10146.5,10026.5,10114.540347,10114.526837,12.907,98.5835,10066.5822,10346.3518,10218.09125,10482.89125,-103.54875,47.9603,-368.34875,-231.8093
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,3,2000,9939.94525,9916.25,10015.5,9418.0,9939.970299,9939.947278,12.7165,98.8065,10066.5822,10524.4345,10218.09125,10114.5425,-278.146,-126.63695,-174.59725,-584.48925
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,4,2000,9577.44075,9577.75,9426.0,9583.5,9577.450395,9577.436937,12.2835,99.4305,10066.5822,10635.4415,10218.09125,9939.94525,-640.6505,-489.14145,-362.5045,-1058.00075
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,0,2000,9580.69075,9548.5,9591.5,9680.5,9580.709482,9580.697071,12.2875,99.657,10309.85285,10841.5297,9580.69075,,0.0,-729.1621,,-1260.83895
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,1,2000,10025.657,10029.5,9664.5,10197.5,10025.693746,10025.668815,12.76,99.4195,10309.85285,10866.40375,9580.69075,9580.69075,444.96625,-284.19585,444.96625,-840.74675
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,2,2000,10429.96325,10452.0,10201.5,10435.0,10429.973908,10429.957134,13.3225,99.106,10309.85285,10826.7947,9580.69075,10025.657,849.2725,120.1104,404.30625,-396.83145
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,3,2000,10583.9345,10557.25,10420.5,10867.0,10583.918413,10583.918328,13.489,99.247,10309.85285,10975.68925,9580.69075,10429.96325,1003.24375,274.08165,153.97125,-391.75475
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,4,2000,10929.01875,10960.0,10871.0,10767.0,10929.025214,10929.014909,13.9075,99.2195,10309.85285,11204.53595,9580.69075,10583.9345,1348.328,619.1659,345.08425,-275.5172
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,0,2000,10796.905,10779.0,10756.0,11287.5,10796.916469,10796.894887,13.693,98.875,10936.19685,10966.67775,10796.905,,0.0,-139.29185,,-169.77275
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,1,2000,11177.01325,11183.0,11292.0,10631.0,11177.033791,11177.021865,14.1725,99.189,10936.19685,11020.81745,10796.905,10796.905,380.10825,240.8164,380.10825,156.1958
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,2,2000,10627.543,10601.25,10633.0,10737.0,10627.544219,10627.529536,13.52,99.094,10936.19685,11104.5827,10796.905,11177.01325,-169.362,-308.65385,-549.47025,-477.0397
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,3,2000,11264.6175,11226.25,10749.0,11149.0,11264.610886,11264.603973,14.3,98.684,10936.19685,11152.34045,10796.905,10627.543,467.7125,328.42065,637.0745,112.27705
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,4,2000,10814.9055,10807.0,11163.0,10247.5,10814.913661,10814.89376,13.704,98.8315,10936.19685,11043.71255,10796.905,11264.6175,18.0005,-121.29135,-449.712,-228.80705
MICROCHIP_CIRCLE,MICROCHIP,2,0,2000,9399.98925,9298.25,10000.0,9179.0,9399.996435,9400.006994,8.4455,31.954,9190.40285,9877.51985,9399.98925,,0.0,209.5864,,-477.5306
MICROCHIP_CIRCLE,MICROCHIP,2,1,2000,9254.67425,9271.5,9184.0,8878.0,9254.674918,9254.680859,8.3285,32.136,9190.40285,10128.77555,9399.98925,9399.98925,-145.315,64.2714,-145.315,-874.1013
MICROCHIP_CIRCLE,MICROCHIP,2,2,2000,8933.8195,8892.0,8868.0,9251.0,8933.806889,8933.784533,8.048,32.202,9190.40285,9882.8264,9399.98925,9254.67425,-466.16975,-256.58335,-320.85475,-949.0069
MICROCHIP_CIRCLE,MICROCHIP,2,3,2000,9182.881,9204.0,9248.0,9393.0,9182.887037,9182.852652,8.248,32.063,9190.40285,10081.93565,9399.98925,8933.8195,-217.10825,-7.52185,249.0615,-899.05465
MICROCHIP_CIRCLE,MICROCHIP,2,4,2000,9180.65025,9238.0,9399.5,8875.0,9180.653724,9180.665462,8.2215,32.1675,9190.40285,10067.5529,9399.98925,9182.881,-219.339,-9.7526,-2.23075,-886.90265
MICROCHIP_CIRCLE,MICROCHIP,3,0,2000,9208.1685,9231.0,8887.5,9157.0,9208.167651,9208.157755,8.241,31.9945,8897.68425,10209.31975,9208.1685,,0.0,310.48425,,-1001.15125
MICROCHIP_CIRCLE,MICROCHIP,3,1,2000,8846.85325,8827.0,9145.0,8862.0,8846.867816,8846.856533,7.9405,32.019,8897.68425,10146.6875,9208.1685,9208.1685,-361.31525,-50.831,-361.31525,-1299.83425
MICROCHIP_CIRCLE,MICROCHIP,3,2,2000,9060.03425,9084.0,8854.0,8981.0,9060.048559,9060.055847,8.1395,32.0575,8897.68425,10159.4758,9208.1685,8846.85325,-148.13425,162.35,213.181,-1099.44155
MICROCHIP_CIRCLE,MICROCHIP,3,3,2000,8832.327,8853.0,8975.0,8633.0,8832.342514,8832.314415,7.975,31.9705,8897.68425,10072.70625,9208.1685,9060.03425,-375.8415,-65.35725,-227.70725,-1240.37925
MICROCHIP_CIRCLE,MICROCHIP,3,4,2000,8541.03825,8553.25,8644.0,8541.0,8541.050133,8541.036256,7.7045,32.049,8897.68425,9959.94845,9208.1685,8832.327,-667.13025,-356.646,-291.28875,-1418.9102
MICROCHIP_CIRCLE,MICROCHIP,4,0,2000,8630.256,8595.0,8535.0,8991.0,8630.262201,8630.268449,7.792,32.026,9556.56875,9607.32,8630.256,,0.0,-926.31275,,-977.064
MICROCHIP_CIRCLE,MICROCHIP,4,1,2000,8985.1,8908.0,9005.0,9173.0,8985.110613,8985.114544,8.057,32.0725,9556.56875,9552.75395,8630.256,8630.256,354.844,-571.46875,354.844,-567.65395
MICROCHIP_CIRCLE,MICROCHIP,4,2,2000,9547.13325,9577.5,9173.0,9689.5,9547.146152,9547.134969,8.4935,31.9075,9556.56875,9704.25275,8630.256,8985.1,916.87725,-9.4355,562.03325,-157.1195
MICROCHIP_CIRCLE,MICROCHIP,4,3,2000,10139.34625,10184.5,9698.5,10510.0,10139.353164,10139.349186,9.0085,32.196,9556.56875,9399.62765,8630.256,9547.13325,1509.09025,582.7775,592.213,739.7186
MICROCHIP_CIRCLE,MICROCHIP,4,4,2000,10481.00825,10479.5,10501.5,10388.5,10481.022333,10481.011369,9.2895,32.021,9556.56875,9373.48575,8630.256,10139.34625,1850.75225,924.4395,341.662,1107.5225
MICROCHIP_OVAL,MICROCHIP,2,0,2000,9805.00825,9803.25,10000.0,9557.5,9805.014769,9805.015918,8.7685,31.954,9766.38225,9877.51985,9805.00825,,0.0,38.626,,-72.5116
MICROCHIP_OVAL,MICROCHIP,2,1,2000,9862.06625,9818.25,9552.5,9478.5,9862.069895,9862.08147,8.8125,32.136,9766.38225,10128.77555,9805.00825,9805.00825,57.058,95.684,57.058,-266.7093
MICROCHIP_OVAL,MICROCHIP,2,2,2000,9425.37075,9445.5,9511.5,9693.5,9425.362548,9425.370583,8.4395,32.202,9766.38225,9882.8264,9805.00825,9862.06625,-379.6375,-341.0115,-436.6955,-457.45565
MICROCHIP_OVAL,MICROCHIP,2,3,2000,10027.12075,10106.5,9694.0,10284.5,10027.132967,10027.132853,8.9065,32.063,9766.38225,10081.93565,9805.00825,9425.37075,222.1125,260.7385,601.75,-54.8149
MICROCHIP_OVAL,MICROCHIP,2,4,2000,9712.34525,9726.0,10291.5,9256.0,9712.351825,9712.371239,8.6515,32.1675,9766.38225,10067.5529,9805.00825,10027.12075,-92.663,-54.037,-314.7755,-355.20765
MICROCHIP_OVAL,MICROCHIP,3,0,2000,9281.89525,9297.75,9252.5,9077.0,9281.903049,9281.925598,8.3025,31.9945,8543.7736,10209.31975,9281.89525,,0.0,738.12165,,-927.4245
MICROCHIP_OVAL,MICROCHIP,3,1,2000,9014.52725,9016.0,9045.0,8655.5,9014.535958,9014.506361,8.0765,32.019,8543.7736,10146.6875,9281.89525,9281.89525,-267.368,470.75365,-267.368,-1132.16025
MICROCHIP_OVAL,MICROCHIP,3,2,2000,8641.988,8643.0,8649.0,8023.5,8641.9967,8641.970867,7.829,32.0575,8543.7736,10159.4758,9281.89525,9014.52725,-639.90725,98.2144,-372.53925,-1517.4878
MICROCHIP_OVAL,MICROCHIP,3,3,2000,7913.3535,7904.75,8010.0,8026.5,7913.36813,7913.345792,7.263,31.9705,8543.7736,10072.70625,9281.89525,8641.988,-1368.54175,-630.4201,-728.6345,-2159.35275
MICROCHIP_OVAL,MICROCHIP,3,4,2000,7867.104,7913.75,8009.0,7428.5,7867.114592,7867.095795,7.164,32.049,8543.7736,9959.94845,9281.89525,7913.3535,-1414.79125,-676.6696,-46.2495,-2092.84445
MICROCHIP_OVAL,MICROCHIP,4,0,2000,7076.68275,7003.5,7416.5,6879.0,7076.689727,7076.691398,6.5705,32.026,6228.6403,9607.32,7076.68275,,0.0,848.04245,,-2530.63725
MICROCHIP_OVAL,MICROCHIP,4,1,2000,6461.708,6436.0,6868.5,6216.0,6461.722555,6461.741101,6.071,32.0725,6228.6403,9552.75395,7076.68275,7076.68275,-614.97475,233.0677,-614.97475,-3091.04595
MICROCHIP_OVAL,MICROCHIP,4,2,2000,6200.35825,6185.0,6214.0,6109.0,6200.367462,6200.352833,5.8655,31.9075,6228.6403,9704.25275,7076.68275,6461.708,-876.3245,-28.28205,-261.34975,-3503.8945
MICROCHIP_OVAL,MICROCHIP,4,3,2000,5771.5945,5750.0,6108.0,5635.5,5771.602498,5771.603145,5.561,32.196,6228.6403,9399.62765,7076.68275,6200.35825,-1305.08825,-457.0458,-428.76375,-3628.03315
MICROCHIP_OVAL,MICROCHIP,4,4,2000,5632.858,5619.75,5637.0,5519.0,5632.8704,5632.869631,5.465,32.021,6228.6403,9373.48575,7076.68275,5771.5945,-1443.82475,-595.7823,-138.7365,-3740.62775
MICROCHIP_RECTANGLE,MICROCHIP,2,0,2000,10039.532,10014.5,10000.0,9789.5,10039.535327,10039.528061,8.949,31.954,9596.87255,9877.51985,10039.532,,0.0,442.65945,,162.01215
MICROCHIP_RECTANGLE,MICROCHIP,2,1,2000,9937.14025,9981.0,9779.5,9315.5,9937.138434,9937.140721,8.8655,32.136,9596.87255,10128.77555,10039.532,10039.532,-102.39175,340.2677,-102.39175,-191.6353
MICROCHIP_RECTANGLE,MICROCHIP,2,2,2000,9313.95725,9300.5,9327.5,9254.5,9313.945882,9313.933136,8.3455,32.202,9596.87255,9882.8264,10039.532,9937.14025,-725.57475,-282.9153,-623.183,-568.86915
MICROCHIP_RECTANGLE,MICROCHIP,2,3,2000,9253.41175,9253.5,9233.5,9494.0,9253.420114,9253.394991,8.3045,32.063,9596.87255,10081.93565,10039.532,9313.95725,-786.12025,-343.4608,-60.5455,-828.5239
MICROCHIP_RECTANGLE,MICROCHIP,2,4,2000,9440.3215,9444.5,9519.5,9420.5,9440.323938,9440.32551,8.415,32.1675,9596.87255,10067.5529,10039.532,9253.41175,-599.2105,-156.55105,186.90975,-627.2314
